Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-12-04,12,13,23.102,DEN,@,JAX,W 20-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,11,506,46.00,0,0,0%,0,0%,15,45%,True,Riley Dixon
2016,2016-12-11,13,14,23.109,DEN,@,TEN,L 10-13,False,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,207,41.40,0,0,0%,0,0%,8,32%,True,Riley Dixon
2016,2016-12-18,14,15,23.116,DEN,,NWE,L 3-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,325,46.43,0,0,0%,0,0%,8,31%,False,Riley Dixon
2016,2016-12-25,15,16,23.123,DEN,@,KAN,L 10-33,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,326,46.57,0,0,0%,0,0%,10,32%,True,Riley Dixon
2016,2017-01-01,16,17,23.130,DEN,,OAK,W 24-6,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,224,44.80,0,0,0%,0,0%,11,42%,False,Riley Dixon
2017,2017-09-11,1,1,24.018,DEN,,LAC,W 24-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,144,48.00,0,0,0%,0,0%,8,31%,False,Riley Dixon
2017,2017-09-17,2,2,24.024,DEN,,DAL,W 42-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,129,43.00,0,0,0%,0,0%,11,37%,False,Riley Dixon
2017,2017-09-24,3,3,24.031,DEN,@,BUF,L 16-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,125,41.67,0,0,0%,0,0%,9,28%,True,Riley Dixon
2017,2017-10-01,4,4,24.038,DEN,,OAK,W 16-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,271,45.17,0,0,0%,0,0%,11,39%,False,Riley Dixon
2017,2017-10-15,5,6,24.052,DEN,,NYG,L 10-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,153,51.00,0,0,0%,0,0%,7,25%,False,Riley Dixon
2017,2017-10-22,6,7,24.059,DEN,@,LAC,L 0-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,349,43.63,0,0,0%,0,0%,8,33%,True,Riley Dixon
2017,2017-10-30,7,8,24.067,DEN,@,KAN,L 19-29,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,162,40.50,0,0,0%,0,0%,7,22%,True,Riley Dixon
2017,2017-11-05,8,9,24.073,DEN,@,PHI,L 23-51,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,302,50.33,0,0,0%,0,0%,11,31%,True,Riley Dixon
2017,2017-11-12,9,10,24.080,DEN,,NWE,L 16-41,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,95,47.50,1,0,0%,0,0%,7,24%,False,Riley Dixon
2017,2017-11-19,10,11,24.087,DEN,,CIN,L 17-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,222,44.40,0,0,0%,0,0%,9,32%,False,Riley Dixon
2017,2017-11-26,11,12,24.094,DEN,@,OAK,L 14-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,362,45.25,0,0,0%,0,0%,10,37%,True,Riley Dixon
2017,2017-12-03,12,13,24.101,DEN,@,MIA,L 9-35,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,340,48.57,1,0,0%,0,0%,11,32%,True,Riley Dixon
2017,2017-12-10,13,14,24.108,DEN,,NYJ,W 23-0,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,247,49.40,0,0,0%,0,0%,11,42%,False,Riley Dixon
2017,2017-12-14,14,15,24.112,DEN,@,IND,W 25-13,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,1,52,52.00,0,0,0%,0,0%,6,27%,True,Riley Dixon
2017,2017-12-24,15,16,24.122,DEN,@,WAS,L 11-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,221,44.20,0,0,0%,0,0%,7,27%,True,Riley Dixon
2017,2017-12-31,16,17,24.129,DEN,,KAN,L 24-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,157,39.25,0,0,0%,0,0%,8,29%,False,Riley Dixon
2018,2018-09-09,1,1,25.016,NYG,,JAX,L 15-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,247,49.40,0,0,0%,0,0%,8,28%,False,Riley Dixon
2018,2018-09-16,2,2,25.023,NYG,@,DAL,L 13-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,260,43.33,0,0,0%,0,0%,9,35%,True,Riley Dixon
2018,2018-09-23,3,3,25.030,NYG,@,HOU,W 27-22,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,198,49.50,0,0,0%,0,0%,9,33%,True,Riley Dixon
2018,2018-09-30,4,4,25.037,NYG,,NOR,L 18-33,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,204,51.00,0,0,0%,0,0%,6,21%,False,Riley Dixon
2018,2018-10-07,5,5,25.044,NYG,@,CAR,L 31-33,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,99,49.50,0,0,0%,0,0%,7,22%,True,Riley Dixon
2018,2018-10-11,6,6,25.048,NYG,,PHI,L 13-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,253,50.60,0,0,0%,0,0%,9,28%,False,Riley Dixon
2018,2018-10-22,7,7,25.059,NYG,@,ATL,L 20-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,4,163,40.75,0,0,0%,0,0%,6,24%,True,Riley Dixon
2018,2018-10-28,8,8,25.065,NYG,,WAS,L 13-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,220,44.00,0,0,0%,0,0%,8,28%,False,Riley Dixon
2018,2018-11-12,9,10,25.080,NYG,@,SFO,W 27-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,5,238,47.60,0,0,0%,0,0%,10,33%,True,Riley Dixon
2018,2018-11-18,10,11,25.086,NYG,,TAM,W 38-35,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,166,41.50,0,0,0%,0,0%,10,34%,False,Riley Dixon
2018,2018-11-25,11,12,25.093,NYG,@,PHI,L 22-25,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,133,44.33,0,0,0%,0,0%,7,27%,True,Riley Dixon
2018,2018-12-02,12,13,25.100,NYG,,CHI,W 30-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,311,44.43,0,0,0%,0,0%,13,35%,False,Riley Dixon
2018,2018-12-09,13,14,25.107,NYG,@,WAS,W 40-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,258,43.00,0,0,0%,0,0%,13,42%,True,Riley Dixon
2018,2018-12-16,14,15,25.114,NYG,,TEN,L 0-17,False,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0.0,0,0,0,,,0,0,0,0,0,0,6,237,39.50,0,0,0%,0,0%,7,32%,False,Riley Dixon
2018,2018-12-23,15,16,25.121,NYG,@,IND,L 27-28,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,145,48.33,0,0,0%,0,0%,8,30%,True,Riley Dixon
2018,2018-12-30,16,17,25.128,NYG,,DAL,L 35-36,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,94,47.00,0,0,0%,0,0%,7,25%,False,Riley Dixon
2019,2019-09-08,1,1,26.015,NYG,@,DAL,L 17-35,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,166,41.50,0,0,0%,0,0%,7,27%,True,Riley Dixon
2019,2019-09-15,2,2,26.022,NYG,,BUF,L 14-28,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,242,48.40,0,0,0%,0,0%,8,29%,False,Riley Dixon
2019,2019-09-22,3,3,26.029,NYG,@,TAM,W 32-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,244,48.80,0,0,0%,0,0%,9,26%,True,Riley Dixon
2019,2019-09-29,4,4,26.036,NYG,,WAS,W 24-3,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,165,55.00,0,0,0%,0,0%,7,35%,False,Riley Dixon
2019,2019-10-06,5,5,26.043,NYG,,MIN,L 10-28,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,134,44.67,0,0,0%,0,0%,7,29%,False,Riley Dixon
2019,2019-10-10,6,6,26.047,NYG,@,NWE,L 14-35,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,196,39.20,1,0,0%,0,0%,8,31%,True,Riley Dixon
2019,2019-10-20,7,7,26.057,NYG,,ARI,L 21-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,112,37.33,0,0,0%,0,0%,8,28%,False,Riley Dixon
2019,2019-10-27,8,8,26.064,NYG,@,DET,L 26-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,135,45.00,0,0,0%,0,0%,6,23%,True,Riley Dixon
2019,2019-11-04,9,9,26.072,NYG,,DAL,L 18-37,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,142,47.33,0,0,0%,0,0%,8,26%,False,Riley Dixon
2019,2019-11-10,10,10,26.078,NYG,@,NYJ,L 27-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,322,53.67,0,1,1%,0,0%,8,24%,True,Riley Dixon
2019,2019-11-24,11,12,26.092,NYG,@,CHI,L 14-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,257,51.40,0,0,0%,0,0%,9,32%,True,Riley Dixon
2019,2019-12-01,12,13,26.099,NYG,,GNB,L 13-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,47,47.00,0,0,0%,0,0%,4,18%,False,Riley Dixon
2019,2019-12-09,13,14,26.107,NYG,@,PHI,L 17-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,415,46.11,0,0,0%,0,0%,12,36%,True,Riley Dixon
2019,2019-12-15,14,15,26.113,NYG,,MIA,W 36-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,209,41.80,0,0,0%,0,0%,10,33%,False,Riley Dixon
2019,2019-12-22,15,16,26.120,NYG,@,WAS,W 41-35,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,135,45.00,1,0,0%,0,0%,11,32%,True,Riley Dixon
2019,2019-12-29,16,17,26.127,NYG,,PHI,L 17-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,257,42.83,0,0,0%,0,0%,10,29%,False,Riley Dixon
2020,2020-09-14,1,1,27.021,NYG,,PIT,L 16-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,193,38.60,0,0,0%,0,0%,7,27%,False,Riley Dixon
2020,2020-09-20,2,2,27.027,NYG,@,CHI,L 13-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,174,58.00,0,0,0%,0,0%,7,32%,True,Riley Dixon
2020,2020-09-27,3,3,27.034,NYG,,SFO,L 9-36,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,54,54.00,0,0,0%,0,0%,4,17%,False,Riley Dixon
2020,2020-10-04,4,4,27.041,NYG,@,LAR,L 9-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,216,43.20,0,0,0%,0,0%,8,35%,True,Riley Dixon
2020,2020-10-11,5,5,27.048,NYG,@,DAL,L 34-37,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,104,52.00,0,0,0%,0,0%,10,29%,True,Riley Dixon
2020,2020-10-18,6,6,27.055,NYG,,WAS,W 20-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,70,35.00,0,0,0%,0,0%,6,27%,False,Riley Dixon
2020,2020-10-22,7,7,27.059,NYG,@,PHI,L 21-22,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,265,44.17,0,0,0%,0,0%,9,35%,True,Riley Dixon
2020,2020-11-02,8,8,27.070,NYG,,TAM,L 23-25,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,144,36.00,0,0,0%,0,0%,7,26%,False,Riley Dixon
2020,2020-11-08,9,9,27.076,NYG,@,WAS,W 23-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,4,158,39.50,0,0,0%,0,0%,9,35%,True,Riley Dixon
2020,2020-11-15,10,10,27.083,NYG,,PHI,W 27-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,213,53.25,0,0,0%,0,0%,9,36%,False,Riley Dixon
2020,2020-11-29,11,12,27.097,NYG,@,CIN,W 19-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,233,46.60,0,0,0%,0,0%,10,34%,True,Riley Dixon
2020,2020-12-06,12,13,27.104,NYG,@,SEA,W 17-12,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,6,261,43.50,1,0,0%,0,0%,12,44%,True,Riley Dixon
2020,2020-12-13,13,14,27.111,NYG,,ARI,L 7-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,390,48.75,0,0,0%,0,0%,9,31%,False,Riley Dixon
2020,2020-12-20,14,15,27.118,NYG,,CLE,L 6-20,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,69,34.50,0,0,0%,0,0%,5,26%,False,Riley Dixon
2020,2020-12-27,15,16,27.125,NYG,@,BAL,L 13-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,141,47.00,0,0,0%,0,0%,7,29%,True,Riley Dixon
2020,2021-01-03,16,17,27.132,NYG,,DAL,W 23-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,226,45.20,0,0,0%,0,0%,9,30%,False,Riley Dixon
2021,2021-09-12,1,1,28.019,NYG,,DEN,L 13-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,162,54.00,0,0,0%,0,0%,4,21%,False,Riley Dixon
2021,2021-09-16,2,2,28.023,NYG,@,WAS,L 29-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,123,41.00,0,0,0%,0,0%,10,29%,True,Riley Dixon
2021,2021-09-26,3,3,28.033,NYG,,ATL,L 14-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,229,45.80,0,0,0%,0,0%,7,30%,False,Riley Dixon
2021,2021-10-03,4,4,28.040,NYG,@,NOR,W 27-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,157,39.25,0,0,0%,0,0%,8,32%,True,Riley Dixon
2021,2021-10-10,5,5,28.047,NYG,@,DAL,L 20-44,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,90,45.00,0,0,0%,0,0%,8,27%,True,Riley Dixon
2021,2021-10-17,6,6,28.054,NYG,,LAR,L 11-38,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,4,210,52.50,0,0,0%,0,0%,5,19%,False,Riley Dixon
2021,2021-10-24,7,7,28.061,NYG,,CAR,W 25-3,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,229,45.80,0,0,0%,0,0%,10,37%,False,Riley Dixon
2021,2021-11-01,8,8,28.069,NYG,@,KAN,L 17-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,215,43.00,0,0,0%,0,0%,8,32%,True,Riley Dixon
2021,2021-11-07,9,9,28.075,NYG,,LVR,W 23-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,146,48.67,0,0,0%,0,0%,8,31%,False,Riley Dixon
2021,2021-11-22,10,11,28.090,NYG,@,TAM,L 10-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,193,48.25,0,0,0%,0,0%,6,24%,True,Riley Dixon
2021,2021-11-28,11,12,28.096,NYG,,PHI,W 13-7,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,196,39.20,0,0,0%,0,0%,9,47%,False,Riley Dixon
2021,2021-12-05,12,13,28.103,NYG,@,MIA,L 9-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,248,41.33,0,0,0%,0,0%,10,33%,True,Riley Dixon
2021,2021-12-12,13,14,28.110,NYG,@,LAC,L 21-37,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,228,45.60,0,0,0%,0,0%,9,31%,True,Riley Dixon
2021,2021-12-19,14,15,28.117,NYG,,DAL,L 6-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,101,50.50,0,0,0%,0,0%,4,19%,False,Riley Dixon
2021,2021-12-26,15,16,28.124,NYG,@,PHI,L 10-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,294,36.75,0,0,0%,0,0%,11,36%,True,Riley Dixon
2021,2022-01-02,16,17,28.131,NYG,@,CHI,L 3-29,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,156,39.00,0,0,0%,0,0%,6,26%,True,Riley Dixon
2021,2022-01-09,17,18,28.138,NYG,,WAS,L 7-22,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,306,51.00,0,0,0%,0,0%,7,29%,False,Riley Dixon
,97 Games,,,,,,,33-64-0,False,1,3,33.33,16,0,0,52.1,0,0,5.33,5.33,1,14,14.00,0,0.0,10,0,10,0,0,0,0,0,1,0,0,441,19997,45.34,5,,,,,,,False,Riley Dixon
