Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-12-08,13,14,24.072,MIN,@,BAL,L 26-29,False,0,0,,0,0.0,0,0,0,,,9,397,44.11,0,0,0%,0,0%,13,39%,True,Jeff Locke
2013,2013-12-15,14,15,24.079,MIN,,PHI,W 48-30,False,0,0,,0,0.0,0,0,0,,,2,97,48.50,0,0,0%,0,0%,12,34%,False,Jeff Locke
2013,2013-12-22,15,16,24.086,MIN,@,CIN,L 14-42,False,0,0,,0,0.0,0,0,0,,,5,197,39.40,0,0,0%,0,0%,7,26%,True,Jeff Locke
2013,2013-12-29,16,17,24.093,MIN,,DET,W 14-13,False,0,0,,0,0.0,0,0,0,,,6,244,40.67,0,0,0%,0,0%,8,31%,False,Jeff Locke
2014,2014-09-07,1,1,24.345,MIN,@,STL,W 34-6,False,0,0,,0,0.0,0,0,0,,,5,237,47.40,0,0,0%,0,0%,12,39%,True,Jeff Locke
2014,2014-09-14,2,2,24.352,MIN,,NWE,L 7-30,False,0,0,,0,0.0,0,0,0,,,5,228,45.60,0,0,0%,0,0%,7,25%,False,Jeff Locke
2014,2014-09-21,3,3,24.359,MIN,@,NOR,L 9-20,False,0,0,,0,0.0,0,0,0,,,4,181,45.25,0,0,0%,0,0%,7,32%,True,Jeff Locke
2014,2014-09-28,4,4,25.001,MIN,,ATL,W 41-28,False,0,0,,0,0.0,0,0,0,,,2,86,43.00,0,0,0%,0,0%,10,30%,False,Jeff Locke
2014,2014-10-02,5,5,25.005,MIN,@,GNB,L 10-42,False,0,0,,0,0.0,0,0,0,,,7,304,43.43,0,0,0%,0,0%,9,29%,True,Jeff Locke
2014,2014-10-12,6,6,25.015,MIN,,DET,L 3-17,False,0,0,,0,0.0,0,0,0,,,7,296,42.29,0,0,0%,0,0%,8,30%,False,Jeff Locke
2014,2014-10-19,7,7,25.022,MIN,@,BUF,L 16-17,False,0,0,,0,0.0,0,0,0,,,6,284,47.33,0,0,0%,0,0%,10,37%,True,Jeff Locke
2014,2014-10-26,8,8,25.029,MIN,@,TAM,W 19-13,False,0,0,,0,0.0,0,0,0,,,8,358,44.75,0,0,0%,0,0%,12,41%,True,Jeff Locke
2014,2014-11-02,9,9,25.036,MIN,,WAS,W 29-26,False,0,0,,0,0.0,0,0,0,,,6,243,40.50,0,0,0%,0,0%,9,32%,False,Jeff Locke
2014,2014-11-16,10,11,25.050,MIN,@,CHI,L 13-21,False,0,0,,0,0.0,0,0,0,,,4,165,41.25,0,0,0%,0,0%,9,39%,True,Jeff Locke
2014,2014-11-23,11,12,25.057,MIN,,GNB,L 21-24,False,0,0,,0,0.0,0,0,0,,,4,179,44.75,0,0,0%,0,0%,7,28%,False,Jeff Locke
2014,2014-11-30,12,13,25.064,MIN,,CAR,W 31-13,False,0,0,,0,0.0,0,0,0,,,6,251,41.83,0,0,0%,0,0%,11,37%,False,Jeff Locke
2014,2014-12-07,13,14,25.071,MIN,,NYJ,W 30-24,False,0,0,,0,0.0,0,0,0,,,3,148,49.33,0,0,0%,0,0%,10,30%,False,Jeff Locke
2014,2014-12-14,14,15,25.078,MIN,@,DET,L 14-16,False,0,0,,0,0.0,0,0,0,,,2,101,50.50,0,0,0%,0,0%,7,29%,True,Jeff Locke
2014,2014-12-21,15,16,25.085,MIN,@,MIA,L 35-37,False,0,0,,0,0.0,0,0,0,,,3,151,50.33,1,0,0%,0,0%,9,29%,True,Jeff Locke
2014,2014-12-28,16,17,25.092,MIN,,CHI,W 13-9,False,0,0,,0,0.0,0,0,0,,,3,106,35.33,0,0,0%,0,0%,6,27%,False,Jeff Locke
2015,2015-09-14,1,1,25.352,MIN,@,SFO,L 3-20,False,0,0,,0,0.0,0,0,0,,,4,150,37.50,0,0,0%,0,0%,7,32%,True,Jeff Locke
2015,2015-09-20,2,2,25.358,MIN,,DET,W 26-16,False,0,0,,0,0.0,0,0,0,,,3,134,44.67,0,0,0%,0,0%,8,33%,False,Jeff Locke
2015,2015-09-27,3,3,26.000,MIN,,SDG,W 31-14,False,0,0,,0,0.0,0,0,0,,,4,165,41.25,0,0,0%,0,0%,10,37%,False,Jeff Locke
2015,2015-10-04,4,4,26.007,MIN,@,DEN,L 20-23,False,0,0,,0,0.0,0,0,0,,,5,217,43.40,0,0,0%,0,0%,10,34%,True,Jeff Locke
2015,2015-10-18,5,6,26.021,MIN,,KAN,W 16-10,False,0,0,,0,0.0,0,0,0,,,4,181,45.25,0,0,0%,0,0%,8,33%,False,Jeff Locke
2015,2015-10-25,6,7,26.028,MIN,@,DET,W 28-19,False,1,-6,-6.00,0,0.0,0,0,0,,,2,90,45.00,0,0,0%,0,0%,11,35%,True,Jeff Locke
2015,2015-11-01,7,8,26.035,MIN,@,CHI,W 23-20,False,0,0,,0,0.0,0,0,0,,,4,134,33.50,0,0,0%,0,0%,9,31%,True,Jeff Locke
2015,2015-11-08,8,9,26.042,MIN,,STL,W 21-18,False,0,0,,0,0.0,0,0,0,,,8,334,41.75,0,0,0%,0,0%,11,31%,False,Jeff Locke
2015,2015-11-15,9,10,26.049,MIN,@,OAK,W 30-14,False,0,0,,0,0.0,0,0,0,,,3,143,47.67,0,0,0%,0,0%,11,38%,True,Jeff Locke
2015,2015-11-22,10,11,26.056,MIN,,GNB,L 13-30,False,0,0,,0,0.0,0,0,0,,,6,245,40.83,0,0,0%,0,0%,8,28%,False,Jeff Locke
2015,2015-11-29,11,12,26.063,MIN,@,ATL,W 20-10,False,0,0,,0,0.0,0,0,0,,,2,95,47.50,0,0,0%,0,0%,7,37%,True,Jeff Locke
2015,2015-12-06,12,13,26.070,MIN,,SEA,L 7-38,False,0,0,,0,0.0,0,0,0,,,7,281,40.14,0,0,0%,0,0%,8,32%,False,Jeff Locke
2015,2015-12-10,13,14,26.074,MIN,@,ARI,L 20-23,False,0,0,,0,0.0,0,0,0,,,2,91,45.50,0,0,0%,0,0%,6,24%,True,Jeff Locke
2015,2015-12-20,14,15,26.084,MIN,,CHI,W 38-17,False,0,0,,0,0.0,0,0,0,,,3,129,43.00,0,0,0%,0,0%,9,33%,False,Jeff Locke
2015,2015-12-27,15,16,26.091,MIN,,NYG,W 49-17,False,0,0,,0,0.0,0,0,0,,,4,162,40.50,0,0,0%,0,0%,14,37%,False,Jeff Locke
2015,2016-01-03,16,17,26.098,MIN,@,GNB,W 20-13,False,0,0,,0,0.0,0,0,0,,,5,195,39.00,0,0,0%,0,0%,10,38%,True,Jeff Locke
2016,2016-09-11,1,1,26.350,MIN,@,TEN,W 25-16,False,0,0,,0,0.0,0,0,0,,,3,113,37.67,0,0,0%,0,0%,11,38%,True,Jeff Locke
2016,2016-09-18,2,2,26.357,MIN,,GNB,W 17-14,False,0,0,,0,0.0,0,0,0,,,7,273,39.00,0,0,0%,0,0%,10,42%,False,Jeff Locke
2016,2016-09-25,3,3,26.364,MIN,@,CAR,W 22-10,False,0,0,,0,0.0,0,0,0,,,7,339,48.43,0,0,0%,0,0%,10,37%,True,Jeff Locke
2016,2016-10-03,4,4,27.006,MIN,,NYG,W 24-10,False,0,0,,0,0.0,0,0,0,,,6,264,44.00,0,0,0%,0,0%,11,41%,False,Jeff Locke
2016,2016-10-09,5,5,27.012,MIN,,HOU,W 31-13,False,0,0,,0,0.0,0,0,0,,,5,231,46.20,0,0,0%,0,0%,10,34%,False,Jeff Locke
2016,2016-10-23,6,7,27.026,MIN,@,PHI,L 10-21,False,0,0,,0,0.0,0,0,0,,,4,181,45.25,0,0,0%,0,0%,7,30%,True,Jeff Locke
2016,2016-10-31,7,8,27.034,MIN,@,CHI,L 10-20,False,0,0,,0,0.0,0,0,0,,,7,309,44.14,0,0,0%,0,0%,9,35%,True,Jeff Locke
2016,2016-11-06,8,9,27.040,MIN,,DET,L 16-22,False,0,0,,0,0.0,0,0,0,,,4,146,36.50,0,0,0%,0,0%,8,31%,False,Jeff Locke
2016,2016-11-13,9,10,27.047,MIN,@,WAS,L 20-26,False,0,0,,0,0.0,0,0,0,,,5,217,43.40,0,0,0%,0,0%,8,31%,True,Jeff Locke
2016,2016-11-20,10,11,27.054,MIN,,ARI,W 30-24,False,0,0,,0,0.0,1,0,1,0,0,4,225,56.25,0,0,0%,0,0%,9,31%,False,Jeff Locke
2016,2016-11-24,11,12,27.058,MIN,@,DET,L 13-16,False,0,0,,0,0.0,0,0,0,,,4,195,48.75,0,0,0%,0,0%,7,30%,True,Jeff Locke
2016,2016-12-01,12,13,27.065,MIN,,DAL,L 15-17,False,0,0,,0,0.0,0,0,0,,,7,224,32.00,0,0,0%,0,0%,10,36%,False,Jeff Locke
2016,2016-12-11,13,14,27.075,MIN,@,JAX,W 25-16,False,0,0,,0,0.0,0,0,0,,,1,42,42.00,0,0,0%,0,0%,8,25%,True,Jeff Locke
2016,2016-12-18,14,15,27.082,MIN,,IND,L 6-34,False,0,0,,0,0.0,1,0,1,0,0,3,146,48.67,0,0,0%,0,0%,5,21%,False,Jeff Locke
2016,2016-12-24,15,16,27.088,MIN,@,GNB,L 25-38,False,0,0,,0,0.0,0,0,0,,,5,186,37.20,0,0,0%,0,0%,9,26%,True,Jeff Locke
2016,2017-01-01,16,17,27.096,MIN,,CHI,W 38-10,False,0,0,,0,0.0,0,0,0,,,2,64,32.00,0,0,0%,0,0%,8,36%,False,Jeff Locke
2017,2017-09-18,2,2,27.356,DET,@,NYG,W 24-10,False,0,0,,0,0.0,0,0,0,,,5,209,41.80,0,0,0%,0,0%,15,60%,True,Jeff Locke
2017,2017-09-24,3,3,27.362,DET,,ATL,L 26-30,False,0,0,,0,0.0,0,0,0,,,5,239,47.80,0,0,0%,0,0%,18,55%,False,Jeff Locke
2017,2017-10-01,4,4,28.004,DET,@,MIN,W 14-7,False,0,0,,0,0.0,0,0,0,,,7,325,46.43,0,0,0%,0,0%,14,61%,True,Jeff Locke
2017,2017-10-08,5,5,28.011,DET,,CAR,L 24-27,False,0,0,,0,0.0,0,0,0,,,5,206,41.20,0,0,0%,0,0%,12,38%,False,Jeff Locke
2017,2017-10-15,6,6,28.018,DET,@,NOR,L 38-52,False,0,0,,0,0.0,0,0,0,,,5,243,48.60,0,0,0%,0,0%,17,37%,True,Jeff Locke
,69 Games,,,,,,,33-35-1,False,1,-6,-6.00,0,0.0,2,0,2,0,0,317,13757,43.40,1,,,,,,,False,Jeff Locke
