Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-09-08,1,1,23.346,MIN,@,DET,L 24-34,False,0,0,,0,0.0,0,0,0,,,5,211,42.20,0,0,0%,0,0%,10,30%,True,Jeff Locke
2013,2013-09-15,2,2,23.353,MIN,@,CHI,L 30-31,False,0,0,,0,0.0,0,0,0,,,3,170,56.67,0,0,0%,0,0%,10,33%,True,Jeff Locke
2013,2013-09-22,3,3,23.360,MIN,,CLE,L 27-31,False,0,0,,0,0.0,0,0,0,,,7,325,46.43,0,0,0%,0,0%,12,33%,False,Jeff Locke
2013,2013-09-29,4,4,24.002,MIN,,PIT,W 34-27,False,0,0,,0,0.0,0,0,0,,,4,167,41.75,0,0,0%,0,0%,11,33%,False,Jeff Locke
2013,2013-10-13,5,6,24.016,MIN,,CAR,L 10-35,False,0,0,,0,0.0,0,0,0,,,4,199,49.75,0,0,0%,0,0%,9,39%,False,Jeff Locke
2013,2013-10-21,6,7,24.024,MIN,@,NYG,L 7-23,False,0,0,,0,0.0,0,0,0,,,7,312,44.57,0,0,0%,0,0%,10,32%,True,Jeff Locke
2013,2013-10-27,7,8,24.030,MIN,,GNB,L 31-44,False,0,0,,0,0.0,0,0,0,,,4,186,46.50,0,0,0%,0,0%,9,28%,False,Jeff Locke
2013,2013-11-03,8,9,24.037,MIN,@,DAL,L 23-27,False,0,0,,0,0.0,0,0,0,,,3,113,37.67,0,0,0%,0,0%,7,25%,True,Jeff Locke
2013,2013-11-07,9,10,24.041,MIN,,WAS,W 34-27,False,0,0,,0,0.0,0,0,0,,,1,50,50.00,0,0,0%,0,0%,7,25%,False,Jeff Locke
2013,2013-11-17,10,11,24.051,MIN,@,SEA,L 20-41,False,0,0,,0,0.0,0,0,0,,,3,127,42.33,0,0,0%,0,0%,7,22%,True,Jeff Locke
2013,2013-11-24,11,12,24.058,MIN,@,GNB,T 26-26,False,0,0,,0,0.0,0,0,0,,,6,257,42.83,0,0,0%,0,0%,12,32%,True,Jeff Locke
2013,2013-12-01,12,13,24.065,MIN,,CHI,W 23-20,False,0,0,,0,0.0,0,0,0,,,6,264,44.00,0,0,0%,0,0%,13,35%,False,Jeff Locke
