Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
1997,1997-09-01,1,1,23.016,GNB,CHI,False,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,38,24,Ryan Longwell
1997,1997-09-07,2,2,23.022,GNB,PHI,False,0,0,,0,0,0,,,,,,,,,3,4,75.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,9,10,Ryan Longwell
1997,1997-09-14,3,3,23.029,GNB,MIA,False,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,23,18,Ryan Longwell
1997,1997-09-21,4,4,23.036,GNB,MIN,False,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,38,32,Ryan Longwell
1997,1997-09-28,5,5,23.043,GNB,DET,False,0,0,,0,0,0,,,,,,,,,3,3,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,15,26,Ryan Longwell
1997,1997-10-05,6,6,23.050,GNB,TAM,False,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,21,16,Ryan Longwell
1997,1997-10-12,7,7,23.057,GNB,CHI,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,24,23,Ryan Longwell
1997,1997-10-27,8,9,23.072,GNB,NWE,False,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,True,28,10,Ryan Longwell
1997,1997-11-02,9,10,23.078,GNB,DET,False,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,20,10,Ryan Longwell
1997,1997-11-09,10,11,23.085,GNB,STL,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,17,7,Ryan Longwell
1997,1997-11-16,11,12,23.092,GNB,IND,False,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,38,41,Ryan Longwell
1997,1997-11-23,12,13,23.099,GNB,DAL,False,0,0,,0,0,0,,,,,,6,6,100.0,1,2,50.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,45,17,Ryan Longwell
1997,1997-12-01,13,14,23.107,GNB,MIN,False,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,27,11,Ryan Longwell
1997,1997-12-07,14,15,23.113,GNB,TAM,False,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,17,6,Ryan Longwell
1997,1997-12-14,15,16,23.120,GNB,CAR,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,31,10,Ryan Longwell
1997,1997-12-20,16,17,23.126,GNB,BUF,False,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,31,21,Ryan Longwell
1998,1998-09-06,1,1,24.021,GNB,DET,False,0,0,,0,0,0,,0,0,,,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,38,19,Ryan Longwell
1998,1998-09-13,2,2,24.028,GNB,TAM,False,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,23,15,Ryan Longwell
1998,1998-09-20,3,3,24.035,GNB,CIN,False,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,13,6,Ryan Longwell
1998,1998-09-27,4,4,24.042,GNB,CAR,False,0,0,,0,0,0,,0,0,,,4,5,80.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,37,30,Ryan Longwell
1998,1998-10-05,5,5,24.050,GNB,MIN,False,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,24,37,Ryan Longwell
1998,1998-10-15,6,7,24.060,GNB,DET,False,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,20,27,Ryan Longwell
1998,1998-10-25,7,8,24.070,GNB,BAL,False,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,False,True,28,10,Ryan Longwell
1998,1998-11-01,8,9,24.077,GNB,SFO,False,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,36,22,Ryan Longwell
1998,1998-11-09,9,10,24.085,GNB,PIT,False,0,0,,0,0,0,,0,0,,,,,,2,3,66.7,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,20,27,Ryan Longwell
1998,1998-11-15,10,11,24.091,GNB,NYG,False,0,0,,0,0,0,,0,0,,,4,4,100.0,3,5,60.0,0,13,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,37,3,Ryan Longwell
1998,1998-11-22,11,12,24.098,GNB,MIN,False,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,False,14,28,Ryan Longwell
1998,1998-11-29,12,13,24.105,GNB,PHI,False,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,24,16,Ryan Longwell
1998,1998-12-07,13,14,24.113,GNB,TAM,False,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,22,24,Ryan Longwell
1998,1998-12-13,14,15,24.119,GNB,CHI,False,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,26,20,Ryan Longwell
1998,1998-12-20,15,16,24.126,GNB,TEN,False,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,30,22,Ryan Longwell
1998,1998-12-27,16,17,24.133,GNB,CHI,False,0,0,,0,0,0,,0,0,,,1,2,50.0,1,2,50.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,16,13,Ryan Longwell
1999,1999-09-12,1,1,25.027,GNB,OAK,False,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,False,True,28,24,Ryan Longwell
1999,1999-09-19,2,2,25.034,GNB,DET,False,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,15,23,Ryan Longwell
1999,1999-09-26,3,3,25.041,GNB,MIN,False,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,23,20,Ryan Longwell
1999,1999-10-10,4,5,25.055,GNB,TAM,False,0,0,,0,0,0,,,,,,2,2,100.0,4,5,80.0,0,14,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,26,23,Ryan Longwell
1999,1999-10-17,5,6,25.062,GNB,DEN,False,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,10,31,Ryan Longwell
1999,1999-10-24,6,7,25.069,GNB,SDG,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,31,3,Ryan Longwell
1999,1999-11-01,7,8,25.077,GNB,SEA,False,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,7,27,Ryan Longwell
1999,1999-11-07,8,9,25.083,GNB,CHI,False,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,13,14,Ryan Longwell
1999,1999-11-14,9,10,25.090,GNB,DAL,False,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0.0,0,1,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,13,27,Ryan Longwell
