Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-09-11,1.0,1.0,23.256,PHI,CLE,W 29-10,True,22,37,59.46,278,2,0,101.0,2,8,7.51,8.59,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,2,0,0,1,-6,0,77,100%,0,0%,0,0%,False,Carson Wentz,True,29,10
2016.0,2016-09-19,2.0,2.0,23.264,PHI,CHI,W 29-14,True,21,34,61.76,190,1,0,86.6,2,10,5.59,6.18,6,10,1.67,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,True,Carson Wentz,True,29,14
2016.0,2016-09-25,3.0,3.0,23.27,PHI,PIT,W 34-3,True,23,31,74.19,301,2,0,125.9,0,0,9.71,11.00,1,10,10.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,65,100%,0,0%,0,0%,False,Carson Wentz,True,34,3
2016.0,2016-10-09,4.0,5.0,23.284,PHI,DET,L 23-24,True,25,33,75.76,238,2,1,102.8,3,8,7.21,7.06,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,True,Carson Wentz,False,23,24
2016.0,2016-10-16,5.0,6.0,23.291,PHI,WAS,L 20-27,True,11,22,50.00,179,0,0,77.7,5,34,8.14,8.14,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,True,Carson Wentz,False,20,27
2016.0,2016-10-23,6.0,7.0,23.298,PHI,MIN,W 21-10,True,16,28,57.14,138,1,2,52.4,0,0,4.93,2.43,5,6,1.20,0,0,0,0,,0,0.0%,,1,0,2,3,1,0,1,-22,0,58,100%,0,0%,0,0%,False,Carson Wentz,True,21,10
2016.0,2016-10-30,7.0,8.0,23.305,PHI,DAL,L 23-29,True,32,43,74.42,202,1,0,91.4,3,8,4.70,5.16,1,-3,-3.00,0,0,0,0,,0,0.0%,,,0,0,2,0,0,2,0,0,76,100%,0,0%,0,0%,True,Carson Wentz,False,23,29
2016.0,2016-11-06,8.0,9.0,23.312,PHI,NYG,L 23-28,True,27,47,57.45,364,0,2,64.5,2,17,7.74,5.83,4,-4,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,75,100%,0,0%,0,0%,True,Carson Wentz,False,23,28
2016.0,2016-11-13,9.0,10.0,23.319,PHI,ATL,W 24-15,True,25,36,69.44,231,0,0,86.7,2,10,6.42,6.42,4,10,2.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,79,100%,0,0%,0,0%,False,Carson Wentz,True,24,15
2016.0,2016-11-20,10.0,11.0,23.326,PHI,SEA,L 15-26,True,23,45,51.11,218,2,2,61.2,2,23,4.84,3.73,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,80,100%,0,0%,0,0%,True,Carson Wentz,False,15,26
2016.0,2016-11-28,11.0,12.0,23.334,PHI,GNB,L 13-27,True,24,36,66.67,254,0,1,75.5,4,43,7.06,5.81,4,33,8.25,1,0,0,0,,0,0.0%,,,1,6,0,0,0,1,0,0,59,100%,0,0%,0,0%,False,Carson Wentz,False,13,27
2016.0,2016-12-04,12.0,13.0,23.34,PHI,CIN,L 14-32,True,36,60,60.00,308,1,3,58.2,1,2,5.13,3.22,3,16,5.33,0,1,1,7,7.00,0,100.0%,7.00,,0,0,0,0,0,0,0,0,80,100%,0,0%,0,0%,True,Carson Wentz,False,14,32
2016.0,2016-12-11,13.0,14.0,23.347,PHI,WAS,L 22-27,True,32,46,69.57,314,1,1,86.7,4,26,6.83,6.28,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,0,0,78,100%,0,0%,0,0%,False,Carson Wentz,False,22,27
2016.0,2016-12-18,14.0,15.0,23.354,PHI,BAL,L 26-27,True,22,42,52.38,170,0,1,52.7,1,11,4.05,2.98,4,8,2.00,1,0,0,0,,0,0.0%,,,1,6,2,0,0,1,-1,0,87,100%,0,0%,0,0%,True,Carson Wentz,False,26,27
2016.0,2016-12-22,15.0,16.0,23.358,PHI,NYG,W 24-19,True,13,24,54.17,152,1,1,70.1,0,0,6.33,5.29,4,27,6.75,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,50,89%,0,0%,0,0%,False,Carson Wentz,True,24,19
2016.0,2017-01-01,16.0,17.0,24.002,PHI,DAL,W 27-13,True,27,43,62.79,245,2,0,93.7,2,13,5.70,6.63,1,13,13.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,76,100%,0,0%,0,0%,False,Carson Wentz,True,27,13
2017.0,2017-09-10,1.0,1.0,24.254,PHI,WAS,W 30-17,True,26,39,66.67,307,2,1,96.8,2,9,7.87,7.74,4,6,1.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-16,0,69,100%,0,0%,0,0%,True,Carson Wentz,True,30,17
2017.0,2017-09-17,2.0,2.0,24.261,PHI,KAN,L 20-27,True,25,46,54.35,333,2,1,83.0,6,34,7.24,7.13,4,55,13.75,0,0,0,0,,0,0.0%,,,0,0,2,0,0,1,0,0,72,100%,0,0%,0,0%,True,Carson Wentz,False,20,27
2017.0,2017-09-24,3.0,3.0,24.268,PHI,NYG,W 27-24,True,21,31,67.74,176,1,0,92.9,3,15,5.68,6.32,6,22,3.67,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,76,100%,0,0%,0,0%,False,Carson Wentz,True,27,24
2017.0,2017-10-01,4.0,4.0,24.275,PHI,LAC,W 26-24,True,17,31,54.84,242,1,0,91.1,1,2,7.81,8.45,6,14,2.33,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,-3,0,79,100%,0,0%,0,0%,True,Carson Wentz,True,26,24
2017.0,2017-10-08,5.0,5.0,24.282,PHI,ARI,W 34-7,True,21,30,70.00,304,4,1,128.3,1,7,10.13,11.30,6,11,1.83,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Carson Wentz,True,34,7
2017.0,2017-10-12,6.0,6.0,24.286,PHI,CAR,W 28-23,True,16,30,53.33,222,3,0,110.7,3,13,7.40,9.40,6,25,4.17,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,62,100%,0,0%,0,0%,True,Carson Wentz,True,28,23
2017.0,2017-10-23,7.0,7.0,24.297,PHI,WAS,W 34-24,True,17,25,68.00,268,4,1,126.3,3,24,10.72,12.12,8,63,7.88,0,0,0,0,,0,0.0%,,,0,0,2,0,0,1,-4,0,65,100%,0,0%,0,0%,False,Carson Wentz,True,34,24
2017.0,2017-10-29,8.0,8.0,24.303,PHI,SFO,W 33-10,True,18,32,56.25,211,2,1,84.2,3,19,6.59,6.44,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,61,87%,0,0%,0,0%,False,Carson Wentz,True,33,10
2017.0,2017-11-05,9.0,9.0,24.31,PHI,DEN,W 51-23,True,15,27,55.56,199,4,0,118.7,1,4,7.37,10.33,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,55,80%,0,0%,0,0%,False,Carson Wentz,True,51,23
2017.0,2017-11-19,10.0,11.0,24.324,PHI,DAL,W 37-9,True,14,27,51.85,168,2,0,95.9,0,0,6.22,7.70,6,13,2.17,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,True,Carson Wentz,True,37,9
2017.0,2017-11-26,11.0,12.0,24.331,PHI,CHI,W 31-3,True,23,36,63.89,227,3,0,109.4,1,4,6.31,7.97,5,29,5.80,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,67,86%,0,0%,0,0%,False,Carson Wentz,True,31,3
2017.0,2017-12-03,12.0,13.0,24.338,PHI,SEA,L 10-24,True,29,45,64.44,348,1,1,86.2,3,21,7.73,7.18,6,30,5.00,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,0,0,75,100%,0,0%,0,0%,True,Carson Wentz,False,10,24
2017.0,2017-12-10,13.0,14.0,24.345,PHI,LAR,W 43-35,True,23,41,56.10,291,4,1,100.8,1,10,7.10,7.95,3,16,5.33,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,69,75%,0,0%,0,0%,True,Carson Wentz,True,43,35
2017.0,2017-12-17,14.0,15.0,,PHI,NYG,W 34-29,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Carson Wentz,True,34,29
2017.0,2017-12-25,15.0,16.0,,PHI,OAK,W 19-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Carson Wentz,True,19,10
2017.0,2017-12-31,16.0,17.0,,PHI,DAL,L 0-6,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Carson Wentz,False,0,6
2018.0,2018-09-06,1.0,1.0,,PHI,ATL,W 18-12,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Wentz,True,18,12
2018.0,2018-09-16,2.0,2.0,,PHI,TAM,L 21-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Wentz,False,21,27
2018.0,2018-09-23,3.0,3.0,25.267,PHI,IND,W 20-16,True,25,37,67.57,255,1,1,84.9,5,28,6.89,6.22,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,1,1,0,1,0,0,82,100%,0,0%,0,0%,False,Carson Wentz,True,20,16
2018.0,2018-09-30,4.0,4.0,25.274,PHI,TEN,L 23-26,True,33,50,66.00,348,2,0,99.4,4,33,6.96,7.76,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,78,100%,0,0%,0,0%,True,Carson Wentz,False,23,26
2018.0,2018-10-07,5.0,5.0,25.281,PHI,MIN,L 21-23,True,24,35,68.57,311,2,0,115.3,3,28,8.89,10.03,5,26,5.20,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,59,100%,0,0%,0,0%,False,Carson Wentz,False,21,23
2018.0,2018-10-11,6.0,6.0,25.285,PHI,NYG,W 34-13,True,26,36,72.22,278,3,0,122.2,1,7,7.72,9.39,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,71,100%,0,0%,0,0%,True,Carson Wentz,True,34,13
2018.0,2018-10-21,7.0,7.0,25.295,PHI,CAR,L 17-21,True,30,37,81.08,310,2,0,119.6,4,26,8.38,9.46,3,3,1.00,0,0,0,0,,0,0.0%,,,0,0,2,1,0,2,0,0,67,100%,0,0%,0,0%,False,Carson Wentz,False,17,21
2018.0,2018-10-28,8.0,8.0,25.302,PHI,JAX,W 24-18,True,21,30,70.00,286,3,1,119.6,4,24,9.53,10.03,6,28,4.67,0,1,1,4,4.00,0,100.0%,4.00,,0,0,1,1,0,0,0,0,62,100%,0,0%,0,0%,True,Carson Wentz,True,24,18
2018.0,2018-11-11,9.0,10.0,25.316,PHI,DAL,L 20-27,True,32,44,72.73,360,2,1,102.5,2,10,8.18,8.07,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,False,Carson Wentz,False,20,27
2018.0,2018-11-18,10.0,11.0,25.323,PHI,NOR,L 7-48,True,19,33,57.58,156,0,3,31.9,3,18,4.73,0.64,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,51,100%,0,0%,0,0%,True,Carson Wentz,False,7,48
2018.0,2018-11-25,11.0,12.0,25.33,PHI,NYG,W 25-22,True,20,28,71.43,236,1,0,108.6,3,22,8.43,9.14,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,False,Carson Wentz,True,25,22
2018.0,2018-12-03,12.0,13.0,25.338,PHI,WAS,W 28-13,True,27,39,69.23,306,2,1,98.9,0,0,7.85,7.72,4,-4,-1.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,75,100%,0,0%,0,0%,False,Carson Wentz,True,28,13
2018.0,2018-12-09,13.0,14.0,25.344,PHI,DAL,L 23-29,True,22,32,68.75,228,3,0,120.3,2,6,7.13,9.00,4,-3,-0.75,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,52,100%,0,0%,0,0%,True,Carson Wentz,False,23,29
2018.0,2018-12-16,14.0,15.0,,PHI,LAR,W 30-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Wentz,True,30,23
2018.0,2018-12-23,15.0,16.0,,PHI,HOU,W 32-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Wentz,True,32,30
2018.0,2018-12-30,16.0,17.0,,PHI,WAS,W 24-0,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Wentz,True,24,0
2019.0,2019-09-08,1.0,1.0,26.252,PHI,WAS,W 32-27,True,28,39,71.79,313,3,0,121.0,1,0,8.03,9.56,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,False,Carson Wentz,True,32,27
2019.0,2019-09-15,2.0,2.0,26.259,PHI,ATL,L 20-24,True,25,43,58.14,231,1,2,61.3,3,18,5.37,3.74,3,3,1.00,1,0,0,0,,0,0.0%,,,1,6,0,0,0,0,0,0,74,93%,0,0%,0,0%,True,Carson Wentz,False,20,24
2019.0,2019-09-22,3.0,3.0,26.266,PHI,DET,L 24-27,True,19,36,52.78,259,2,0,94.6,3,13,7.19,8.31,4,33,8.25,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,False,Carson Wentz,False,24,27
2019.0,2019-09-26,4.0,4.0,26.27,PHI,GNB,W 34-27,True,16,27,59.26,160,3,0,113.2,0,0,5.93,8.15,6,13,2.17,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Carson Wentz,True,34,27
2019.0,2019-10-06,5.0,5.0,26.28,PHI,NYJ,W 31-6,True,17,29,58.62,189,1,0,89.6,1,8,6.52,7.21,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0,0,0,1,0,0,61,92%,0,0%,0,0%,False,Carson Wentz,True,31,6
2019.0,2019-10-13,6.0,6.0,26.287,PHI,MIN,L 20-38,True,26,40,65.00,306,2,1,94.4,2,14,7.65,7.53,2,23,11.50,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,60,94%,0,0%,0,0%,True,Carson Wentz,False,20,38
2019.0,2019-10-20,7.0,7.0,26.294,PHI,DAL,L 10-37,True,16,26,61.54,191,1,1,80.8,3,23,7.35,6.38,4,12,3.00,0,0,0,0,,0,0.0%,,,0,0,2,2,0,0,-4,0,60,100%,0,0%,0,0%,True,Carson Wentz,False,10,37
2019.0,2019-10-27,8.0,8.0,26.301,PHI,BUF,W 31-13,True,17,24,70.83,172,1,0,104.9,3,19,7.17,8.00,8,35,4.38,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,73,100%,0,0%,0,0%,True,Carson Wentz,True,31,13
2019.0,2019-11-03,9.0,9.0,26.308,PHI,CHI,W 22-14,True,26,39,66.67,239,1,0,91.7,4,12,6.13,6.64,4,15,3.75,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,84,100%,0,0%,0,0%,False,Carson Wentz,True,22,14
2019.0,2019-11-17,10.0,11.0,26.322,PHI,NWE,L 10-17,True,20,40,50.00,214,1,0,74.4,5,40,5.35,5.85,3,17,5.67,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,0,0,72,100%,0,0%,0,0%,False,Carson Wentz,False,10,17
2019.0,2019-11-24,11.0,12.0,26.329,PHI,SEA,L 9-17,True,33,45,73.33,256,1,2,75.8,3,18,5.69,4.13,5,27,5.40,0,0,0,0,,0,0.0%,,,0,0,3,2,0,1,-10,0,74,100%,0,0%,0,0%,False,Carson Wentz,False,9,17
2019.0,2019-12-01,12.0,13.0,26.336,PHI,MIA,L 31-37,True,28,46,60.87,310,3,1,93.6,2,16,6.74,7.07,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,69,100%,0,0%,0,0%,True,Carson Wentz,False,31,37
2019.0,2019-12-09,13.0,14.0,26.344,PHI,NYG,W 23-17,True,33,50,66.00,325,2,0,97.5,3,25,6.50,7.30,5,9,1.80,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,-12,0,88,100%,0,0%,0,0%,False,Carson Wentz,True,23,17
2019.0,2019-12-15,14.0,15.0,26.35,PHI,WAS,W 37-27,True,30,43,69.77,266,3,0,109.3,2,8,6.19,7.58,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,3,1,0,1,0,0,77,100%,0,0%,0,0%,True,Carson Wentz,True,37,27
2019.0,2019-12-22,15.0,16.0,26.357,PHI,DAL,W 17-9,True,31,40,77.50,319,1,0,108.2,1,6,7.98,8.48,6,22,3.67,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,72,99%,0,0%,0,0%,False,Carson Wentz,True,17,9
2019.0,2019-12-29,16.0,17.0,26.364,PHI,NYG,W 34-17,True,23,40,57.50,289,1,0,88.4,1,10,7.23,7.73,3,15,5.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,74,100%,0,0%,0,0%,True,Carson Wentz,True,34,17
2020.0,2020-09-13,1.0,1.0,27.258,PHI,WAS,L 17-27,True,24,42,57.14,270,2,2,72.5,8,62,6.43,5.24,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,0,0,68,100%,0,0%,0,0%,True,Carson Wentz,False,17,27
2020.0,2020-09-20,2.0,2.0,27.265,PHI,LAR,L 19-37,True,26,43,60.47,242,0,2,56.5,0,0,5.63,3.53,2,7,3.50,1,0,0,0,,0,0.0%,,,1,6,0,0,0,0,0,0,71,100%,0,0%,0,0%,False,Carson Wentz,False,19,37
2020.0,2020-09-27,3.0,3.0,27.272,PHI,CIN,T 23-23,True,29,47,61.70,225,1,2,62.8,3,19,4.79,3.30,9,65,7.22,1,0,0,0,,0,0.0%,,,1,6,1,0,0,0,0,0,91,100%,0,0%,0,0%,False,Carson Wentz,False,23,23
2020.0,2020-10-04,4.0,4.0,27.279,PHI,SFO,W 25-20,True,18,28,64.29,193,1,1,81.4,3,19,6.89,6.00,7,37,5.29,1,0,0,0,,0,0.0%,,,1,6,1,0,0,1,-17,0,62,100%,0,0%,0,0%,True,Carson Wentz,True,25,20
2020.0,2020-10-11,5.0,5.0,27.286,PHI,PIT,L 29-38,True,20,35,57.14,258,2,2,75.7,5,34,7.37,5.94,4,11,2.75,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,True,Carson Wentz,False,29,38
