Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-12-10,13.0,14.0,,PIT,BAL,W 39-38,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,JuJu Smith-Schuster,True,39,38
2017.0,2017-12-17,14.0,15.0,21.025,PIT,NWE,L 24-27,True,6,6,114,19.00,0,100.0%,19.00,0,0,,0,2,49,24.50,0,,0,0,0,0,0,0,0,0,65,98%,0,0%,4,16%,False,JuJu Smith-Schuster,False,24,27
2017.0,2017-12-25,15.0,16.0,21.033,PIT,HOU,W 34-6,True,7,6,75,12.50,1,85.7%,10.71,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,51,85%,0,0%,2,8%,True,JuJu Smith-Schuster,True,34,6
2017.0,2017-12-31,16.0,17.0,21.039,PIT,CLE,W 28-24,True,10,9,143,15.89,1,90.0%,14.30,0,0,,0,2,122,61.00,1,,2,12,0,0,0,0,0,0,56,95%,0,0%,4,15%,False,JuJu Smith-Schuster,True,28,24
2018.0,2018-09-09,1.0,1.0,21.291,PIT,CLE,T 21-21,False,8,5,119,23.80,0,62.5%,14.88,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,63,75%,0,0%,0,0%,True,JuJu Smith-Schuster,False,21,21
2018.0,2018-09-16,2.0,2.0,21.298,PIT,KAN,L 37-42,True,19,13,121,9.31,1,68.4%,6.37,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,76,93%,0,0%,0,0%,False,JuJu Smith-Schuster,False,37,42
2018.0,2018-09-24,3.0,3.0,21.306,PIT,TAM,W 30-27,True,11,9,116,12.89,0,81.8%,10.55,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,83%,0,0%,0,0%,True,JuJu Smith-Schuster,True,30,27
2018.0,2018-09-30,4.0,4.0,21.312,PIT,BAL,L 14-26,True,11,4,60,15.00,0,36.4%,5.45,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,97%,0,0%,0,0%,False,JuJu Smith-Schuster,False,14,26
2018.0,2018-10-07,5.0,5.0,21.319,PIT,ATL,W 41-17,True,4,4,34,8.50,1,100.0%,8.50,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,50,82%,0,0%,0,0%,False,JuJu Smith-Schuster,True,41,17
2018.0,2018-10-14,6.0,6.0,21.326,PIT,CIN,W 28-21,True,10,7,111,15.86,0,70.0%,11.10,0,0,,0,0,0,,0,1,0,2,0,0,0,1,0,0,50,68%,0,0%,0,0%,True,JuJu Smith-Schuster,True,28,21
2018.0,2018-10-28,7.0,8.0,21.34,PIT,CLE,W 33-18,False,6,4,33,8.25,0,66.7%,5.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,56,79%,0,0%,1,3%,False,JuJu Smith-Schuster,True,33,18
2018.0,2018-11-04,8.0,9.0,21.347,PIT,BAL,W 23-16,True,9,7,78,11.14,0,77.8%,8.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,77,95%,0,0%,0,0%,True,JuJu Smith-Schuster,True,23,16
2018.0,2018-11-08,9.0,10.0,21.351,PIT,CAR,W 52-21,True,5,3,90,30.00,1,60.0%,18.00,1,13,13.00,0,0,0,,0,,1,6,0,0,0,0,0,0,42,72%,0,0%,1,3%,False,JuJu Smith-Schuster,True,52,21
2018.0,2018-11-18,10.0,11.0,21.361,PIT,JAX,W 20-16,True,10,8,104,13.00,0,80.0%,10.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,True,JuJu Smith-Schuster,True,20,16
2018.0,2018-11-25,11.0,12.0,22.003,PIT,DEN,L 17-24,True,17,13,189,14.54,1,76.5%,11.12,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,66,85%,0,0%,0,0%,True,JuJu Smith-Schuster,False,17,24
2018.0,2018-12-02,12.0,13.0,22.01,PIT,LAC,L 30-33,True,9,6,49,8.17,0,66.7%,5.44,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,88%,0,0%,0,0%,False,JuJu Smith-Schuster,False,30,33
2018.0,2018-12-09,13.0,14.0,22.017,PIT,OAK,L 21-24,False,12,8,130,16.25,2,66.7%,10.83,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,52,87%,0,0%,0,0%,True,JuJu Smith-Schuster,False,21,24
2018.0,2018-12-16,14.0,15.0,22.024,PIT,NWE,W 17-10,True,10,4,40,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,94%,0,0%,0,0%,False,JuJu Smith-Schuster,True,17,10
2018.0,2018-12-23,15.0,16.0,22.031,PIT,NOR,L 28-31,True,15,11,115,10.45,0,73.3%,7.67,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,69,92%,0,0%,0,0%,True,JuJu Smith-Schuster,False,28,31
2018.0,2018-12-30,16.0,17.0,22.038,PIT,CIN,W 16-13,True,10,5,37,7.40,1,50.0%,3.70,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,63,93%,0,0%,0,0%,False,JuJu Smith-Schuster,True,16,13
2019.0,2019-09-08,1.0,1.0,22.29,PIT,NWE,L 3-33,True,8,6,78,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,90%,0,0%,0,0%,True,JuJu Smith-Schuster,False,3,33
2019.0,2019-09-15,2.0,2.0,22.297,PIT,SEA,L 26-28,True,8,5,84,16.80,0,62.5%,10.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,82%,0,0%,0,0%,False,JuJu Smith-Schuster,False,26,28
2019.0,2019-09-22,3.0,3.0,22.304,PIT,SFO,L 20-24,True,7,3,81,27.00,1,42.9%,11.57,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,53,100%,0,0%,0,0%,True,JuJu Smith-Schuster,False,20,24
2019.0,2019-09-30,4.0,4.0,22.312,PIT,CIN,W 27-3,True,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,74%,0,0%,0,0%,False,JuJu Smith-Schuster,True,27,3
2019.0,2019-10-06,5.0,5.0,22.318,PIT,BAL,L 23-26,True,7,7,75,10.71,1,100.0%,10.71,0,0,,0,0,0,,0,,1,6,1,1,0,0,0,0,53,91%,0,0%,0,0%,False,JuJu Smith-Schuster,False,23,26
2019.0,2019-10-13,6.0,6.0,22.325,PIT,LAC,W 24-17,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,50,85%,0,0%,2,8%,True,JuJu Smith-Schuster,True,24,17
2019.0,2019-10-28,7.0,8.0,22.34,PIT,MIA,W 27-14,True,9,5,103,20.60,1,55.6%,11.44,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,55,74%,0,0%,0,0%,False,JuJu Smith-Schuster,True,27,14
2019.0,2019-11-03,8.0,9.0,22.346,PIT,IND,W 26-24,True,5,3,16,5.33,0,60.0%,3.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,74%,0,0%,0,0%,False,JuJu Smith-Schuster,True,26,24
2019.0,2019-11-10,9.0,10.0,22.353,PIT,LAR,W 17-12,True,5,3,44,14.67,0,60.0%,8.80,0,0,,0,0,0,,0,,0,0,0,0,0,1,0,0,55,75%,0,0%,0,0%,False,JuJu Smith-Schuster,True,17,12
2019.0,2019-11-14,10.0,11.0,22.357,PIT,CLE,L 7-21,True,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,22,31%,0,0%,0,0%,True,JuJu Smith-Schuster,False,7,21
2019.0,2019-11-24,11.0,12.0,,PIT,CIN,W 16-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,JuJu Smith-Schuster,True,16,10
2019.0,2019-12-01,12.0,13.0,,PIT,CLE,W 20-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,JuJu Smith-Schuster,True,20,13
2019.0,2019-12-08,13.0,14.0,,PIT,ARI,W 23-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,JuJu Smith-Schuster,True,23,17
2019.0,2019-12-15,14.0,15.0,,PIT,BUF,L 10-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,JuJu Smith-Schuster,False,10,17
2019.0,2019-12-22,15.0,16.0,23.03,PIT,NYJ,L 10-16,True,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,79%,0,0%,0,0%,True,JuJu Smith-Schuster,False,10,16
2019.0,2019-12-29,16.0,17.0,23.037,PIT,BAL,L 10-28,True,6,2,6,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,37,74%,0,0%,0,0%,True,JuJu Smith-Schuster,False,10,28
2020.0,2020-09-14,1.0,1.0,23.297,PIT,NYG,W 26-16,True,6,6,69,11.50,2,100.0%,11.50,0,0,,0,0,0,,0,,2,12,0,0,0,1,0,0,55,86%,0,0%,1,4%,True,JuJu Smith-Schuster,True,26,16
2020.0,2020-09-20,2.0,2.0,23.303,PIT,DEN,W 26-21,True,8,7,48,6.86,0,87.5%,6.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,91%,0,0%,0,0%,False,JuJu Smith-Schuster,True,26,21
2020.0,2020-09-27,3.0,3.0,23.31,PIT,HOU,W 28-21,True,5,4,43,10.75,1,80.0%,8.60,0,0,,0,0,0,,0,1,1,8,0,0,0,0,0,0,58,73%,0,0%,0,0%,False,JuJu Smith-Schuster,True,28,21
2020.0,2020-10-11,4.0,5.0,23.324,PIT,PHI,W 38-29,True,5,4,28,7.00,0,80.0%,5.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,57,75%,0,0%,0,0%,False,JuJu Smith-Schuster,True,38,29
2020.0,2020-10-18,5.0,6.0,23.331,PIT,CLE,W 38-7,True,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,42,65%,0,0%,0,0%,False,JuJu Smith-Schuster,True,38,7
2020.0,2020-10-25,6.0,7.0,23.338,PIT,TEN,W 27-24,True,14,9,85,9.44,0,64.3%,6.07,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,65,82%,0,0%,0,0%,True,JuJu Smith-Schuster,True,27,24
2020.0,2020-11-01,7.0,8.0,23.345,PIT,BAL,W 28-24,True,8,7,67,9.57,0,87.5%,8.38,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,76%,0,0%,0,0%,True,JuJu Smith-Schuster,True,28,24
2020.0,2020-11-08,8.0,9.0,23.352,PIT,DAL,W 24-19,True,7,6,93,15.50,1,85.7%,13.29,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,63,91%,0,0%,0,0%,True,JuJu Smith-Schuster,True,24,19
2020.0,2020-11-15,9.0,10.0,23.359,PIT,CIN,W 36-10,True,13,9,77,8.56,1,69.2%,5.92,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,61,84%,0,0%,1,3%,False,JuJu Smith-Schuster,True,36,10
2020.0,2020-11-22,10.0,11.0,24.0,PIT,JAX,W 27-3,True,5,4,19,4.75,0,80.0%,3.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,79%,0,0%,0,0%,True,JuJu Smith-Schuster,True,27,3
2020.0,2020-12-02,11.0,12.0,24.01,PIT,BAL,W 19-14,True,9,8,37,4.63,1,88.9%,4.11,0,0,,0,0,0,,0,,1,6,1,0,0,0,0,0,67,93%,0,0%,1,4%,False,JuJu Smith-Schuster,True,19,14
2020.0,2020-12-07,12.0,13.0,24.015,PIT,WAS,L 17-23,False,10,7,28,4.00,0,70.0%,2.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,86%,0,0%,0,0%,False,JuJu Smith-Schuster,False,17,23
2020.0,2020-12-13,13.0,14.0,24.021,PIT,BUF,L 15-26,True,7,6,55,9.17,1,85.7%,7.86,0,0,,0,0,0,,0,,1,6,0,0,0,1,0,0,57,100%,0,0%,0,0%,True,JuJu Smith-Schuster,False,15,26
2020.0,2020-12-21,14.0,15.0,24.029,PIT,CIN,L 17-27,True,6,3,15,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,59,91%,0,0%,0,0%,True,JuJu Smith-Schuster,False,17,27
2020.0,2020-12-27,15.0,16.0,24.035,PIT,IND,W 28-24,True,13,9,96,10.67,1,69.2%,7.38,0,0,,0,0,0,,0,,1,6,1,0,0,0,0,0,63,93%,0,0%,0,0%,False,JuJu Smith-Schuster,True,28,24
2020.0,2021-01-03,16.0,17.0,24.042,PIT,CLE,L 22-24,False,8,6,65,10.83,1,75.0%,8.13,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,56,84%,0,0%,0,0%,True,JuJu Smith-Schuster,False,22,24
2021.0,2021-09-12,1.0,1.0,24.294,PIT,BUF,W 23-16,True,8,4,52,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,91%,0,0%,1,3%,True,JuJu Smith-Schuster,True,23,16
2021.0,2021-09-19,2.0,2.0,24.301,PIT,LVR,L 17-26,True,7,6,41,6.83,0,85.7%,5.86,1,3,3.00,1,0,0,,0,,1,6,0,0,0,0,0,0,54,96%,0,0%,0,0%,False,JuJu Smith-Schuster,False,17,26
2021.0,2021-09-26,3.0,3.0,24.308,PIT,CIN,L 10-24,True,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,33,40%,0,0%,0,0%,False,JuJu Smith-Schuster,False,10,24
2021.0,2021-10-03,4.0,4.0,24.315,PIT,GNB,L 17-27,True,8,2,11,5.50,0,25.0%,1.38,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,57,95%,0,0%,0,0%,True,JuJu Smith-Schuster,False,17,27
2021.0,2021-10-10,5.0,5.0,24.322,PIT,DEN,W 27-19,True,1,0,0,,0,0.0%,0.00,2,6,3.00,0,0,0,,0,,0,0,0,0,0,0,0,0,25,38%,0,0%,0,0%,False,JuJu Smith-Schuster,True,27,19
2021.0,2021-10-17,6.0,6.0,,PIT,SEA,W 23-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,JuJu Smith-Schuster,True,23,20
2021.0,2021-10-31,7.0,8.0,,PIT,CLE,W 15-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,JuJu Smith-Schuster,True,15,10
2021.0,2021-11-08,8.0,9.0,,PIT,CHI,W 29-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,JuJu Smith-Schuster,True,29,27
2021.0,2021-11-14,9.0,10.0,,PIT,DET,T 16-16,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,JuJu Smith-Schuster,False,16,16
2021.0,2021-11-21,10.0,11.0,,PIT,LAC,L 37-41,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,JuJu Smith-Schuster,False,37,41
2021.0,2021-11-28,11.0,12.0,,PIT,CIN,L 10-41,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,JuJu Smith-Schuster,False,10,41
2021.0,2021-12-05,12.0,13.0,,PIT,BAL,W 20-19,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,JuJu Smith-Schuster,True,20,19
2021.0,2021-12-09,13.0,14.0,,PIT,MIN,L 28-36,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,JuJu Smith-Schuster,False,28,36
2021.0,2021-12-19,14.0,15.0,,PIT,TEN,W 19-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,JuJu Smith-Schuster,True,19,13
2021.0,2021-12-26,15.0,16.0,,PIT,KAN,L 10-36,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,JuJu Smith-Schuster,False,10,36
2021.0,2022-01-03,16.0,17.0,,PIT,CLE,W 26-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,JuJu Smith-Schuster,True,26,14
2021.0,2022-01-09,17.0,18.0,,PIT,BAL,W 16-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,JuJu Smith-Schuster,True,16,13
,63 Games,,,,,,39-23-1,False,471,323,3855,11.93,26,68.6%,8.18,4,22,5.50,1,9,240,26.67,1,2,28,172,5,3,0,4,0,0,,,,,,,False,JuJu Smith-Schuster,False,23,1
