Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Away_status,Win,Score,Opp Score,Player
2007,2007-12-09,13,14,34.262,SFO,MIN,False,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,False,False,7,27,Joe Nedney
2007,2007-12-15,14,15,34.268,SFO,CIN,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,False,True,20,13,Joe Nedney
2007,2007-12-23,15,16,34.276,SFO,TAM,False,3,3,100.0,,,,0,3,0.0,1,0,1,0,0,False,True,21,19,Joe Nedney
2007,2007-12-30,16,17,34.283,SFO,CLE,False,1,1,100.0,,,,0,1,0.0,,,,,,True,False,7,20,Joe Nedney
2008,2008-09-07,1,1,35.169,SFO,ARI,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,False,False,13,23,Joe Nedney
2008,2008-09-14,2,2,35.176,SFO,SEA,False,3,3,100.0,4,5,80.0,0,15,0.0,0,0,0,,,True,True,33,30,Joe Nedney
2008,2008-09-21,3,3,35.183,SFO,DET,False,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,False,True,31,13,Joe Nedney
2008,2008-09-28,4,4,35.190,SFO,NOR,False,,,,3,3,100.0,0,9,0.0,0,0,0,,,True,False,17,31,Joe Nedney
2008,2008-10-05,5,5,35.197,SFO,NWE,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,False,False,21,30,Joe Nedney
2008,2008-10-12,6,6,35.204,SFO,PHI,False,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,False,False,26,40,Joe Nedney
2008,2008-10-19,7,7,35.211,SFO,NYG,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,True,False,17,29,Joe Nedney
2008,2008-10-26,8,8,35.218,SFO,SEA,False,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,0,False,False,13,34,Joe Nedney
2008,2008-11-10,9,10,35.233,SFO,ARI,False,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,True,False,24,29,Joe Nedney
2008,2008-11-16,10,11,35.239,SFO,STL,False,5,5,100.0,,,,0,5,0.0,0,0,0,,,False,True,35,16,Joe Nedney
2008,2008-11-23,11,12,35.246,SFO,DAL,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,True,False,22,35,Joe Nedney
2008,2008-11-30,12,13,35.253,SFO,BUF,False,1,1,100.0,1,1,100.0,0,4,0.0,1,0,1,0,0,True,True,10,3,Joe Nedney
2008,2008-12-07,13,14,35.260,SFO,NYJ,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,False,True,24,14,Joe Nedney
2008,2008-12-14,14,15,35.267,SFO,MIA,False,,,,3,3,100.0,0,9,0.0,0,0,0,,,True,False,9,14,Joe Nedney
2008,2008-12-21,15,16,35.274,SFO,STL,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,True,True,17,16,Joe Nedney
2008,2008-12-28,16,17,35.281,SFO,WAS,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,False,True,27,24,Joe Nedney
2009,2009-09-13,1,1,36.175,SFO,ARI,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,True,True,20,16,Joe Nedney
2009,2009-09-20,2,2,36.182,SFO,SEA,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,False,True,23,10,Joe Nedney
2009,2009-09-27,3,3,36.189,SFO,MIN,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,True,False,24,27,Joe Nedney
2009,2009-10-04,4,4,36.196,SFO,STL,False,5,5,100.0,,1,0.0,0,5,0.0,0,0,0,,,False,True,35,0,Joe Nedney
2009,2009-10-11,5,5,36.203,SFO,ATL,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,False,False,10,45,Joe Nedney
2009,2009-10-25,6,7,36.217,SFO,HOU,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,True,False,21,24,Joe Nedney
2009,2009-11-01,7,8,36.224,SFO,IND,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,True,False,14,18,Joe Nedney
2009,2009-11-08,8,9,36.231,SFO,TEN,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,False,False,27,34,Joe Nedney
2009,2009-11-12,9,10,36.235,SFO,CHI,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,False,True,10,6,Joe Nedney
2009,2009-11-22,10,11,36.245,SFO,GNB,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,True,False,24,30,Joe Nedney
2009,2009-11-29,11,12,36.252,SFO,JAX,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,False,True,20,3,Joe Nedney
2009,2009-12-06,12,13,36.259,SFO,SEA,False,2,2,100.0,1,1,100.0,0,5,0.0,1,0,1,0,0,True,False,17,20,Joe Nedney
2009,2009-12-14,13,14,36.267,SFO,ARI,False,3,3,100.0,1,2,50.0,0,6,0.0,1,0,1,0,0,False,True,24,9,Joe Nedney
2009,2009-12-20,14,15,36.273,SFO,PHI,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,True,False,13,27,Joe Nedney
2009,2009-12-27,15,16,,SFO,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,20,6,Joe Nedney
2009,2010-01-03,16,17,,SFO,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,28,6,Joe Nedney
2010,2010-09-12,1,1,37.174,SFO,SEA,False,,,,2,2,100.0,0,6,0.0,1,0,1,0,0,True,False,6,31,Joe Nedney
2010,2010-09-20,2,2,37.182,SFO,NOR,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,False,False,22,25,Joe Nedney
2010,2010-09-26,3,3,37.188,SFO,KAN,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,True,False,10,31,Joe Nedney
2010,2010-10-03,4,4,37.195,SFO,ATL,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,True,False,14,16,Joe Nedney
2010,2010-10-10,5,5,37.202,SFO,PHI,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,False,False,24,27,Joe Nedney
2010,2010-10-17,6,6,37.209,SFO,OAK,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,False,True,17,9,Joe Nedney
2010,2010-10-24,7,7,37.216,SFO,CAR,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,True,False,20,23,Joe Nedney
2010,2010-10-31,8,8,37.223,SFO,DEN,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,False,True,24,16,Joe Nedney
2010,2010-11-14,9,10,37.237,SFO,STL,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,False,True,23,20,Joe Nedney
2010,2010-11-21,10,11,,SFO,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,0,21,Joe Nedney
2010,2010-11-29,11,12,,SFO,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,27,6,Joe Nedney
2010,2010-12-05,12,13,,SFO,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,16,34,Joe Nedney
2010,2010-12-12,13,14,,SFO,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,40,21,Joe Nedney
2010,2010-12-16,14,15,,SFO,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,34,Joe Nedney
2010,2010-12-26,15,16,,SFO,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,25,Joe Nedney
2010,2011-01-02,16,17,,SFO,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,38,7,Joe Nedney
,175 Games,,,,,,False,345,348,99.1,256,319,80.3,0,1113,0.0,22,1,23,0,0,False,False,98,0,Joe Nedney
