Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
1997,1997-11-23,12,13,21.269,KAN,SEA,False,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,19,14,Tony Gonzalez
1997,1997-11-30,13,14,21.276,KAN,SFO,False,4,2,19,9.50,1,50.0%,4.75,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,44,9,Tony Gonzalez
1997,1997-12-07,14,15,21.283,KAN,OAK,False,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,30,0,Tony Gonzalez
1997,1997-12-14,15,16,21.290,KAN,SDG,False,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,29,7,Tony Gonzalez
1997,1997-12-21,16,17,21.297,KAN,NOR,False,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,25,13,Tony Gonzalez
1998,1998-09-06,1,1,22.191,KAN,OAK,True,7,3,47,15.67,0,42.9%,6.71,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,2,0,0,0,0,0,,,,,,,False,True,28,8,Tony Gonzalez
1998,1998-09-13,2,2,22.198,KAN,JAX,True,9,7,67,9.57,0,77.8%,7.44,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,16,21,Tony Gonzalez
1998,1998-09-20,3,3,22.205,KAN,SDG,True,10,3,24,8.00,0,30.0%,2.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,True,23,7,Tony Gonzalez
1998,1998-09-27,4,4,22.212,KAN,PHI,True,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,True,24,21,Tony Gonzalez
1998,1998-10-04,5,5,22.219,KAN,SEA,True,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,True,17,6,Tony Gonzalez
1998,1998-10-11,6,6,22.226,KAN,NWE,True,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,10,40,Tony Gonzalez
1998,1998-10-26,7,8,22.241,KAN,PIT,True,9,3,49,16.33,0,33.3%,5.44,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,False,13,20,Tony Gonzalez
1998,1998-11-01,8,9,22.247,KAN,NYJ,True,7,4,18,4.50,0,57.1%,2.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,False,17,20,Tony Gonzalez
1998,1998-11-08,9,10,22.254,KAN,SEA,True,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,12,24,Tony Gonzalez
1998,1998-11-16,10,11,22.262,KAN,DEN,True,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,False,7,30,Tony Gonzalez
1998,1998-11-22,11,12,22.268,KAN,SDG,True,5,1,32,32.00,0,20.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,False,37,38,Tony Gonzalez
1998,1998-11-29,12,13,22.275,KAN,ARI,True,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,True,34,24,Tony Gonzalez
1998,1998-12-06,13,14,22.282,KAN,DEN,True,8,4,24,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,,,,,,,True,False,31,35,Tony Gonzalez
1998,1998-12-13,14,15,22.289,KAN,DAL,True,8,5,65,13.00,0,62.5%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,True,20,17,Tony Gonzalez
1998,1998-12-20,15,16,22.296,KAN,NYG,True,6,6,68,11.33,1,100.0%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,True,False,7,28,Tony Gonzalez
1998,1998-12-26,16,17,22.302,KAN,OAK,True,8,5,76,15.20,1,62.5%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,True,True,31,24,Tony Gonzalez
1999,1999-09-12,1,1,,KAN,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,20,Tony Gonzalez
1999,1999-09-19,2,2,23.204,KAN,DEN,True,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,26,10,Tony Gonzalez
1999,1999-09-26,3,3,23.211,KAN,DET,True,9,7,72,10.29,1,77.8%,8.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,31,21,Tony Gonzalez
1999,1999-10-03,4,4,23.218,KAN,SDG,True,10,7,68,9.71,1,70.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,14,21,Tony Gonzalez
1999,1999-10-10,5,5,23.225,KAN,NWE,True,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,1,1,0,0,0,0,,,,,,,False,True,16,14,Tony Gonzalez
1999,1999-10-21,6,7,23.236,KAN,BAL,True,4,4,54,13.50,2,100.0%,13.50,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,,0,0,0,0,,,,,,,True,True,35,8,Tony Gonzalez
1999,1999-10-31,7,8,23.246,KAN,SDG,True,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,34,0,Tony Gonzalez
1999,1999-11-07,8,9,23.253,KAN,IND,True,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,17,25,Tony Gonzalez
1999,1999-11-14,9,10,23.260,KAN,TAM,True,11,6,62,10.33,0,54.5%,5.64,0,0,,0,0,0,,0,0,0,,,,,,,0,0,1,0,0,1,0,0,,,,,,,True,False,10,17,Tony Gonzalez
1999,1999-11-21,10,11,23.267,KAN,SEA,True,9,8,62,7.75,0,88.9%,6.89,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,19,31,Tony Gonzalez
1999,1999-11-28,11,12,23.274,KAN,OAK,True,4,3,90,30.00,1,75.0%,22.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,37,34,Tony Gonzalez
1999,1999-12-05,12,13,23.281,KAN,DEN,True,7,5,35,7.00,1,71.4%,5.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,16,10,Tony Gonzalez
1999,1999-12-12,13,14,23.288,KAN,MIN,True,9,6,63,10.50,2,66.7%,7.00,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,,0,0,0,0,,,,,,,False,True,31,28,Tony Gonzalez
1999,1999-12-18,14,15,23.294,KAN,PIT,True,8,6,93,15.50,2,75.0%,11.63,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,,0,0,0,0,,,,,,,False,True,35,19,Tony Gonzalez
1999,1999-12-26,15,16,23.302,KAN,SEA,True,14,9,86,9.56,0,64.3%,6.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,14,23,Tony Gonzalez
1999,2000-01-02,16,17,23.309,KAN,OAK,True,10,6,56,9.33,1,60.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,False,38,41,Tony Gonzalez
2000,2000-09-03,1,1,24.189,KAN,IND,True,6,2,34,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,14,27,Tony Gonzalez
2000,2000-09-10,2,2,24.196,KAN,TEN,True,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,14,17,Tony Gonzalez
2000,2000-09-17,3,3,24.203,KAN,SDG,True,8,4,43,10.75,0,50.0%,5.38,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,1,0,0,,,,,,,False,True,42,10,Tony Gonzalez
2000,2000-09-24,4,4,24.210,KAN,DEN,True,10,10,127,12.70,1,100.0%,12.70,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,23,22,Tony Gonzalez
2000,2000-10-02,5,5,24.218,KAN,SEA,True,5,3,34,11.33,1,60.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,24,17,Tony Gonzalez
2000,2000-10-15,6,7,24.231,KAN,OAK,True,8,7,100,14.29,1,87.5%,12.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,False,17,20,Tony Gonzalez
2000,2000-10-22,7,8,24.238,KAN,STL,True,8,5,117,23.40,1,62.5%,14.63,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,54,34,Tony Gonzalez
2000,2000-10-29,8,9,24.245,KAN,SEA,True,14,8,101,12.63,0,57.1%,7.21,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,24,19,Tony Gonzalez
2000,2000-11-05,9,10,24.252,KAN,OAK,True,12,9,134,14.89,0,75.0%,11.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,31,49,Tony Gonzalez
2000,2000-11-12,10,11,24.259,KAN,SFO,True,10,4,46,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,7,21,Tony Gonzalez
2000,2000-11-19,11,12,24.266,KAN,BUF,True,15,9,76,8.44,2,60.0%,5.07,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,,0,0,0,0,,,,,,,False,False,17,21,Tony Gonzalez
2000,2000-11-26,12,13,24.273,KAN,SDG,True,5,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,16,17,Tony Gonzalez
2000,2000-12-04,13,14,24.281,KAN,NWE,True,16,11,147,13.36,1,68.8%,9.19,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,24,30,Tony Gonzalez
2000,2000-12-10,14,15,24.287,KAN,CAR,True,15,10,96,9.60,1,66.7%,6.40,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,15,14,Tony Gonzalez
2000,2000-12-17,15,16,24.294,KAN,DEN,True,9,4,46,11.50,0,44.4%,5.11,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,20,7,Tony Gonzalez
2000,2000-12-24,16,17,24.301,KAN,ATL,True,7,5,86,17.20,1,71.4%,12.29,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,13,29,Tony Gonzalez
2001,2001-09-09,1,1,25.194,KAN,OAK,True,9,5,81,16.20,0,55.6%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,24,27,Tony Gonzalez
2001,2001-09-23,2,2,25.208,KAN,NYG,True,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,3,13,Tony Gonzalez
2001,2001-09-30,3,3,25.215,KAN,WAS,True,6,5,88,17.60,1,83.3%,14.67,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,45,13,Tony Gonzalez
2001,2001-10-07,4,4,25.222,KAN,DEN,True,11,8,129,16.13,0,72.7%,11.73,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,6,20,Tony Gonzalez
2001,2001-10-14,5,5,25.229,KAN,PIT,True,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,0,0,,0,,,,1,0,2,0,,0,0,0,0,,,,,,,False,False,17,20,Tony Gonzalez
2001,2001-10-21,6,6,25.236,KAN,ARI,True,9,4,58,14.50,0,44.4%,6.44,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,16,24,Tony Gonzalez
2001,2001-10-25,7,7,25.240,KAN,IND,True,3,3,75,25.00,1,100.0%,25.00,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,False,False,28,35,Tony Gonzalez
2001,2001-11-04,8,8,25.250,KAN,SDG,True,8,4,42,10.50,0,50.0%,5.25,0,0,,0,1,1,100.00,40,0,0,118.7,0,0,40.00,40.00,,0,0,0,,0,0,0,0,,,,,,,True,True,25,20,Tony Gonzalez
2001,2001-11-11,9,9,25.257,KAN,NYJ,True,8,5,43,8.60,1,62.5%,5.38,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,7,27,Tony Gonzalez
2001,2001-11-25,10,11,25.271,KAN,SEA,True,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,19,7,Tony Gonzalez
2001,2001-11-29,11,12,25.275,KAN,PHI,True,10,4,28,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,10,23,Tony Gonzalez
2001,2001-12-09,12,13,25.285,KAN,OAK,True,10,4,51,12.75,1,40.0%,5.10,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,26,28,Tony Gonzalez
2001,2001-12-16,13,14,25.292,KAN,DEN,True,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,26,23,Tony Gonzalez
2001,2001-12-23,14,15,25.299,KAN,SDG,True,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,20,17,Tony Gonzalez
2001,2001-12-30,15,16,25.306,KAN,JAX,True,11,8,78,9.75,2,72.7%,7.09,1,9,9.00,0,0,0,,0,0,0,,0,,,,,2,12,0,,0,0,0,0,,,,,,,True,True,30,26,Tony Gonzalez
2001,2002-01-06,16,17,25.313,KAN,SEA,True,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,18,21,Tony Gonzalez
2002,2002-09-08,1,1,26.193,KAN,CLE,True,6,5,87,17.40,1,83.3%,14.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,40,39,Tony Gonzalez
2002,2002-09-15,2,2,26.200,KAN,JAX,True,6,3,34,11.33,1,50.0%,5.67,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,False,16,23,Tony Gonzalez
2002,2002-09-22,3,3,26.207,KAN,NWE,True,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,38,41,Tony Gonzalez
2002,2002-09-29,4,4,26.214,KAN,MIA,True,9,7,140,20.00,3,77.8%,15.56,0,0,,0,0,0,,0,0,0,,,,,,,3,18,0,,0,0,0,0,,,,,,,False,True,48,30,Tony Gonzalez
2002,2002-10-06,5,5,26.221,KAN,NYJ,True,7,4,25,6.25,0,57.1%,3.57,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,29,25,Tony Gonzalez
2002,2002-10-13,6,6,26.228,KAN,SDG,True,3,2,11,5.50,1,66.7%,3.67,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,34,35,Tony Gonzalez
2002,2002-10-20,7,7,26.235,KAN,DEN,True,5,5,58,11.60,0,100.0%,11.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,34,37,Tony Gonzalez
2002,2002-10-27,8,8,26.242,KAN,OAK,True,8,6,57,9.50,0,75.0%,7.13,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,20,10,Tony Gonzalez
2002,2002-11-10,9,10,26.256,KAN,SFO,True,7,1,6,6.00,0,14.3%,0.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,13,17,Tony Gonzalez
2002,2002-11-17,10,11,26.263,KAN,BUF,True,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,17,16,Tony Gonzalez
2002,2002-11-24,11,12,26.270,KAN,SEA,True,4,4,51,12.75,0,100.0%,12.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,32,39,Tony Gonzalez
2002,2002-12-01,12,13,26.277,KAN,ARI,True,5,4,74,18.50,1,80.0%,14.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,49,0,Tony Gonzalez
2002,2002-12-08,13,14,26.284,KAN,STL,True,7,5,38,7.60,0,71.4%,5.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,49,10,Tony Gonzalez
2002,2002-12-15,14,15,26.291,KAN,DEN,True,8,4,58,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,24,31,Tony Gonzalez
2002,2002-12-22,15,16,26.298,KAN,SDG,True,10,6,65,10.83,0,60.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,24,22,Tony Gonzalez
2002,2002-12-28,16,17,26.304,KAN,OAK,True,8,4,35,8.75,0,50.0%,4.38,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,0,24,Tony Gonzalez
2003,2003-09-07,1,1,27.192,KAN,SDG,True,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,27,14,Tony Gonzalez
2003,2003-09-14,2,2,27.199,KAN,PIT,True,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,41,20,Tony Gonzalez
2003,2003-09-21,3,3,27.206,KAN,HOU,True,5,3,52,17.33,0,60.0%,10.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,42,14,Tony Gonzalez
2003,2003-09-28,4,4,27.213,KAN,BAL,True,4,3,13,4.33,1,75.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,17,10,Tony Gonzalez
2003,2003-10-05,5,5,27.220,KAN,DEN,True,4,3,47,15.67,1,75.0%,11.75,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,24,23,Tony Gonzalez
2003,2003-10-12,6,6,27.227,KAN,GNB,True,10,4,121,30.25,1,40.0%,12.10,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,True,40,34,Tony Gonzalez
2003,2003-10-20,7,7,27.235,KAN,OAK,True,5,3,87,29.00,0,60.0%,17.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,17,10,Tony Gonzalez
2003,2003-10-26,8,8,27.241,KAN,BUF,True,7,6,65,10.83,1,85.7%,9.29,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,38,5,Tony Gonzalez
2003,2003-11-09,9,10,27.255,KAN,CLE,True,9,7,70,10.00,1,77.8%,7.78,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,True,41,20,Tony Gonzalez
2003,2003-11-16,10,11,27.262,KAN,CIN,True,10,7,86,12.29,1,70.0%,8.60,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,False,19,24,Tony Gonzalez
2003,2003-11-23,11,12,27.269,KAN,OAK,True,4,4,36,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,27,24,Tony Gonzalez
2003,2003-11-30,12,13,27.276,KAN,SDG,True,6,4,28,7.00,2,66.7%,4.67,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,,0,0,0,0,,,,,,,True,True,28,24,Tony Gonzalez
2003,2003-12-07,13,14,27.283,KAN,DEN,True,7,6,73,12.17,0,85.7%,10.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,27,45,Tony Gonzalez
2003,2003-12-14,14,15,27.290,KAN,DET,True,9,6,93,15.50,2,66.7%,10.33,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,,0,0,0,0,,,,,,,False,True,45,17,Tony Gonzalez
2003,2003-12-20,15,16,27.296,KAN,MIN,True,12,5,65,13.00,0,41.7%,5.42,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,20,45,Tony Gonzalez
2003,2003-12-28,16,17,27.304,KAN,CHI,True,6,6,54,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,True,31,3,Tony Gonzalez
2004,2004-09-12,1,1,28.198,KAN,DEN,True,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,False,24,34,Tony Gonzalez
2004,2004-09-19,2,2,28.205,KAN,CAR,True,7,4,63,15.75,0,57.1%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,False,17,28,Tony Gonzalez
2004,2004-09-26,3,3,28.212,KAN,HOU,True,12,8,106,13.25,1,66.7%,8.83,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,False,21,24,Tony Gonzalez
2004,2004-10-04,4,4,28.220,KAN,BAL,True,7,4,42,10.50,0,57.1%,6.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,True,27,24,Tony Gonzalez
