Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2006,2006-09-10,1,1,24.288,GNB,,CHI,L 0-26,False,0,0,,0,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,0.0,,,,,,0,,0,0,0,0,6,270,45.00,0,,,,,,,False,Jon Ryan
2006,2006-09-17,2,2,24.295,GNB,,NOR,L 27-34,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,6,286,47.67,0,,,,,,,False,Jon Ryan
2006,2006-09-24,3,3,24.302,GNB,@,DET,W 31-24,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,5,248,49.60,0,,,,,,,True,Jon Ryan
2006,2006-10-02,4,4,24.310,GNB,@,PHI,L 9-31,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,5,233,46.60,0,,,,,,,True,Jon Ryan
2006,2006-10-08,5,5,24.316,GNB,,STL,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,4,195,48.75,0,,,,,,,False,Jon Ryan
2006,2006-10-22,6,7,24.330,GNB,@,MIA,W 34-24,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,6,262,43.67,0,,,,,,,True,Jon Ryan
2006,2006-10-29,7,8,24.337,GNB,,ARI,W 31-14,False,1,-11,-11.00,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,2,107,53.50,0,,,,,,,False,Jon Ryan
2006,2006-11-05,8,9,24.344,GNB,@,BUF,L 10-24,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,6,233,38.83,0,,,,,,,True,Jon Ryan
2006,2006-11-12,9,10,24.351,GNB,@,MIN,W 23-17,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,7,350,50.00,0,,,,,,,True,Jon Ryan
2006,2006-11-19,10,11,24.358,GNB,,NWE,L 0-35,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,10,459,45.90,0,,,,,,,False,Jon Ryan
2006,2006-11-27,11,12,25.001,GNB,@,SEA,L 24-34,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,5,174,34.80,0,,,,,,,True,Jon Ryan
2006,2006-12-03,12,13,25.007,GNB,,NYJ,L 10-38,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,1,1,0,0,0,,0,0,0,0,2,79,39.50,0,,,,,,,False,Jon Ryan
2006,2006-12-10,13,14,25.014,GNB,@,SFO,W 30-19,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,5,208,41.60,0,,,,,,,True,Jon Ryan
2006,2006-12-17,14,15,25.021,GNB,,DET,W 17-9,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,5,210,42.00,0,,,,,,,False,Jon Ryan
2006,2006-12-21,15,16,25.025,GNB,,MIN,W 9-7,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,5,225,45.00,0,,,,,,,False,Jon Ryan
2006,2006-12-31,16,17,25.035,GNB,@,CHI,W 26-7,False,0,0,,0,0,0,,0,0,0,,0,,,,0.0,,,,,,0,,0,0,0,0,5,200,40.00,0,,,,,,,True,Jon Ryan
2007,2007-09-09,1,1,25.287,GNB,,PHI,W 16-13,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,,,,0,0,0,0,0,0,7,286,40.86,0,,,,,,,False,Jon Ryan
2007,2007-09-16,2,2,25.294,GNB,@,NYG,W 35-13,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,,,,0,0,0,0,0,0,3,108,36.00,0,,,,,,,True,Jon Ryan
2007,2007-09-23,3,3,25.301,GNB,,SDG,W 31-24,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,,,,0,0,0,0,0,0,3,132,44.00,0,,,,,,,False,Jon Ryan
2007,2007-09-30,4,4,25.308,GNB,@,MIN,W 23-16,False,1,7,7.00,0,0,0,,0,0,0,,,,,,0.0,,,,,,0,,0,0,0,0,4,196,49.00,0,,,,,,,True,Jon Ryan
2007,2007-10-07,5,5,25.315,GNB,,CHI,L 20-27,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,,,,0,0,0,0,0,0,5,240,48.00,0,,,,,,,False,Jon Ryan
2007,2007-10-14,6,6,25.322,GNB,,WAS,W 17-14,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,,,,0,0,0,0,0,0,8,337,42.13,0,,,,,,,False,Jon Ryan
2007,2007-10-29,7,8,25.337,GNB,@,DEN,W 19-13,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,,,,0,0,0,0,0,0,4,209,52.25,0,,,,,,,True,Jon Ryan
2007,2007-11-04,8,9,25.343,GNB,@,KAN,W 33-22,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,,,,0,0,0,0,0,0,2,115,57.50,0,,,,,,,True,Jon Ryan
