Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2011.0,2011-10-16,6.0,6.0,,TAM,NOR,W 26-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,LeGarrette Blount,True,26,20
2011.0,2011-10-23,7.0,7.0,,TAM,CHI,L 18-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,LeGarrette Blount,False,18,24
2011.0,2011-11-06,8.0,9.0,24.336,TAM,NOR,L 16-27,True,13,72,5.54,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,True,LeGarrette Blount,False,16,27
2011.0,2011-11-13,9.0,10.0,24.343,TAM,HOU,L 9-37,True,10,34,3.40,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,LeGarrette Blount,False,9,37
2011.0,2011-11-20,10.0,11.0,24.35,TAM,GNB,L 26-35,True,18,107,5.94,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,LeGarrette Blount,False,26,35
2011.0,2011-11-27,11.0,12.0,24.357,TAM,TEN,L 17-23,True,20,103,5.15,0,3,3,56,18.67,0,100.0%,18.67,0,0,,0,,0,0,2,2,0,0,0,0,,,,,,,True,LeGarrette Blount,False,17,23
2011.0,2011-12-04,12.0,13.0,24.364,TAM,CAR,L 19-38,True,11,19,1.73,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,LeGarrette Blount,False,19,38
2011.0,2011-12-11,13.0,14.0,25.006,TAM,JAX,L 14-41,True,18,74,4.11,1,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,1,6,2,1,0,0,0,0,,,,,,,True,LeGarrette Blount,False,14,41
2011.0,2011-12-17,14.0,15.0,25.012,TAM,DAL,L 15-31,True,9,21,2.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,LeGarrette Blount,False,15,31
2011.0,2011-12-24,15.0,16.0,25.019,TAM,CAR,L 16-48,True,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,LeGarrette Blount,False,16,48
2011.0,2012-01-01,16.0,17.0,25.027,TAM,ATL,L 24-45,True,6,12,2.00,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,LeGarrette Blount,False,24,45
2012.0,2012-09-09,1.0,1.0,25.279,TAM,CAR,W 16-10,False,3,8,2.67,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,6,9%,0,0%,0,0%,False,LeGarrette Blount,True,16,10
2012.0,2012-09-16,2.0,2.0,25.286,TAM,NYG,L 34-41,False,,,,,,,,,,0.0%,,,,,,,0,0,0,,,0,0,0,1,2%,0,0%,0,0%,True,LeGarrette Blount,False,34,41
2012.0,2012-09-23,3.0,3.0,25.293,TAM,DAL,L 10-16,False,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,5,8%,0,0%,0,0%,True,LeGarrette Blount,False,10,16
2012.0,2012-09-30,4.0,4.0,25.3,TAM,WAS,L 22-24,False,6,17,2.83,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,12,20%,0,0%,0,0%,False,LeGarrette Blount,False,22,24
2012.0,2012-10-14,5.0,6.0,25.314,TAM,KAN,W 38-10,False,7,58,8.29,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,18,34%,0,0%,0,0%,False,LeGarrette Blount,True,38,10
2012.0,2012-10-21,6.0,7.0,25.321,TAM,NOR,L 28-35,False,5,-2,-0.40,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,10,14%,0,0%,0,0%,False,LeGarrette Blount,False,28,35
2012.0,2012-10-25,7.0,8.0,25.325,TAM,MIN,W 36-17,False,8,16,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,14,18%,0,0%,0,0%,True,LeGarrette Blount,True,36,17
2012.0,2012-11-04,8.0,9.0,25.335,TAM,OAK,W 42-32,False,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,6,9%,0,0%,0,0%,True,LeGarrette Blount,True,42,32
2012.0,2012-11-11,9.0,10.0,25.342,TAM,SDG,W 34-24,False,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,False,LeGarrette Blount,True,34,24
2012.0,2012-11-18,10.0,11.0,,TAM,CAR,W 27-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,LeGarrette Blount,True,27,21
2012.0,2012-11-25,11.0,12.0,25.356,TAM,ATL,L 23-24,False,,,,,,,,,,0.0%,,,,,,,0,0,0,,,0,0,0,3,5%,0,0%,0,0%,False,LeGarrette Blount,False,23,24
2012.0,2012-12-02,12.0,13.0,,TAM,DEN,L 23-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,LeGarrette Blount,False,23,31
2012.0,2012-12-09,13.0,14.0,26.004,TAM,PHI,L 21-23,False,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,1,1%,0,0%,0,0%,False,LeGarrette Blount,False,21,23
2012.0,2012-12-16,14.0,15.0,26.011,TAM,NOR,L 0-41,False,4,25,6.25,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,13,18%,0,0%,0,0%,True,LeGarrette Blount,False,0,41
2012.0,2012-12-23,15.0,16.0,26.018,TAM,STL,L 13-28,False,,,,,,,,,,0.0%,,,,,,,0,0,0,,,0,0,0,2,2%,0,0%,0,0%,False,LeGarrette Blount,False,13,28
2012.0,2012-12-30,16.0,17.0,,TAM,ATL,W 22-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,LeGarrette Blount,True,22,17
2013.0,2013-09-08,1.0,1.0,26.277,NWE,BUF,W 23-21,False,7,15,2.14,0,0,0,0,,0,0.0%,,2,35,17.50,0,,0,0,0,0,0,0,0,0,22,24%,0,0%,4,12%,True,LeGarrette Blount,True,23,21
2013.0,2013-09-12,2.0,2.0,26.281,NWE,NYJ,W 13-10,False,4,11,2.75,0,1,0,0,,0,0.0%,0.00,1,25,25.00,0,,0,0,0,0,0,0,0,0,13,20%,0,0%,3,9%,False,LeGarrette Blount,True,13,10
2013.0,2013-09-22,3.0,3.0,26.291,NWE,TAM,W 23-3,False,14,65,4.64,0,0,0,0,,0,0.0%,,1,24,24.00,0,,0,0,0,0,0,0,0,0,23,31%,0,0%,2,10%,False,LeGarrette Blount,True,23,3
2013.0,2013-09-29,4.0,4.0,26.298,NWE,ATL,W 30-23,False,9,64,7.11,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,19,29%,0,0%,4,14%,True,LeGarrette Blount,True,30,23
2013.0,2013-10-06,5.0,5.0,26.305,NWE,CIN,L 6-13,True,12,51,4.25,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,1,1,0,0,0,0,22,35%,0,0%,0,0%,True,LeGarrette Blount,False,6,13
2013.0,2013-10-13,6.0,6.0,26.312,NWE,NOR,W 30-27,True,7,9,1.29,0,1,0,0,,0,0.0%,0.00,2,51,25.50,0,,0,0,0,0,0,0,0,0,16,18%,0,0%,6,18%,False,LeGarrette Blount,True,30,27
2013.0,2013-10-20,7.0,7.0,26.319,NWE,NYJ,L 27-30,False,1,4,4.00,0,0,0,0,,0,0.0%,,4,96,24.00,0,,0,0,0,0,0,0,0,0,2,3%,0,0%,7,18%,True,LeGarrette Blount,False,27,30
2013.0,2013-10-27,8.0,8.0,26.326,NWE,MIA,W 27-17,True,11,46,4.18,0,0,0,0,,0,0.0%,,2,46,23.00,0,,0,0,0,0,0,0,0,0,16,24%,0,0%,4,13%,False,LeGarrette Blount,True,27,17
2013.0,2013-11-03,9.0,9.0,26.333,NWE,PIT,W 55-31,False,5,47,9.40,1,0,0,0,,0,0.0%,,3,72,24.00,0,,1,6,0,0,0,0,0,0,9,12%,0,0%,5,14%,False,LeGarrette Blount,True,55,31
2013.0,2013-11-18,10.0,11.0,26.348,NWE,CAR,L 20-24,False,10,49,4.90,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,19,26%,0,0%,0,0%,True,LeGarrette Blount,False,20,24
2013.0,2013-11-24,11.0,12.0,26.354,NWE,DEN,W 34-31,False,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,1,1,0,0,0,0,2,2%,0,0%,0,0%,False,LeGarrette Blount,True,34,31
2013.0,2013-12-01,12.0,13.0,26.361,NWE,HOU,W 34-31,False,12,44,3.67,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,20,29%,0,0%,0,0%,True,LeGarrette Blount,True,34,31
2013.0,2013-12-08,13.0,14.0,27.003,NWE,CLE,W 27-26,True,8,42,5.25,0,2,1,32,32.00,0,50.0%,16.00,0,0,,0,,0,0,0,0,0,0,0,0,22,27%,0,0%,0,0%,False,LeGarrette Blount,True,27,26
2013.0,2013-12-15,14.0,15.0,27.01,NWE,MIA,L 20-24,True,11,47,4.27,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0,0,0,0,0,0,20,25%,0,0%,0,0%,True,LeGarrette Blount,False,20,24
2013.0,2013-12-22,15.0,16.0,27.017,NWE,BAL,W 41-7,True,16,76,4.75,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0,0,0,0,0,0,27,40%,0,0%,0,0%,True,LeGarrette Blount,True,41,7
2013.0,2013-12-29,16.0,17.0,27.024,NWE,BUF,W 34-20,True,24,189,7.88,2,0,0,0,,0,0.0%,,2,145,72.50,0,,2,12,1,0,0,0,0,0,34,45%,0,0%,2,7%,False,LeGarrette Blount,True,34,20
2014.0,2014-09-07,1.0,1.0,27.276,PIT,CLE,W 30-27,False,4,6,1.50,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0,0,0,0,0,0,6,8%,0,0%,6,17%,False,LeGarrette Blount,True,30,27
2014.0,2014-09-11,2.0,2.0,27.28,PIT,BAL,L 6-26,False,3,8,2.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,8,14%,0,0%,7,29%,True,LeGarrette Blount,False,6,26
2014.0,2014-09-21,3.0,3.0,27.29,PIT,CAR,W 37-19,False,10,118,11.80,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,18,26%,0,0%,5,17%,True,LeGarrette Blount,True,37,19
2014.0,2014-09-28,4.0,4.0,27.297,PIT,TAM,L 24-27,False,4,25,6.25,0,0,0,0,,0,0.0%,,1,25,25.00,0,,0,0,0,0,0,0,0,0,12,16%,0,0%,6,21%,False,LeGarrette Blount,False,24,27
2014.0,2014-10-05,5.0,5.0,27.304,PIT,JAX,W 17-9,False,8,29,3.63,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,,0,0,0,0,0,0,0,0,18,26%,0,0%,4,15%,True,LeGarrette Blount,True,17,9
2014.0,2014-10-12,6.0,6.0,27.311,PIT,CLE,L 10-31,False,8,27,3.38,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,11,14%,0,0%,6,20%,True,LeGarrette Blount,False,10,31
2014.0,2014-10-20,7.0,7.0,27.319,PIT,HOU,W 30-23,False,7,9,1.29,0,1,1,8,8.00,0,100.0%,8.00,1,13,13.00,0,,0,0,0,0,0,0,0,0,15,23%,0,0%,5,16%,False,LeGarrette Blount,True,30,23
2014.0,2014-10-26,8.0,8.0,27.325,PIT,IND,W 51-34,False,6,21,3.50,0,2,2,11,5.50,0,100.0%,5.50,1,15,15.00,0,,0,0,1,1,0,0,0,0,18,21%,0,0%,6,18%,False,LeGarrette Blount,True,51,34
2014.0,2014-11-02,9.0,9.0,27.332,PIT,BAL,W 43-23,False,10,23,2.30,0,0,0,0,,0,0.0%,,1,29,29.00,0,,0,0,0,0,0,0,0,0,15,22%,0,0%,4,12%,False,LeGarrette Blount,True,43,23
2014.0,2014-11-09,10.0,10.0,27.339,PIT,NYJ,L 13-20,False,5,0,0.00,0,0,0,0,,0,0.0%,,1,21,21.00,0,,0,0,0,0,0,0,0,0,6,9%,0,0%,2,8%,True,LeGarrette Blount,False,13,20
2014.0,2014-11-17,11.0,11.0,27.347,PIT,TEN,W 27-24,False,,,,,,,,,,0.0%,,,,,,,0,0,0,,,0,0,0,1,1%,0,0%,0,0%,True,LeGarrette Blount,True,27,24
2014.0,2014-11-23,11.0,12.0,27.353,NWE,DET,W 34-9,False,12,78,6.50,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0,0,0,0,0,0,16,21%,0,0%,0,0%,False,LeGarrette Blount,True,34,9
2014.0,2014-11-30,12.0,13.0,27.36,NWE,GNB,L 21-26,False,10,58,5.80,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,19,34%,0,0%,0,0%,True,LeGarrette Blount,False,21,26
2014.0,2014-12-07,13.0,14.0,28.002,NWE,SDG,W 23-14,True,20,66,3.30,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0,0,0,0,0,0,31,40%,0,0%,0,0%,True,LeGarrette Blount,True,23,14
2014.0,2014-12-14,14.0,15.0,28.009,NWE,MIA,W 41-13,False,8,17,2.13,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,,1,6,0,0,0,0,0,0,15,23%,0,0%,0,0%,False,LeGarrette Blount,True,41,13
2014.0,2014-12-21,15.0,16.0,,NWE,NYJ,W 17-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,LeGarrette Blount,True,17,16
2014.0,2014-12-28,16.0,17.0,28.023,NWE,BUF,L 9-17,False,10,62,6.20,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,22,33%,0,0%,0,0%,False,LeGarrette Blount,False,9,17
2015.0,2015-09-10,1.0,1.0,,NWE,PIT,W 28-21,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,LeGarrette Blount,True,28,21
2015.0,2015-09-20,2.0,2.0,28.289,NWE,BUF,W 40-32,False,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,7,8%,0,0%,0,0%,True,LeGarrette Blount,True,40,32
2015.0,2015-09-27,3.0,3.0,28.296,NWE,JAX,W 51-17,False,18,78,4.33,3,1,1,14,14.00,0,100.0%,14.00,0,0,,0,,3,18,0,0,0,0,0,0,30,38%,0,0%,0,0%,False,LeGarrette Blount,True,51,17
2015.0,2015-10-11,4.0,5.0,28.31,NWE,DAL,W 30-6,False,13,74,5.69,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,17,29%,0,0%,0,0%,True,LeGarrette Blount,True,30,6
2015.0,2015-10-18,5.0,6.0,28.317,NWE,IND,W 34-27,False,16,93,5.81,1,1,1,11,11.00,1,100.0%,11.00,0,0,,0,,2,12,0,0,0,0,0,0,28,41%,0,0%,0,0%,True,LeGarrette Blount,True,34,27
2015.0,2015-10-25,6.0,7.0,28.324,NWE,NYJ,W 30-23,False,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,8,12%,0,0%,0,0%,False,LeGarrette Blount,True,30,23
2015.0,2015-10-29,7.0,8.0,28.328,NWE,MIA,W 36-7,True,17,72,4.24,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0,0,0,0,0,0,27,38%,0,0%,0,0%,False,LeGarrette Blount,True,36,7
2015.0,2015-11-08,8.0,9.0,28.338,NWE,WAS,W 27-10,False,29,129,4.45,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,1,0,0,1,0,0,48,60%,0,0%,0,0%,False,LeGarrette Blount,True,27,10
2015.0,2015-11-15,9.0,10.0,28.345,NWE,NYG,W 27-26,True,19,66,3.47,1,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,1,6,0,0,0,0,0,0,37,51%,0,0%,0,0%,True,LeGarrette Blount,True,27,26
2015.0,2015-11-23,10.0,11.0,28.353,NWE,BUF,W 20-13,True,16,56,3.50,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,,0,0,0,0,0,0,0,0,36,54%,0,0%,0,0%,False,LeGarrette Blount,True,20,13
2015.0,2015-11-29,11.0,12.0,28.359,NWE,DEN,L 24-30,True,9,27,3.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,26,39%,0,0%,0,0%,True,LeGarrette Blount,False,24,30
2015.0,2015-12-06,12.0,13.0,29.001,NWE,PHI,L 28-35,True,13,54,4.15,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,26,29%,0,0%,0,0%,False,LeGarrette Blount,False,28,35
2015.0,2015-12-13,13.0,14.0,29.008,NWE,HOU,W 27-6,True,10,53,5.30,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,15,22%,0,0%,0,0%,True,LeGarrette Blount,True,27,6
2015.0,2015-12-20,14.0,15.0,,NWE,TEN,W 33-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,LeGarrette Blount,True,33,16
2015.0,2015-12-27,15.0,16.0,,NWE,NYJ,L 20-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,LeGarrette Blount,False,20,26
2015.0,2016-01-03,16.0,17.0,,NWE,MIA,L 10-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,LeGarrette Blount,False,10,20
