Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2012.0,2012-10-07,5.0,5.0,30.055,BAL,KAN,W 9-6,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,232,46.40,0,0,0%,0,0%,8,36%,True,Sam Koch,True,9,6
2012.0,2012-10-14,6.0,6.0,30.062,BAL,DAL,W 31-29,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,135,45.00,0,0,0%,0,0%,8,29%,False,Sam Koch,True,31,29
2012.0,2012-10-21,7.0,7.0,30.069,BAL,HOU,L 13-43,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,253,50.60,0,0,0%,0,0%,9,27%,True,Sam Koch,False,13,43
2012.0,2012-11-04,8.0,9.0,30.083,BAL,CLE,W 25-15,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,313,44.71,0,0,0%,0,0%,10,33%,True,Sam Koch,True,25,15
2012.0,2012-11-11,9.0,10.0,30.09,BAL,OAK,W 55-20,False,0,0,,0,0,0,,0,0,,,1,7,7.00,1,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,4,210,52.50,0,0,0%,0,0%,14,37%,False,Sam Koch,True,55,20
2012.0,2012-11-18,10.0,11.0,30.097,BAL,PIT,W 13-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,372,46.50,0,0,0%,0,0%,12,41%,True,Sam Koch,True,13,10
2012.0,2012-11-25,11.0,12.0,30.104,BAL,SDG,W 16-13,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,370,46.25,0,0,0%,0,0%,12,38%,True,Sam Koch,True,16,13
2012.0,2012-12-02,12.0,13.0,30.111,BAL,PIT,L 20-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,253,50.60,0,0,0%,0,0%,9,32%,False,Sam Koch,False,20,23
2012.0,2012-12-09,13.0,14.0,30.118,BAL,WAS,L 28-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,5,251,50.20,0,0,0%,0,0%,9,28%,True,Sam Koch,False,28,31
2012.0,2012-12-16,14.0,15.0,30.125,BAL,DEN,L 17-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,353,50.43,0,0,0%,0,0%,10,28%,False,Sam Koch,False,17,34
2012.0,2012-12-23,15.0,16.0,30.132,BAL,NYG,W 33-14,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,117,58.50,0,0,0%,0,0%,9,30%,False,Sam Koch,True,33,14
2012.0,2012-12-30,16.0,17.0,30.139,BAL,CIN,L 17-23,False,0,0,,0,0,0,,0,0,,,1,10,10.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,256,36.57,0,0,0%,0,0%,12,35%,True,Sam Koch,False,17,23
2013.0,2013-09-05,1.0,1.0,31.023,BAL,DEN,L 27-49,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,456,50.67,1,0,0%,0,0%,15,35%,True,Sam Koch,False,27,49
2013.0,2013-09-15,2.0,2.0,31.033,BAL,CLE,W 14-6,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,291,48.50,0,0,0%,0,0%,10,38%,False,Sam Koch,True,14,6
2013.0,2013-09-22,3.0,3.0,31.04,BAL,HOU,W 30-9,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,194,48.50,0,0,0%,0,0%,10,36%,False,Sam Koch,True,30,9
2013.0,2013-09-29,4.0,4.0,31.047,BAL,BUF,L 20-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,331,47.29,0,0,0%,0,0%,11,31%,True,Sam Koch,False,20,23
2013.0,2013-10-06,5.0,5.0,31.054,BAL,MIA,W 26-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,171,34.20,0,0,0%,0,0%,11,29%,True,Sam Koch,True,26,23
2013.0,2013-10-13,6.0,6.0,31.061,BAL,GNB,L 17-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,375,41.67,0,0,0%,0,0%,12,36%,False,Sam Koch,False,17,19
2013.0,2013-10-20,7.0,7.0,31.068,BAL,PIT,L 16-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,126,42.00,0,0,0%,0,0%,7,30%,True,Sam Koch,False,16,19
2013.0,2013-11-03,8.0,9.0,31.082,BAL,CLE,L 18-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,298,42.57,0,0,0%,0,0%,9,31%,True,Sam Koch,False,18,24
2013.0,2013-11-10,9.0,10.0,31.089,BAL,CIN,W 20-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,355,44.38,0,0,0%,0,0%,13,42%,False,Sam Koch,True,20,17
2013.0,2013-11-17,10.0,11.0,31.096,BAL,CHI,L 20-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,177,44.25,0,0,0%,0,0%,8,27%,True,Sam Koch,False,20,23
2013.0,2013-11-24,11.0,12.0,31.103,BAL,NYJ,W 19-3,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,273,45.50,0,0,0%,0,0%,11,39%,False,Sam Koch,True,19,3
2013.0,2013-11-28,12.0,13.0,31.107,BAL,PIT,W 22-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,26,26.00,0,0,0%,0,0%,7,28%,False,Sam Koch,True,22,20
2013.0,2013-12-08,13.0,14.0,31.117,BAL,MIN,W 29-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,328,54.67,0,0,0%,0,0%,9,27%,False,Sam Koch,True,29,26
2013.0,2013-12-16,14.0,15.0,31.125,BAL,DET,W 18-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,240,48.00,0,0,0%,0,0%,11,39%,True,Sam Koch,True,18,16
2013.0,2013-12-22,15.0,16.0,31.131,BAL,NWE,L 7-41,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,212,53.00,0,0,0%,0,0%,7,22%,False,Sam Koch,False,7,41
2013.0,2013-12-29,16.0,17.0,31.138,BAL,CIN,L 17-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,285,47.50,0,0,0%,0,0%,9,30%,True,Sam Koch,False,17,34
2014.0,2014-09-07,1.0,1.0,32.025,BAL,CIN,L 16-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,169,42.25,0,0,0%,0,0%,7,25%,False,Sam Koch,False,16,23
2014.0,2014-09-11,2.0,2.0,32.029,BAL,PIT,W 26-6,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,110,55.00,0,0,0%,0,0%,8,33%,False,Sam Koch,True,26,6
2014.0,2014-09-21,3.0,3.0,32.039,BAL,CLE,W 23-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,152,50.67,0,0,0%,0,0%,8,31%,True,Sam Koch,True,23,21
2014.0,2014-09-28,4.0,4.0,32.046,BAL,CAR,W 38-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,39,39.00,0,0,0%,0,0%,9,36%,False,Sam Koch,True,38,10
2014.0,2014-10-05,5.0,5.0,32.053,BAL,IND,L 13-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,242,48.40,0,0,0%,0,0%,8,33%,True,Sam Koch,False,13,20
2014.0,2014-10-12,6.0,6.0,32.06,BAL,TAM,W 48-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,119,59.50,0,0,0%,0,0%,11,33%,True,Sam Koch,True,48,17
2014.0,2014-10-19,7.0,7.0,32.067,BAL,ATL,W 29-7,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,157,39.25,0,0,0%,0,0%,9,38%,False,Sam Koch,True,29,7
2014.0,2014-10-26,8.0,8.0,32.074,BAL,CIN,L 24-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,50,50.00,0,0,0%,0,0%,5,20%,True,Sam Koch,False,24,27
2014.0,2014-11-02,9.0,9.0,32.081,BAL,PIT,L 23-43,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,255,42.50,0,0,0%,0,0%,9,27%,True,Sam Koch,False,23,43
2014.0,2014-11-09,10.0,10.0,32.088,BAL,TEN,W 21-7,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,317,45.29,0,0,0%,0,0%,12,44%,False,Sam Koch,True,21,7
2014.0,2014-11-24,11.0,12.0,32.103,BAL,NOR,W 34-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,126,63.00,0,0,0%,0,0%,8,28%,True,Sam Koch,True,34,27
2014.0,2014-11-30,12.0,13.0,32.109,BAL,SDG,L 33-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,39,39.00,0,0,0%,0,0%,8,26%,False,Sam Koch,False,33,34
2014.0,2014-12-07,13.0,14.0,32.116,BAL,MIA,W 28-13,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,181,45.25,0,0,0%,0,0%,8,32%,True,Sam Koch,True,28,13
2014.0,2014-12-14,14.0,15.0,32.123,BAL,JAX,W 20-12,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,203,50.75,0,0,0%,0,0%,10,30%,False,Sam Koch,True,20,12
2014.0,2014-12-21,15.0,16.0,32.13,BAL,HOU,L 13-25,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,403,50.38,0,0,0%,0,0%,9,26%,True,Sam Koch,False,13,25
2014.0,2014-12-28,16.0,17.0,32.137,BAL,CLE,W 20-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,279,46.50,0,0,0%,0,0%,10,37%,False,Sam Koch,True,20,10
2015.0,2015-09-13,1.0,1.0,33.031,BAL,DEN,L 13-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,310,51.67,0,0,0%,0,0%,9,31%,True,Sam Koch,False,13,19
2015.0,2015-09-20,2.0,2.0,33.038,BAL,OAK,L 33-37,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,92,46.00,0,0,0%,0,0%,10,29%,True,Sam Koch,False,33,37
2015.0,2015-09-27,3.0,3.0,33.045,BAL,CIN,L 24-28,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,174,43.50,0,0,0%,0,0%,10,37%,False,Sam Koch,False,24,28
2015.0,2015-10-01,4.0,4.0,33.049,BAL,PIT,W 23-20,False,1,1,100.00,-3,0,0,79.2,0,0,-3.00,-3.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,204,51.00,0,0,0%,0,0%,10,31%,True,Sam Koch,True,23,20
2015.0,2015-10-11,5.0,5.0,33.059,BAL,CLE,L 30-33,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,297,49.50,0,0,0%,0,0%,11,32%,False,Sam Koch,False,30,33
2015.0,2015-10-18,6.0,6.0,33.066,BAL,SFO,L 20-25,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,159,53.00,0,0,0%,0,0%,8,27%,True,Sam Koch,False,20,25
2015.0,2015-10-26,7.0,7.0,33.074,BAL,ARI,L 18-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,272,45.33,0,0,0%,0,0%,8,29%,True,Sam Koch,False,18,26
2015.0,2015-11-01,8.0,8.0,33.08,BAL,SDG,W 29-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,122,61.00,0,0,0%,0,0%,9,29%,False,Sam Koch,True,29,26
2015.0,2015-11-15,9.0,10.0,33.094,BAL,JAX,L 20-22,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,202,40.40,0,0,0%,0,0%,8,28%,False,Sam Koch,False,20,22
2015.0,2015-11-22,10.0,11.0,33.101,BAL,STL,W 16-13,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,336,48.00,0,0,0%,0,0%,13,43%,False,Sam Koch,True,16,13
2015.0,2015-11-30,11.0,12.0,33.109,BAL,CLE,W 33-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,171,42.75,0,0,0%,0,0%,10,29%,True,Sam Koch,True,33,27
2015.0,2015-12-06,12.0,13.0,33.115,BAL,MIA,L 13-15,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,267,53.40,0,0,0%,0,0%,9,32%,True,Sam Koch,False,13,15
2015.0,2015-12-13,13.0,14.0,33.122,BAL,SEA,L 6-35,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,226,45.20,0,0,0%,0,0%,8,33%,False,Sam Koch,False,6,35
2015.0,2015-12-20,14.0,15.0,33.129,BAL,KAN,L 14-34,False,0,0,,0,0,0,,0,0,,,1,7,7.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,218,43.60,0,0,0%,0,0%,9,31%,False,Sam Koch,False,14,34
2015.0,2015-12-27,15.0,16.0,33.136,BAL,PIT,W 20-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,234,39.00,0,0,0%,0,0%,10,40%,False,Sam Koch,True,20,17
2015.0,2016-01-03,16.0,17.0,33.143,BAL,CIN,L 16-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,170,42.50,0,0,0%,0,0%,8,29%,True,Sam Koch,False,16,24
2016.0,2016-09-11,1.0,1.0,34.029,BAL,BUF,W 13-7,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,128,42.67,0,0,0%,0,0%,7,32%,False,Sam Koch,True,13,7
2016.0,2016-09-18,2.0,2.0,34.036,BAL,CLE,W 25-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,141,47.00,0,0,0%,0,0%,8,31%,True,Sam Koch,True,25,20
2016.0,2016-09-25,3.0,3.0,34.043,BAL,JAX,W 19-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,243,48.60,0,0,0%,0,0%,12,39%,True,Sam Koch,True,19,17
2016.0,2016-10-02,4.0,4.0,34.05,BAL,OAK,L 27-28,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,342,48.86,0,0,0%,0,0%,10,30%,False,Sam Koch,False,27,28
2016.0,2016-10-09,5.0,5.0,34.057,BAL,WAS,L 10-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,381,47.63,0,0,0%,0,0%,11,39%,False,Sam Koch,False,10,16
2016.0,2016-10-16,6.0,6.0,34.064,BAL,NYG,L 23-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,239,47.80,0,0,0%,0,0%,11,34%,True,Sam Koch,False,23,27
2016.0,2016-10-23,7.0,7.0,34.071,BAL,NYJ,L 16-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,305,50.83,0,0,0%,0,0%,10,32%,True,Sam Koch,False,16,24
2016.0,2016-11-06,8.0,9.0,34.085,BAL,PIT,W 21-14,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,380,42.22,0,0,0%,0,0%,14,40%,False,Sam Koch,True,21,14
2016.0,2016-11-10,9.0,10.0,34.089,BAL,CLE,W 28-7,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,184,46.00,0,0,0%,0,0%,8,35%,False,Sam Koch,True,28,7
2016.0,2016-11-20,10.0,11.0,34.099,BAL,DAL,L 17-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,237,47.40,0,0,0%,0,0%,8,28%,True,Sam Koch,False,17,27
2016.0,2016-11-27,11.0,12.0,34.106,BAL,CIN,W 19-14,False,0,0,,0,0,0,,0,0,,,1,-23,-23.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,222,44.40,0,0,0%,0,0%,11,38%,False,Sam Koch,True,19,14
2016.0,2016-12-04,12.0,13.0,34.113,BAL,MIA,W 38-6,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,93,31.00,0,0,0%,0,0%,9,38%,False,Sam Koch,True,38,6
2016.0,2016-12-12,13.0,14.0,34.121,BAL,NWE,L 23-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,289,48.17,0,0,0%,0,0%,13,38%,True,Sam Koch,False,23,30
2016.0,2016-12-18,14.0,15.0,34.127,BAL,PHI,W 27-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,197,49.25,0,0,0%,0,0%,9,32%,False,Sam Koch,True,27,26
2016.0,2016-12-25,15.0,16.0,34.134,BAL,PIT,L 27-31,False,0,0,,0,0,0,,0,0,,,1,0,0.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,109,36.33,0,0,0%,0,0%,9,29%,True,Sam Koch,False,27,31
2016.0,2017-01-01,16.0,17.0,34.141,BAL,CIN,L 10-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,175,43.75,0,0,0%,0,0%,6,24%,True,Sam Koch,False,10,27
2017.0,2017-09-10,1.0,1.0,35.028,BAL,CIN,W 20-0,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,250,41.67,0,0,0%,0,0%,10,48%,True,Sam Koch,True,20,0
2017.0,2017-09-17,2.0,2.0,35.035,BAL,CLE,W 24-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,235,47.00,0,0,0%,0,0%,11,44%,False,Sam Koch,True,24,10
2017.0,2017-09-24,3.0,3.0,35.042,BAL,JAX,L 7-44,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,311,44.43,0,0,0%,0,0%,8,26%,True,Sam Koch,False,7,44
2017.0,2017-10-01,4.0,4.0,35.049,BAL,PIT,L 9-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,222,44.40,0,0,0%,0,0%,7,28%,False,Sam Koch,False,9,26
2017.0,2017-10-08,5.0,5.0,35.056,BAL,OAK,W 30-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,117,39.00,0,0,0%,0,0%,9,33%,True,Sam Koch,True,30,17
2017.0,2017-10-15,6.0,6.0,35.063,BAL,CHI,L 24-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,385,55.00,0,0,0%,0,0%,11,30%,False,Sam Koch,False,24,27
2017.0,2017-10-22,7.0,7.0,35.07,BAL,MIN,L 16-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,289,48.17,0,0,0%,0,0%,10,32%,True,Sam Koch,False,16,24
2017.0,2017-10-26,8.0,8.0,35.074,BAL,MIA,W 40-0,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,225,45.00,0,0,0%,0,0%,12,40%,False,Sam Koch,True,40,0
2017.0,2017-11-05,9.0,9.0,35.084,BAL,TEN,L 20-23,False,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,180,45.00,0,0,0%,0,0%,10,34%,True,Sam Koch,False,20,23
2017.0,2017-11-19,10.0,11.0,35.098,BAL,GNB,W 23-0,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,290,41.43,0,0,0%,0,0%,12,52%,True,Sam Koch,True,23,0
2017.0,2017-11-27,11.0,12.0,35.106,BAL,HOU,W 23-16,False,1,1,100.00,22,0,0,118.7,0,0,22.00,22.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,308,51.33,0,0,0%,0,0%,12,39%,False,Sam Koch,True,23,16
2017.0,2017-12-03,12.0,13.0,35.112,BAL,DET,W 44-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,209,41.80,0,0,0%,0,0%,13,37%,False,Sam Koch,True,44,20
2017.0,2017-12-10,13.0,14.0,35.119,BAL,PIT,L 38-39,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,125,41.67,0,0,0%,0,0%,9,26%,True,Sam Koch,False,38,39
2017.0,2017-12-17,14.0,15.0,35.126,BAL,CLE,W 27-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,215,43.00,0,0,0%,0,0%,10,40%,True,Sam Koch,True,27,10
2017.0,2017-12-23,15.0,16.0,35.132,BAL,IND,W 23-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,71,35.50,1,0,0%,0,0%,8,30%,False,Sam Koch,True,23,16
2017.0,2017-12-31,16.0,17.0,35.14,BAL,CIN,L 27-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,333,41.63,0,0,0%,0,0%,13,34%,False,Sam Koch,False,27,31
2018.0,2018-09-09,1.0,1.0,36.027,BAL,BUF,W 47-3,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,257,51.40,0,0,0%,0,0%,12,35%,False,Sam Koch,True,47,3
2018.0,2018-09-13,2.0,2.0,36.031,BAL,CIN,L 23-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,169,56.33,0,0,0%,0,0%,6,20%,True,Sam Koch,False,23,34
2018.0,2018-09-23,3.0,3.0,36.041,BAL,DEN,W 27-14,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,197,49.25,1,0,0%,0,0%,11,39%,False,Sam Koch,True,27,14
2018.0,2018-09-30,4.0,4.0,36.048,BAL,PIT,W 26-14,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,175,43.75,0,0,0%,0,0%,11,38%,True,Sam Koch,True,26,14
2018.0,2018-10-07,5.0,5.0,36.055,BAL,CLE,L 9-12,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,366,45.75,0,0,0%,0,0%,12,35%,True,Sam Koch,False,9,12
2018.0,2018-10-14,6.0,6.0,36.062,BAL,TEN,W 21-0,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,175,43.75,0,0,0%,0,0%,7,32%,True,Sam Koch,True,21,0
2018.0,2018-10-21,7.0,7.0,36.069,BAL,NOR,L 23-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,137,45.67,0,0,0%,0,0%,7,29%,False,Sam Koch,False,23,24
2018.0,2018-10-28,8.0,8.0,36.076,BAL,CAR,L 21-36,False,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,153,51.00,0,0,0%,0,0%,7,25%,True,Sam Koch,False,21,36
