Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2021.0,2021-09-12,1.0,1.0,22.053,CIN,,MIN,W 27-24,False,3,3,100.0,2,2,100.0,0,9,0,0%,0,0%,10,29%,False,Evan McPherson
2021.0,2021-09-19,2.0,2.0,22.06,CIN,@,CHI,L 17-20,False,2,2,100.0,1,1,100.0,0,5,0,0%,0,0%,7,32%,True,Evan McPherson
2021.0,2021-09-26,3.0,3.0,22.067,CIN,@,PIT,W 24-10,False,3,3,100.0,1,1,100.0,0,6,0,0%,0,0%,9,38%,True,Evan McPherson
2021.0,2021-09-30,4.0,4.0,22.071,CIN,,JAX,W 24-21,False,3,3,100.0,1,2,50.0,0,6,0,0%,0,0%,9,39%,False,Evan McPherson
2021.0,2021-10-10,5.0,5.0,22.081,CIN,,GNB,L 22-25,False,2,2,100.0,,2,0.0,0,2,0,0%,0,0%,8,26%,False,Evan McPherson
2021.0,2021-10-17,6.0,6.0,22.088,CIN,@,DET,W 34-11,False,4,4,100.0,2,2,100.0,0,10,0,0%,0,0%,12,48%,True,Evan McPherson
2021.0,2021-10-24,7.0,7.0,22.095,CIN,@,BAL,W 41-17,False,5,5,100.0,2,2,100.0,0,11,0,0%,0,0%,15,47%,True,Evan McPherson
2021.0,2021-10-31,8.0,8.0,22.102,CIN,@,NYJ,L 31-34,False,4,4,100.0,1,1,100.0,0,7,0,0%,0,0%,11,39%,True,Evan McPherson
2021.0,2021-11-07,9.0,9.0,22.109,CIN,,CLE,L 16-41,False,1,1,100.0,1,1,100.0,0,4,0,0%,0,0%,6,21%,False,Evan McPherson
2021.0,2021-11-21,10.0,11.0,22.123,CIN,@,LVR,W 32-13,False,2,3,66.7,4,4,100.0,0,14,0,0%,0,0%,15,54%,True,Evan McPherson
2021.0,2021-11-28,11.0,12.0,22.13,CIN,,PIT,W 41-10,False,5,5,100.0,2,2,100.0,0,11,0,0%,0,0%,15,54%,False,Evan McPherson
2021.0,2021-12-05,12.0,13.0,22.137,CIN,,LAC,L 22-41,False,1,2,50.0,1,1,100.0,0,4,0,0%,0,0%,8,27%,False,Evan McPherson
2021.0,2021-12-12,13.0,14.0,22.144,CIN,,SFO,L 23-26,False,2,2,100.0,3,4,75.0,0,11,0,0%,0,0%,12,35%,False,Evan McPherson
2021.0,2021-12-19,14.0,15.0,22.151,CIN,@,DEN,W 15-10,False,,,,3,3,100.0,0,9,0,0%,0,0%,7,27%,True,Evan McPherson
2021.0,2021-12-26,15.0,16.0,22.158,CIN,,BAL,W 41-21,False,5,5,100.0,2,3,66.7,0,11,0,0%,0,0%,16,62%,False,Evan McPherson
2021.0,2022-01-02,16.0,17.0,22.165,CIN,,KAN,W 34-31,False,4,4,100.0,2,2,100.0,0,10,0,0%,0,0%,12,41%,False,Evan McPherson
2021.0,2022-01-09,17.0,18.0,,CIN,@,CLE,L 16-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Evan McPherson
,16 Games,,,,,,,10-6-0,False,46,48,95.8,28,33,84.8,0,130,,,,,,,False,Evan McPherson
