Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-09-10,1,1,23.305,HOU,PHI,True,2,0,0,,0,0.0%,0.00,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,10,24,Owen Daniels
2006,2006-09-17,2,2,23.312,HOU,IND,True,5,4,45,11.25,1,80.0%,9.00,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,24,43,Owen Daniels
2006,2006-09-24,3,3,23.319,HOU,WAS,True,3,1,2,2.00,1,33.3%,0.67,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,15,31,Owen Daniels
2006,2006-10-01,4,4,23.326,HOU,MIA,False,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,17,15,Owen Daniels
2006,2006-10-15,5,6,23.340,HOU,DAL,True,3,2,17,8.50,0,66.7%,5.67,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,6,34,Owen Daniels
2006,2006-10-22,6,7,23.347,HOU,JAX,True,3,2,20,10.00,1,66.7%,6.67,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,27,7,Owen Daniels
2006,2006-10-29,7,8,23.354,HOU,TEN,True,11,9,99,11.00,2,81.8%,9.00,2,12,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,22,28,Owen Daniels
2006,2006-11-05,8,9,23.361,HOU,NYG,False,4,3,34,11.33,0,75.0%,8.50,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,10,14,Owen Daniels
2006,2006-11-12,9,10,24.003,HOU,JAX,True,6,4,55,13.75,0,66.7%,9.17,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,13,10,Owen Daniels
2006,2006-11-19,10,11,24.010,HOU,BUF,True,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,21,24,Owen Daniels
2006,2006-11-26,11,12,24.017,HOU,NYJ,True,7,5,36,7.20,0,71.4%,5.14,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,11,26,Owen Daniels
2006,2006-12-03,12,13,24.024,HOU,OAK,True,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,True,23,14,Owen Daniels
2006,2006-12-10,13,14,24.031,HOU,TEN,True,3,2,25,12.50,0,66.7%,8.33,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,20,26,Owen Daniels
2006,2006-12-17,14,15,24.038,HOU,NWE,True,3,1,9,9.00,0,33.3%,3.00,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,False,7,40,Owen Daniels
2006,2006-12-24,15,16,,HOU,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,27,24,Owen Daniels
2006,2006-12-31,16,17,,HOU,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,14,6,Owen Daniels
2007,2007-09-09,1,1,24.304,HOU,KAN,True,1,1,14,14.00,0,100.0%,14.00,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,20,3,Owen Daniels
2007,2007-09-16,2,2,24.311,HOU,CAR,True,7,5,58,11.60,0,71.4%,8.29,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,True,34,21,Owen Daniels
2007,2007-09-23,3,3,24.318,HOU,IND,True,7,7,56,8.00,0,100.0%,8.00,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,24,30,Owen Daniels
2007,2007-09-30,4,4,24.325,HOU,ATL,True,7,5,69,13.80,0,71.4%,9.86,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,16,26,Owen Daniels
2007,2007-10-07,5,5,24.332,HOU,MIA,True,7,6,96,16.00,0,85.7%,13.71,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,22,19,Owen Daniels
2007,2007-10-14,6,6,24.339,HOU,JAX,True,9,5,79,15.80,0,55.6%,8.78,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,37,Owen Daniels
2007,2007-10-21,7,7,24.346,HOU,TEN,True,5,2,20,10.00,0,40.0%,4.00,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,36,38,Owen Daniels
2007,2007-10-28,8,8,24.353,HOU,SDG,True,6,4,35,8.75,0,66.7%,5.83,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,10,35,Owen Daniels
2007,2007-11-04,9,9,24.360,HOU,OAK,True,5,4,41,10.25,0,80.0%,8.20,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,True,24,17,Owen Daniels
2007,2007-11-18,10,11,25.009,HOU,NOR,True,5,5,74,14.80,0,100.0%,14.80,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,True,23,10,Owen Daniels
2007,2007-11-25,11,12,25.016,HOU,CLE,True,9,7,82,11.71,1,77.8%,9.11,1,6,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,False,17,27,Owen Daniels
2007,2007-12-02,12,13,25.023,HOU,TEN,True,6,3,42,14.00,0,50.0%,7.00,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,20,28,Owen Daniels
2007,2007-12-09,13,14,25.030,HOU,TAM,True,5,3,20,6.67,1,60.0%,4.00,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,28,14,Owen Daniels
2007,2007-12-13,14,15,25.034,HOU,DEN,True,4,3,53,17.67,0,75.0%,13.25,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,31,13,Owen Daniels
2007,2007-12-23,15,16,25.044,HOU,IND,True,8,2,27,13.50,0,25.0%,3.38,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,15,38,Owen Daniels
2007,2007-12-30,16,17,25.051,HOU,JAX,True,3,1,2,2.00,1,33.3%,0.67,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,42,28,Owen Daniels
