Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
1998.0,1998-09-06,1.0,1.0,22.166,IND,MIA,L 15-24,True,21,37,56.76,302,1,3,58.6,4,29,8.16,5.05,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,False,15,24
1998.0,1998-09-13,2.0,2.0,22.173,IND,NWE,L 6-29,True,21,33,63.64,188,1,3,51.1,2,15,5.70,2.21,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,True,Peyton Manning,False,6,29
1998.0,1998-09-20,3.0,3.0,22.18,IND,NYJ,L 6-44,True,20,44,45.45,193,0,2,39.3,1,3,4.39,2.34,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,6,44
1998.0,1998-09-27,4.0,4.0,22.187,IND,NOR,L 13-19,True,19,32,59.38,309,1,3,63.2,4,17,9.66,6.06,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,False,13,19
1998.0,1998-10-04,5.0,5.0,22.194,IND,SDG,W 17-12,True,12,23,52.17,137,1,1,66.8,0,0,5.96,4.87,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,True,17,12
1998.0,1998-10-11,6.0,6.0,22.201,IND,BUF,L 24-31,True,20,41,48.78,235,2,2,62.6,0,0,5.73,4.51,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,False,24,31
1998.0,1998-10-18,7.0,7.0,22.208,IND,SFO,L 31-34,True,18,30,60.00,231,3,0,117.5,1,0,7.70,9.70,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,31,34
1998.0,1998-11-01,8.0,9.0,22.222,IND,NWE,L 16-21,True,30,52,57.69,278,2,2,69.2,0,0,5.35,4.38,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,False,16,21
1998.0,1998-11-08,9.0,10.0,22.229,IND,MIA,L 14-27,True,22,42,52.38,140,1,2,47.7,0,0,3.33,1.67,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,14,27
1998.0,1998-11-15,10.0,11.0,22.236,IND,NYJ,W 24-23,True,26,44,59.09,276,3,2,81.3,1,9,6.27,5.59,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,False,Peyton Manning,True,24,23
1998.0,1998-11-22,11.0,12.0,22.243,IND,BUF,L 11-34,True,14,29,48.28,164,1,2,48.6,0,0,5.66,3.24,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,11,34
1998.0,1998-11-29,12.0,13.0,22.25,IND,BAL,L 31-38,True,27,42,64.29,357,3,1,105.0,2,13,8.50,8.86,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,31,38
1998.0,1998-12-06,13.0,14.0,22.257,IND,ATL,L 21-28,True,19,27,70.37,159,2,2,79.1,0,0,5.89,4.04,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,21,28
1998.0,1998-12-13,14.0,15.0,22.264,IND,CIN,W 39-26,True,17,26,65.38,210,3,0,128.7,0,0,8.08,10.38,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,True,39,26
1998.0,1998-12-20,15.0,16.0,22.271,IND,SEA,L 23-27,True,23,39,58.97,335,1,1,84.9,2,5,8.59,7.95,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,23,27
1998.0,1998-12-27,16.0,17.0,22.278,IND,CAR,L 19-27,True,17,34,50.00,225,1,2,56.6,5,18,6.62,4.56,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,False,Peyton Manning,False,19,27
1999.0,1999-09-12,1.0,1.0,23.172,IND,BUF,W 31-14,True,21,33,63.64,284,2,2,85.9,0,0,8.61,7.09,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,True,31,14
1999.0,1999-09-19,2.0,2.0,23.179,IND,NWE,L 28-31,True,18,30,60.00,223,3,2,88.6,0,0,7.43,6.43,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,28,31
1999.0,1999-09-26,3.0,3.0,23.186,IND,SDG,W 27-19,True,29,54,53.70,404,2,1,82.6,0,0,7.48,7.39,4,14,3.50,1,0,0,0,,0,0.0%,,1,6,1,0,0,0,-5,0,,,,,,,True,Peyton Manning,True,27,19
1999.0,1999-10-10,4.0,5.0,23.2,IND,MIA,L 31-34,True,17,24,70.83,274,3,1,130.9,2,10,11.42,12.04,2,-13,-6.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,False,31,34
1999.0,1999-10-17,5.0,6.0,23.207,IND,NYJ,W 16-13,True,21,35,60.00,210,1,1,74.7,0,0,6.00,5.29,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,True,16,13
1999.0,1999-10-24,6.0,7.0,23.214,IND,CIN,W 31-10,True,17,33,51.52,284,2,1,88.4,1,6,8.61,8.45,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,True,31,10
1999.0,1999-10-31,7.0,8.0,23.221,IND,DAL,W 34-24,True,22,34,64.71,313,1,0,104.2,1,13,9.21,9.79,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,True,34,24
1999.0,1999-11-07,8.0,9.0,23.228,IND,KAN,W 25-17,True,21,33,63.64,290,1,1,89.2,3,34,8.79,8.03,3,10,3.33,1,0,0,0,,0,0.0%,,1,6,1,1,0,0,0,0,,,,,,,False,Peyton Manning,True,25,17
1999.0,1999-11-14,9.0,10.0,23.235,IND,NYG,W 27-19,True,20,35,57.14,237,2,1,85.1,0,0,6.77,6.63,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,True,27,19
1999.0,1999-11-21,10.0,11.0,23.242,IND,PHI,W 44-17,True,16,26,61.54,235,3,0,129.5,1,8,9.04,11.35,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,True,44,17
1999.0,1999-11-28,11.0,12.0,23.249,IND,NYJ,W 13-6,True,23,31,74.19,198,1,2,74.4,2,11,6.39,4.13,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,True,13,6
1999.0,1999-12-05,12.0,13.0,23.256,IND,MIA,W 37-34,True,23,29,79.31,260,1,2,86.8,2,19,8.97,6.55,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,1,0,0,,,,,,,True,Peyton Manning,True,37,34
1999.0,1999-12-12,13.0,14.0,23.263,IND,NWE,W 20-15,True,15,27,55.56,186,2,0,101.8,1,8,6.89,8.37,5,8,1.60,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,,,,,,,False,Peyton Manning,True,20,15
1999.0,1999-12-19,14.0,15.0,23.27,IND,WAS,W 24-21,True,23,37,62.16,298,2,1,94.2,1,7,8.05,7.92,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,False,Peyton Manning,True,24,21
1999.0,1999-12-26,15.0,16.0,23.277,IND,CLE,W 29-28,True,27,43,62.79,276,0,0,81.2,0,0,6.42,6.42,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,True,Peyton Manning,True,29,28
1999.0,2000-01-02,16.0,17.0,23.284,IND,BUF,L 6-31,True,18,29,62.07,163,0,0,77.2,0,0,5.62,5.62,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,False,6,31
2000.0,2000-09-03,1.0,1.0,24.163,IND,KAN,W 27-14,True,22,32,68.75,273,1,1,92.3,1,6,8.53,7.75,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,True,27,14
2000.0,2000-09-10,2.0,2.0,24.17,IND,OAK,L 31-38,True,33,48,68.75,367,3,2,94.7,2,16,7.65,7.02,2,20,10.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Peyton Manning,False,31,38
2000.0,2000-09-25,3.0,4.0,24.185,IND,JAX,W 43-14,True,23,36,63.89,440,4,0,143.3,0,0,12.22,14.44,6,4,0.67,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-3,0,,,,,,,False,Peyton Manning,True,43,14
2000.0,2000-10-01,4.0,5.0,24.191,IND,BUF,W 18-16,True,16,27,59.26,187,2,1,89.6,1,3,6.93,6.74,5,21,4.20,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Peyton Manning,True,18,16
