Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2021.0,2021-09-12,1.0,1.0,23.187,PIT,BUF,W 23-16,True,16,45,2.81,0,3,1,4,4.0,0,33.3%,1.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58.0,100%,0.0,0%,0.0,0%,True,Najee Harris,True,23,16
2021.0,2021-09-19,2.0,2.0,23.194,PIT,LVR,L 17-26,True,10,38,3.8,0,5,5,43,8.6,1,100.0%,8.6,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53.0,95%,0.0,0%,0.0,0%,False,Najee Harris,False,17,26
2021.0,2021-09-26,3.0,3.0,23.201,PIT,CIN,L 10-24,True,14,40,2.86,0,19,14,102,7.29,0,73.7%,5.37,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,79.0,95%,0.0,0%,0.0,0%,False,Najee Harris,False,10,24
2021.0,2021-10-03,4.0,4.0,23.208,PIT,GNB,L 17-27,True,15,62,4.13,1,7,6,29,4.83,0,85.7%,4.14,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48.0,80%,0.0,0%,0.0,0%,True,Najee Harris,False,17,27
2021.0,2021-10-10,5.0,5.0,23.215,PIT,DEN,W 27-19,True,23,122,5.3,1,5,2,20,10.0,0,40.0%,4.0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42.0,65%,0.0,0%,0.0,0%,False,Najee Harris,True,27,19
2021.0,2021-10-17,6.0,6.0,23.222,PIT,SEA,W 23-20,True,24,81,3.38,0,7,6,46,7.67,1,85.7%,6.57,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63.0,84%,0.0,0%,0.0,0%,False,Najee Harris,True,23,20
2021.0,2021-10-31,7.0,8.0,23.236,PIT,CLE,W 15-10,True,26,91,3.5,1,3,3,29,9.67,0,100.0%,9.67,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62.0,84%,0.0,0%,0.0,0%,True,Najee Harris,True,15,10
2021.0,2021-11-08,8.0,9.0,23.244,PIT,CHI,W 29-27,True,22,62,2.82,1,3,3,16,5.33,0,100.0%,5.33,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,59.0,82%,0.0,0%,0.0,0%,False,Najee Harris,True,29,27
2021.0,2021-11-14,9.0,10.0,23.25,PIT,DET,T 16-16,True,26,105,4.04,0,4,4,28,7.0,0,100.0%,7.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,76.0,87%,0.0,0%,0.0,0%,False,Najee Harris,False,16,16
2021.0,2021-11-21,10.0,11.0,23.257,PIT,LAC,L 37-41,True,12,39,3.25,1,6,5,20,4.0,0,83.3%,3.33,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52.0,75%,0.0,0%,0.0,0%,True,Najee Harris,False,37,41
2021.0,2021-11-28,11.0,12.0,23.264,PIT,CIN,L 10-41,True,8,23,2.88,0,5,3,14,4.67,0,60.0%,2.8,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,36.0,58%,0.0,0%,0.0,0%,True,Najee Harris,False,10,41
2021.0,2021-12-05,12.0,13.0,23.271,PIT,BAL,W 20-19,True,21,71,3.38,0,5,5,36,7.2,0,100.0%,7.2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58.0,97%,0.0,0%,0.0,0%,False,Najee Harris,True,20,19
2021.0,2021-12-09,13.0,14.0,23.275,PIT,MIN,L 28-36,True,20,94,4.7,1,3,3,10,3.33,1,100.0%,3.33,2,12,0.0,1,0,1,0,0,0,0,0,0,0,0,71.0,96%,0.0,0%,0.0,0%,True,Najee Harris,False,28,36
2021.0,2021-12-19,14.0,15.0,23.285,PIT,TEN,W 19-13,True,12,18,1.5,0,5,2,8,4.0,0,40.0%,1.6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49.0,100%,0.0,0%,0.0,0%,False,Najee Harris,True,19,13
2021.0,2021-12-26,15.0,16.0,23.292,PIT,KAN,L 10-36,True,19,93,4.89,0,7,5,17,3.4,0,71.4%,2.43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56.0,78%,0.0,0%,0.0,0%,True,Najee Harris,False,10,36
2021.0,2022-01-03,16.0,17.0,23.3,PIT,CLE,W 26-14,True,28,188,6.71,1,3,3,18,6.0,0,100.0%,6.0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,78.0,96%,0.0,0%,0.0,0%,False,Najee Harris,True,26,14
2021.0,2022-01-09,17.0,18.0,23.306,PIT,BAL,W 16-13,True,11,28,2.55,0,4,4,27,6.75,0,100.0%,6.75,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40.0,53%,0.0,0%,0.0,0%,True,Najee Harris,True,16,13
,17 Games,,,,,,9-7-1,False,307,1200,3.91,7,94,74,467,6.31,3,78.7%,4.97,10,60,0.0,2,0,2,0,0,0,0,0,1,0,0,,,,,,,False,Najee Harris,False,7,1
