Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-09-10,1,1,21.250,CLE,,PIT,L 18-21,True,20,30,66.67,222,1,1,85.7,7,42,7.40,6.57,5,17,3.40,1,1,6,0,0,0,0,0,0,66,100%,0,0%,0,0%,False,DeShone Kizer
2017,2017-09-17,2,2,21.257,CLE,@,BAL,L 10-24,True,15,31,48.39,182,0,3,27.3,2,5,5.87,1.52,5,26,5.20,0,0,0,1,1,0,0,0,0,52,73%,0,0%,0,0%,True,DeShone Kizer
2017,2017-09-24,3,3,21.264,CLE,@,IND,L 28-31,True,22,47,46.81,242,2,3,50.1,1,7,5.15,3.13,7,44,6.29,1,1,6,1,0,0,0,-2,0,77,100%,0,0%,0,0%,True,DeShone Kizer
2017,2017-10-01,4,4,21.271,CLE,,CIN,L 7-31,True,16,34,47.06,118,0,1,43.5,1,7,3.47,2.15,5,10,2.00,0,0,0,0,0,0,1,-3,0,51,78%,0,0%,0,0%,False,DeShone Kizer
2017,2017-10-08,5,5,21.278,CLE,,NYJ,L 14-17,True,8,17,47.06,87,0,1,38.1,1,2,5.12,2.47,6,29,4.83,0,0,0,1,1,0,0,-4,0,42,55%,0,0%,0,0%,False,DeShone Kizer
2017,2017-10-15,6,6,,CLE,@,HOU,L 17-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,DeShone Kizer
2017,2017-10-22,7,7,21.292,CLE,,TEN,L 9-12,True,12,20,60.00,114,0,2,36.2,0,0,5.70,1.20,0,0,,0,0,0,0,0,0,0,0,0,35,48%,0,0%,0,0%,False,DeShone Kizer
2017,2017-10-29,8,8,21.299,CLE,,MIN,L 16-33,True,18,34,52.94,179,0,0,68.1,3,18,5.26,5.26,5,18,3.60,1,1,6,0,0,0,0,0,0,59,100%,0,0%,0,0%,False,DeShone Kizer
2017,2017-11-12,9,10,21.313,CLE,@,DET,L 24-38,True,21,37,56.76,232,1,1,73.3,1,3,6.27,5.59,7,57,8.14,1,1,6,0,0,0,0,0,0,74,91%,0,0%,0,0%,True,DeShone Kizer
2017,2017-11-19,10,11,21.320,CLE,,JAX,L 7-19,True,16,32,50.00,179,1,2,51.4,5,45,5.59,3.41,5,22,4.40,0,0,0,3,2,0,1,0,0,55,100%,0,0%,0,0%,False,DeShone Kizer
2017,2017-11-26,11,12,21.327,CLE,@,CIN,L 16-30,True,18,31,58.06,268,0,0,86.5,3,23,8.65,8.65,9,39,4.33,1,1,6,1,0,0,0,-5,0,67,96%,0,0%,0,0%,True,DeShone Kizer
