Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
1992,1992-12-20,15,16,22.186,DET,CHI,False,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,0,,0,,,,,,,False,True,16,3,Jason Hanson
1992,1992-12-28,16,17,22.194,DET,SFO,False,,,,2,2,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,False,6,24,Jason Hanson
1993,1993-09-05,1,1,23.080,DET,ATL,False,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,0,,0,,,,,,,False,True,30,13,Jason Hanson
1993,1993-09-12,2,2,23.087,DET,NWE,False,1,1,100.0,4,5,80.0,0,13,0.0,,,,,,0,0,,0,,,,,,,True,True,19,16,Jason Hanson
1993,1993-09-19,3,3,23.094,DET,NOR,False,,,,1,1,100.0,0,3,0.0,,,,,,0,0,,0,,,,,,,True,False,3,14,Jason Hanson
1993,1993-09-26,4,4,23.101,DET,PHO,False,2,2,100.0,4,6,66.7,0,14,0.0,,,,,,0,0,,0,,,,,,,False,True,26,20,Jason Hanson
1993,1993-10-03,5,5,23.108,DET,TAM,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,27,Jason Hanson
1993,1993-10-17,6,7,23.122,DET,SEA,False,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,0,,0,,,,,,,False,True,30,10,Jason Hanson
1993,1993-10-24,7,8,23.129,DET,RAM,False,1,1,100.0,3,4,75.0,0,10,0.0,,,,,,0,0,,0,,,,,,,True,True,16,13,Jason Hanson
1993,1993-10-31,8,9,23.136,DET,MIN,False,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,0,,0,,,,,,,True,True,30,27,Jason Hanson
1993,1993-11-07,9,10,23.143,DET,TAM,False,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,0,,0,,,,,,,False,True,23,0,Jason Hanson
1993,1993-11-21,10,12,23.157,DET,GNB,False,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,0,,0,,,,,,,True,False,17,26,Jason Hanson
1993,1993-11-25,11,13,23.161,DET,CHI,False,,,,2,2,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,False,6,10,Jason Hanson
1993,1993-12-05,12,14,23.171,DET,MIN,False,,,,,1,0.0,0,0,0.0,,,,,,0,0,,0,,,,,,,False,False,0,13,Jason Hanson
1993,1993-12-12,13,15,23.178,DET,PHO,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,True,21,14,Jason Hanson
1993,1993-12-19,14,16,23.185,DET,SFO,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,False,17,55,Jason Hanson
1993,1993-12-26,15,17,23.192,DET,CHI,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,0,,0,,,,,,,True,True,20,14,Jason Hanson
1993,1994-01-02,16,18,23.199,DET,GNB,False,3,3,100.0,3,4,75.0,0,12,0.0,,,,,,0,0,,0,,,,,,,False,True,30,20,Jason Hanson
1994,1994-09-04,1,1,24.079,DET,ATL,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,True,31,28,Jason Hanson
1994,1994-09-11,2,2,24.086,DET,MIN,False,,,,1,3,33.3,0,3,0.0,,,,,,0,0,,0,,,,,,,True,False,3,10,Jason Hanson
1994,1994-09-19,3,3,24.094,DET,DAL,False,2,2,100.0,2,5,40.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,True,20,17,Jason Hanson
1994,1994-09-25,4,4,24.100,DET,NWE,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,False,17,23,Jason Hanson
1994,1994-10-02,5,5,24.107,DET,TAM,False,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,0,,0,,,,,,,True,False,14,24,Jason Hanson
1994,1994-10-09,6,6,24.114,DET,SFO,False,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,0,,0,,,,,,,False,False,21,27,Jason Hanson
1994,1994-10-23,7,8,24.128,DET,CHI,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,False,True,21,16,Jason Hanson
1994,1994-10-30,8,9,24.135,DET,NYG,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,True,28,25,Jason Hanson
1994,1994-11-06,9,10,24.142,DET,GNB,False,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,0,,0,,,,,,,True,False,30,38,Jason Hanson
1994,1994-11-13,10,11,24.149,DET,TAM,False,2,2,100.0,,,,0,2,0.0,,,,,,0,0,,,,,,,,,False,True,14,9,Jason Hanson
1994,1994-11-20,11,12,24.156,DET,CHI,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,20,Jason Hanson
1994,1994-11-24,12,13,24.160,DET,BUF,False,5,5,100.0,,,,0,5,0.0,,,,,,0,0,,,,,,,,,False,True,35,21,Jason Hanson
1994,1994-12-04,13,14,24.170,DET,GNB,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,0,,0,,,,,,,False,True,34,31,Jason Hanson
1994,1994-12-10,14,15,24.176,DET,NYJ,False,,1,0.0,4,4,100.0,0,12,0.0,,,,,,0,0,,0,,,,,,,True,True,18,7,Jason Hanson
1994,1994-12-17,15,16,24.183,DET,MIN,False,5,5,100.0,2,2,100.0,0,11,0.0,,,,,,0,0,,0,,,,,,,False,True,41,19,Jason Hanson
1994,1994-12-25,16,17,24.191,DET,MIA,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,False,20,27,Jason Hanson
1995,1995-09-03,1,1,25.078,DET,PIT,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,1,34,34.00,0,,,,,,,True,False,20,23,Jason Hanson
1995,1995-09-10,2,2,25.085,DET,MIN,False,1,1,100.0,1,3,33.3,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,20,Jason Hanson
1995,1995-09-17,3,3,25.092,DET,ARI,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,False,17,20,Jason Hanson
1995,1995-09-25,4,4,25.100,DET,SFO,False,1,1,100.0,4,4,100.0,0,13,0.0,,,,,,0,0,,0,,,,,,,False,True,27,24,Jason Hanson
1995,1995-10-08,5,6,25.113,DET,CLE,False,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,False,True,38,20,Jason Hanson
1995,1995-10-15,6,7,25.120,DET,GNB,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,False,21,30,Jason Hanson
1995,1995-10-22,7,8,25.127,DET,WAS,False,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,0,,0,,,,,,,True,False,30,36,Jason Hanson
1995,1995-10-29,8,9,25.134,DET,GNB,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,True,24,16,Jason Hanson
1995,1995-11-05,9,10,25.141,DET,ATL,False,2,2,100.0,,,,0,2,0.0,,,,,,0,0,,,,,,,,,True,False,22,34,Jason Hanson
1995,1995-11-12,10,11,25.148,DET,TAM,False,3,3,100.0,2,3,66.7,0,9,0.0,,,,,,0,0,,0,,,,,,,False,True,27,24,Jason Hanson
1995,1995-11-19,11,12,25.155,DET,CHI,False,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,True,24,17,Jason Hanson
1995,1995-11-23,12,13,25.159,DET,MIN,False,5,5,100.0,3,4,75.0,0,14,0.0,,,,,,0,0,,0,,,,,,,False,True,44,38,Jason Hanson
1995,1995-12-04,13,14,25.170,DET,CHI,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,False,True,27,7,Jason Hanson
1995,1995-12-10,14,15,25.176,DET,HOU,False,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,True,24,17,Jason Hanson
1995,1995-12-17,15,16,25.183,DET,JAX,False,5,5,100.0,3,3,100.0,0,14,0.0,,,,,,0,0,,0,,,,,,,False,True,44,0,Jason Hanson
1995,1995-12-23,16,17,25.189,DET,TAM,False,4,4,100.0,3,3,100.0,0,13,0.0,,,,,,0,0,,0,,,,,,,True,True,37,10,Jason Hanson
1996,1996-09-01,1,1,26.076,DET,MIN,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,True,False,13,17,Jason Hanson
1996,1996-09-08,2,2,26.083,DET,TAM,False,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,0,,0,,,,,,,False,True,21,6,Jason Hanson
1996,1996-09-15,3,3,26.090,DET,PHI,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,True,False,17,24,Jason Hanson
1996,1996-09-22,4,4,26.097,DET,CHI,False,5,5,100.0,,,,0,5,0.0,,,,,,0,0,,,,,,,,,False,True,35,16,Jason Hanson
1996,1996-09-29,5,5,26.104,DET,TAM,False,3,3,100.0,2,3,66.7,0,9,0.0,,,,,,0,0,,0,,,,,,,True,True,27,0,Jason Hanson
1996,1996-10-06,6,6,26.111,DET,ATL,False,4,4,100.0,,,,0,4,0.0,,,,,,0,0,,,,,,,,,False,True,28,24,Jason Hanson
1996,1996-10-13,7,7,26.118,DET,OAK,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,False,21,37,Jason Hanson
1996,1996-10-27,8,9,26.132,DET,NYG,False,1,1,100.0,,,,0,1,0.0,,,,,,0,0,,,,,,,,,False,False,7,35,Jason Hanson
1996,1996-11-03,9,10,26.139,DET,GNB,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,1,24,24.00,0,,,,,,,True,False,18,28,Jason Hanson
1996,1996-11-11,10,11,26.147,DET,SDG,False,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,0,,0,,,,,,,True,False,21,27,Jason Hanson
1996,1996-11-17,11,12,26.153,DET,SEA,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,True,17,16,Jason Hanson
1996,1996-11-24,12,13,26.160,DET,CHI,False,2,2,100.0,,,,0,2,0.0,,,,,,0,0,,,,,,,,,True,False,14,31,Jason Hanson
1996,1996-11-28,13,14,26.164,DET,KAN,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,False,24,28,Jason Hanson
1996,1996-12-08,14,15,26.174,DET,MIN,False,1,1,100.0,3,4,75.0,0,10,0.0,,,,,,0,0,,0,,,,,,,False,False,22,24,Jason Hanson
1996,1996-12-15,15,16,26.181,DET,GNB,False,,,,1,1,100.0,0,3,0.0,,,,,,0,0,,0,,,,,,,False,False,3,31,Jason Hanson
1996,1996-12-23,16,17,26.189,DET,SFO,False,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,0,,0,,,,,,,True,False,14,24,Jason Hanson
1997,1997-08-31,1,1,27.075,DET,ATL,False,4,4,100.0,,,,0,4,0.0,,,,,,0,0,,,,,,,,,False,True,28,17,Jason Hanson
1997,1997-09-07,2,2,27.082,DET,TAM,False,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,False,17,24,Jason Hanson
1997,1997-09-14,3,3,27.089,DET,CHI,False,2,2,100.0,4,4,100.0,0,14,0.0,,,,,,0,0,,0,,,,,,,True,True,32,7,Jason Hanson
1997,1997-09-21,4,4,27.096,DET,NOR,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,True,False,17,35,Jason Hanson
1997,1997-09-28,5,5,27.103,DET,GNB,False,2,2,100.0,4,4,100.0,0,14,0.0,,,,,,0,0,,0,,,,,,,False,True,26,15,Jason Hanson
1997,1997-10-05,6,6,27.110,DET,BUF,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,True,False,13,22,Jason Hanson
1997,1997-10-12,7,7,27.117,DET,TAM,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,True,True,27,9,Jason Hanson
1997,1997-10-19,8,8,27.124,DET,NYG,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,False,False,20,26,Jason Hanson
1997,1997-11-02,9,10,27.138,DET,GNB,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,20,Jason Hanson
1997,1997-11-09,10,11,27.145,DET,WAS,False,1,1,100.0,,,,0,1,0.0,,,,,,0,0,,,,,,,,,True,False,7,30,Jason Hanson
1997,1997-11-16,11,12,27.152,DET,MIN,False,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,False,True,38,15,Jason Hanson
1997,1997-11-23,12,13,27.159,DET,IND,False,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,0,,0,,,,,,,False,True,32,10,Jason Hanson
1997,1997-11-27,13,14,27.163,DET,CHI,False,7,7,100.0,2,2,100.0,0,13,0.0,,,,,,0,0,,0,,,,,,,False,True,55,20,Jason Hanson
1997,1997-12-07,14,15,27.173,DET,MIA,False,1,2,50.0,1,1,100.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,30,33,Jason Hanson
1997,1997-12-14,15,16,27.180,DET,MIN,False,2,2,100.0,,2,0.0,0,2,0.0,,,,,,0,0,,0,,,,,,,True,True,14,13,Jason Hanson
1997,1997-12-21,16,17,27.187,DET,NYJ,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,True,13,10,Jason Hanson
1998,1998-09-06,1,1,28.081,DET,GNB,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,True,False,19,38,Jason Hanson
1998,1998-09-13,2,2,28.088,DET,CIN,False,4,4,100.0,,,,0,4,0.0,,,,,,0,0,,,,,,,,,False,False,28,34,Jason Hanson
1998,1998-09-20,3,3,28.095,DET,MIN,False,,,,2,2,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,False,6,29,Jason Hanson
1998,1998-09-28,4,4,28.103,DET,TAM,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,3,94,31.33,0,,,,,,,False,True,27,6,Jason Hanson
1998,1998-10-04,5,5,28.109,DET,CHI,False,3,3,100.0,2,3,66.7,0,9,0.0,,,,,,0,0,,0,,,,,,,True,False,27,31,Jason Hanson
1998,1998-10-15,6,7,28.120,DET,GNB,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,False,True,27,20,Jason Hanson
1998,1998-10-25,7,8,28.130,DET,MIN,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,False,13,34,Jason Hanson
1998,1998-11-01,8,9,28.137,DET,ARI,False,,,,3,3,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,False,False,15,17,Jason Hanson
1998,1998-11-08,9,10,28.144,DET,PHI,False,,,,3,4,75.0,0,9,0.0,,,,,,0,0,,0,,,,,,,True,False,9,10,Jason Hanson
1998,1998-11-15,10,11,28.151,DET,CHI,False,2,3,66.7,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,False,True,26,3,Jason Hanson
1998,1998-11-22,11,12,28.158,DET,TAM,False,4,4,100.0,,,,0,4,0.0,,,,,,0,0,,,,,,,,,True,True,28,25,Jason Hanson
1998,1998-11-26,12,13,28.162,DET,PIT,False,1,1,100.0,4,5,80.0,0,13,0.0,,,,,,0,0,,0,,,,,,,False,True,19,16,Jason Hanson
1998,1998-12-06,13,14,28.172,DET,JAX,False,1,1,100.0,3,4,75.0,0,10,0.0,,,,,,0,0,,0,,,,,,,True,False,22,37,Jason Hanson
1998,1998-12-14,14,15,28.180,DET,SFO,False,1,2,50.0,,,,0,1,0.0,,,,,,0,0,,,,,,,,,True,False,13,35,Jason Hanson
1998,1998-12-20,15,16,28.186,DET,ATL,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,False,17,24,Jason Hanson
1998,1998-12-27,16,17,28.193,DET,BAL,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,19,Jason Hanson
1999,1999-09-12,1,1,29.087,DET,SEA,False,2,3,66.7,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,True,28,20,Jason Hanson
1999,1999-09-19,2,2,29.094,DET,GNB,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,True,23,15,Jason Hanson
1999,1999-09-26,3,3,29.101,DET,KAN,False,1,1,100.0,,,,0,1,0.0,,,,,,0,0,,,,,,,,,True,False,21,31,Jason Hanson
1999,1999-10-10,4,5,29.115,DET,SDG,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,0,,0,,,,,,,False,False,10,20,Jason Hanson
1999,1999-10-17,5,6,29.122,DET,MIN,False,1,1,100.0,6,7,85.7,0,19,0.0,,,,,,0,0,,0,,,,,,,False,True,25,23,Jason Hanson
1999,1999-10-24,6,7,29.129,DET,CAR,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,True,24,9,Jason Hanson
1999,1999-10-31,7,8,29.136,DET,TAM,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,False,True,20,3,Jason Hanson
1999,1999-11-07,8,9,29.143,DET,STL,False,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,0,,0,,,,,,,False,True,31,27,Jason Hanson
1999,1999-11-14,9,10,29.150,DET,ARI,False,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,0,,0,,,,,,,True,False,19,23,Jason Hanson
1999,1999-11-21,10,11,29.157,DET,GNB,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,True,False,17,26,Jason Hanson
1999,1999-11-25,11,12,29.161,DET,CHI,False,3,3,100.0,,1,0.0,0,3,0.0,0,1,1,0,,0,0,,0,,,,,,,False,True,21,17,Jason Hanson
1999,1999-12-05,12,13,29.171,DET,WAS,False,3,3,100.0,4,5,80.0,0,15,0.0,,,,,,0,0,,0,,,,,,,False,True,33,17,Jason Hanson
1999,1999-12-12,13,14,29.178,DET,TAM,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0,0,,0,,,,,,,True,False,16,23,Jason Hanson
1999,1999-12-19,14,15,29.185,DET,CHI,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,28,Jason Hanson
1999,1999-12-25,15,16,29.191,DET,DEN,False,1,1,100.0,,,,0,1,0.0,,,,,,0,0,,,,,,,,,False,False,7,17,Jason Hanson
1999,2000-01-02,16,17,29.199,DET,MIN,False,2,2,100.0,1,2,50.0,0,5,0.0,1,0,1,0,,0,0,,0,,,,,,,True,False,17,24,Jason Hanson
2000,2000-09-03,1,1,30.078,DET,NOR,False,,,,2,2,100.0,0,6,0.0,1,0,1,0,,0,0,,0,,,,,,,True,True,14,10,Jason Hanson
2000,2000-09-10,2,2,30.085,DET,WAS,False,,,,5,5,100.0,0,15,0.0,,,,,,0,0,,0,,,,,,,False,True,15,10,Jason Hanson
2000,2000-09-17,3,3,30.092,DET,TAM,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,,0,,,,,,,False,False,10,31,Jason Hanson
2000,2000-09-24,4,4,30.099,DET,CHI,False,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,0,,0,,,,,,,True,True,21,14,Jason Hanson
2000,2000-10-01,5,5,30.106,DET,MIN,False,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,False,24,31,Jason Hanson
2000,2000-10-08,6,6,30.113,DET,GNB,False,4,4,100.0,1,1,100.0,0,7,0.0,0,1,1,0,,0,0,,0,,,,,,,False,True,31,24,Jason Hanson
2000,2000-10-19,7,8,30.124,DET,TAM,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,0,,0,,,,,,,True,True,28,14,Jason Hanson
2000,2000-10-29,8,9,30.134,DET,IND,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,18,30,Jason Hanson
2000,2000-11-05,9,10,30.141,DET,MIA,False,,,,,,,0,0,0.0,1,0,1,0,,0,0,,,,,,,,,False,False,8,23,Jason Hanson
2000,2000-11-12,10,11,30.148,DET,ATL,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,True,13,10,Jason Hanson
2000,2000-11-19,11,12,30.155,DET,NYG,False,4,4,100.0,1,2,50.0,0,7,0.0,,,,,,0,0,,0,,,,,,,True,True,31,21,Jason Hanson
2000,2000-11-23,12,13,30.159,DET,NWE,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,0,,0,,,,,,,False,True,34,9,Jason Hanson
2000,2000-11-30,13,14,30.166,DET,MIN,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,True,False,17,24,Jason Hanson
2000,2000-12-10,14,15,30.176,DET,GNB,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,True,False,13,26,Jason Hanson
2000,2000-12-17,15,16,30.183,DET,NYJ,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,True,10,7,Jason Hanson
2000,2000-12-24,16,17,30.190,DET,CHI,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,False,False,20,23,Jason Hanson
2001,2001-09-09,1,1,31.084,DET,GNB,False,,,,2,2,100.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,False,6,28,Jason Hanson
2001,2001-09-23,2,2,31.098,DET,CLE,False,2,2,100.0,,,,0,2,0.0,,,,,,0,0,,,,,,,,,True,False,14,24,Jason Hanson
2001,2001-10-08,3,4,31.113,DET,STL,False,,,,,,,0,0,0.0,,,,,,0,0,,,,,,,,,False,False,0,35,Jason Hanson
2001,2001-10-14,4,5,31.119,DET,MIN,False,2,2,100.0,2,3,66.7,0,8,0.0,0,1,1,0,,0,0,,0,,,,,,,True,False,26,31,Jason Hanson
2001,2001-10-21,5,6,31.126,DET,TEN,False,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,False,24,27,Jason Hanson
2001,2001-10-28,6,7,31.133,DET,CIN,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,False,27,31,Jason Hanson
2001,2001-11-04,7,8,31.140,DET,SFO,False,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,0,0,,0,,,,,,,True,False,13,21,Jason Hanson
2001,2001-11-11,8,9,31.147,DET,TAM,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,False,17,20,Jason Hanson
2001,2001-11-18,9,10,31.154,DET,ARI,False,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,False,38,45,Jason Hanson
2001,2001-11-22,10,11,31.158,DET,GNB,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,False,27,29,Jason Hanson
2001,2001-12-02,11,12,31.168,DET,CHI,False,1,1,100.0,1,4,25.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,13,Jason Hanson
2001,2001-12-09,12,13,31.175,DET,TAM,False,,,,4,4,100.0,0,12,0.0,1,0,1,0,,0,0,,0,,,,,,,True,False,12,15,Jason Hanson
2001,2001-12-16,13,14,31.182,DET,MIN,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,,0,,,,,,,False,True,27,24,Jason Hanson
2001,2001-12-23,14,15,31.189,DET,PIT,False,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,0,,0,,,,,,,True,False,14,47,Jason Hanson
2001,2001-12-30,15,16,31.196,DET,CHI,False,,,,,,,0,0,0.0,,,,,,0,0,,,,,,,,,False,False,0,24,Jason Hanson
2001,2002-01-06,16,17,31.203,DET,DAL,False,,,,1,3,33.3,0,3,0.0,,,,,,0,0,,0,,,,,,,False,True,15,10,Jason Hanson
2002,2002-09-08,1,1,32.083,DET,MIA,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,False,21,49,Jason Hanson
