Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2010,2011-01-02,16,17,22.291,ARI,SFO,True,14,25,56.00,92,1,1,60.7,4,29,3.68,2.68,2,9,4.50,0,1,0,0,0,0,0,,,,,,,True,False,7,38,John Skelton
2011,2011-09-11,1,1,,ARI,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,28,21,John Skelton
2011,2011-09-18,2,2,,ARI,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,21,22,John Skelton
2011,2011-09-25,3,3,,ARI,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,13,John Skelton
2011,2011-10-02,4,4,,ARI,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,27,31,John Skelton
2011,2011-10-09,5,5,,ARI,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,34,John Skelton
2011,2011-10-23,6,7,,ARI,PIT,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,20,32,John Skelton
2011,2011-10-30,7,8,,ARI,BAL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,27,30,John Skelton
2011,2011-11-06,8,9,23.234,ARI,STL,True,20,35,57.14,222,1,0,85.7,3,30,6.34,6.91,4,38,9.50,0,1,0,0,1,0,0,,,,,,,False,True,19,13,John Skelton
2011,2011-11-13,9,10,23.241,ARI,PHI,True,21,40,52.50,315,3,2,82.8,4,33,7.88,7.13,4,15,3.75,0,0,,0,0,0,0,,,,,,,True,True,21,17,John Skelton
2011,2011-11-20,10,11,23.248,ARI,SFO,True,6,19,31.58,99,0,3,10.5,1,8,5.21,-1.89,0,0,,0,1,0,0,1,0,0,,,,,,,True,False,7,23,John Skelton
2011,2011-11-27,11,12,23.255,ARI,STL,True,12,23,52.17,114,0,2,30.0,3,8,4.96,1.04,3,18,6.00,0,0,,0,0,0,0,,,,,,,True,True,23,20,John Skelton
2011,2011-12-04,12,13,,ARI,DAL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,19,13,John Skelton
2011,2011-12-11,13,14,23.269,ARI,SFO,False,19,28,67.86,282,3,2,106.5,1,5,10.07,9.00,6,25,4.17,0,1,1,0,0,0,0,,,,,,,False,True,21,19,John Skelton
2011,2011-12-18,14,15,23.276,ARI,CLE,True,28,46,60.87,313,1,1,79.3,4,24,6.80,6.26,2,7,3.50,0,0,,0,0,0,0,,,,,,,False,True,20,17,John Skelton
2011,2011-12-24,15,16,23.282,ARI,CIN,True,23,44,52.27,297,2,3,60.5,5,40,6.75,4.59,4,6,1.50,0,1,0,0,0,-10,0,,,,,,,True,False,16,23,John Skelton
2011,2012-01-01,16,17,23.290,ARI,SEA,True,22,40,55.00,271,1,1,74.1,2,14,6.78,6.15,5,19,3.80,0,0,,0,0,0,0,,,,,,,False,True,23,20,John Skelton
2012,2012-09-09,1,1,24.176,ARI,SEA,True,14,28,50.00,149,0,1,51.0,1,5,5.32,3.71,1,2,2.00,0,1,0,0,1,0,0,50,81%,0,0%,0,0%,False,True,20,16,John Skelton
2012,2012-09-16,2,2,,ARI,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,20,18,John Skelton
2012,2012-09-23,3,3,,ARI,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,27,6,John Skelton
2012,2012-09-30,4,4,,ARI,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,21,John Skelton
2012,2012-10-04,5,5,,ARI,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,3,17,John Skelton
2012,2012-10-14,6,6,24.211,ARI,BUF,False,2,10,20.00,45,0,1,6.2,0,0,4.50,0.00,0,0,,0,0,0,0,0,0,0,12,16%,0,0%,0,0%,False,False,16,19,John Skelton
2012,2012-10-21,7,7,24.218,ARI,MIN,True,25,36,69.44,262,1,1,88.0,7,32,7.28,6.58,0,0,,0,1,1,0,0,0,0,71,100%,0,0%,0,0%,True,False,14,21,John Skelton
2012,2012-10-29,8,8,24.226,ARI,SFO,True,32,52,61.54,290,0,1,68.6,4,32,5.58,4.71,1,1,1.00,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,False,3,24,John Skelton
2012,2012-11-04,9,9,24.232,ARI,GNB,True,23,46,50.00,306,1,1,69.7,2,20,6.65,6.11,0,0,,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,True,False,17,31,John Skelton
2012,2012-11-18,10,11,24.246,ARI,ATL,True,2,7,28.57,6,0,0,39.6,0,0,0.86,0.86,0,0,,0,0,0,0,0,0,0,15,26%,0,0%,0,0%,True,False,19,23,John Skelton
2012,2012-11-25,11,12,,ARI,STL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,17,31,John Skelton
2012,2012-12-02,12,13,,ARI,NYJ,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,6,7,John Skelton
2012,2012-12-09,13,14,24.267,ARI,SEA,True,11,22,50.00,74,0,4,18.2,1,9,3.36,-4.82,2,2,1.00,0,2,1,0,1,-1,0,33,56%,0,0%,0,0%,True,False,0,58,John Skelton
2012,2012-12-16,14,15,,ARI,DET,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,38,10,John Skelton
2012,2012-12-23,15,16,,ARI,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,28,John Skelton
2012,2012-12-30,16,17,,ARI,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,27,John Skelton
2013,2013-10-06,5,5,,SFO,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,3,John Skelton
2013,2013-11-24,11,12,,TEN,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,23,19,John Skelton
2013,2013-12-01,12,13,,TEN,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,22,John Skelton
2013,2013-12-08,13,14,,TEN,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,28,51,John Skelton
2013,2013-12-15,14,15,,TEN,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,34,37,John Skelton
,20 Games,,,,,,False,320,602,53.16,3707,15,25,63.0,47,325,6.16,4.79,42,182,4.33,0,11,4,0,5,-25,0,,,,,,,False,False,11,0,John Skelton
