Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-09-10,1.0,1.0,24.143,JAX,HOU,W 29-7,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,30%,0,0%,11,42%,True,Keelan Cole,True,29,7
2017.0,2017-09-17,2.0,2.0,24.15,JAX,TEN,L 16-37,False,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0,,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,44,66%,0,0%,14,50%,False,Keelan Cole,False,16,37
2017.0,2017-09-24,3.0,3.0,24.157,JAX,BAL,W 44-7,True,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,51%,0,0%,15,48%,False,Keelan Cole,True,44,7
2017.0,2017-10-01,4.0,4.0,24.164,JAX,NYJ,L 20-23,False,6,1,10,10.00,0,16.7%,1.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,59%,0,0%,10,27%,True,Keelan Cole,False,20,23
2017.0,2017-10-08,5.0,5.0,24.171,JAX,PIT,W 30-9,False,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,50%,0,0%,6,23%,True,Keelan Cole,True,30,9
2017.0,2017-10-15,6.0,6.0,24.178,JAX,LAR,L 17-27,False,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,59%,0,0%,7,19%,False,Keelan Cole,False,17,27
2017.0,2017-10-22,7.0,7.0,24.185,JAX,IND,W 27-0,True,3,2,64,32.00,0,66.7%,21.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,60%,0,0%,0,0%,True,Keelan Cole,True,27,0
2017.0,2017-11-05,8.0,9.0,24.199,JAX,CIN,W 23-7,False,5,3,47,15.67,0,60.0%,9.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,61%,0,0%,0,0%,False,Keelan Cole,True,23,7
2017.0,2017-11-12,9.0,10.0,24.206,JAX,LAC,W 20-17,False,8,3,61,20.33,0,37.5%,7.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,82%,0,0%,14,39%,False,Keelan Cole,True,20,17
2017.0,2017-11-19,10.0,11.0,24.213,JAX,CLE,W 19-7,False,6,3,24,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,45,58%,0,0%,0,0%,True,Keelan Cole,True,19,7
2017.0,2017-11-26,11.0,12.0,24.22,JAX,ARI,L 24-27,True,7,2,30,15.00,0,28.6%,4.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,90%,0,0%,1,3%,True,Keelan Cole,False,24,27
2017.0,2017-12-03,12.0,13.0,24.227,JAX,IND,W 30-10,True,3,3,49,16.33,1,100.0%,16.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,74%,0,0%,0,0%,False,Keelan Cole,True,30,10
2017.0,2017-12-10,13.0,14.0,24.234,JAX,SEA,W 30-24,False,3,3,99,33.00,1,100.0%,33.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,61%,0,0%,1,3%,False,Keelan Cole,True,30,24
2017.0,2017-12-17,14.0,15.0,24.241,JAX,HOU,W 45-7,False,9,7,186,26.57,1,77.8%,20.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,51,73%,0,0%,0,0%,False,Keelan Cole,True,45,7
2017.0,2017-12-24,15.0,16.0,24.248,JAX,SFO,L 33-44,True,13,6,108,18.00,0,46.2%,8.31,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,86%,0,0%,0,0%,True,Keelan Cole,False,33,44
2017.0,2017-12-31,16.0,17.0,24.255,JAX,TEN,L 10-15,True,8,4,33,8.25,0,50.0%,4.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,60,100%,0,0%,0,0%,True,Keelan Cole,False,10,15
2018.0,2018-09-09,1.0,1.0,25.142,JAX,NYG,W 20-15,True,4,3,54,18.00,0,75.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,75%,0,0%,0,0%,True,Keelan Cole,True,20,15
2018.0,2018-09-16,2.0,2.0,25.149,JAX,NWE,W 31-20,True,8,7,116,16.57,1,87.5%,14.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,59,83%,0,0%,0,0%,False,Keelan Cole,True,31,20
2018.0,2018-09-23,3.0,3.0,25.156,JAX,TEN,L 6-9,True,9,5,40,8.00,0,55.6%,4.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,93%,0,0%,0,0%,False,Keelan Cole,False,6,9
2018.0,2018-09-30,4.0,4.0,25.163,JAX,NYJ,W 31-12,True,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,78%,0,0%,2,7%,False,Keelan Cole,True,31,12
2018.0,2018-10-07,5.0,5.0,25.17,JAX,KAN,L 14-30,True,10,4,70,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,74,89%,0,0%,0,0%,True,Keelan Cole,False,14,30
2018.0,2018-10-14,6.0,6.0,25.177,JAX,DAL,L 7-40,True,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,45,94%,0,0%,12,39%,True,Keelan Cole,False,7,40
2018.0,2018-10-21,7.0,7.0,25.184,JAX,HOU,L 7-20,True,7,2,21,10.50,0,28.6%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,76%,0,0%,9,38%,False,Keelan Cole,False,7,20
2018.0,2018-10-28,8.0,8.0,25.191,JAX,PHI,L 18-24,False,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,15,23%,0,0%,12,50%,False,Keelan Cole,False,18,24
2018.0,2018-11-11,9.0,10.0,25.205,JAX,IND,L 26-29,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,29%,0,0%,0,0%,True,Keelan Cole,False,26,29
2018.0,2018-11-18,10.0,11.0,25.212,JAX,PIT,L 16-20,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,23%,0,0%,5,17%,False,Keelan Cole,False,16,20
2018.0,2018-11-25,11.0,12.0,25.219,JAX,BUF,L 21-24,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,71%,0,0%,0,0%,True,Keelan Cole,False,21,24
2018.0,2018-12-02,12.0,13.0,25.226,JAX,IND,W 6-0,True,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,62%,0,0%,17,85%,False,Keelan Cole,True,6,0
2018.0,2018-12-06,13.0,14.0,25.23,JAX,TEN,L 9-30,True,7,3,55,18.33,0,42.9%,7.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,72%,0,0%,12,52%,True,Keelan Cole,False,9,30
2018.0,2018-12-16,14.0,15.0,25.24,JAX,WAS,L 13-16,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,75%,0,0%,0,0%,False,Keelan Cole,False,13,16
2018.0,2018-12-23,15.0,16.0,25.247,JAX,MIA,W 17-7,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,52%,0,0%,0,0%,True,Keelan Cole,True,17,7
2018.0,2018-12-30,16.0,17.0,25.254,JAX,HOU,L 3-20,True,8,4,45,11.25,0,50.0%,5.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,70%,0,0%,3,10%,True,Keelan Cole,False,3,20
2019.0,2019-09-08,1.0,1.0,26.141,JAX,KAN,L 26-40,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,21%,0,0%,0,0%,False,Keelan Cole,False,26,40
2019.0,2019-09-15,2.0,2.0,26.148,JAX,HOU,L 12-13,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,9,14%,0,0%,2,8%,True,Keelan Cole,False,12,13
2019.0,2019-09-19,3.0,3.0,26.152,JAX,TEN,W 20-7,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,5,9%,0,0%,7,26%,False,Keelan Cole,True,20,7
2019.0,2019-09-29,4.0,4.0,26.162,JAX,DEN,W 26-24,False,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,12%,0,0%,0,0%,True,Keelan Cole,True,26,24
2019.0,2019-10-06,5.0,5.0,26.169,JAX,CAR,L 27-34,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,10,12%,0,0%,0,0%,True,Keelan Cole,False,27,34
2019.0,2019-10-13,6.0,6.0,26.176,JAX,NOR,L 6-13,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,7,12%,0,0%,0,0%,False,Keelan Cole,False,6,13
2019.0,2019-10-20,7.0,7.0,26.183,JAX,CIN,W 27-17,False,2,1,2,2.00,1,50.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,19,24%,0,0%,0,0%,True,Keelan Cole,True,27,17
2019.0,2019-10-27,8.0,8.0,26.19,JAX,NYJ,W 29-15,False,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,25,34%,0,0%,6,23%,False,Keelan Cole,True,29,15
2019.0,2019-11-03,9.0,9.0,26.197,JAX,HOU,L 3-26,False,6,5,80,16.00,0,83.3%,13.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,82%,0,0%,3,14%,False,Keelan Cole,False,3,26
2019.0,2019-11-17,10.0,11.0,26.211,JAX,IND,L 13-33,False,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,39%,0,0%,3,12%,True,Keelan Cole,False,13,33
2019.0,2019-11-24,11.0,12.0,26.218,JAX,TEN,L 20-42,False,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,35%,0,0%,2,6%,True,Keelan Cole,False,20,42
2019.0,2019-12-01,12.0,13.0,26.225,JAX,TAM,L 11-28,False,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,50%,0,0%,1,4%,False,Keelan Cole,False,11,28
2019.0,2019-12-08,13.0,14.0,26.232,JAX,LAC,L 10-45,False,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,52%,0,0%,0,0%,False,Keelan Cole,False,10,45
2019.0,2019-12-15,14.0,15.0,26.239,JAX,OAK,W 20-16,True,6,3,76,25.33,0,50.0%,12.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,75%,0,0%,2,7%,True,Keelan Cole,True,20,16
2019.0,2019-12-22,15.0,16.0,26.246,JAX,ATL,L 12-24,False,2,1,23,23.00,0,50.0%,11.50,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,40%,0,0%,3,12%,True,Keelan Cole,False,12,24
2019.0,2019-12-29,16.0,17.0,26.253,JAX,IND,W 38-20,False,4,3,67,22.33,1,75.0%,16.75,0,0,,0,0,0,,0,0,0,,0,0,,,3,110,36.67,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,42%,0,0%,15,56%,False,Keelan Cole,True,38,20
2020.0,2020-09-13,1.0,1.0,27.146,JAX,IND,W 27-20,False,5,5,47,9.40,1,100.0%,9.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,66%,0,0%,1,4%,False,Keelan Cole,True,27,20
2020.0,2020-09-20,2.0,2.0,27.153,JAX,TEN,L 30-33,False,7,6,58,9.67,1,85.7%,8.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,67%,0,0%,0,0%,True,Keelan Cole,False,30,33
2020.0,2020-09-24,3.0,3.0,27.157,JAX,MIA,L 13-31,True,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,76%,0,0%,15,65%,False,Keelan Cole,False,13,31
