Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-12-21,15.0,16.0,29.285,CAR,CLE,W 17-13,True,3,1,21,21.00,0,33.3%,7.00,,0,0,0,0,0,0,0,0,79,100%,0,0%,0,0%,False,Greg Olsen,True,17,13
2014.0,2014-12-28,16.0,17.0,29.292,CAR,ATL,W 34-3,True,3,2,27,13.50,0,66.7%,9.00,,0,0,0,0,0,0,0,0,53,100%,0,0%,0,0%,True,Greg Olsen,True,34,3
2015.0,2015-09-13,1.0,1.0,30.186,CAR,JAX,W 20-9,True,3,1,11,11.00,0,33.3%,3.67,,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,True,Greg Olsen,True,20,9
2015.0,2015-09-20,2.0,2.0,30.193,CAR,HOU,W 24-17,True,14,6,70,11.67,0,42.9%,5.00,,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%,False,Greg Olsen,True,24,17
2015.0,2015-09-27,3.0,3.0,30.2,CAR,NOR,W 27-22,True,11,8,134,16.75,2,72.7%,12.18,,2,12,0,0,0,0,0,0,66,100%,0,0%,0,0%,False,Greg Olsen,True,27,22
2015.0,2015-10-04,4.0,4.0,30.207,CAR,TAM,W 37-23,True,6,2,28,14.00,0,33.3%,4.67,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,True,Greg Olsen,True,37,23
2015.0,2015-10-18,5.0,6.0,30.221,CAR,SEA,W 27-23,True,11,7,131,18.71,1,63.6%,11.91,,1,6,0,0,0,0,0,0,73,100%,0,0%,0,0%,True,Greg Olsen,True,27,23
2015.0,2015-10-25,6.0,7.0,30.228,CAR,PHI,W 27-16,True,5,3,65,21.67,0,60.0%,13.00,,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,False,Greg Olsen,True,27,16
2015.0,2015-11-02,7.0,8.0,30.236,CAR,IND,W 29-26,True,12,6,79,13.17,1,50.0%,6.58,,1,6,0,0,0,0,0,0,75,100%,0,0%,0,0%,False,Greg Olsen,True,29,26
2015.0,2015-11-08,8.0,9.0,30.242,CAR,GNB,W 37-29,True,7,4,66,16.50,1,57.1%,9.43,,1,6,0,0,0,0,0,0,67,100%,0,0%,2,5%,False,Greg Olsen,True,37,29
2015.0,2015-11-15,9.0,10.0,30.249,CAR,TEN,W 27-10,True,8,8,80,10.00,0,100.0%,10.00,,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,True,Greg Olsen,True,27,10
2015.0,2015-11-22,10.0,11.0,30.256,CAR,WAS,W 44-16,True,6,3,54,18.00,1,50.0%,9.00,,1,6,0,0,0,0,0,0,70,91%,0,0%,0,0%,False,Greg Olsen,True,44,16
2015.0,2015-11-26,11.0,12.0,30.26,CAR,DAL,W 33-14,True,9,5,70,14.00,0,55.6%,7.78,,0,0,0,0,0,0,0,0,66,96%,0,0%,1,4%,True,Greg Olsen,True,33,14
2015.0,2015-12-06,12.0,13.0,30.27,CAR,NOR,W 41-38,True,12,9,129,14.33,0,75.0%,10.75,,0,0,1,1,0,0,0,0,81,100%,0,0%,0,0%,True,Greg Olsen,True,41,38
2015.0,2015-12-13,13.0,14.0,30.277,CAR,ATL,W 38-0,True,4,3,52,17.33,0,75.0%,13.00,,0,0,0,0,0,0,0,0,32,49%,0,0%,0,0%,False,Greg Olsen,True,38,0
2015.0,2015-12-20,14.0,15.0,30.284,CAR,NYG,W 38-35,True,8,6,79,13.17,1,75.0%,9.88,,1,6,0,0,0,0,0,0,77,100%,0,0%,0,0%,True,Greg Olsen,True,38,35
2015.0,2015-12-27,15.0,16.0,30.291,CAR,ATL,L 13-20,True,6,4,40,10.00,0,66.7%,6.67,,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,True,Greg Olsen,False,13,20
2015.0,2016-01-03,16.0,17.0,30.298,CAR,TAM,W 38-10,True,2,2,16,8.00,0,100.0%,8.00,,0,0,0,0,0,0,0,0,62,97%,0,0%,0,0%,False,Greg Olsen,True,38,10
2016.0,2016-09-08,1.0,1.0,31.181,CAR,DEN,L 20-21,True,9,7,73,10.43,0,77.8%,8.11,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,True,Greg Olsen,False,20,21
2016.0,2016-09-18,2.0,2.0,31.191,CAR,SFO,W 46-27,True,8,5,122,24.40,1,62.5%,15.25,,1,6,0,0,0,0,0,0,76,92%,0,0%,0,0%,False,Greg Olsen,True,46,27
2016.0,2016-09-25,3.0,3.0,31.198,CAR,MIN,L 10-22,True,10,6,64,10.67,0,60.0%,6.40,,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,False,Greg Olsen,False,10,22
2016.0,2016-10-02,4.0,4.0,31.205,CAR,ATL,L 33-48,True,13,6,76,12.67,1,46.2%,5.85,1,1,8,0,0,0,0,0,0,67,94%,0,0%,0,0%,True,Greg Olsen,False,33,48
2016.0,2016-10-10,5.0,5.0,31.213,CAR,TAM,L 14-17,True,13,9,181,20.11,0,69.2%,13.92,,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,False,Greg Olsen,False,14,17
2016.0,2016-10-16,6.0,6.0,31.219,CAR,NOR,L 38-41,True,7,6,94,15.67,0,85.7%,13.43,,0,0,0,0,0,0,0,0,81,100%,0,0%,1,3%,True,Greg Olsen,False,38,41
2016.0,2016-10-30,7.0,8.0,31.233,CAR,ARI,W 30-20,True,3,1,11,11.00,0,33.3%,3.67,,0,0,0,0,0,0,0,0,67,100%,0,0%,1,4%,False,Greg Olsen,True,30,20
2016.0,2016-11-06,8.0,9.0,31.24,CAR,LAR,W 13-10,True,7,5,52,10.40,1,71.4%,7.43,,1,6,0,0,0,0,0,0,62,97%,0,0%,1,4%,True,Greg Olsen,True,13,10
2016.0,2016-11-13,9.0,10.0,31.247,CAR,KAN,L 17-20,True,8,5,39,7.80,0,62.5%,4.88,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Greg Olsen,False,17,20
2016.0,2016-11-17,10.0,11.0,31.251,CAR,NOR,W 23-20,True,7,4,33,8.25,0,57.1%,4.71,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,False,Greg Olsen,True,23,20
2016.0,2016-11-27,11.0,12.0,31.261,CAR,OAK,L 32-35,True,5,4,45,11.25,0,80.0%,9.00,,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,Greg Olsen,False,32,35
2016.0,2016-12-04,12.0,13.0,31.268,CAR,SEA,L 7-40,True,7,3,30,10.00,0,42.9%,4.29,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,True,Greg Olsen,False,7,40
2016.0,2016-12-11,13.0,14.0,31.275,CAR,SDG,W 28-16,True,7,4,87,21.75,0,57.1%,12.43,,0,0,0,0,0,0,0,0,69,100%,0,0%,0,0%,False,Greg Olsen,True,28,16
2016.0,2016-12-19,14.0,15.0,31.283,CAR,WAS,W 26-15,True,9,6,85,14.17,0,66.7%,9.44,,0,0,0,0,0,0,0,0,63,86%,0,0%,0,0%,True,Greg Olsen,True,26,15
2016.0,2016-12-24,15.0,16.0,31.288,CAR,ATL,L 16-33,True,12,6,59,9.83,0,50.0%,4.92,,0,0,0,0,0,0,0,0,40,58%,0,0%,0,0%,False,Greg Olsen,False,16,33
2016.0,2017-01-01,16.0,17.0,31.296,CAR,TAM,L 16-17,True,4,3,22,7.33,0,75.0%,5.50,,0,0,0,0,0,0,0,0,46,66%,0,0%,1,4%,True,Greg Olsen,False,16,17
2017.0,2017-09-10,1.0,1.0,32.183,CAR,SFO,W 23-3,True,4,2,18,9.00,0,50.0%,4.50,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,True,Greg Olsen,True,23,3
2017.0,2017-09-17,2.0,2.0,32.19,CAR,BUF,W 9-3,True,2,1,10,10.00,0,50.0%,5.00,,0,0,0,0,0,0,0,0,25,36%,0,0%,0,0%,False,Greg Olsen,True,9,3
2017.0,2017-09-24,3.0,3.0,,CAR,NOR,L 13-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Greg Olsen,False,13,34
2017.0,2017-10-01,4.0,4.0,,CAR,NWE,W 33-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Greg Olsen,True,33,30
2017.0,2017-10-08,5.0,5.0,,CAR,DET,W 27-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Greg Olsen,True,27,24
2017.0,2017-10-12,6.0,6.0,,CAR,PHI,L 23-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Greg Olsen,False,23,28
2017.0,2017-10-22,7.0,7.0,,CAR,CHI,L 3-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Greg Olsen,False,3,17
2017.0,2017-10-29,8.0,8.0,,CAR,TAM,W 17-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Greg Olsen,True,17,3
2017.0,2017-11-05,9.0,9.0,,CAR,ATL,W 20-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Greg Olsen,True,20,17
2017.0,2017-11-13,10.0,10.0,,CAR,MIA,W 45-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Greg Olsen,True,45,21
2017.0,2017-11-26,11.0,12.0,32.26,CAR,NYJ,W 35-27,True,4,1,10,10.00,0,25.0%,2.50,,0,0,0,0,0,0,0,0,24,34%,0,0%,0,0%,True,Greg Olsen,True,35,27
2017.0,2017-12-03,12.0,13.0,,CAR,NOR,L 21-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Greg Olsen,False,21,31
2017.0,2017-12-10,13.0,14.0,32.274,CAR,MIN,W 31-24,True,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,59,92%,0,0%,0,0%,False,Greg Olsen,True,31,24
2017.0,2017-12-17,14.0,15.0,32.281,CAR,GNB,W 31-24,True,12,9,116,12.89,1,75.0%,9.67,,1,6,0,0,0,0,0,0,69,97%,0,0%,1,4%,False,Greg Olsen,True,31,24
2017.0,2017-12-24,15.0,16.0,32.288,CAR,TAM,W 22-19,True,6,3,27,9.00,0,50.0%,4.50,,0,0,0,0,0,0,0,0,57,93%,0,0%,1,4%,False,Greg Olsen,True,22,19
2017.0,2017-12-31,16.0,17.0,32.295,CAR,ATL,L 10-22,True,9,1,10,10.00,0,11.1%,1.11,,0,0,0,0,0,0,0,0,57,93%,0,0%,0,0%,True,Greg Olsen,False,10,22
2018.0,2018-09-09,1.0,1.0,33.182,CAR,DAL,W 16-8,True,2,2,33,16.50,0,100.0%,16.50,,0,0,0,0,0,0,0,0,16,24%,0,0%,0,0%,False,Greg Olsen,True,16,8
2018.0,2018-09-16,2.0,2.0,,CAR,ATL,L 24-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Greg Olsen,False,24,31
2018.0,2018-09-23,3.0,3.0,,CAR,CIN,W 31-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Greg Olsen,True,31,21
2018.0,2018-10-07,4.0,5.0,,CAR,NYG,W 33-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Greg Olsen,True,33,31
2018.0,2018-10-14,5.0,6.0,33.217,CAR,WAS,L 17-23,True,7,4,48,12.00,0,57.1%,6.86,,0,0,0,0,0,0,0,0,59,98%,0,0%,0,0%,True,Greg Olsen,False,17,23
2018.0,2018-10-21,6.0,7.0,33.224,CAR,PHI,W 21-17,True,5,2,5,2.50,1,40.0%,1.00,,1,6,0,0,0,0,0,0,59,100%,0,0%,0,0%,True,Greg Olsen,True,21,17
2018.0,2018-10-28,7.0,8.0,33.231,CAR,BAL,W 36-21,True,4,4,56,14.00,1,100.0%,14.00,,1,6,0,0,0,0,0,0,63,97%,0,0%,1,4%,False,Greg Olsen,True,36,21
2018.0,2018-11-04,8.0,9.0,33.238,CAR,TAM,W 42-28,True,6,6,76,12.67,1,100.0%,12.67,,1,6,0,0,0,0,0,0,60,97%,0,0%,0,0%,False,Greg Olsen,True,42,28
2018.0,2018-11-08,9.0,10.0,33.242,CAR,PIT,L 21-52,True,6,4,40,10.00,0,66.7%,6.67,,0,0,0,0,0,0,0,0,45,79%,0,0%,0,0%,True,Greg Olsen,False,21,52
2018.0,2018-11-18,10.0,11.0,33.252,CAR,DET,L 19-20,True,3,2,9,4.50,1,66.7%,3.00,,1,6,0,0,0,0,0,0,56,97%,0,0%,0,0%,True,Greg Olsen,False,19,20
2018.0,2018-11-25,11.0,12.0,33.259,CAR,SEA,L 27-30,True,4,2,11,5.50,0,50.0%,2.75,,0,0,0,0,0,1,0,0,58,98%,0,0%,0,0%,False,Greg Olsen,False,27,30
2018.0,2018-12-02,12.0,13.0,33.266,CAR,TAM,L 17-24,True,1,1,13,13.00,0,100.0%,13.00,,0,0,0,0,0,0,0,0,13,19%,0,0%,0,0%,True,Greg Olsen,False,17,24
2018.0,2018-12-09,13.0,14.0,,CAR,CLE,L 20-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Greg Olsen,False,20,26
2018.0,2018-12-17,14.0,15.0,,CAR,NOR,L 9-12,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Greg Olsen,False,9,12
2018.0,2018-12-23,15.0,16.0,,CAR,ATL,L 10-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Greg Olsen,False,10,24
2018.0,2018-12-30,16.0,17.0,,CAR,NOR,W 33-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Greg Olsen,True,33,14
2019.0,2019-09-08,1.0,1.0,34.181,CAR,LAR,L 27-30,True,9,4,36,9.00,0,44.4%,4.00,,0,0,0,0,0,0,0,0,62,94%,0,0%,0,0%,False,Greg Olsen,False,27,30
2019.0,2019-09-12,2.0,2.0,34.185,CAR,TAM,L 14-20,True,9,6,110,18.33,0,66.7%,12.22,,0,0,0,0,0,0,0,0,62,83%,0,0%,0,0%,False,Greg Olsen,False,14,20
2019.0,2019-09-22,3.0,3.0,34.195,CAR,ARI,W 38-20,True,7,6,75,12.50,2,85.7%,10.71,,2,12,0,0,0,0,0,0,48,80%,0,0%,0,0%,True,Greg Olsen,True,38,20
2019.0,2019-09-29,4.0,4.0,34.202,CAR,HOU,W 16-10,True,4,2,5,2.50,0,50.0%,1.25,,0,0,0,0,0,0,0,0,65,97%,0,0%,0,0%,True,Greg Olsen,True,16,10
2019.0,2019-10-06,5.0,5.0,34.209,CAR,JAX,W 34-27,True,2,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,62,98%,0,0%,0,0%,False,Greg Olsen,True,34,27
2019.0,2019-10-13,6.0,6.0,34.216,CAR,TAM,W 37-26,True,7,4,52,13.00,0,57.1%,7.43,,0,0,0,0,0,0,0,0,61,90%,0,0%,1,3%,True,Greg Olsen,True,37,26
2019.0,2019-10-27,7.0,8.0,34.23,CAR,SFO,L 13-51,True,2,2,13,6.50,0,100.0%,6.50,,0,0,0,0,0,0,0,0,53,78%,0,0%,0,0%,True,Greg Olsen,False,13,51
2019.0,2019-11-03,8.0,9.0,34.237,CAR,TEN,W 30-20,True,6,3,40,13.33,0,50.0%,6.67,,0,0,0,0,0,0,0,0,65,92%,0,0%,1,3%,False,Greg Olsen,True,30,20
2019.0,2019-11-10,9.0,10.0,34.244,CAR,GNB,L 16-24,True,10,8,98,12.25,0,80.0%,9.80,,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,True,Greg Olsen,False,16,24
2019.0,2019-11-17,10.0,11.0,34.251,CAR,ATL,L 3-29,True,5,5,57,11.40,0,100.0%,11.40,,0,0,0,0,0,0,0,0,68,92%,0,0%,0,0%,False,Greg Olsen,False,3,29
2019.0,2019-11-24,11.0,12.0,34.258,CAR,NOR,L 31-34,True,7,5,44,8.80,0,71.4%,6.29,,0,0,0,0,0,0,0,0,68,92%,0,0%,0,0%,True,Greg Olsen,False,31,34
2019.0,2019-12-01,12.0,13.0,34.265,CAR,WAS,L 21-29,True,3,3,22,7.33,0,100.0%,7.33,,0,0,0,0,0,0,0,0,38,52%,0,0%,0,0%,False,Greg Olsen,False,21,29
2019.0,2019-12-08,13.0,14.0,,CAR,ATL,L 20-40,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Greg Olsen,False,20,40
2019.0,2019-12-15,14.0,15.0,,CAR,SEA,L 24-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Greg Olsen,False,24,30
2019.0,2019-12-22,15.0,16.0,34.286,CAR,IND,L 6-38,True,5,2,33,16.50,0,40.0%,6.60,,0,0,0,0,0,0,0,0,40,57%,0,0%,0,0%,True,Greg Olsen,False,6,38
2019.0,2019-12-29,16.0,17.0,34.293,CAR,NOR,L 10-42,True,6,2,12,6.00,0,33.3%,2.00,,0,0,0,0,0,0,0,0,26,37%,0,0%,0,0%,False,Greg Olsen,False,10,42
2020.0,2020-09-13,1.0,1.0,35.186,SEA,ATL,W 38-25,True,4,4,24,6.00,1,100.0%,6.00,,1,6,0,0,0,0,0,0,41,66%,0,0%,1,3%,True,Greg Olsen,True,38,25
2020.0,2020-09-20,2.0,2.0,35.193,SEA,NWE,W 35-30,True,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,45,71%,0,0%,1,4%,False,Greg Olsen,True,35,30
2020.0,2020-09-27,3.0,3.0,35.2,SEA,DAL,W 38-31,False,6,5,61,12.20,0,83.3%,10.17,,0,0,0,0,0,0,0,0,48,63%,0,0%,0,0%,False,Greg Olsen,True,38,31
2020.0,2020-10-04,4.0,4.0,35.207,SEA,MIA,W 31-23,True,7,5,35,7.00,0,71.4%,5.00,,0,0,0,0,0,0,0,0,35,56%,0,0%,1,4%,True,Greg Olsen,True,31,23
2020.0,2020-10-11,5.0,5.0,35.214,SEA,MIN,W 27-26,True,1,1,20,20.00,0,100.0%,20.00,,0,0,0,0,0,0,0,0,45,83%,0,0%,0,0%,False,Greg Olsen,True,27,26
2020.0,2020-10-25,6.0,7.0,35.228,SEA,ARI,L 34-37,True,3,2,18,9.00,0,66.7%,6.00,,0,0,0,0,0,0,0,0,52,62%,0,0%,1,3%,True,Greg Olsen,False,34,37
2020.0,2020-11-01,7.0,8.0,35.235,SEA,SFO,W 37-27,True,4,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,37,54%,0,0%,2,7%,False,Greg Olsen,True,37,27
2020.0,2020-11-08,8.0,9.0,35.242,SEA,BUF,L 34-44,False,3,2,13,6.50,0,66.7%,4.33,,0,0,0,0,0,0,0,0,26,40%,0,0%,0,0%,True,Greg Olsen,False,34,44
2020.0,2020-11-15,9.0,10.0,35.249,SEA,LAR,L 16-23,True,4,2,33,16.50,0,50.0%,8.25,,0,0,0,0,0,0,0,0,48,72%,0,0%,0,0%,True,Greg Olsen,False,16,23
2020.0,2020-11-19,10.0,11.0,35.253,SEA,ARI,W 28-21,True,2,2,20,10.00,0,100.0%,10.00,,0,0,0,0,0,0,0,0,40,61%,0,0%,0,0%,False,Greg Olsen,True,28,21
2020.0,2020-11-30,11.0,12.0,,SEA,PHI,W 23-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Greg Olsen,True,23,17
2020.0,2020-12-06,12.0,13.0,,SEA,NYG,L 12-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Greg Olsen,False,12,17
2020.0,2020-12-13,13.0,14.0,,SEA,NYJ,W 40-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Greg Olsen,True,40,3
2020.0,2020-12-20,14.0,15.0,,SEA,WAS,W 20-15,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Greg Olsen,True,20,15
2020.0,2020-12-27,15.0,16.0,35.291,SEA,LAR,W 20-9,False,2,1,15,15.00,0,50.0%,7.50,,0,0,0,0,0,0,0,0,12,19%,0,0%,0,0%,False,Greg Olsen,True,20,9
2020.0,2021-01-03,16.0,17.0,,SEA,SFO,W 26-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Greg Olsen,True,26,23
,199 Games,,,,,,109-89-1,False,1201,742,8683,11.70,60,61.8%,7.23,3,60,366,7,5,0,6,-4,0,,,,,,,False,Greg Olsen,False,89,1
