Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-09-12,1,1,22.277,OAK,DEN,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,23,20,Denarius Moore
2011,2011-09-18,2,2,22.283,OAK,BUF,True,8,5,146,29.20,1,62.5%,18.25,1,25,25.00,0,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,False,35,38,Denarius Moore
2011,2011-09-25,3,3,22.290,OAK,NYJ,True,6,4,34,8.50,0,66.7%,5.67,1,23,23.00,1,0,0,,0,3,15,5.00,0,1,6,0,,0,0,0,0,,,,,,,False,True,34,24,Denarius Moore
2011,2011-10-02,4,4,22.297,OAK,NWE,True,5,3,19,6.33,1,60.0%,3.80,0,0,,0,0,0,,0,1,18,18.00,0,1,6,0,,0,0,0,0,,,,,,,False,False,19,31,Denarius Moore
2011,2011-10-09,5,5,22.304,OAK,HOU,True,6,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,34,8.50,0,0,0,1,0,0,0,0,0,,,,,,,True,True,25,20,Denarius Moore
2011,2011-10-16,6,6,22.311,OAK,CLE,True,4,1,9,9.00,0,25.0%,2.25,1,-3,-3.00,0,0,0,,0,2,-6,-3.00,0,0,0,0,,0,0,0,0,,,,,,,False,True,24,17,Denarius Moore
2011,2011-10-23,7,7,22.318,OAK,KAN,True,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,,0,4,39,9.75,0,0,0,0,,0,0,0,0,,,,,,,False,False,0,28,Denarius Moore
2011,2011-11-06,8,9,22.332,OAK,DEN,True,12,4,61,15.25,0,33.3%,5.08,0,0,,0,0,0,,0,4,43,10.75,0,0,0,0,,0,0,0,0,,,,,,,False,False,24,38,Denarius Moore
2011,2011-11-10,9,10,22.336,OAK,SDG,False,7,5,123,24.60,2,71.4%,17.57,0,0,,0,0,0,,0,3,38,12.67,0,2,12,0,,0,0,0,0,,,,,,,True,True,24,17,Denarius Moore
2011,2011-11-20,10,11,22.346,OAK,MIN,True,2,1,14,14.00,0,50.0%,7.00,0,0,,0,1,20,20.00,0,2,34,17.00,0,0,0,0,,0,0,0,0,,,,,,,True,True,27,21,Denarius Moore
2011,2011-11-27,11,12,,OAK,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,25,20,Denarius Moore
2011,2011-12-04,12,13,,OAK,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,34,Denarius Moore
2011,2011-12-11,13,14,,OAK,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,16,46,Denarius Moore
2011,2011-12-18,14,15,23.009,OAK,DET,False,5,2,13,6.50,0,40.0%,2.60,1,13,13.00,0,1,17,17.00,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,27,28,Denarius Moore
2011,2011-12-24,15,16,23.015,OAK,KAN,True,9,4,94,23.50,1,44.4%,10.44,0,0,,0,0,0,,0,2,1,0.50,0,1,6,0,,0,0,0,0,,,,,,,True,True,16,13,Denarius Moore
2011,2012-01-01,16,17,23.023,OAK,SDG,True,6,3,101,33.67,0,50.0%,16.83,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,26,38,Denarius Moore
2012,2012-09-10,1,1,,OAK,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,22,Denarius Moore
2012,2012-09-16,2,2,23.282,OAK,MIA,True,8,3,67,22.33,0,37.5%,8.38,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,40,62%,0,0%,0,0%,True,False,13,35,Denarius Moore
2012,2012-09-23,3,3,23.289,OAK,PIT,True,10,5,45,9.00,1,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,47,82%,0,0%,0,0%,False,True,34,31,Denarius Moore
2012,2012-09-30,4,4,23.296,OAK,DEN,True,8,4,71,17.75,0,50.0%,8.88,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,44,80%,0,0%,0,0%,True,False,6,37,Denarius Moore
2012,2012-10-14,5,6,23.310,OAK,ATL,True,9,5,104,20.80,1,55.6%,11.56,0,0,,0,0,0,,0,1,0,0.00,0,1,6,0,0,0,0,0,0,48,66%,0,0%,1,3%,True,False,20,23,Denarius Moore
2012,2012-10-21,6,7,23.317,OAK,JAX,True,8,4,36,9.00,1,50.0%,4.50,0,0,,0,0,0,,0,1,0,0.00,0,1,6,1,0,0,1,0,0,64,82%,0,0%,1,2%,False,True,26,23,Denarius Moore
2012,2012-10-28,7,8,23.324,OAK,KAN,True,8,5,96,19.20,1,62.5%,12.00,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,51,81%,0,0%,0,0%,True,True,26,16,Denarius Moore
2012,2012-11-04,8,9,23.331,OAK,TAM,True,9,4,66,16.50,0,44.4%,7.33,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,70,86%,0,0%,0,0%,False,False,32,42,Denarius Moore
2012,2012-11-11,9,10,23.338,OAK,BAL,True,8,4,90,22.50,1,50.0%,11.25,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,63,84%,0,0%,0,0%,True,False,20,55,Denarius Moore
2012,2012-11-18,10,11,23.345,OAK,NOR,True,7,1,9,9.00,0,14.3%,1.29,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,57,78%,0,0%,0,0%,False,False,17,38,Denarius Moore
2012,2012-11-25,11,12,23.352,OAK,CIN,True,4,1,20,20.00,1,25.0%,5.00,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,56,92%,0,0%,0,0%,True,False,10,34,Denarius Moore
2012,2012-12-02,12,13,23.359,OAK,CLE,True,8,2,31,15.50,0,25.0%,3.88,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,46,63%,0,0%,1,4%,False,False,17,20,Denarius Moore
2012,2012-12-06,13,14,23.363,OAK,DEN,True,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,1,8,8.00,0,0,0,0,0,0,0,0,0,45,88%,0,0%,2,8%,False,False,13,26,Denarius Moore
