Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2021.0,2021-09-12,1.0,1.0,23.201,NWE,MIA,L 16-17,False,1,2,2.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,1,1,0,0,0,0,5,7%,0,0%,0,0%,False,Rhamondre Stevenson,False,16,17
2021.0,2021-09-19,2.0,2.0,,NWE,NYJ,W 25-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rhamondre Stevenson,True,25,6
2021.0,2021-09-26,3.0,3.0,,NWE,NOR,L 13-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rhamondre Stevenson,False,13,28
2021.0,2021-10-03,4.0,4.0,,NWE,TAM,L 17-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rhamondre Stevenson,False,17,19
2021.0,2021-10-10,5.0,5.0,23.229,NWE,HOU,W 25-22,False,11,23,2.09,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,22,34%,0,0%,0,0%,True,Rhamondre Stevenson,True,25,22
2021.0,2021-10-17,6.0,6.0,23.236,NWE,DAL,L 29-35,False,5,23,4.60,1,3,3,39,13.00,0,100.0%,13.00,1,6,0,0,0,0,0,0,18,33%,0,0%,0,0%,False,Rhamondre Stevenson,False,29,35
2021.0,2021-10-24,7.0,7.0,,NWE,NYJ,W 54-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rhamondre Stevenson,True,54,13
2021.0,2021-10-31,8.0,8.0,23.25,NWE,LAC,W 27-24,False,8,26,3.25,0,2,1,5,5.00,0,50.0%,2.50,0,0,0,0,0,0,0,0,12,16%,0,0%,0,0%,True,Rhamondre Stevenson,True,27,24
2021.0,2021-11-07,9.0,9.0,23.257,NWE,CAR,W 24-6,False,10,62,6.20,0,2,2,44,22.00,0,100.0%,22.00,0,0,0,0,0,0,0,0,17,27%,0,0%,1,5%,True,Rhamondre Stevenson,True,24,6
2021.0,2021-11-14,10.0,10.0,23.264,NWE,CLE,W 45-7,True,20,100,5.00,2,5,4,14,3.50,0,80.0%,2.80,2,12,0,0,0,0,0,0,37,55%,0,0%,0,0%,False,Rhamondre Stevenson,True,45,7
2021.0,2021-11-18,11.0,11.0,23.268,NWE,ATL,W 25-0,False,12,69,5.75,0,1,1,6,6.00,0,100.0%,6.00,0,0,0,0,0,0,0,0,22,34%,0,0%,0,0%,True,Rhamondre Stevenson,True,25,0
2021.0,2021-11-28,12.0,12.0,23.278,NWE,TEN,W 36-13,False,9,46,5.11,0,1,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,20,33%,0,0%,0,0%,False,Rhamondre Stevenson,True,36,13
2021.0,2021-12-06,13.0,13.0,23.286,NWE,BUF,W 14-10,False,24,78,3.25,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,32,63%,0,0%,0,0%,True,Rhamondre Stevenson,True,14,10
2021.0,2021-12-18,14.0,15.0,23.298,NWE,IND,L 17-27,True,10,36,3.60,0,1,1,4,4.00,0,100.0%,4.00,0,0,1,0,0,0,0,0,31,46%,0,0%,0,0%,True,Rhamondre Stevenson,False,17,27
2021.0,2021-12-26,15.0,16.0,,NWE,BUF,L 21-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Rhamondre Stevenson,False,21,33
2021.0,2022-01-02,16.0,17.0,23.313,NWE,JAX,W 50-10,False,19,107,5.63,2,0,0,0,,0,0.0%,,2,12,0,0,0,0,0,0,40,56%,0,0%,0,0%,False,Rhamondre Stevenson,True,50,10
2021.0,2022-01-09,17.0,18.0,23.32,NWE,MIA,L 24-33,False,4,34,8.50,0,2,1,2,2.00,0,50.0%,1.00,0,0,0,0,0,0,0,0,9,15%,0,0%,0,0%,True,Rhamondre Stevenson,False,24,33
,12 Games,,,,,,8-4-0,False,133,606,4.56,5,18,14,123,8.79,0,77.8%,6.83,5,30,2,1,0,0,0,0,,,,,,,False,Rhamondre Stevenson,False,4,0
