Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Away_status,Win,Score,Opp Score,Player
2005,2005-12-18,14,15,23.053,IND,SDG,False,,,,,1,0.0,0,0,0.0,,,,,,False,False,17,26,Dave Rayner
2006,2006-09-10,1,1,23.319,GNB,CHI,False,,,,,1,0.0,0,0,0.0,,,,,,False,False,0,26,Dave Rayner
2006,2006-09-17,2,2,23.326,GNB,NOR,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,False,False,27,34,Dave Rayner
2006,2006-09-24,3,3,23.333,GNB,DET,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,True,True,31,24,Dave Rayner
2006,2006-10-02,4,4,23.341,GNB,PHI,False,,,,3,4,75.0,0,9,0.0,1,0,1,0,0,True,False,9,31,Dave Rayner
2006,2006-10-08,5,5,23.347,GNB,STL,False,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,False,False,20,23,Dave Rayner
2006,2006-10-22,6,7,23.361,GNB,MIA,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,True,True,34,24,Dave Rayner
2006,2006-10-29,7,8,24.003,GNB,ARI,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,False,True,31,14,Dave Rayner
2006,2006-11-05,8,9,24.010,GNB,BUF,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,True,False,10,24,Dave Rayner
2006,2006-11-12,9,10,24.017,GNB,MIN,False,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,True,True,23,17,Dave Rayner
2006,2006-11-19,10,11,24.024,GNB,NWE,False,,,,,1,0.0,0,0,0.0,,,,,,False,False,0,35,Dave Rayner
2006,2006-11-27,11,12,24.032,GNB,SEA,False,3,3,100.0,1,2,50.0,0,6,0.0,3,0,3,0,0,True,False,24,34,Dave Rayner
2006,2006-12-03,12,13,24.038,GNB,NYJ,False,1,1,100.0,1,2,50.0,0,4,0.0,1,0,1,0,0,False,False,10,38,Dave Rayner
2006,2006-12-10,13,14,24.045,GNB,SFO,False,3,3,100.0,3,3,100.0,0,12,0.0,0,1,1,0,0,True,True,30,19,Dave Rayner
2006,2006-12-17,14,15,24.052,GNB,DET,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,False,True,17,9,Dave Rayner
2006,2006-12-21,15,16,24.056,GNB,MIN,False,,,,3,5,60.0,0,9,0.0,,,,,,False,True,9,7,Dave Rayner
2006,2006-12-31,16,17,24.066,GNB,CHI,False,2,3,66.7,2,3,66.7,0,8,0.0,,,,,,True,True,26,7,Dave Rayner
2007,2007-09-16,2,2,24.325,KAN,CHI,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,True,False,10,20,Dave Rayner
2007,2007-09-23,3,3,24.332,KAN,MIN,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,False,True,13,10,Dave Rayner
2007,2007-09-30,4,4,24.339,KAN,SDG,False,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,True,True,30,16,Dave Rayner
2007,2007-10-07,5,5,24.346,KAN,JAX,False,1,1,100.0,,1,0.0,0,1,0.0,,,,,,False,False,7,17,Dave Rayner
2007,2007-10-14,6,6,24.353,KAN,CIN,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,False,True,27,20,Dave Rayner
2007,2007-10-21,7,7,24.360,KAN,OAK,False,,,,2,3,66.7,0,6,0.0,,,,,,True,True,12,10,Dave Rayner
2007,2007-11-04,8,9,25.009,KAN,GNB,False,2,2,100.0,,,,0,2,0.0,,,,,,False,False,22,33,Dave Rayner
2007,2007-11-11,9,10,25.016,KAN,DEN,False,,,,3,4,75.0,0,9,0.0,,,,,,False,False,11,27,Dave Rayner
2007,2007-11-18,10,11,25.023,KAN,IND,False,1,1,100.0,1,3,33.3,0,4,0.0,,,,,,True,False,10,13,Dave Rayner
2007,2007-11-25,11,12,25.030,KAN,OAK,False,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,False,False,17,20,Dave Rayner
2008,2008-10-12,6,6,25.352,CIN,NYJ,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,True,False,14,26,Dave Rayner
2008,2008-10-19,7,7,25.359,CIN,PIT,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,False,False,10,38,Dave Rayner
2010,2010-11-14,9,10,28.019,DET,BUF,False,,,,2,3,66.7,0,6,0.0,0,0,0,,,True,False,12,14,Dave Rayner
2010,2010-11-21,10,11,28.026,DET,DAL,False,2,2,100.0,1,1,100.0,0,5,0.0,1,0,1,0,0,True,False,19,35,Dave Rayner
2010,2010-11-25,11,12,28.030,DET,NWE,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,False,False,24,45,Dave Rayner
2010,2010-12-05,12,13,28.040,DET,CHI,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,False,False,20,24,Dave Rayner
2010,2010-12-12,13,14,28.047,DET,GNB,False,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,,,False,True,7,3,Dave Rayner
2010,2010-12-19,14,15,28.054,DET,TAM,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,True,True,23,20,Dave Rayner
2010,2010-12-26,15,16,28.061,DET,MIA,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,True,True,34,27,Dave Rayner
