Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Away_status,Win,Score,Opp Score,Player
2010,2011-01-02,16,17,28.068,DET,MIN,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,False,True,20,13,Dave Rayner
2011,2011-11-13,9,10,29.018,BUF,DAL,False,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,,,True,False,7,44,Dave Rayner
2011,2011-11-20,10,11,29.025,BUF,MIA,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,True,False,8,35,Dave Rayner
2011,2011-11-27,11,12,29.032,BUF,NYJ,False,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,True,False,24,28,Dave Rayner
2011,2011-12-04,12,13,29.039,BUF,TEN,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,False,False,17,23,Dave Rayner
2011,2011-12-11,13,14,29.046,BUF,SDG,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,True,False,10,37,Dave Rayner
2011,2011-12-18,14,15,29.053,BUF,MIA,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,False,False,23,30,Dave Rayner
2011,2011-12-24,15,16,29.059,BUF,DEN,False,4,4,100.0,4,6,66.7,0,16,0.0,0,0,0,,,False,True,40,14,Dave Rayner
2011,2012-01-01,16,17,,BUF,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,21,49,Dave Rayner
,44 Games,,,,,,False,77,78,98.7,65,90,72.2,0,272,0.0,8,1,9,0,0,False,False,27,0,Dave Rayner
