Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-12-16,14,15,22.146,SDG,DET,False,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,51,14,Scott Chandler
2007,2007-12-24,15,16,,SDG,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,23,3,Scott Chandler
2007,2007-12-30,16,17,,SDG,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,30,17,Scott Chandler
2009,2009-12-27,15,16,,NYG,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,9,41,Scott Chandler
2009,2010-01-03,16,17,,NYG,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,44,Scott Chandler
2010,2010-09-26,3,3,25.065,DAL,HOU,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,27,13,Scott Chandler
2010,2010-10-10,4,5,25.079,DAL,TEN,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,27,34,Scott Chandler
2010,2010-10-17,5,6,25.086,DAL,MIN,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,21,24,Scott Chandler
2010,2010-10-25,6,7,25.094,DAL,NYG,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,False,35,41,Scott Chandler
2010,2010-10-31,7,8,25.100,DAL,JAX,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,17,35,Scott Chandler
2010,2010-11-07,8,9,25.107,DAL,GNB,False,0,0,0,,0,0.0%,,1,11,11.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,45,Scott Chandler
2010,2010-11-14,9,10,25.114,DAL,NYG,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,33,20,Scott Chandler
2010,2010-11-21,10,11,25.121,DAL,DET,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,35,19,Scott Chandler
2010,2010-11-25,11,12,25.125,DAL,NOR,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,27,30,Scott Chandler
2010,2010-12-05,12,13,,BUF,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,38,Scott Chandler
2010,2010-12-12,13,14,25.142,BUF,CLE,False,1,0,0,,0,0.0%,0.00,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,13,6,Scott Chandler
2010,2010-12-19,14,15,25.149,BUF,MIA,False,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,17,14,Scott Chandler
2010,2010-12-26,15,16,25.156,BUF,NWE,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,False,3,34,Scott Chandler
2010,2011-01-02,16,17,25.163,BUF,NYJ,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,True,False,7,38,Scott Chandler
2011,2011-09-11,1,1,26.050,BUF,KAN,False,5,5,63,12.60,2,100.0%,12.60,0,0,,0,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,41,7,Scott Chandler
2011,2011-09-18,2,2,26.057,BUF,OAK,False,4,2,16,8.00,1,50.0%,4.00,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,38,35,Scott Chandler
2011,2011-09-25,3,3,26.064,BUF,NWE,False,3,2,10,5.00,1,66.7%,3.33,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,31,Scott Chandler
2011,2011-10-02,4,4,26.071,BUF,CIN,False,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,True,False,20,23,Scott Chandler
2011,2011-10-09,5,5,26.078,BUF,PHI,True,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,24,Scott Chandler
2011,2011-10-16,6,6,26.085,BUF,NYG,True,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,24,27,Scott Chandler
2011,2011-10-30,7,8,26.099,BUF,WAS,True,2,2,35,17.50,2,100.0%,17.50,0,0,,0,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,0,Scott Chandler
2011,2011-11-06,8,9,26.106,BUF,NYJ,True,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,11,27,Scott Chandler
2011,2011-11-13,9,10,26.113,BUF,DAL,True,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,44,Scott Chandler
2011,2011-11-20,10,11,26.120,BUF,MIA,True,6,5,71,14.20,0,83.3%,11.83,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,1,0,0,,,,,,,True,False,8,35,Scott Chandler
2011,2011-11-27,11,12,26.127,BUF,NYJ,True,7,6,50,8.33,0,85.7%,7.14,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,24,28,Scott Chandler
2011,2011-12-04,12,13,26.134,BUF,TEN,True,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,False,17,23,Scott Chandler
2011,2011-12-11,13,14,,BUF,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,37,Scott Chandler
2011,2011-12-18,14,15,,BUF,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,30,Scott Chandler
2011,2011-12-24,15,16,26.154,BUF,DEN,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,40,14,Scott Chandler
2011,2012-01-01,16,17,26.162,BUF,NWE,True,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,21,49,Scott Chandler
2012,2012-09-09,1,1,27.048,BUF,NYJ,True,6,4,38,9.50,1,66.7%,6.33,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,92%,0,0%,5,17%,True,False,28,48,Scott Chandler
2012,2012-09-16,2,2,27.055,BUF,KAN,True,5,2,53,26.50,1,40.0%,10.60,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,95%,0,0%,7,22%,False,True,35,17,Scott Chandler
2012,2012-09-23,3,3,27.062,BUF,CLE,True,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,74%,0,0%,4,14%,True,True,24,14,Scott Chandler
2012,2012-09-30,4,4,27.069,BUF,NWE,True,8,4,62,15.50,2,50.0%,7.75,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,45,65%,0,0%,3,8%,False,False,28,52,Scott Chandler
2012,2012-10-07,5,5,27.076,BUF,SFO,True,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,42,91%,0,0%,1,4%,True,False,3,45,Scott Chandler
2012,2012-10-14,6,6,27.083,BUF,ARI,False,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,84%,0,0%,3,9%,True,True,19,16,Scott Chandler
2012,2012-10-21,7,7,27.090,BUF,TEN,True,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,79%,0,0%,6,22%,False,False,34,35,Scott Chandler
2012,2012-11-04,8,9,27.104,BUF,HOU,True,5,3,51,17.00,0,60.0%,10.20,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,96%,0,0%,4,15%,True,False,9,21,Scott Chandler
2012,2012-11-11,9,10,27.111,BUF,NWE,True,8,5,65,13.00,1,62.5%,8.13,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,83%,0,0%,5,17%,True,False,31,37,Scott Chandler
2012,2012-11-15,10,11,27.115,BUF,MIA,False,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,59,88%,0,0%,5,17%,False,True,19,14,Scott Chandler
2012,2012-11-25,11,12,27.125,BUF,IND,True,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,88%,0,0%,3,11%,True,False,13,20,Scott Chandler
2012,2012-12-02,12,13,27.132,BUF,JAX,True,4,1,11,11.00,1,25.0%,2.75,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,86%,0,0%,7,25%,False,True,34,18,Scott Chandler
2012,2012-12-09,13,14,27.139,BUF,STL,True,5,5,71,14.20,0,100.0%,14.20,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,86%,0,0%,3,12%,False,False,12,15,Scott Chandler
2012,2012-12-16,14,15,27.146,BUF,SEA,True,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,82%,0,0%,3,9%,False,False,17,50,Scott Chandler
2012,2012-12-23,15,16,27.153,BUF,MIA,True,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,False,10,24,Scott Chandler
2012,2012-12-30,16,17,,BUF,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,28,9,Scott Chandler
2013,2013-09-08,1,1,28.047,BUF,NWE,True,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,90%,0,0%,3,9%,False,False,21,23,Scott Chandler
2013,2013-09-15,2,2,28.054,BUF,CAR,True,6,3,10,3.33,0,50.0%,1.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,95%,0,0%,5,16%,False,True,24,23,Scott Chandler
2013,2013-09-22,3,3,28.061,BUF,NYJ,True,6,5,79,15.80,1,83.3%,13.17,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,77,90%,0,0%,4,12%,True,False,20,27,Scott Chandler
2013,2013-09-29,4,4,28.068,BUF,BAL,False,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,62%,0,0%,5,14%,False,True,23,20,Scott Chandler
2013,2013-10-03,5,5,28.072,BUF,CLE,True,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,84%,0,0%,5,13%,True,False,24,37,Scott Chandler
2013,2013-10-13,6,6,28.082,BUF,CIN,False,4,2,47,23.50,1,50.0%,11.75,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,94%,0,0%,4,12%,False,False,24,27,Scott Chandler
2013,2013-10-20,7,7,28.089,BUF,MIA,True,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,88%,0,0%,5,15%,True,True,23,21,Scott Chandler
2013,2013-10-27,8,8,28.096,BUF,NOR,True,11,7,72,10.29,0,63.6%,6.55,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,75%,0,0%,4,14%,True,False,17,35,Scott Chandler
2013,2013-11-03,9,9,28.103,BUF,KAN,False,9,3,26,8.67,0,33.3%,2.89,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,92%,0,0%,3,11%,False,False,13,23,Scott Chandler
2013,2013-11-10,10,10,28.110,BUF,PIT,True,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,67%,0,0%,2,7%,True,False,10,23,Scott Chandler
2013,2013-11-17,11,11,28.117,BUF,NYJ,False,3,2,40,20.00,0,66.7%,13.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,63%,0,0%,8,24%,False,True,37,14,Scott Chandler
2013,2013-12-01,12,13,28.131,BUF,ATL,False,6,4,63,15.75,0,66.7%,10.50,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,51,80%,0,0%,5,14%,False,False,31,34,Scott Chandler
2013,2013-12-08,13,14,28.138,BUF,TAM,False,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,57%,0,0%,2,6%,True,False,6,27,Scott Chandler
2013,2013-12-15,14,15,28.145,BUF,JAX,False,5,5,54,10.80,0,100.0%,10.80,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,64%,0,0%,6,22%,True,True,27,20,Scott Chandler
2013,2013-12-22,15,16,28.152,BUF,MIA,False,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,75%,0,0%,5,18%,False,True,19,0,Scott Chandler
2013,2013-12-29,16,17,28.159,BUF,NWE,False,4,3,55,18.33,0,75.0%,13.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,88%,0,0%,4,14%,True,False,20,34,Scott Chandler
2014,2014-09-07,1,1,29.046,BUF,CHI,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,65%,0,0%,5,17%,True,True,23,20,Scott Chandler
2014,2014-09-14,2,2,29.053,BUF,MIA,False,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,58%,0,0%,8,26%,False,True,29,10,Scott Chandler
2014,2014-09-21,3,3,29.060,BUF,SDG,True,5,5,74,14.80,0,100.0%,14.80,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,89%,0,0%,2,8%,False,False,10,22,Scott Chandler
2014,2014-09-28,4,4,29.067,BUF,HOU,False,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,77%,0,0%,3,9%,True,False,17,23,Scott Chandler
2014,2014-10-05,5,5,29.074,BUF,DET,False,6,4,21,5.25,0,66.7%,3.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,61%,0,0%,4,12%,True,True,17,14,Scott Chandler
2014,2014-10-12,6,6,29.081,BUF,NWE,True,9,6,105,17.50,0,66.7%,11.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,77%,0,0%,2,6%,False,False,22,37,Scott Chandler
2014,2014-10-19,7,7,29.088,BUF,MIN,False,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,59%,0,0%,6,22%,False,True,17,16,Scott Chandler
2014,2014-10-26,8,8,29.095,BUF,NYJ,False,2,1,12,12.00,1,50.0%,6.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,55%,0,0%,9,26%,True,True,43,23,Scott Chandler
2014,2014-11-09,9,10,29.109,BUF,KAN,True,6,3,17,5.67,0,50.0%,2.83,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,75%,0,0%,3,11%,False,False,13,17,Scott Chandler
2014,2014-11-13,10,11,29.113,BUF,MIA,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,85%,0,0%,4,17%,True,False,9,22,Scott Chandler
2014,2014-11-24,11,12,29.124,BUF,NYJ,False,3,3,28,9.33,1,100.0%,9.33,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,62%,0,0%,6,21%,False,True,38,3,Scott Chandler
2014,2014-11-30,12,13,29.130,BUF,CLE,False,3,3,2,0.67,0,100.0%,0.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,63%,0,0%,8,26%,False,True,26,10,Scott Chandler
2014,2014-12-07,13,14,29.137,BUF,DEN,False,11,8,81,10.13,0,72.7%,7.36,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,85%,0,0%,3,14%,True,False,17,24,Scott Chandler
2014,2014-12-14,14,15,29.144,BUF,GNB,False,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,68%,0,0%,6,18%,False,True,21,13,Scott Chandler
2014,2014-12-21,15,16,29.151,BUF,OAK,False,6,4,37,9.25,1,66.7%,6.17,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,4,11%,True,False,24,26,Scott Chandler
2014,2014-12-28,16,17,29.158,BUF,NWE,True,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,61%,0,0%,3,13%,True,True,17,9,Scott Chandler
2015,2015-09-10,1,1,30.049,NWE,PIT,True,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,25,41%,0,0%,4,15%,False,True,28,21,Scott Chandler
2015,2015-09-20,2,2,30.059,NWE,BUF,False,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,50%,0,0%,8,23%,True,True,40,32,Scott Chandler
2015,2015-09-27,3,3,30.066,NWE,JAX,False,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,39%,0,0%,9,29%,False,True,51,17,Scott Chandler
2015,2015-10-11,4,5,30.080,NWE,DAL,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,17%,0,0%,6,21%,True,True,30,6,Scott Chandler
2015,2015-10-18,5,6,30.087,NWE,IND,False,3,2,39,19.50,0,66.7%,13.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,31%,0,0%,6,18%,True,True,34,27,Scott Chandler
2015,2015-10-25,6,7,30.094,NWE,NYJ,False,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,10%,0,0%,6,19%,False,True,30,23,Scott Chandler
2015,2015-10-29,7,8,30.098,NWE,MIA,False,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,38%,0,0%,6,20%,False,True,36,7,Scott Chandler
