Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-09-13,1,1,,PHI,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,38,10,Brandon Gibson
2009,2009-09-20,2,2,,PHI,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,22,48,Brandon Gibson
2009,2009-09-27,3,3,22.045,PHI,KAN,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,0,,0,0,0,,,,,,,False,True,34,14,Brandon Gibson
2009,2009-10-11,4,5,,PHI,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,33,14,Brandon Gibson
2009,2009-10-18,5,6,,PHI,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,9,13,Brandon Gibson
2009,2009-10-25,7,7,,STL,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,6,42,Brandon Gibson
2009,2009-11-01,8,8,22.080,STL,DET,False,1,0,0,,0,0.0%,0.00,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,17,10,Brandon Gibson
2009,2009-11-15,9,10,22.094,STL,NOR,False,9,7,93,13.29,0,77.8%,10.33,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,28,Brandon Gibson
2009,2009-11-22,10,11,22.101,STL,ARI,False,17,5,61,12.20,0,29.4%,3.59,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,False,False,13,21,Brandon Gibson
2009,2009-11-29,11,12,22.108,STL,SEA,True,7,3,18,6.00,0,42.9%,2.57,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,17,27,Brandon Gibson
2009,2009-12-06,12,13,22.115,STL,CHI,False,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,False,9,17,Brandon Gibson
2009,2009-12-13,13,14,22.122,STL,TEN,True,11,6,43,7.17,0,54.5%,3.91,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,True,False,7,47,Brandon Gibson
2009,2009-12-20,14,15,22.129,STL,HOU,False,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,16,Brandon Gibson
2009,2009-12-27,15,16,22.136,STL,ARI,True,6,5,51,10.20,1,83.3%,8.50,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,31,Brandon Gibson
2009,2010-01-03,16,17,22.143,STL,SFO,True,7,3,18,6.00,0,42.9%,2.57,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,6,28,Brandon Gibson
2010,2010-09-12,1,1,,STL,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,17,Brandon Gibson
2010,2010-09-19,2,2,,STL,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,16,Brandon Gibson
2010,2010-09-26,3,3,23.044,STL,WAS,True,8,3,33,11.00,0,37.5%,4.13,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,30,16,Brandon Gibson
2010,2010-10-03,4,4,23.051,STL,SEA,True,4,3,50,16.67,1,75.0%,12.50,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,3,Brandon Gibson
2010,2010-10-10,5,5,23.058,STL,DET,True,6,2,34,17.00,0,33.3%,5.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,6,44,Brandon Gibson
2010,2010-10-17,6,6,23.065,STL,SDG,True,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,17,Brandon Gibson
2010,2010-10-24,7,7,23.072,STL,TAM,True,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,18,Brandon Gibson
2010,2010-10-31,8,8,23.079,STL,CAR,True,7,6,67,11.17,0,85.7%,9.57,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,10,Brandon Gibson
2010,2010-11-14,9,10,23.093,STL,SFO,True,9,8,72,9.00,0,88.9%,8.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,20,23,Brandon Gibson
2010,2010-11-21,10,11,23.100,STL,ATL,True,10,5,42,8.40,1,50.0%,4.20,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,17,34,Brandon Gibson
2010,2010-11-28,11,12,23.107,STL,DEN,True,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,36,33,Brandon Gibson
2010,2010-12-05,12,13,23.114,STL,ARI,True,7,6,54,9.00,0,85.7%,7.71,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,19,6,Brandon Gibson
2010,2010-12-12,13,14,23.121,STL,NOR,True,7,4,67,16.75,0,57.1%,9.57,1,13,13.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,13,31,Brandon Gibson
2010,2010-12-19,14,15,23.128,STL,KAN,True,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,27,Brandon Gibson
2010,2010-12-26,15,16,23.135,STL,SFO,False,6,3,69,23.00,0,50.0%,11.50,2,15,7.50,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,25,17,Brandon Gibson
2010,2011-01-02,16,17,23.142,STL,SEA,False,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,6,16,Brandon Gibson
2011,2011-09-11,1,1,24.029,STL,PHI,True,5,3,50,16.67,0,60.0%,10.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,31,Brandon Gibson
2011,2011-09-19,2,2,24.037,STL,NYG,True,8,4,52,13.00,0,50.0%,6.50,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,28,Brandon Gibson
