Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-10-11,4,5,24.259,PHI,TAM,True,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,33,14,Brent Celek
2009,2009-10-18,5,6,24.266,PHI,OAK,True,7,4,75,18.75,0,57.1%,10.71,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,9,13,Brent Celek
2009,2009-10-26,6,7,24.274,PHI,WAS,True,5,3,8,2.67,0,60.0%,1.60,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,17,Brent Celek
2009,2009-11-01,7,8,24.280,PHI,NYG,True,6,4,61,15.25,1,66.7%,10.17,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,40,17,Brent Celek
2009,2009-11-08,8,9,24.287,PHI,DAL,True,5,3,39,13.00,1,60.0%,7.80,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,16,20,Brent Celek
2009,2009-11-15,9,10,24.294,PHI,SDG,True,11,6,47,7.83,1,54.5%,4.27,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,23,31,Brent Celek
2009,2009-11-22,10,11,24.301,PHI,CHI,True,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,24,20,Brent Celek
2009,2009-11-29,11,12,24.308,PHI,WAS,True,9,4,33,8.25,0,44.4%,3.67,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,24,Brent Celek
2009,2009-12-06,12,13,24.315,PHI,ATL,True,4,2,16,8.00,1,50.0%,4.00,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,7,Brent Celek
2009,2009-12-13,13,14,24.322,PHI,NYG,True,8,5,64,12.80,1,62.5%,8.00,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,45,38,Brent Celek
2009,2009-12-20,14,15,24.329,PHI,SFO,False,6,4,73,18.25,0,66.7%,12.17,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,13,Brent Celek
2009,2009-12-27,15,16,24.336,PHI,DEN,True,5,4,121,30.25,1,80.0%,24.20,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,30,27,Brent Celek
2009,2010-01-03,16,17,24.343,PHI,DAL,True,9,7,96,13.71,0,77.8%,10.67,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,0,24,Brent Celek
2010,2010-09-12,1,1,25.230,PHI,GNB,True,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,27,Brent Celek
2010,2010-09-19,2,2,25.237,PHI,DET,True,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,35,32,Brent Celek
2010,2010-09-26,3,3,25.244,PHI,JAX,True,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,28,3,Brent Celek
2010,2010-10-03,4,4,25.251,PHI,WAS,True,6,3,27,9.00,1,50.0%,4.50,0,0,,0,1,6,0.0,1,0,1,,,0,,0,0,0,0,,,,,,,False,False,12,17,Brent Celek
2010,2010-10-10,5,5,25.258,PHI,SFO,True,9,3,47,15.67,1,33.3%,5.22,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,24,Brent Celek
2010,2010-10-17,6,6,25.265,PHI,ATL,True,7,4,46,11.50,0,57.1%,6.57,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,17,Brent Celek
2010,2010-10-24,7,7,25.272,PHI,TEN,True,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,19,37,Brent Celek
2010,2010-11-07,8,9,25.286,PHI,IND,True,1,0,0,,0,0.0%,0.00,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,26,24,Brent Celek
2010,2010-11-15,9,10,25.294,PHI,WAS,True,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,59,28,Brent Celek
2010,2010-11-21,10,11,25.300,PHI,NYG,True,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,27,17,Brent Celek
2010,2010-11-28,11,12,25.307,PHI,CHI,True,8,3,50,16.67,1,37.5%,6.25,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,26,31,Brent Celek
2010,2010-12-02,12,13,25.311,PHI,HOU,True,7,4,55,13.75,0,57.1%,7.86,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,24,Brent Celek
2010,2010-12-12,13,14,25.321,PHI,DAL,True,2,0,0,,0,0.0%,0.00,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,30,27,Brent Celek
2010,2010-12-19,14,15,25.328,PHI,NYG,True,3,2,72,36.00,1,66.7%,24.00,1,12,12.00,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,31,Brent Celek
2010,2010-12-28,15,16,25.337,PHI,MIN,True,12,10,97,9.70,0,83.3%,8.08,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,24,Brent Celek
2010,2011-01-02,16,17,25.342,PHI,DAL,False,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,13,14,Brent Celek
2011,2011-09-11,1,1,26.229,PHI,STL,True,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,13,Brent Celek
2011,2011-09-18,2,2,26.236,PHI,ATL,True,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,31,35,Brent Celek
2011,2011-09-25,3,3,26.243,PHI,NYG,True,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,16,29,Brent Celek
2011,2011-10-02,4,4,26.250,PHI,SFO,True,4,1,2,2.00,0,25.0%,0.50,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,24,Brent Celek
2011,2011-10-09,5,5,26.257,PHI,BUF,True,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,31,Brent Celek
2011,2011-10-16,6,6,26.264,PHI,WAS,True,9,4,42,10.50,1,44.4%,4.67,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,20,13,Brent Celek
2011,2011-10-30,7,8,26.278,PHI,DAL,True,9,7,94,13.43,1,77.8%,10.44,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,7,Brent Celek
2011,2011-11-07,8,9,26.286,PHI,CHI,True,9,7,60,8.57,0,77.8%,6.67,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,24,30,Brent Celek
2011,2011-11-13,9,10,26.292,PHI,ARI,True,7,4,53,13.25,0,57.1%,7.57,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,17,21,Brent Celek
2011,2011-11-20,10,11,26.299,PHI,NYG,True,6,6,60,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,17,10,Brent Celek
2011,2011-11-27,11,12,26.306,PHI,NWE,True,6,5,75,15.00,0,83.3%,12.50,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,38,Brent Celek
2011,2011-12-01,12,13,26.310,PHI,SEA,True,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,31,Brent Celek
2011,2011-12-11,13,14,26.320,PHI,MIA,True,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,26,10,Brent Celek
2011,2011-12-18,14,15,26.327,PHI,NYJ,True,6,5,156,31.20,1,83.3%,26.00,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,45,19,Brent Celek
2011,2011-12-24,15,16,26.333,PHI,DAL,True,6,2,52,26.00,1,33.3%,8.67,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,20,7,Brent Celek
2011,2012-01-01,16,17,26.341,PHI,WAS,True,10,6,86,14.33,1,60.0%,8.60,0,0,,0,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,34,10,Brent Celek
2012,2012-09-09,1,1,27.228,PHI,CLE,True,8,4,65,16.25,0,50.0%,8.13,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,88,94%,0,0%,4,13%,True,True,17,16,Brent Celek
2012,2012-09-16,2,2,27.235,PHI,BAL,True,11,8,157,19.63,0,72.7%,14.27,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,95%,0,0%,4,13%,False,True,24,23,Brent Celek
2012,2012-09-23,3,3,27.242,PHI,ARI,True,6,2,36,18.00,0,33.3%,6.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,84%,0,0%,2,8%,True,False,6,27,Brent Celek
2012,2012-09-30,4,4,27.249,PHI,NYG,True,5,4,57,14.25,0,80.0%,11.40,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,91%,0,0%,5,18%,False,True,19,17,Brent Celek
2012,2012-10-07,5,5,27.256,PHI,PIT,True,5,3,9,3.00,1,60.0%,1.80,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,95%,0,0%,3,13%,True,False,14,16,Brent Celek
2012,2012-10-14,6,6,27.263,PHI,DET,True,8,4,33,8.25,0,50.0%,4.13,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,85%,0,0%,6,17%,False,False,23,26,Brent Celek
2012,2012-10-28,7,8,27.277,PHI,ATL,True,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,86%,0,0%,3,12%,False,False,17,30,Brent Celek
2012,2012-11-05,8,9,27.285,PHI,NOR,True,9,5,47,9.40,0,55.6%,5.22,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,73,92%,0,0%,4,17%,True,False,13,28,Brent Celek
2012,2012-11-11,9,10,27.291,PHI,DAL,True,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,87%,0,0%,4,11%,False,False,23,38,Brent Celek
2012,2012-11-18,10,11,27.298,PHI,WAS,True,8,5,42,8.40,0,62.5%,5.25,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,75%,0,0%,2,7%,True,False,6,31,Brent Celek
2012,2012-11-26,11,12,27.306,PHI,CAR,True,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,86%,0,0%,4,14%,False,False,22,30,Brent Celek
2012,2012-12-02,12,13,27.312,PHI,DAL,True,8,7,73,10.43,0,87.5%,9.13,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,87%,0,0%,5,17%,True,False,33,38,Brent Celek
2012,2012-12-09,13,14,27.319,PHI,TAM,True,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,1%,0,0%,0,0%,True,True,23,21,Brent Celek
2012,2012-12-13,14,15,,PHI,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,34,Brent Celek
2012,2012-12-23,15,16,27.333,PHI,WAS,True,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,79%,0,0%,4,17%,False,False,20,27,Brent Celek
2012,2012-12-30,16,17,27.340,PHI,NYG,False,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,73%,0,0%,2,9%,True,False,7,42,Brent Celek
2013,2013-09-09,1,1,28.227,PHI,WAS,True,3,2,56,28.00,1,66.7%,18.67,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,82%,0,0%,0,0%,True,True,33,27,Brent Celek
2013,2013-09-15,2,2,28.233,PHI,SDG,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0,1,,,0,0,0,0,0,0,54,92%,0,0%,0,0%,False,False,30,33,Brent Celek
2013,2013-09-19,3,3,28.237,PHI,KAN,True,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,92%,0,0%,0,0%,False,False,16,26,Brent Celek
2013,2013-09-29,4,4,28.247,PHI,DEN,True,6,3,57,19.00,0,50.0%,9.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,72%,0,0%,0,0%,True,False,20,52,Brent Celek
2013,2013-10-06,5,5,28.254,PHI,NYG,True,3,3,47,15.67,1,100.0%,15.67,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,79%,0,0%,0,0%,True,True,36,21,Brent Celek
2013,2013-10-13,6,6,28.261,PHI,TAM,True,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,71%,0,0%,5,17%,True,True,31,20,Brent Celek
2013,2013-10-20,7,7,28.268,PHI,DAL,False,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,69%,0,0%,0,0%,False,False,3,17,Brent Celek
2013,2013-10-27,8,8,28.275,PHI,NYG,True,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,66%,0,0%,0,0%,False,False,7,15,Brent Celek
2013,2013-11-03,9,9,28.282,PHI,OAK,True,4,3,27,9.00,1,75.0%,6.75,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,66%,0,0%,0,0%,True,True,49,20,Brent Celek
2013,2013-11-10,10,10,28.289,PHI,GNB,True,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,82%,0,0%,0,0%,True,True,27,13,Brent Celek
2013,2013-11-17,11,11,28.296,PHI,WAS,True,1,1,42,42.00,0,100.0%,42.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,67%,0,0%,0,0%,False,True,24,16,Brent Celek
2013,2013-12-01,12,13,28.310,PHI,ARI,True,6,4,29,7.25,1,66.7%,4.83,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,63,82%,0,0%,0,0%,False,True,24,21,Brent Celek
2013,2013-12-08,13,14,28.317,PHI,DET,True,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,89%,0,0%,0,0%,False,True,34,20,Brent Celek
2013,2013-12-15,14,15,28.324,PHI,MIN,True,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,45%,0,0%,0,0%,True,False,30,48,Brent Celek
2013,2013-12-22,15,16,28.331,PHI,CHI,True,4,3,58,19.33,1,75.0%,14.50,0,0,,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,58,91%,0,0%,0,0%,False,True,54,11,Brent Celek
2013,2013-12-29,16,17,28.338,PHI,DAL,True,5,3,71,23.67,1,60.0%,14.20,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,81%,0,0%,0,0%,True,True,24,22,Brent Celek
2014,2014-09-07,1,1,29.225,PHI,JAX,True,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,68%,0,0%,0,0%,False,True,34,17,Brent Celek
2014,2014-09-15,2,2,29.233,PHI,IND,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,68%,0,0%,0,0%,True,True,30,27,Brent Celek
2014,2014-09-21,3,3,29.239,PHI,WAS,True,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,63%,0,0%,0,0%,False,True,37,34,Brent Celek
2014,2014-09-28,4,4,29.246,PHI,SFO,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,60%,0,0%,0,0%,True,False,21,26,Brent Celek
2014,2014-10-05,5,5,29.253,PHI,STL,True,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,79%,0,0%,0,0%,False,True,34,28,Brent Celek
2014,2014-10-12,6,6,29.260,PHI,NYG,True,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,78%,0,0%,0,0%,False,True,27,0,Brent Celek
2014,2014-10-26,7,8,29.274,PHI,ARI,True,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,72%,0,0%,0,0%,True,False,20,24,Brent Celek
2014,2014-11-02,8,9,29.281,PHI,HOU,True,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,77%,0,0%,0,0%,True,True,31,21,Brent Celek
2014,2014-11-10,9,10,29.289,PHI,CAR,True,6,5,116,23.20,0,83.3%,19.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,58%,0,0%,0,0%,False,True,45,21,Brent Celek
2014,2014-11-16,10,11,29.295,PHI,GNB,True,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,67%,0,0%,0,0%,True,False,20,53,Brent Celek
2014,2014-11-23,11,12,29.302,PHI,TEN,False,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,77%,0,0%,6,16%,False,True,43,24,Brent Celek
2014,2014-11-27,12,13,29.306,PHI,DAL,True,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,81%,0,0%,0,0%,True,True,33,10,Brent Celek
