Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2021.0,2021-09-12,1.0,1.0,,CAR,,NYJ,W 19-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Dominik Eberle
2021.0,2021-09-19,2.0,2.0,,CAR,,NOR,W 26-7,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Dominik Eberle
2021.0,2021-09-23,3.0,3.0,,CAR,@,HOU,W 24-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Dominik Eberle
2021.0,2021-10-03,4.0,4.0,,CAR,@,DAL,L 28-36,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Dominik Eberle
2021.0,2021-10-10,5.0,5.0,,CAR,,PHI,L 18-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Dominik Eberle
2021.0,2021-10-17,6.0,6.0,,CAR,,MIN,L 28-34,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Dominik Eberle
2021.0,2021-10-24,7.0,7.0,,CAR,@,NYG,L 3-25,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Dominik Eberle
2021.0,2021-12-26,15.0,16.0,25.175,HOU,,LAC,W 41-29,False,5,5,100.0,2,3,66.7,0,11,0,0%,0,0%,16,59%,False,Dominik Eberle
2021.0,2022-01-02,16.0,17.0,,HOU,@,SFO,L 7-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Dominik Eberle
2021.0,2022-01-09,17.0,18.0,,CAR,@,TAM,L 17-41,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Dominik Eberle
,1 Games,,,,,,,1-0-0,False,5,5,100.0,2,3,66.7,0,11,,,,,,,False,Dominik Eberle
