Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-09-06,1.0,1.0,23.26,ATL,PHI,L 12-18,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,64%,0,0%,4,15%,True,Calvin Ridley,False,12,18
2018.0,2018-09-16,2.0,2.0,23.27,ATL,CAR,W 31-24,False,5,4,64,16.00,1,80.0%,12.80,1,3,3.00,0,2,50,25.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,35,56%,0,0%,4,14%,False,Calvin Ridley,True,31,24
2018.0,2018-09-23,3.0,3.0,23.277,ATL,NOR,L 37-43,False,8,7,146,20.86,3,87.5%,18.25,1,9,9.00,0,0,0,,0,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,42,62%,0,0%,0,0%,False,Calvin Ridley,False,37,43
2018.0,2018-09-30,4.0,4.0,23.284,ATL,CIN,L 36-37,False,6,4,54,13.50,2,66.7%,9.00,1,1,1.00,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,38,54%,0,0%,0,0%,False,Calvin Ridley,False,36,37
2018.0,2018-10-07,5.0,5.0,23.291,ATL,PIT,L 17-41,False,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,67%,0,0%,0,0%,True,Calvin Ridley,False,17,41
2018.0,2018-10-14,6.0,6.0,23.298,ATL,TAM,W 34-29,False,3,3,47,15.67,0,100.0%,15.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,7,10%,0,0%,0,0%,False,Calvin Ridley,True,34,29
2018.0,2018-10-22,7.0,7.0,23.306,ATL,NYG,W 23-20,False,6,5,43,8.60,0,83.3%,7.17,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,63%,0,0%,0,0%,False,Calvin Ridley,True,23,20
2018.0,2018-11-04,8.0,9.0,23.319,ATL,WAS,W 38-14,False,9,6,71,11.83,1,66.7%,7.89,1,6,6.00,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,47,69%,0,0%,0,0%,True,Calvin Ridley,True,38,14
2018.0,2018-11-11,9.0,10.0,23.326,ATL,CLE,L 16-28,True,5,3,37,12.33,0,60.0%,7.40,1,3,3.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,53,71%,0,0%,0,0%,True,Calvin Ridley,False,16,28
2018.0,2018-11-18,10.0,11.0,23.333,ATL,DAL,L 19-22,False,4,3,32,10.67,0,75.0%,8.00,1,5,5.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,71%,0,0%,0,0%,False,Calvin Ridley,False,19,22
2018.0,2018-11-22,11.0,12.0,23.337,ATL,NOR,L 17-31,False,13,8,93,11.63,1,61.5%,7.15,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,52,74%,0,0%,0,0%,True,Calvin Ridley,False,17,31
2018.0,2018-12-02,12.0,13.0,23.347,ATL,BAL,L 16-26,True,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,64%,0,0%,0,0%,False,Calvin Ridley,False,16,26
2018.0,2018-12-09,13.0,14.0,23.354,ATL,GNB,L 20-34,True,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,62%,0,0%,0,0%,True,Calvin Ridley,False,20,34
2018.0,2018-12-16,14.0,15.0,23.361,ATL,ARI,W 40-14,True,7,5,42,8.40,0,71.4%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,64%,0,0%,1,3%,False,Calvin Ridley,True,40,14
2018.0,2018-12-23,15.0,16.0,24.003,ATL,CAR,W 24-10,False,5,3,90,30.00,1,60.0%,18.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,29,60%,0,0%,0,0%,True,Calvin Ridley,True,24,10
2018.0,2018-12-30,16.0,17.0,24.01,ATL,TAM,W 34-32,True,5,5,32,6.40,1,100.0%,6.40,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,60%,0,0%,0,0%,True,Calvin Ridley,True,34,32
