Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2019.0,2019-09-22,3.0,3.0,,PIT,@,SFO,L 20-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Devlin Hodges
2019.0,2019-09-30,4.0,4.0,,PIT,,CIN,W 27-3,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Devlin Hodges
2019.0,2019-10-06,5.0,5.0,23.177,PIT,,BAL,L 23-26,False,7,9,77.78,68,0,0,98.1,0,0,7.56,7.56,2,20,10.00,0,0,0,0,0,0,0,26,45%,0,0%,0,0%,False,Devlin Hodges
2019.0,2019-10-13,6.0,6.0,23.184,PIT,@,LAC,W 24-17,True,15,20,75.00,132,1,1,87.9,0,0,6.60,5.35,3,8,2.67,0,0,0,0,1,0,0,59,100%,0,0%,0,0%,True,Devlin Hodges
2019.0,2019-10-28,7.0,8.0,,PIT,,MIA,W 27-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Devlin Hodges
2019.0,2019-11-03,8.0,9.0,,PIT,,IND,W 26-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Devlin Hodges
2019.0,2019-11-10,9.0,10.0,,PIT,,LAR,W 17-12,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Devlin Hodges
2019.0,2019-11-14,10.0,11.0,,PIT,@,CLE,L 7-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Devlin Hodges
2019.0,2019-11-24,11.0,12.0,23.226,PIT,@,CIN,W 16-10,False,5,11,45.45,118,1,0,115.0,2,11,10.73,12.55,3,1,0.33,0,0,0,0,0,0,0,33,46%,0,0%,0,0%,True,Devlin Hodges
2019.0,2019-12-01,12.0,13.0,23.233,PIT,,CLE,W 20-13,True,14,21,66.67,212,1,1,95.7,1,13,10.10,8.90,5,2,0.40,0,1,0,0,0,0,0,56,100%,0,0%,0,0%,False,Devlin Hodges
2019.0,2019-12-08,13.0,14.0,23.24,PIT,@,ARI,W 23-17,True,16,19,84.21,152,1,0,117.5,3,17,8.00,9.05,5,34,6.80,0,1,0,0,0,0,0,59,100%,0,0%,0,0%,True,Devlin Hodges
2019.0,2019-12-15,14.0,15.0,23.247,PIT,,BUF,L 10-17,True,23,38,60.53,202,1,4,43.9,4,24,5.32,1.11,1,4,4.00,0,1,0,0,0,0,0,59,100%,0,0%,0,0%,False,Devlin Hodges
2019.0,2019-12-22,15.0,16.0,23.254,PIT,@,NYJ,L 10-16,True,11,17,64.71,84,0,2,37.0,3,19,4.94,-0.35,1,0,0.00,0,1,0,0,2,0,0,34,51%,0,0%,0,0%,True,Devlin Hodges
2019.0,2019-12-29,16.0,17.0,23.261,PIT,@,BAL,L 10-28,True,9,25,36.00,95,0,0,47.9,2,18,3.80,3.80,1,-1,-1.00,0,1,1,0,0,0,0,50,100%,0,0%,0,0%,True,Devlin Hodges
,8 Games,,,,,,,4-4-0,False,100,160,62.50,1063,5,8,71.4,15,102,6.64,5.02,21,68,3.24,0,5,1,0,3,0,0,,,,,,,False,Devlin Hodges
