Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-09-09,1,1,30.058,TAM,CAR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,230,46.00,0,0,0%,0,0%,14,56%,False,True,16,10,Michael Koenen
2012,2012-09-16,2,2,30.065,TAM,NYG,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,252,42.00,0,0,0%,0,0%,19,51%,True,False,34,41,Michael Koenen
2012,2012-09-23,3,3,30.072,TAM,DAL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,331,41.38,0,0,0%,0,0%,13,50%,True,False,10,16,Michael Koenen
2012,2012-09-30,4,4,30.079,TAM,WAS,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,277,46.17,0,0,0%,0,0%,16,47%,False,False,22,24,Michael Koenen
2012,2012-10-14,5,6,30.093,TAM,KAN,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,2,106,53.00,1,0,0%,0,0%,17,61%,False,True,38,10,Michael Koenen
2012,2012-10-21,6,7,30.100,TAM,NOR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,126,42.00,0,0,0%,0,0%,14,47%,False,False,28,35,Michael Koenen
2012,2012-10-25,7,8,30.104,TAM,MIN,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,281,46.83,0,0,0%,0,0%,20,61%,True,True,36,17,Michael Koenen
2012,2012-11-04,8,9,30.114,TAM,OAK,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,154,38.50,0,0,0%,0,0%,19,54%,True,True,42,32,Michael Koenen
2012,2012-11-11,9,10,30.121,TAM,SDG,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,134,44.67,0,0,0%,0,0%,16,57%,False,True,34,24,Michael Koenen
2012,2012-11-18,10,11,30.128,TAM,CAR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,297,49.50,0,0,0%,0,0%,14,47%,True,True,27,21,Michael Koenen
2012,2012-11-25,11,12,30.135,TAM,ATL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,100,50.00,0,0,0%,0,0%,14,54%,False,False,23,24,Michael Koenen
2012,2012-12-02,12,13,30.142,TAM,DEN,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,257,51.40,0,0,0%,0,0%,16,48%,True,False,23,31,Michael Koenen
2012,2012-12-09,13,14,30.149,TAM,PHI,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,424,42.40,0,0,0%,0,0%,17,52%,False,False,21,23,Michael Koenen
2012,2012-12-16,14,15,30.156,TAM,NOR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,195,48.75,0,0,0%,0,0%,6,23%,True,False,0,41,Michael Koenen
2012,2012-12-23,15,16,30.163,TAM,STL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,25,25.00,0,0,0%,0,0%,8,33%,False,False,13,28,Michael Koenen
2012,2012-12-30,16,17,30.170,TAM,ATL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,251,50.20,0,0,0%,0,0%,15,52%,True,True,22,17,Michael Koenen
2013,2013-09-08,1,1,31.057,TAM,NYJ,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,326,46.57,0,0,0%,0,0%,15,48%,True,False,17,18,Michael Koenen
2013,2013-09-15,2,2,31.064,TAM,NOR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,243,40.50,0,0,0%,0,0%,12,46%,False,False,14,16,Michael Koenen
2013,2013-09-22,3,3,31.071,TAM,NWE,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,149,49.67,0,0,0%,0,0%,7,35%,True,False,3,23,Michael Koenen
2013,2013-09-29,4,4,31.078,TAM,ARI,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,322,40.25,0,0,0%,0,0%,14,50%,False,False,10,13,Michael Koenen
2013,2013-10-13,5,6,31.092,TAM,PHI,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,230,46.00,0,0,0%,0,0%,14,47%,False,False,20,31,Michael Koenen
2013,2013-10-20,6,7,31.099,TAM,ATL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,188,37.60,0,0,0%,0,0%,15,50%,True,False,23,31,Michael Koenen
2013,2013-10-24,7,8,31.103,TAM,CAR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,215,43.00,0,0,0%,0,0%,13,45%,False,False,13,31,Michael Koenen
2013,2013-11-03,8,9,31.113,TAM,SEA,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,1,5,0,6,268,44.67,0,0,0%,0,0%,16,55%,True,False,24,27,Michael Koenen
2013,2013-11-11,9,10,31.121,TAM,MIA,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,212,42.40,0,0,0%,0,0%,14,50%,False,True,22,19,Michael Koenen
2013,2013-11-17,10,11,31.127,TAM,ATL,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,168,42.00,0,0,0%,0,0%,21,62%,False,True,41,28,Michael Koenen
2013,2013-11-24,11,12,31.134,TAM,DET,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,218,43.60,0,0,0%,0,0%,16,59%,True,True,24,21,Michael Koenen
2013,2013-12-01,12,13,31.141,TAM,CAR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,190,47.50,0,0,0%,0,0%,10,42%,True,False,6,27,Michael Koenen
2013,2013-12-08,13,14,31.148,TAM,BUF,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,357,44.63,0,0,0%,0,0%,19,59%,False,True,27,6,Michael Koenen
2013,2013-12-15,14,15,31.155,TAM,SFO,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,334,47.71,0,0,0%,0,0%,12,39%,False,False,14,33,Michael Koenen
2013,2013-12-22,15,16,31.162,TAM,STL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,186,46.50,0,0,0%,0,0%,10,43%,True,False,13,23,Michael Koenen
2013,2013-12-29,16,17,31.169,TAM,NOR,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,240,48.00,0,0,0%,0,0%,13,42%,True,False,17,42,Michael Koenen
2014,2014-09-07,1,1,32.056,TAM,CAR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,220,44.00,0,0,0%,0,0%,10,40%,False,False,14,20,Michael Koenen
2014,2014-09-14,2,2,32.063,TAM,STL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,54,54.00,1,0,0%,0,0%,10,43%,False,False,17,19,Michael Koenen
2014,2014-09-18,3,3,32.067,TAM,ATL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,307,43.86,0,0,0%,0,0%,13,39%,True,False,14,56,Michael Koenen
2014,2014-09-28,4,4,32.077,TAM,PIT,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,106,35.33,0,0,0%,0,0%,15,52%,True,True,27,24,Michael Koenen
2014,2014-10-05,5,5,32.084,TAM,NOR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,162,40.50,0,0,0%,0,0%,17,55%,True,False,31,37,Michael Koenen
2014,2014-10-12,6,6,32.091,TAM,BAL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,186,37.20,0,0,0%,0,0%,13,39%,False,False,17,48,Michael Koenen
2014,2014-10-26,7,8,32.105,TAM,MIN,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,302,43.14,0,0,0%,0,0%,14,48%,False,False,13,19,Michael Koenen
2014,2014-11-02,8,9,32.112,TAM,CLE,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,121,30.25,0,0,0%,0,0%,13,48%,True,False,17,22,Michael Koenen
2014,2014-11-09,9,10,32.119,TAM,ATL,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,91,30.33,0,0,0%,0,0%,10,42%,False,False,17,27,Michael Koenen
2014,2014-11-16,10,11,32.126,TAM,WAS,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,165,41.25,0,0,0%,0,0%,15,62%,True,True,27,7,Michael Koenen
2014,2014-11-23,11,12,32.133,TAM,CHI,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,243,40.50,0,0,0%,0,0%,13,42%,True,False,13,21,Michael Koenen
2014,2014-11-30,12,13,32.140,TAM,CIN,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,249,41.50,0,0,0%,0,0%,13,54%,False,False,13,14,Michael Koenen
2014,2014-12-07,13,14,32.147,TAM,DET,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,255,42.50,0,0,0%,0,0%,13,43%,True,False,17,34,Michael Koenen
2014,2014-12-14,14,15,32.154,TAM,CAR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,194,38.80,0,0,0%,0,0%,12,44%,True,False,17,19,Michael Koenen
2014,2014-12-21,15,16,32.161,TAM,GNB,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,336,42.00,0,0,0%,0,0%,10,45%,False,False,3,20,Michael Koenen
2014,2014-12-28,16,17,32.168,TAM,NOR,False,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,163,40.75,0,0,0%,0,0%,14,58%,False,False,20,23,Michael Koenen
,160 Games,,,,,,False,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,0.00,0,4,4,100.0,4,13,30.8,0,16,0.0,23,1,24,0,0,3,0,0,2,4,0,748,31964,42.73,8,,,,,,,False,False,91,0,Michael Koenen
