Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-09-13,1,1,22.344,IND,@,JAX,L 20-27,False,2,2,10,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,53%,0,0%,3,13%,True,Michael Pittman Jr.
2020,2020-09-20,2,2,22.351,IND,,MIN,W 28-11,False,6,4,37,9.25,0,66.7%,6.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,92%,0,0%,0,0%,False,Michael Pittman Jr.
2020,2020-09-27,3,3,22.358,IND,,NYJ,W 36-7,True,4,3,26,8.67,0,75.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,59%,0,0%,0,0%,False,Michael Pittman Jr.
2020,2020-10-04,4,4,,IND,@,CHI,W 19-11,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Michael Pittman Jr.
2020,2020-10-11,5,5,,IND,@,CLE,L 23-32,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Michael Pittman Jr.
2020,2020-10-18,6,6,,IND,,CIN,W 31-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Michael Pittman Jr.
2020,2020-11-01,7,8,23.027,IND,@,DET,W 41-21,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,58%,0,0%,0,0%,True,Michael Pittman Jr.
2020,2020-11-08,8,9,23.034,IND,,BAL,L 10-24,True,7,4,56,14.00,0,57.1%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,87%,0,0%,1,4%,False,Michael Pittman Jr.
2020,2020-11-12,9,10,23.038,IND,@,TEN,W 34-17,True,8,7,101,14.43,0,87.5%,12.63,1,21,21.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,81%,0,0%,0,0%,True,Michael Pittman Jr.
2020,2020-11-22,10,11,23.048,IND,,GNB,W 34-31,True,3,3,66,22.00,1,100.0%,22.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,80%,0,0%,0,0%,False,Michael Pittman Jr.
2020,2020-11-29,11,12,23.055,IND,,TEN,L 26-45,True,9,2,28,14.00,0,22.2%,3.11,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,86%,0,0%,0,0%,False,Michael Pittman Jr.
2020,2020-12-06,12,13,23.062,IND,@,HOU,W 26-20,False,5,5,46,9.20,0,100.0%,9.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,84%,0,0%,0,0%,True,Michael Pittman Jr.
