Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-12-13,13,14,23.069,IND,@,LVR,W 44-27,False,5,2,42,21.00,0,40.0%,8.40,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,90%,0,0%,0,0%,True,Michael Pittman Jr.
2020,2020-12-20,14,15,23.076,IND,,HOU,W 27-20,True,3,2,19,9.50,0,66.7%,6.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,82%,0,0%,4,17%,False,Michael Pittman Jr.
2020,2020-12-27,15,16,23.083,IND,@,PIT,L 24-28,True,6,3,38,12.67,0,50.0%,6.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,72%,0,0%,5,17%,True,Michael Pittman Jr.
2020,2021-01-03,16,17,23.090,IND,,JAX,W 28-14,True,2,2,28,14.00,0,100.0%,14.00,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,87%,0,0%,3,11%,False,Michael Pittman Jr.
2021,2021-09-12,1,1,23.342,IND,,SEA,L 16-28,True,4,3,29,9.67,0,75.0%,7.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,97%,0,0%,0,0%,False,Michael Pittman Jr.
2021,2021-09-19,2,2,23.349,IND,,LAR,L 24-27,True,12,8,123,15.38,0,66.7%,10.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,90%,0,0%,0,0%,False,Michael Pittman Jr.
2021,2021-09-26,3,3,23.356,IND,@,TEN,L 16-25,True,12,6,68,11.33,0,50.0%,5.67,1,5,5.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,93%,0,0%,0,0%,True,Michael Pittman Jr.
2021,2021-10-03,4,4,23.363,IND,@,MIA,W 27-17,True,8,6,59,9.83,0,75.0%,7.38,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,86%,0,0%,2,7%,True,Michael Pittman Jr.
2021,2021-10-11,5,5,24.006,IND,@,BAL,L 25-31,True,7,6,89,14.83,1,85.7%,12.71,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,88%,0,0%,0,0%,True,Michael Pittman Jr.
2021,2021-10-17,6,6,24.012,IND,,HOU,W 31-3,True,3,2,35,17.50,0,66.7%,11.67,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,96%,0,0%,0,0%,False,Michael Pittman Jr.
2021,2021-10-24,7,7,24.019,IND,@,SFO,W 30-18,True,4,4,105,26.25,1,100.0%,26.25,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62,91%,0,0%,0,0%,True,Michael Pittman Jr.
2021,2021-10-31,8,8,24.026,IND,,TEN,L 31-34,True,15,10,86,8.60,2,66.7%,5.73,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,77,96%,0,0%,0,0%,False,Michael Pittman Jr.
2021,2021-11-04,9,9,24.030,IND,,NYJ,W 45-30,True,6,5,64,12.80,1,83.3%,10.67,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,53,85%,0,0%,2,7%,False,Michael Pittman Jr.
2021,2021-11-14,10,10,24.040,IND,,JAX,W 23-17,True,5,5,71,14.20,0,100.0%,14.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,88%,0,0%,0,0%,False,Michael Pittman Jr.
2021,2021-11-21,11,11,24.047,IND,@,BUF,W 41-15,True,5,2,23,11.50,0,40.0%,4.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,75%,0,0%,1,4%,True,Michael Pittman Jr.
2021,2021-11-28,12,12,24.054,IND,,TAM,L 31-38,True,10,4,53,13.25,0,40.0%,5.30,0,0,,0,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,65,94%,0,0%,0,0%,False,Michael Pittman Jr.
2021,2021-12-05,13,13,24.061,IND,@,HOU,W 31-0,True,8,6,77,12.83,0,75.0%,9.63,2,33,16.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,75%,0,0%,0,0%,True,Michael Pittman Jr.
2021,2021-12-18,14,15,24.074,IND,,NWE,W 27-17,True,5,1,7,7.00,0,20.0%,1.40,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,54%,0,0%,0,0%,False,Michael Pittman Jr.
2021,2021-12-25,15,16,24.081,IND,@,ARI,W 22-16,True,12,8,82,10.25,0,66.7%,6.83,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,97%,0,0%,1,4%,True,Michael Pittman Jr.
2021,2022-01-02,16,17,24.089,IND,,LVR,L 20-23,True,6,6,47,7.83,0,100.0%,7.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,95%,0,0%,0,0%,False,Michael Pittman Jr.
2021,2022-01-09,17,18,24.096,IND,@,JAX,L 11-26,True,7,6,64,10.67,1,85.7%,9.14,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,50,88%,0,0%,1,5%,True,Michael Pittman Jr.
,30 Games,,,,,,,18-12-0,False,190,128,1585,12.38,7,67.4%,8.34,8,70,8.75,0,1,7,44,0.0,1,1,2,0,0,1,0,0,0,0,0,,,,,,,False,Michael Pittman Jr.
