Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-09-09,1,1,24.238,SDG,CHI,True,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,14,3,Vincent Jackson
2007,2007-09-16,2,2,24.245,SDG,NWE,True,6,4,53,13.25,0,66.7%,8.83,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,14,38,Vincent Jackson
2007,2007-09-23,3,3,24.252,SDG,GNB,True,7,6,98,16.33,1,85.7%,14.00,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,24,31,Vincent Jackson
2007,2007-09-30,4,4,24.259,SDG,KAN,True,9,3,52,17.33,0,33.3%,5.78,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,16,30,Vincent Jackson
2007,2007-10-07,5,5,24.266,SDG,DEN,True,4,3,84,28.00,1,75.0%,21.00,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,41,3,Vincent Jackson
2007,2007-10-14,6,6,24.273,SDG,OAK,True,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,28,14,Vincent Jackson
2007,2007-10-28,7,8,24.287,SDG,HOU,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,35,10,Vincent Jackson
2007,2007-11-04,8,9,24.294,SDG,MIN,True,7,1,16,16.00,0,14.3%,2.29,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,35,Vincent Jackson
2007,2007-11-11,9,10,24.301,SDG,IND,True,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,23,21,Vincent Jackson
2007,2007-11-18,10,11,24.308,SDG,JAX,True,4,1,20,20.00,0,25.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,24,Vincent Jackson
2007,2007-11-25,11,12,24.315,SDG,BAL,True,6,5,65,13.00,0,83.3%,10.83,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,32,14,Vincent Jackson
2007,2007-12-02,12,13,24.322,SDG,KAN,True,4,1,38,38.00,1,25.0%,9.50,0,0,,0,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,24,10,Vincent Jackson
2007,2007-12-09,13,14,24.329,SDG,TEN,True,7,3,47,15.67,0,42.9%,6.71,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,23,17,Vincent Jackson
2007,2007-12-16,14,15,24.336,SDG,DET,True,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,51,14,Vincent Jackson
2007,2007-12-24,15,16,24.344,SDG,DEN,True,6,4,46,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,23,3,Vincent Jackson
2007,2007-12-30,16,17,24.350,SDG,OAK,True,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,30,17,Vincent Jackson
2008,2008-09-07,1,1,25.237,SDG,CAR,True,4,3,47,15.67,1,75.0%,11.75,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,24,26,Vincent Jackson
2008,2008-09-14,2,2,25.244,SDG,DEN,True,8,6,73,12.17,0,75.0%,9.13,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,38,39,Vincent Jackson
2008,2008-09-22,3,3,25.252,SDG,NYJ,True,5,3,74,24.67,0,60.0%,14.80,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,48,29,Vincent Jackson
2008,2008-09-28,4,4,25.258,SDG,OAK,True,8,3,52,17.33,0,37.5%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,28,18,Vincent Jackson
2008,2008-10-05,5,5,25.265,SDG,MIA,True,5,2,56,28.00,0,40.0%,11.20,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,17,Vincent Jackson
2008,2008-10-12,6,6,25.272,SDG,NWE,True,10,5,134,26.80,1,50.0%,13.40,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,30,10,Vincent Jackson
2008,2008-10-19,7,7,25.279,SDG,BUF,True,5,4,42,10.50,1,80.0%,8.40,1,31,31.00,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,23,Vincent Jackson
2008,2008-10-26,8,8,25.286,SDG,NOR,True,7,4,60,15.00,1,57.1%,8.57,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,32,37,Vincent Jackson
2008,2008-11-09,9,10,25.300,SDG,KAN,True,9,5,83,16.60,0,55.6%,9.22,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,19,Vincent Jackson
2008,2008-11-16,10,11,25.307,SDG,PIT,True,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,11,Vincent Jackson
2008,2008-11-23,11,12,25.314,SDG,IND,True,2,2,57,28.50,1,100.0%,28.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,23,Vincent Jackson
2008,2008-11-30,12,13,25.321,SDG,ATL,True,2,0,0,,0,0.0%,0.00,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,16,22,Vincent Jackson
2008,2008-12-04,13,14,25.325,SDG,OAK,True,9,5,148,29.60,1,55.6%,16.44,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,7,Vincent Jackson
2008,2008-12-14,14,15,25.335,SDG,KAN,True,8,6,89,14.83,1,75.0%,11.13,1,8,8.00,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,True,22,21,Vincent Jackson
2008,2008-12-21,15,16,25.342,SDG,TAM,True,10,7,111,15.86,0,70.0%,11.10,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,41,24,Vincent Jackson
2008,2008-12-28,16,17,25.349,SDG,DEN,True,2,2,47,23.50,0,100.0%,23.50,2,30,15.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,52,21,Vincent Jackson
2009,2009-09-14,1,1,26.243,SDG,OAK,True,7,5,56,11.20,1,71.4%,8.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,24,20,Vincent Jackson
2009,2009-09-20,2,2,26.249,SDG,BAL,True,7,6,141,23.50,1,85.7%,20.14,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,False,False,26,31,Vincent Jackson
2009,2009-09-27,3,3,26.256,SDG,MIA,True,8,5,120,24.00,0,62.5%,15.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,13,Vincent Jackson
2009,2009-10-04,4,4,26.263,SDG,PIT,True,7,4,56,14.00,0,57.1%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,28,38,Vincent Jackson
2009,2009-10-19,5,6,26.278,SDG,DEN,True,7,4,46,11.50,1,57.1%,6.57,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,34,Vincent Jackson
2009,2009-10-25,6,7,26.284,SDG,KAN,True,9,5,142,28.40,1,55.6%,15.78,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,37,7,Vincent Jackson
2009,2009-11-01,7,8,26.291,SDG,OAK,True,12,8,103,12.88,1,66.7%,8.58,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,16,Vincent Jackson
2009,2009-11-08,8,9,26.298,SDG,NYG,True,7,5,58,11.60,2,71.4%,8.29,1,-4,-4.00,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,21,20,Vincent Jackson
2009,2009-11-15,9,10,26.305,SDG,PHI,True,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,23,Vincent Jackson
2009,2009-11-22,10,11,26.312,SDG,DEN,True,6,4,56,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,32,3,Vincent Jackson
2009,2009-11-29,11,12,26.319,SDG,KAN,True,5,2,27,13.50,0,40.0%,5.40,1,12,12.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,43,14,Vincent Jackson
2009,2009-12-06,12,13,26.326,SDG,CLE,True,4,2,54,27.00,0,50.0%,13.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,23,Vincent Jackson
2009,2009-12-13,13,14,26.333,SDG,DAL,True,11,7,120,17.14,0,63.6%,10.91,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,20,17,Vincent Jackson
2009,2009-12-20,14,15,26.340,SDG,CIN,True,7,5,108,21.60,2,71.4%,15.43,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,24,Vincent Jackson
2009,2009-12-25,15,16,26.345,SDG,TEN,True,8,5,70,14.00,0,62.5%,8.75,1,3,3.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,42,17,Vincent Jackson
2009,2010-01-03,16,17,,SDG,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,23,20,Vincent Jackson
2010,2010-10-31,8,8,,SDG,TEN,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,True,33,25,Vincent Jackson
2010,2010-11-07,9,9,,SDG,HOU,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,True,29,23,Vincent Jackson
2010,2010-11-22,10,11,,SDG,DEN,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,True,35,14,Vincent Jackson
2010,2010-11-28,11,12,27.318,SDG,IND,True,,,,,,0.0%,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,36,14,Vincent Jackson
2010,2010-12-05,12,13,,SDG,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,28,Vincent Jackson
2010,2010-12-12,13,14,27.332,SDG,KAN,True,3,2,29,14.50,0,66.7%,9.67,1,14,14.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,0,Vincent Jackson
2010,2010-12-16,14,15,27.336,SDG,SFO,True,7,5,112,22.40,3,71.4%,16.00,0,0,,0,0,0,,0,,3,18,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,7,Vincent Jackson
2010,2010-12-26,15,16,27.346,SDG,CIN,True,9,4,54,13.50,0,44.4%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,1,-6,0,,,,,,,True,False,20,34,Vincent Jackson
2010,2011-01-02,16,17,27.353,SDG,DEN,True,5,3,53,17.67,0,60.0%,10.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,28,Vincent Jackson
2011,2011-09-11,1,1,28.240,SDG,MIN,True,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,17,Vincent Jackson
2011,2011-09-18,2,2,28.247,SDG,NWE,True,15,10,172,17.20,2,66.7%,11.47,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,21,35,Vincent Jackson
2011,2011-09-25,3,3,28.254,SDG,KAN,True,8,5,63,12.60,0,62.5%,7.88,1,1,1.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,17,Vincent Jackson
2011,2011-10-02,4,4,28.261,SDG,MIA,True,4,3,108,36.00,1,75.0%,27.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,26,16,Vincent Jackson
2011,2011-10-09,5,5,28.268,SDG,DEN,True,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,29,24,Vincent Jackson
2011,2011-10-23,6,7,28.282,SDG,NYJ,True,8,1,15,15.00,0,12.5%,1.88,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,21,27,Vincent Jackson
2011,2011-10-31,7,8,28.290,SDG,KAN,True,8,3,49,16.33,0,37.5%,6.13,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,20,23,Vincent Jackson
2011,2011-11-06,8,9,28.296,SDG,GNB,True,12,7,141,20.14,3,58.3%,11.75,0,0,,0,0,0,,0,,3,18,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,38,45,Vincent Jackson
2011,2011-11-10,9,10,28.300,SDG,OAK,True,7,1,22,22.00,0,14.3%,3.14,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,17,24,Vincent Jackson
2011,2011-11-20,10,11,28.310,SDG,CHI,True,9,7,165,23.57,1,77.8%,18.33,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,20,31,Vincent Jackson
2011,2011-11-27,11,12,28.317,SDG,DEN,True,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,16,Vincent Jackson
2011,2011-12-05,12,13,28.325,SDG,JAX,True,5,4,72,18.00,1,80.0%,14.40,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,14,Vincent Jackson
2011,2011-12-11,13,14,28.331,SDG,BUF,True,9,5,55,11.00,0,55.6%,6.11,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,37,10,Vincent Jackson
2011,2011-12-18,14,15,28.338,SDG,BAL,True,6,3,84,28.00,0,50.0%,14.00,1,9,9.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,14,Vincent Jackson
2011,2011-12-24,15,16,28.344,SDG,DET,True,7,2,41,20.50,0,28.6%,5.86,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,38,Vincent Jackson
