Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-09-08,1.0,1.0,23.193,DET,MIN,W 34-24,False,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,1,0,0,1,-9,0,4,152,38.00,0,0,0%,0,0%,18,55%,False,Sam Martin,True,34,24
2013.0,2013-09-15,2.0,2.0,23.2,DET,ARI,L 21-25,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,261,52.20,0,0,0%,0,0%,15,47%,True,Sam Martin,False,21,25
2013.0,2013-09-22,3.0,3.0,23.207,DET,WAS,W 27-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,315,52.50,0,0,0%,0,0%,18,56%,True,Sam Martin,True,27,20
2013.0,2013-09-29,4.0,4.0,23.214,DET,CHI,W 40-32,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,150,50.00,0,0,0%,0,0%,20,57%,False,Sam Martin,True,40,32
2013.0,2013-10-06,5.0,5.0,23.221,DET,GNB,L 9-22,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,311,51.83,0,0,0%,0,0%,10,38%,True,Sam Martin,False,9,22
2013.0,2013-10-13,6.0,6.0,23.228,DET,CLE,W 31-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,229,45.80,0,0,0%,0,0%,16,55%,True,Sam Martin,True,31,17
2013.0,2013-10-20,7.0,7.0,23.235,DET,CIN,L 24-27,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,4,173,43.25,0,0,0%,0,0%,14,48%,False,Sam Martin,False,24,27
2013.0,2013-10-27,8.0,8.0,23.242,DET,DAL,W 31-30,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,203,50.75,0,0,0%,0,0%,15,43%,False,Sam Martin,True,31,30
2013.0,2013-11-10,9.0,10.0,23.256,DET,CHI,W 21-19,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,178,44.50,0,0,0%,0,0%,12,48%,True,Sam Martin,True,21,19
2013.0,2013-11-17,10.0,11.0,23.263,DET,PIT,L 27-37,False,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,1,1,0,0,0,0,3,152,50.67,0,0,0%,0,0%,15,43%,True,Sam Martin,False,27,37
2013.0,2013-11-24,11.0,12.0,23.27,DET,TAM,L 21-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,151,50.33,1,0,0%,0,0%,11,41%,False,Sam Martin,False,21,24
2013.0,2013-11-28,12.0,13.0,23.274,DET,GNB,W 40-10,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,1,33,33.00,0,0,0%,0,0%,15,56%,False,Sam Martin,True,40,10
2013.0,2013-12-08,13.0,14.0,23.284,DET,PHI,L 20-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,236,39.33,0,0,0%,0,0%,11,48%,True,Sam Martin,False,20,34
2013.0,2013-12-16,14.0,15.0,23.292,DET,BAL,L 16-18,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,230,46.00,0,0,0%,0,0%,7,25%,False,Sam Martin,False,16,18
2013.0,2013-12-22,15.0,16.0,23.298,DET,NYG,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,270,45.00,0,0,0%,0,0%,9,29%,False,Sam Martin,False,20,23
2013.0,2013-12-29,16.0,17.0,23.305,DET,MIN,L 13-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,7,355,50.71,0,0,0%,0,0%,11,42%,True,Sam Martin,False,13,14
2014.0,2014-09-08,1.0,1.0,24.193,DET,NYG,W 35-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,109,54.50,0,0,0%,0,0%,15,58%,False,Sam Martin,True,35,14
2014.0,2014-09-14,2.0,2.0,24.199,DET,CAR,L 7-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,233,46.60,0,0,0%,0,0%,10,38%,True,Sam Martin,False,7,24
2014.0,2014-09-21,3.0,3.0,24.206,DET,GNB,W 19-7,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,2,104,52.00,0,0,0%,0,0%,11,55%,False,Sam Martin,True,19,7
2014.0,2014-09-28,4.0,4.0,24.213,DET,NYJ,W 24-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,306,51.00,0,0,0%,0,0%,17,57%,True,Sam Martin,True,24,17
2014.0,2014-10-05,5.0,5.0,24.22,DET,BUF,L 14-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,7,330,47.14,0,0,0%,0,0%,15,47%,False,Sam Martin,False,14,17
2014.0,2014-10-12,6.0,6.0,24.227,DET,MIN,W 17-3,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,7,341,48.71,0,0,0%,0,0%,17,63%,True,Sam Martin,True,17,3
2014.0,2014-10-19,7.0,7.0,24.234,DET,NOR,W 24-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,213,42.60,0,0,0%,0,0%,14,50%,False,Sam Martin,True,24,23
2014.0,2014-10-26,8.0,8.0,24.241,DET,ATL,W 22-21,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,124,41.33,0,0,0%,0,0%,12,52%,True,Sam Martin,True,22,21
2014.0,2014-11-09,9.0,10.0,24.255,DET,MIA,W 20-16,False,0,0,,0,2,2,100.00,27,0,0,118.7,0,0,13.50,13.50,0.0,0,0,0,,,0,0,0,0,0,0,3,137,45.67,0,0,0%,0,0%,15,52%,False,Sam Martin,True,20,16
2014.0,2014-11-16,10.0,11.0,24.262,DET,ARI,L 6-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,249,41.50,0,0,0%,0,0%,11,52%,True,Sam Martin,False,6,14
2014.0,2014-11-23,11.0,12.0,24.269,DET,NWE,L 9-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,231,46.20,0,0,0%,0,0%,13,42%,True,Sam Martin,False,9,34
2014.0,2014-11-27,12.0,13.0,24.273,DET,CHI,W 34-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,153,51.00,0,0,0%,0,0%,16,55%,False,Sam Martin,True,34,17
2014.0,2014-12-07,13.0,14.0,24.283,DET,TAM,W 34-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,3,155,51.67,0,0,0%,0,0%,17,57%,False,Sam Martin,True,34,17
2014.0,2014-12-14,14.0,15.0,24.29,DET,MIN,W 16-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,6,266,44.33,0,0,0%,0,0%,14,58%,False,Sam Martin,True,16,14
2014.0,2014-12-21,15.0,16.0,24.297,DET,CHI,W 20-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,1,35,35.00,0,0,0%,0,0%,11,48%,True,Sam Martin,True,20,14
2014.0,2014-12-28,16.0,17.0,24.304,DET,GNB,L 20-30,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,152,38.00,0,0,0%,0,0%,11,46%,True,Sam Martin,False,20,30
2015.0,2015-09-13,1.0,1.0,25.198,DET,SDG,L 28-33,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,176,35.20,0,0,0%,0,0%,14,48%,True,Sam Martin,False,28,33
2015.0,2015-09-20,2.0,2.0,25.205,DET,MIN,L 16-26,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,177,44.25,0,0,0%,0,0%,9,38%,True,Sam Martin,False,16,26
2015.0,2015-09-27,3.0,3.0,25.212,DET,DEN,L 12-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,266,53.20,0,0,0%,0,0%,9,38%,False,Sam Martin,False,12,24
2015.0,2015-10-05,4.0,4.0,25.22,DET,SEA,L 10-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,8,367,45.88,0,0,0%,0,0%,11,46%,True,Sam Martin,False,10,13
2015.0,2015-10-11,5.0,5.0,25.226,DET,ARI,L 17-42,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,172,43.00,0,0,0%,0,0%,10,33%,False,Sam Martin,False,17,42
2015.0,2015-10-18,6.0,6.0,25.233,DET,CHI,W 37-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,221,55.25,0,0,0%,0,0%,19,50%,False,Sam Martin,True,37,34
2015.0,2015-10-25,7.0,7.0,25.24,DET,MIN,L 19-28,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,296,49.33,0,0,0%,0,0%,13,42%,False,Sam Martin,False,19,28
2015.0,2015-11-01,8.0,8.0,25.247,DET,KAN,L 10-45,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,282,47.00,0,0,0%,0,0%,11,37%,True,Sam Martin,False,10,45
2015.0,2015-11-15,9.0,10.0,25.261,DET,GNB,W 18-16,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,1,1,0,0,0,0,0,0,0,0,7,297,42.43,0,0,0%,0,0%,15,47%,True,Sam Martin,True,18,16
2015.0,2015-11-22,10.0,11.0,25.268,DET,OAK,W 18-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,5,238,47.60,0,0,0%,0,0%,14,52%,False,Sam Martin,True,18,13
2015.0,2015-11-26,11.0,12.0,25.272,DET,PHI,W 45-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,0,0,0,0,0,0,4,184,46.00,0,0,0%,0,0%,19,61%,False,Sam Martin,True,45,14
