Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-09-09,1.0,1.0,,HOU,SDG,W 31-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Case Keenum,True,31,28
2013.0,2013-09-15,2.0,2.0,,HOU,TEN,W 30-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Case Keenum,True,30,24
2013.0,2013-09-22,3.0,3.0,,HOU,BAL,L 9-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Case Keenum,False,9,30
2013.0,2013-09-29,4.0,4.0,,HOU,SEA,L 20-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Case Keenum,False,20,23
2013.0,2013-10-06,5.0,5.0,,HOU,SFO,L 3-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Case Keenum,False,3,34
2013.0,2013-10-13,6.0,6.0,,HOU,STL,L 13-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Case Keenum,False,13,38
2013.0,2013-10-20,7.0,7.0,25.245,HOU,KAN,L 16-17,True,15,25,60.00,271,1,0,110.6,5,50,10.84,11.64,3,10,3.33,0,0,0,2,1,0,0,0,0,56,100%,0,0%,0,0%,True,Case Keenum,False,16,17
2013.0,2013-11-03,8.0,9.0,25.259,HOU,IND,L 24-27,True,20,34,58.82,350,3,0,123.4,1,10,10.29,12.06,3,26,8.67,0,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Case Keenum,False,24,27
2013.0,2013-11-10,9.0,10.0,25.266,HOU,ARI,L 24-27,True,22,43,51.16,201,3,0,87.5,3,42,4.67,6.07,2,13,6.50,0,0,0,1,1,0,0,0,0,68,100%,0,0%,0,0%,True,Case Keenum,False,24,27
2013.0,2013-11-17,10.0,11.0,25.273,HOU,OAK,L 23-28,True,13,24,54.17,170,1,1,73.3,2,21,7.08,6.04,0,0,,0,0,0,1,0,0,0,0,0,39,53%,0,0%,0,0%,False,Case Keenum,False,23,28
