Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-09-14,1,1,26.052,DEN,,TEN,L 14-16,True,7,24,3.43,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,32%,0,0%,0,0%,False,Phillip Lindsay
2020,2020-09-20,2,2,,DEN,@,PIT,L 21-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Phillip Lindsay
2020,2020-09-27,3,3,,DEN,,TAM,L 10-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Phillip Lindsay
2020,2020-10-01,4,4,,DEN,@,NYJ,W 37-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Phillip Lindsay
2020,2020-10-18,5,6,26.086,DEN,@,NWE,W 18-12,True,23,101,4.39,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,63%,0,0%,1,4%,True,Phillip Lindsay
2020,2020-10-25,6,7,26.093,DEN,,KAN,L 16-43,True,9,79,8.78,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,18%,0,0%,0,0%,False,Phillip Lindsay
2020,2020-11-01,7,8,26.100,DEN,,LAC,W 31-30,False,6,83,13.83,1,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,45%,0,0%,0,0%,False,Phillip Lindsay
2020,2020-11-08,8,9,26.107,DEN,@,ATL,L 27-34,True,8,23,2.88,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,38%,0,0%,0,0%,True,Phillip Lindsay
2020,2020-11-15,9,10,26.114,DEN,@,LVR,L 12-37,False,4,2,0.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,30%,0,0%,0,0%,True,Phillip Lindsay
2020,2020-11-22,10,11,26.121,DEN,,MIA,W 20-13,True,16,82,5.13,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,42%,0,0%,0,0%,False,Phillip Lindsay
2020,2020-11-29,11,12,26.128,DEN,,NOR,L 3-31,True,9,20,2.22,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,33%,0,0%,0,0%,False,Phillip Lindsay
2020,2020-12-06,12,13,26.135,DEN,@,KAN,L 16-22,True,14,26,1.86,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,39%,0,0%,0,0%,True,Phillip Lindsay
2020,2020-12-13,13,14,26.142,DEN,@,CAR,W 32-27,False,11,24,2.18,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,48%,0,0%,0,0%,True,Phillip Lindsay
2020,2020-12-19,14,15,26.148,DEN,,BUF,L 19-48,True,11,38,3.45,0,3,3,7,2.33,0,100.0%,2.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,36%,0,0%,0,0%,False,Phillip Lindsay
2020,2020-12-27,15,16,,DEN,@,LAC,L 16-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Phillip Lindsay
2020,2021-01-03,16,17,,DEN,,LVR,L 31-32,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Phillip Lindsay
2021,2021-09-12,1,1,27.050,HOU,,JAX,W 37-21,False,8,25,3.13,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,20,26%,0,0%,3,9%,False,Phillip Lindsay
2021,2021-09-19,2,2,27.057,HOU,@,CLE,L 21-31,False,5,2,0.40,0,1,1,22,22.00,1,100.0%,22.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,14,23%,0,0%,6,24%,True,Phillip Lindsay
2021,2021-09-23,3,3,27.061,HOU,,CAR,L 9-24,False,7,5,0.71,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,16%,0,0%,5,22%,False,Phillip Lindsay
2021,2021-10-03,4,4,27.071,HOU,@,BUF,L 0-40,False,4,-1,-0.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,17%,0,0%,3,13%,True,Phillip Lindsay
2021,2021-10-10,5,5,27.078,HOU,,NWE,L 22-25,False,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,22%,0,0%,0,0%,False,Phillip Lindsay
2021,2021-10-17,6,6,27.085,HOU,@,IND,L 3-31,False,7,39,5.57,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,15%,0,0%,0,0%,True,Phillip Lindsay
2021,2021-10-24,7,7,27.092,HOU,@,ARI,L 5-31,False,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,7%,0,0%,3,12%,True,Phillip Lindsay
2021,2021-10-31,8,8,27.099,HOU,,LAR,L 22-38,False,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,13%,0,0%,0,0%,False,Phillip Lindsay
2021,2021-11-07,9,9,27.106,HOU,@,MIA,L 9-17,True,8,28,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,20%,0,0%,1,4%,True,Phillip Lindsay
2021,2021-11-21,10,11,27.120,HOU,@,TEN,W 22-13,False,1,-3,-3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,Phillip Lindsay
2021,2021-11-28,12,12,27.127,MIA,,CAR,W 33-10,False,12,42,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,20%,0,0%,0,0%,False,Phillip Lindsay
2021,2021-12-05,13,13,,MIA,,NYG,W 20-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Phillip Lindsay
2021,2021-12-19,14,15,,MIA,,NYJ,W 31-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Phillip Lindsay
2021,2021-12-27,15,16,27.156,MIA,@,NOR,W 20-3,False,13,36,2.77,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,29%,0,0%,1,4%,True,Phillip Lindsay
2021,2022-01-02,16,17,27.162,MIA,@,TEN,L 3-34,False,2,1,0.50,0,1,1,8,8.00,0,100.0%,8.00,2,34,17.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,11%,0,0%,7,27%,True,Phillip Lindsay
2021,2022-01-09,17,18,27.169,MIA,,NWE,W 33-24,False,11,40,3.64,0,0,0,0,,0,0.0%,,2,38,19.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,22%,0,0%,5,17%,False,Phillip Lindsay
,56 Games,,,,,,,22-34-0,False,622,2799,4.50,18,114,81,510,6.30,2,71.1%,4.47,11,235,21.36,0,3,23,7.67,0,20,120,0.0,1,0,1,0,0,0,0,0,2,7,0,,,,,,,False,Phillip Lindsay
