Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-09-11,1.0,1.0,21.051,DAL,NYG,L 19-20,True,20,51,2.55,1,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,62%,0,0%,0,0%,False,Ezekiel Elliott,False,19,20
2016.0,2016-09-18,2.0,2.0,21.058,DAL,WAS,W 27-23,True,21,83,3.95,1,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,2,1,0,0,0,0,43,63%,0,0%,0,0%,True,Ezekiel Elliott,True,27,23
2016.0,2016-09-25,3.0,3.0,21.065,DAL,CHI,W 31-17,True,30,140,4.67,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,75%,0,0%,1,4%,False,Ezekiel Elliott,True,31,17
2016.0,2016-10-02,4.0,4.0,21.072,DAL,SFO,W 24-17,True,23,138,6.00,1,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,47,62%,0,0%,0,0%,True,Ezekiel Elliott,True,24,17
2016.0,2016-10-09,5.0,5.0,21.079,DAL,CIN,W 28-14,True,15,134,8.93,2,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,45,79%,0,0%,2,9%,False,Ezekiel Elliott,True,28,14
2016.0,2016-10-16,6.0,6.0,21.086,DAL,GNB,W 30-16,True,28,157,5.61,0,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,91%,0,0%,1,4%,True,Ezekiel Elliott,True,30,16
2016.0,2016-10-30,7.0,8.0,21.1,DAL,PHI,W 29-23,True,22,96,4.36,0,4,4,52,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,83%,0,0%,0,0%,False,Ezekiel Elliott,True,29,23
2016.0,2016-11-06,8.0,9.0,21.107,DAL,CLE,W 35-10,True,18,92,5.11,2,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0,0,0,0,1,0,0,1,0,0,44,60%,0,0%,0,0%,True,Ezekiel Elliott,True,35,10
2016.0,2016-11-13,9.0,10.0,21.114,DAL,PIT,W 35-30,True,21,114,5.43,2,2,2,95,47.50,1,100.0%,47.50,0,0,,0,0,0,,0,0,,,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,43,66%,0,0%,0,0%,True,Ezekiel Elliott,True,35,30
2016.0,2016-11-20,10.0,11.0,21.121,DAL,BAL,W 27-17,True,25,97,3.88,0,5,4,30,7.50,0,80.0%,6.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,70%,0,0%,0,0%,False,Ezekiel Elliott,True,27,17
