Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-11-25,11,12,22.138,CLE,PIT,True,29,85,2.93,1,4,4,27,6.75,0,100.0%,6.75,1,6,0,0,0,0,0,0,65,97%,0,0%,0,0%,False,True,20,14,Trent Richardson
2012,2012-12-02,12,13,22.145,CLE,OAK,True,20,72,3.60,1,5,3,23,7.67,0,60.0%,4.60,1,6,0,0,0,0,0,0,56,82%,0,0%,0,0%,True,True,20,17,Trent Richardson
2012,2012-12-09,13,14,22.152,CLE,KAN,True,18,42,2.33,2,2,1,9,9.00,0,50.0%,4.50,2,12,0,0,0,0,0,0,49,70%,0,0%,0,0%,False,True,30,7,Trent Richardson
2012,2012-12-16,14,15,22.159,CLE,WAS,True,11,28,2.55,2,4,3,4,1.33,0,75.0%,1.00,2,12,0,0,0,0,0,0,37,70%,0,0%,0,0%,False,False,21,38,Trent Richardson
2012,2012-12-23,15,16,22.166,CLE,DEN,True,9,53,5.89,0,4,3,15,5.00,0,75.0%,3.75,0,0,0,0,0,0,0,0,43,67%,0,0%,0,0%,True,False,12,34,Trent Richardson
2012,2012-12-30,16,17,,CLE,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,24,Trent Richardson
2013,2013-09-08,1,1,23.060,CLE,MIA,True,13,47,3.62,0,6,2,30,15.00,0,33.3%,5.00,0,0,0,0,0,0,0,0,51,66%,0,0%,0,0%,False,False,10,23,Trent Richardson
2013,2013-09-15,2,2,23.067,CLE,BAL,True,18,58,3.22,0,5,5,21,4.20,0,100.0%,4.20,0,0,0,0,0,0,0,0,39,62%,0,0%,0,0%,True,False,6,14,Trent Richardson
2013,2013-09-22,3,3,23.074,IND,SFO,False,13,35,2.69,1,3,0,0,,0,0.0%,0.00,1,6,0,0,0,0,0,0,29,40%,0,0%,0,0%,True,True,27,7,Trent Richardson
2013,2013-09-29,4,4,23.081,IND,JAX,True,20,60,3.00,1,1,1,6,6.00,0,100.0%,6.00,1,6,0,0,0,0,0,0,56,73%,0,0%,0,0%,True,True,37,3,Trent Richardson
2013,2013-10-06,5,5,23.088,IND,SEA,True,18,56,3.11,0,1,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,47,72%,0,0%,0,0%,False,True,34,28,Trent Richardson
2013,2013-10-14,6,6,23.096,IND,SDG,True,10,40,4.00,0,2,1,13,13.00,0,50.0%,6.50,0,0,0,0,0,0,0,0,24,50%,0,0%,0,0%,True,False,9,19,Trent Richardson
2013,2013-10-20,7,7,23.102,IND,DEN,True,14,37,2.64,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,38,51%,0,0%,0,0%,False,True,39,33,Trent Richardson
2013,2013-11-03,8,9,23.116,IND,HOU,True,8,20,2.50,0,3,2,33,16.50,0,66.7%,11.00,0,0,0,0,0,0,0,0,39,63%,0,0%,0,0%,True,True,27,24,Trent Richardson
2013,2013-11-10,9,10,23.123,IND,STL,True,5,2,0.40,0,5,3,33,11.00,0,60.0%,6.60,0,0,0,0,0,0,0,0,37,50%,0,0%,0,0%,False,False,8,38,Trent Richardson
2013,2013-11-14,10,11,23.127,IND,TEN,True,8,22,2.75,0,5,5,31,6.20,0,100.0%,6.20,0,0,0,0,0,0,0,0,33,46%,0,0%,0,0%,True,True,30,27,Trent Richardson
2013,2013-11-24,11,12,23.137,IND,ARI,True,7,15,2.14,0,2,2,11,5.50,0,100.0%,5.50,0,0,0,0,0,0,0,0,40,67%,0,0%,0,0%,True,False,11,40,Trent Richardson
2013,2013-12-01,12,13,23.144,IND,TEN,False,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,13,20%,0,0%,0,0%,False,True,22,14,Trent Richardson
2013,2013-12-08,13,14,23.151,IND,CIN,False,6,20,3.33,0,6,5,68,13.60,0,83.3%,11.33,0,0,0,0,0,0,0,0,24,40%,0,0%,0,0%,True,False,28,42,Trent Richardson
2013,2013-12-15,14,15,23.158,IND,HOU,False,19,64,3.37,0,6,4,38,9.50,1,66.7%,6.33,1,6,1,0,0,0,0,0,49,70%,0,0%,0,0%,False,True,25,3,Trent Richardson
2013,2013-12-22,15,16,23.165,IND,KAN,False,16,43,2.69,0,5,3,15,5.00,0,60.0%,3.00,0,0,0,0,0,0,0,0,47,63%,0,0%,0,0%,True,True,23,7,Trent Richardson
2013,2013-12-29,16,17,23.172,IND,JAX,False,8,25,3.13,1,2,2,17,8.50,0,100.0%,8.50,1,6,0,0,0,0,0,0,26,37%,0,0%,0,0%,False,True,30,10,Trent Richardson
2014,2014-09-07,1,1,24.059,IND,DEN,True,6,20,3.33,0,4,3,31,10.33,0,75.0%,7.75,0,0,0,0,0,0,0,0,29,39%,0,0%,0,0%,True,False,24,31,Trent Richardson
2014,2014-09-15,2,2,24.067,IND,PHI,True,21,79,3.76,0,1,1,16,16.00,0,100.0%,16.00,0,0,2,1,0,0,0,0,30,42%,0,0%,0,0%,False,False,27,30,Trent Richardson
2014,2014-09-21,3,3,24.073,IND,JAX,True,14,57,4.07,0,4,3,23,7.67,0,75.0%,5.75,0,0,0,0,0,0,0,0,38,51%,0,0%,0,0%,True,True,44,17,Trent Richardson
2014,2014-09-28,4,4,24.080,IND,TEN,True,20,47,2.35,1,5,4,52,13.00,0,80.0%,10.40,1,6,0,0,0,0,0,0,48,55%,0,0%,0,0%,False,True,41,17,Trent Richardson
2014,2014-10-05,5,5,24.087,IND,BAL,True,9,37,4.11,0,5,4,10,2.50,0,80.0%,2.00,0,0,0,0,0,1,2,0,40,49%,0,0%,0,0%,False,True,20,13,Trent Richardson
2014,2014-10-09,6,6,24.091,IND,HOU,True,17,41,2.41,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,43,49%,0,0%,0,0%,True,True,33,28,Trent Richardson
2014,2014-10-19,7,7,24.101,IND,CIN,True,14,77,5.50,0,5,4,41,10.25,0,80.0%,8.20,0,0,0,0,0,0,0,0,38,48%,0,0%,0,0%,False,True,27,0,Trent Richardson
2014,2014-10-26,8,8,,IND,PIT,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,34,51,Trent Richardson
2014,2014-11-03,9,9,24.116,IND,NYG,True,7,33,4.71,0,2,2,9,4.50,0,100.0%,4.50,0,0,0,0,0,0,0,0,21,28%,0,0%,0,0%,True,True,40,24,Trent Richardson
2014,2014-11-16,10,11,24.129,IND,NWE,True,6,0,0.00,0,1,1,21,21.00,0,100.0%,21.00,0,0,0,0,0,0,0,0,28,49%,0,0%,0,0%,False,False,20,42,Trent Richardson
2014,2014-11-23,11,12,24.136,IND,JAX,False,13,42,3.23,1,1,0,0,,0,0.0%,0.00,1,6,0,0,0,0,0,0,41,55%,0,0%,0,0%,False,True,23,3,Trent Richardson
2014,2014-11-30,12,13,24.143,IND,WAS,True,8,12,1.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,26,51%,0,0%,0,0%,False,True,49,27,Trent Richardson
2014,2014-12-07,13,14,24.150,IND,CLE,True,7,30,4.29,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,32,40%,0,0%,0,0%,True,True,25,24,Trent Richardson
2014,2014-12-14,14,15,24.157,IND,HOU,True,9,32,3.56,0,3,2,9,4.50,0,66.7%,3.00,0,0,0,0,0,0,0,0,38,56%,0,0%,0,0%,False,True,17,10,Trent Richardson
2014,2014-12-21,15,16,24.164,IND,DAL,False,2,1,0.50,0,2,2,8,4.00,0,100.0%,4.00,0,0,0,0,0,0,0,0,16,26%,0,0%,0,0%,True,False,7,42,Trent Richardson
2014,2014-12-28,16,17,24.171,IND,TEN,False,6,11,1.83,0,1,1,9,9.00,0,100.0%,9.00,0,0,0,0,0,0,0,0,15,23%,0,0%,0,0%,True,True,27,10,Trent Richardson
,46 Games,,,,,,False,614,2032,3.31,17,156,113,912,8.07,2,72.4%,5.85,19,114,7,2,0,4,2,0,,,,,,,False,False,20,0,Trent Richardson
