Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2014,2014-09-14,2,2,31.271,NYG,ARI,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,4,177,44.25,0,0,0%,0,0%,6,24%,False,False,14,25,Steve Weatherford
2014,2014-09-21,3,3,31.278,NYG,HOU,False,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,4,159,39.75,0,0,0%,0,0%,11,35%,False,True,30,17,Steve Weatherford
2014,2014-09-25,4,4,31.282,NYG,WAS,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,5,225,45.00,0,0,0%,0,0%,12,43%,True,True,45,14,Steve Weatherford
2014,2014-10-05,5,5,31.292,NYG,ATL,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,3,173,57.67,0,0,0%,0,0%,9,29%,False,True,30,20,Steve Weatherford
2014,2014-10-12,6,6,31.299,NYG,PHI,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,10,477,47.70,0,0,0%,0,0%,10,36%,True,False,0,27,Steve Weatherford
2014,2014-10-19,7,7,31.306,NYG,DAL,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,5,224,44.80,0,0,0%,0,0%,8,30%,True,False,21,31,Steve Weatherford
2014,2014-11-03,8,9,31.321,NYG,IND,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,8,353,44.13,0,0,0%,0,0%,12,30%,False,False,24,40,Steve Weatherford
2014,2014-11-09,9,10,31.327,NYG,SEA,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,5,193,38.60,0,0,0%,0,0%,8,32%,True,False,17,38,Steve Weatherford
2014,2014-11-16,10,11,31.334,NYG,SFO,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,3,129,43.00,0,0,0%,0,0%,5,23%,False,False,10,16,Steve Weatherford
2014,2014-11-23,11,12,31.341,NYG,DAL,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,4,220,55.00,0,0,0%,0,0%,8,29%,False,False,28,31,Steve Weatherford
2014,2014-11-30,12,13,31.348,NYG,JAX,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,5,259,51.80,0,0,0%,0,0%,10,32%,True,False,24,25,Steve Weatherford
2014,2014-12-07,13,14,31.355,NYG,TEN,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,4,186,46.50,0,0,0%,0,0%,12,39%,True,True,36,7,Steve Weatherford
2014,2014-12-14,14,15,31.362,NYG,WAS,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,6,261,43.50,0,0,0%,0,0%,10,36%,False,True,24,13,Steve Weatherford
2014,2014-12-21,15,16,32.004,NYG,STL,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,3,152,50.67,0,0,0%,0,0%,11,33%,True,True,37,27,Steve Weatherford
2014,2014-12-28,16,17,32.011,NYG,PHI,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,6,251,41.83,1,0,0%,0,0%,13,33%,False,False,26,34,Steve Weatherford
2015,2015-10-25,6,7,32.312,NYJ,NWE,False,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,,,4,161,40.25,0,0,0%,0,0%,10,32%,True,False,23,30,Steve Weatherford
,143 Games,,,,,,False,7,64,9.14,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0.0,18,0,18,0,0,678,30159,44.48,1,,,,,,,False,False,71,0,Steve Weatherford
