Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-12-18,14,15,24.267,GNB,KAN,False,10,3,83,27.67,0,30.0%,8.30,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,14,19,Jermichael Finley
2011,2011-12-25,15,16,24.274,GNB,CHI,True,6,3,20,6.67,1,50.0%,3.33,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,35,21,Jermichael Finley
2011,2012-01-01,16,17,24.281,GNB,DET,True,8,7,64,9.14,1,87.5%,8.00,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,45,41,Jermichael Finley
2012,2012-09-09,1,1,25.167,GNB,SFO,True,11,7,47,6.71,1,63.6%,4.27,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,85%,0,0%,0,0%,False,False,22,30,Jermichael Finley
2012,2012-09-13,2,2,25.171,GNB,CHI,True,5,4,26,6.50,0,80.0%,5.20,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,55,81%,0,0%,0,0%,False,True,23,10,Jermichael Finley
2012,2012-09-24,3,3,25.182,GNB,SEA,True,5,4,60,15.00,0,80.0%,12.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,73%,0,0%,0,0%,True,False,12,14,Jermichael Finley
2012,2012-09-30,4,4,25.188,GNB,NOR,True,5,4,54,13.50,0,80.0%,10.80,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,76%,0,0%,0,0%,False,True,28,27,Jermichael Finley
2012,2012-10-07,5,5,25.195,GNB,IND,True,6,3,11,3.67,0,50.0%,1.83,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,False,27,30,Jermichael Finley
2012,2012-10-14,6,6,25.202,GNB,HOU,False,4,2,12,6.00,0,50.0%,3.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,33%,0,0%,0,0%,True,True,42,24,Jermichael Finley
2012,2012-10-21,7,7,25.209,GNB,STL,True,2,2,31,15.50,0,100.0%,15.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,60%,0,0%,0,0%,True,True,30,20,Jermichael Finley
2012,2012-10-28,8,8,25.216,GNB,JAX,True,6,2,24,12.00,0,33.3%,4.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,54%,0,0%,0,0%,False,True,24,15,Jermichael Finley
2012,2012-11-04,9,9,25.223,GNB,ARI,True,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,49%,0,0%,0,0%,False,True,31,17,Jermichael Finley
2012,2012-11-18,10,11,25.237,GNB,DET,True,3,3,66,22.00,1,100.0%,22.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,35,55%,0,0%,0,0%,True,True,24,20,Jermichael Finley
2012,2012-11-25,11,12,25.244,GNB,NYG,True,5,3,51,17.00,0,60.0%,10.20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,57%,0,0%,0,0%,True,False,10,38,Jermichael Finley
2012,2012-12-02,12,13,25.251,GNB,MIN,True,7,6,60,10.00,0,85.7%,8.57,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,61%,0,0%,0,0%,False,True,23,14,Jermichael Finley
2012,2012-12-09,13,14,25.258,GNB,DET,False,3,2,16,8.00,0,66.7%,5.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,49%,0,0%,0,0%,False,True,27,20,Jermichael Finley
2012,2012-12-16,14,15,25.265,GNB,CHI,True,6,5,61,12.20,0,83.3%,10.17,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,78%,0,0%,0,0%,True,True,21,13,Jermichael Finley
2012,2012-12-23,15,16,25.272,GNB,TEN,True,8,5,70,14.00,0,62.5%,8.75,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,60%,0,0%,0,0%,False,True,55,7,Jermichael Finley
2012,2012-12-30,16,17,25.279,GNB,MIN,True,9,8,72,9.00,0,88.9%,8.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,77%,0,0%,0,0%,True,False,34,37,Jermichael Finley
2013,2013-09-08,1,1,26.166,GNB,SFO,True,8,5,56,11.20,1,62.5%,7.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,59,95%,0,0%,0,0%,True,False,28,34,Jermichael Finley
2013,2013-09-15,2,2,26.173,GNB,WAS,False,7,6,65,10.83,1,85.7%,9.29,1,6,0.0,0,0,0,,,0,0,0,0,0,0,43,60%,0,0%,0,0%,False,True,38,20,Jermichael Finley
2013,2013-09-22,3,3,26.180,GNB,CIN,True,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,7%,0,0%,0,0%,True,False,30,34,Jermichael Finley
2013,2013-10-06,4,5,26.194,GNB,DET,True,6,6,32,5.33,0,100.0%,5.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,67%,0,0%,0,0%,False,True,22,9,Jermichael Finley
2013,2013-10-13,5,6,26.201,GNB,BAL,True,7,3,75,25.00,0,42.9%,10.71,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,81%,0,0%,0,0%,True,True,19,17,Jermichael Finley
2013,2013-10-20,6,7,26.208,GNB,CLE,True,5,5,72,14.40,1,100.0%,14.40,1,6,0.0,0,0,0,,,0,0,0,0,0,0,44,62%,0,0%,0,0%,False,True,31,13,Jermichael Finley
2013,2013-10-27,7,8,,GNB,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,44,31,Jermichael Finley
2013,2013-11-04,8,9,,GNB,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,27,Jermichael Finley
2013,2013-11-10,9,10,,GNB,PHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,27,Jermichael Finley
2013,2013-11-17,10,11,,GNB,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,13,27,Jermichael Finley
2013,2013-11-24,11,12,,GNB,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,26,26,Jermichael Finley
2013,2013-11-28,12,13,,GNB,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,40,Jermichael Finley
2013,2013-12-08,13,14,,GNB,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,22,21,Jermichael Finley
2013,2013-12-15,14,15,,GNB,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,37,36,Jermichael Finley
2013,2013-12-22,15,16,,GNB,PIT,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,31,38,Jermichael Finley
2013,2013-12-29,16,17,,GNB,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,33,28,Jermichael Finley
,70 Games,,,,,,False,323,223,2785,12.49,20,69.0%,8.62,20,120,0.0,4,0,4,0,0,2,2,0,1,2,0,,,,,,,False,False,23,0,Jermichael Finley
