Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-09-08,1,1,,GNB,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,19,Jermichael Finley
2008,2008-09-14,2,2,,GNB,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,48,25,Jermichael Finley
2008,2008-09-21,3,3,21.179,GNB,DAL,False,0,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,16,27,Jermichael Finley
2008,2008-09-28,4,4,21.186,GNB,TAM,False,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,False,21,30,Jermichael Finley
2008,2008-10-05,5,5,21.193,GNB,ATL,False,1,0,0,,0,0.0%,0.00,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,24,27,Jermichael Finley
2008,2008-10-12,6,6,21.200,GNB,SEA,False,,,,,,0.0%,,0,0,0.0,,,,0,0,0,,,0,0,0,,,,,,,True,True,27,17,Jermichael Finley
2008,2008-10-19,7,7,21.207,GNB,IND,False,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,34,14,Jermichael Finley
2008,2008-11-02,8,9,21.221,GNB,TEN,False,3,1,6,6.00,0,33.3%,2.00,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,16,19,Jermichael Finley
2008,2008-11-09,9,10,21.228,GNB,MIN,False,0,0,0,,0,0.0%,,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,True,False,27,28,Jermichael Finley
2008,2008-11-16,10,11,21.235,GNB,CHI,False,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,37,3,Jermichael Finley
2008,2008-11-24,11,12,21.243,GNB,NOR,False,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,29,51,Jermichael Finley
2008,2008-11-30,12,13,21.249,GNB,CAR,True,1,1,0,0.00,0,100.0%,0.00,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,31,35,Jermichael Finley
2008,2008-12-07,13,14,21.256,GNB,HOU,False,1,0,0,,0,0.0%,0.00,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,21,24,Jermichael Finley
2008,2008-12-14,14,15,21.263,GNB,JAX,False,1,0,0,,0,0.0%,0.00,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,16,20,Jermichael Finley
2008,2008-12-22,15,16,21.271,GNB,CHI,False,1,1,35,35.00,0,100.0%,35.00,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,False,17,20,Jermichael Finley
2008,2008-12-28,16,17,21.277,GNB,DET,False,3,2,29,14.50,1,66.7%,9.67,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,21,Jermichael Finley
2009,2009-09-13,1,1,22.171,GNB,CHI,False,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,21,15,Jermichael Finley
2009,2009-09-20,2,2,22.178,GNB,CIN,True,7,4,56,14.00,0,57.1%,8.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,24,31,Jermichael Finley
2009,2009-09-27,3,3,22.185,GNB,STL,True,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,36,17,Jermichael Finley
2009,2009-10-05,4,4,22.193,GNB,MIN,False,7,6,128,21.33,1,85.7%,18.29,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,23,30,Jermichael Finley
2009,2009-10-18,5,6,22.206,GNB,DET,True,5,5,54,10.80,0,100.0%,10.80,0,0,0.0,0,0,0,0,0,0,,0,1,2,0,,,,,,,False,True,26,0,Jermichael Finley
2009,2009-10-25,6,7,22.213,GNB,CLE,True,1,1,16,16.00,0,100.0%,16.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,3,Jermichael Finley
2009,2009-11-01,7,8,,GNB,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,26,38,Jermichael Finley
2009,2009-11-08,8,9,,GNB,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,28,38,Jermichael Finley
2009,2009-11-15,9,10,,GNB,DAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,17,7,Jermichael Finley
2009,2009-11-22,10,11,22.241,GNB,SFO,True,10,7,54,7.71,0,70.0%,5.40,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,30,24,Jermichael Finley
2009,2009-11-26,11,12,22.245,GNB,DET,True,6,3,25,8.33,0,50.0%,4.17,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,12,Jermichael Finley
2009,2009-12-07,12,13,22.256,GNB,BAL,True,8,7,79,11.29,2,87.5%,9.88,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,14,Jermichael Finley
2009,2009-12-13,13,14,22.262,GNB,CHI,True,7,5,70,14.00,0,71.4%,10.00,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,True,21,14,Jermichael Finley
2009,2009-12-20,14,15,22.269,GNB,PIT,True,11,9,74,8.22,1,81.8%,6.73,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,36,37,Jermichael Finley
2009,2009-12-27,15,16,22.276,GNB,SEA,False,4,3,80,26.67,0,75.0%,20.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,48,10,Jermichael Finley
2009,2010-01-03,16,17,22.283,GNB,ARI,True,5,4,34,8.50,1,80.0%,6.80,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,7,Jermichael Finley
2010,2010-09-12,1,1,23.170,GNB,PHI,True,6,4,47,11.75,0,66.7%,7.83,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,27,20,Jermichael Finley
2010,2010-09-19,2,2,23.177,GNB,BUF,True,6,4,103,25.75,0,66.7%,17.17,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,7,Jermichael Finley
2010,2010-09-27,3,3,23.185,GNB,CHI,True,9,9,115,12.78,0,100.0%,12.78,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,20,Jermichael Finley
2010,2010-10-03,4,4,23.191,GNB,DET,True,5,4,36,9.00,1,80.0%,7.20,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,28,26,Jermichael Finley
2010,2010-10-10,5,5,23.198,GNB,WAS,True,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,13,16,Jermichael Finley
2010,2010-10-17,6,6,,GNB,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,23,Jermichael Finley
2010,2010-10-24,7,7,,GNB,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,28,24,Jermichael Finley
2010,2010-10-31,8,8,,GNB,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,9,0,Jermichael Finley
2010,2010-11-07,9,9,,GNB,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,45,7,Jermichael Finley
2010,2010-11-21,10,11,,GNB,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,31,3,Jermichael Finley
2010,2010-11-28,11,12,,GNB,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,20,Jermichael Finley
2010,2010-12-05,12,13,,GNB,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,34,16,Jermichael Finley
2010,2010-12-12,13,14,,GNB,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,3,7,Jermichael Finley
2010,2010-12-19,14,15,,GNB,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,27,31,Jermichael Finley
2010,2010-12-26,15,16,,GNB,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,45,17,Jermichael Finley
2010,2011-01-02,16,17,,GNB,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,10,3,Jermichael Finley
2011,2011-09-08,1,1,24.166,GNB,NOR,True,4,3,53,17.67,0,75.0%,13.25,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,42,34,Jermichael Finley
2011,2011-09-18,2,2,24.176,GNB,CAR,False,6,5,68,13.60,0,83.3%,11.33,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,23,Jermichael Finley
2011,2011-09-25,3,3,24.183,GNB,CHI,True,8,7,85,12.14,3,87.5%,10.63,3,18,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,17,Jermichael Finley
2011,2011-10-02,4,4,24.190,GNB,DEN,True,6,3,28,9.33,0,50.0%,4.67,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,49,23,Jermichael Finley
2011,2011-10-09,5,5,24.197,GNB,ATL,True,7,4,67,16.75,0,57.1%,9.57,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,25,14,Jermichael Finley
2011,2011-10-16,6,6,24.204,GNB,STL,False,4,1,20,20.00,0,25.0%,5.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,3,Jermichael Finley
2011,2011-10-23,7,7,24.211,GNB,MIN,True,2,2,13,6.50,1,100.0%,6.50,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,27,Jermichael Finley
2011,2011-11-06,8,9,24.225,GNB,SDG,True,7,5,44,8.80,1,71.4%,6.29,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,45,38,Jermichael Finley
2011,2011-11-14,9,10,24.233,GNB,MIN,True,4,3,67,22.33,0,75.0%,16.75,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,45,7,Jermichael Finley
2011,2011-11-20,10,11,24.239,GNB,TAM,True,3,1,30,30.00,0,33.3%,10.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,35,26,Jermichael Finley
2011,2011-11-24,11,12,24.243,GNB,DET,True,5,2,38,19.00,0,40.0%,7.60,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,15,Jermichael Finley
2011,2011-12-04,12,13,24.253,GNB,NYG,True,11,6,87,14.50,1,54.5%,7.91,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,38,35,Jermichael Finley
2011,2011-12-11,13,14,24.260,GNB,OAK,True,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,46,16,Jermichael Finley
