Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2013,2013-09-08,1,1,24.217,ARI,STL,False,0,0,,0,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,11%,0,0%,0,0%,True,False,24,27,Andre Ellington
2013,2013-09-15,2,2,24.224,ARI,DET,False,4,20,5.00,0,2,2,42,21.00,1,100.0%,21.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,18,25%,0,0%,0,0%,False,True,25,21,Andre Ellington
2013,2013-09-22,3,3,24.231,ARI,NOR,False,3,19,6.33,0,6,3,36,12.00,0,50.0%,6.00,1,21,21.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,47%,0,0%,2,8%,True,False,7,31,Andre Ellington
2013,2013-09-29,4,4,24.238,ARI,TAM,False,4,29,7.25,0,6,3,22,7.33,0,50.0%,3.67,0,0,,0,0,0,0.0,1,0,1,,,0,0,0,0,0,0,20,32%,0,0%,0,0%,True,True,13,10,Andre Ellington
2013,2013-10-06,5,5,24.245,ARI,CAR,False,7,52,7.43,0,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,48%,0,0%,0,0%,False,True,22,6,Andre Ellington
2013,2013-10-13,6,6,24.252,ARI,SFO,False,7,56,8.00,1,5,5,36,7.20,0,100.0%,7.20,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,32,48%,0,0%,0,0%,True,False,20,32,Andre Ellington
2013,2013-10-17,7,7,24.256,ARI,SEA,False,3,3,1.00,0,5,2,10,5.00,0,40.0%,2.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,41%,0,0%,0,0%,False,False,22,34,Andre Ellington
2013,2013-10-27,8,8,24.266,ARI,ATL,True,15,154,10.27,1,2,2,8,4.00,0,100.0%,4.00,0,0,,0,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,33,61%,0,0%,1,4%,False,True,27,13,Andre Ellington
2013,2013-11-10,9,10,24.280,ARI,HOU,False,11,55,5.00,0,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,47%,0,0%,0,0%,False,True,27,24,Andre Ellington
2013,2013-11-17,10,11,24.287,ARI,JAX,False,9,3,0.33,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,42%,0,0%,0,0%,True,True,27,14,Andre Ellington
2013,2013-11-24,11,12,24.294,ARI,IND,False,10,50,5.00,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,43%,0,0%,1,4%,False,True,40,11,Andre Ellington
2013,2013-12-01,12,13,,ARI,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,21,24,Andre Ellington
2013,2013-12-08,13,14,24.308,ARI,STL,False,11,46,4.18,1,2,2,17,8.50,0,100.0%,8.50,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,23,34%,0,0%,0,0%,False,True,30,10,Andre Ellington
2013,2013-12-15,14,15,24.315,ARI,TEN,False,10,71,7.10,0,5,4,87,21.75,0,80.0%,17.40,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,40%,0,0%,1,3%,True,True,37,34,Andre Ellington
2013,2013-12-22,15,16,24.322,ARI,SEA,False,15,64,4.27,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,40%,0,0%,0,0%,True,True,17,10,Andre Ellington
2013,2013-12-29,16,17,24.329,ARI,SFO,False,9,30,3.33,0,6,3,12,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,47%,0,0%,0,0%,False,False,20,23,Andre Ellington
