Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2021.0,2021-09-12,1.0,1.0,,HOU,JAX,W 37-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Davis Mills,True,37,21
2021.0,2021-09-19,2.0,2.0,22.333,HOU,CLE,L 21-31,False,8,18,44.44,102,1,1,58.1,1,7,5.67,4.28,2,-1,-0.50,0,,0,0,1,0,0,0,0,0,35,57%,0,0%,0,0%,True,Davis Mills,False,21,31
2021.0,2021-09-23,3.0,3.0,22.337,HOU,CAR,L 9-24,True,19,28,67.86,168,1,0,95.5,4,17,6.00,6.71,1,0,0.00,0,,0,0,0,0,0,1,0,0,55,100%,0,0%,0,0%,False,Davis Mills,False,9,24
2021.0,2021-10-03,4.0,4.0,22.347,HOU,BUF,L 0-40,True,11,21,52.38,87,0,4,23.4,3,26,4.14,-4.43,1,2,2.00,0,,0,0,1,0,0,1,0,0,47,100%,0,0%,0,0%,True,Davis Mills,False,0,40
2021.0,2021-10-10,5.0,5.0,22.354,HOU,NWE,L 22-25,True,21,29,72.41,312,3,0,141.7,3,19,10.76,12.83,1,2,2.00,0,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,False,Davis Mills,False,22,25
2021.0,2021-10-17,6.0,6.0,22.361,HOU,IND,L 3-31,True,29,43,67.44,243,0,2,62.5,2,14,5.65,3.56,2,5,2.50,0,,0,0,0,0,0,0,0,0,75,100%,0,0%,0,0%,True,Davis Mills,False,3,31
2021.0,2021-10-24,7.0,7.0,23.003,HOU,ARI,L 5-31,True,23,32,71.88,135,0,0,79.6,2,17,4.22,4.22,0,0,,0,,0,0,1,1,0,0,0,0,56,100%,0,0%,0,0%,True,Davis Mills,False,5,31
2021.0,2021-10-31,8.0,8.0,23.01,HOU,LAR,L 22-38,True,29,38,76.32,310,2,1,106.2,5,31,8.16,8.03,0,0,,0,1,0,2,1,0,0,1,0,0,61,100%,0,0%,0,0%,False,Davis Mills,False,22,38
2021.0,2021-11-07,9.0,9.0,,HOU,MIA,L 9-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Davis Mills,False,9,17
2021.0,2021-11-21,10.0,11.0,,HOU,TEN,W 22-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Davis Mills,True,22,13
2021.0,2021-11-28,11.0,12.0,,HOU,NYJ,L 14-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Davis Mills,False,14,21
2021.0,2021-12-05,12.0,13.0,23.045,HOU,IND,L 0-31,False,6,14,42.86,49,0,0,52.4,2,13,3.50,3.50,2,11,5.50,0,,0,0,0,0,0,0,0,0,23,44%,0,0%,0,0%,False,Davis Mills,False,0,31
2021.0,2021-12-12,13.0,14.0,23.052,HOU,SEA,L 13-33,True,33,49,67.35,331,1,0,93.2,2,14,6.76,7.16,2,8,4.00,0,,0,0,0,0,0,0,0,0,81,100%,0,0%,0,0%,False,Davis Mills,False,13,33
2021.0,2021-12-19,14.0,15.0,23.059,HOU,JAX,W 30-16,True,19,30,63.33,209,2,1,92.2,1,3,6.97,6.80,1,2,2.00,0,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,True,Davis Mills,True,30,16
2021.0,2021-12-26,15.0,16.0,23.066,HOU,LAC,W 41-29,True,21,27,77.78,254,2,0,130.6,1,6,9.41,10.89,1,-1,-1.00,0,,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Davis Mills,True,41,29
2021.0,2022-01-02,16.0,17.0,23.073,HOU,SFO,L 7-23,True,21,32,65.63,163,1,1,75.4,3,27,5.09,4.31,1,4,4.00,0,,0,0,1,0,0,1,0,0,67,100%,0,0%,0,0%,True,Davis Mills,False,7,23
2021.0,2022-01-09,17.0,18.0,23.08,HOU,TEN,L 25-28,True,23,33,69.70,301,3,0,128.5,2,12,9.12,10.94,4,12,3.00,0,,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,False,Davis Mills,False,25,28
,13 Games,,,,,,2-11-0,False,263,394,66.75,2664,16,10,88.8,31,206,6.76,6.43,18,44,2.44,0,1,0,2,5,1,0,4,0,0,,,,,,,False,Davis Mills,False,11,0
