Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2014,2014-10-26,8,8,,JAX,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,27,Marcedes Lewis
2014,2014-11-02,9,9,,JAX,CIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,23,33,Marcedes Lewis
2014,2014-11-09,10,10,,JAX,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,31,Marcedes Lewis
2014,2014-11-23,11,12,30.188,JAX,IND,True,3,1,-5,-5.00,0,33.3%,-1.67,,0,0,0,0,0,0,0,0,43,80%,0,0%,0,0%,True,False,3,23,Marcedes Lewis
2014,2014-11-30,12,13,30.195,JAX,NYG,True,3,2,8,4.00,0,66.7%,2.67,,0,0,0,0,0,0,0,0,65,96%,0,0%,0,0%,False,True,25,24,Marcedes Lewis
2014,2014-12-07,13,14,30.202,JAX,HOU,True,4,3,69,23.00,0,75.0%,17.25,,0,0,0,0,0,0,0,0,64,90%,0,0%,0,0%,False,False,13,27,Marcedes Lewis
2014,2014-12-14,14,15,30.209,JAX,BAL,True,3,2,22,11.00,0,66.7%,7.33,,0,0,0,0,0,0,0,0,60,88%,0,0%,0,0%,True,False,12,20,Marcedes Lewis
2014,2014-12-18,15,16,30.213,JAX,TEN,True,3,2,6,3.00,1,66.7%,2.00,,1,6,0,0,0,0,0,0,55,93%,0,0%,0,0%,False,True,21,13,Marcedes Lewis
2014,2014-12-28,16,17,30.223,JAX,HOU,True,3,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,53,93%,0,0%,0,0%,True,False,17,23,Marcedes Lewis
2015,2015-09-13,1,1,31.117,JAX,CAR,True,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,49,73%,0,0%,0,0%,False,False,9,20,Marcedes Lewis
2015,2015-09-20,2,2,31.124,JAX,MIA,True,4,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,61,84%,0,0%,0,0%,False,True,23,20,Marcedes Lewis
2015,2015-09-27,3,3,31.131,JAX,NWE,True,2,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,41,72%,0,0%,0,0%,True,False,17,51,Marcedes Lewis
2015,2015-10-04,4,4,31.138,JAX,IND,True,8,5,40,8.00,0,62.5%,5.00,,0,0,0,0,0,0,0,0,78,95%,0,0%,0,0%,True,False,13,16,Marcedes Lewis
2015,2015-10-11,5,5,31.145,JAX,TAM,True,4,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,36,61%,0,0%,0,0%,True,False,31,38,Marcedes Lewis
2015,2015-10-18,6,6,31.152,JAX,HOU,True,2,1,8,8.00,0,50.0%,4.00,,0,0,0,0,0,0,0,0,47,58%,0,0%,0,0%,False,False,20,31,Marcedes Lewis
2015,2015-10-25,7,7,31.159,JAX,BUF,True,2,2,13,6.50,0,100.0%,6.50,,0,0,0,0,0,0,0,0,48,72%,0,0%,0,0%,False,True,34,31,Marcedes Lewis
2015,2015-11-08,8,9,31.173,JAX,NYJ,True,1,1,27,27.00,0,100.0%,27.00,,0,0,0,0,0,0,0,0,29,44%,0,0%,0,0%,True,False,23,28,Marcedes Lewis
2015,2015-11-15,9,10,31.180,JAX,BAL,True,2,1,9,9.00,0,50.0%,4.50,,0,0,0,0,0,0,0,0,39,53%,0,0%,0,0%,True,True,22,20,Marcedes Lewis
2015,2015-11-19,10,11,31.184,JAX,TEN,True,2,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,42,70%,0,0%,0,0%,False,True,19,13,Marcedes Lewis
2015,2015-11-29,11,12,31.194,JAX,SDG,True,2,1,24,24.00,0,50.0%,12.00,,0,0,0,0,0,0,0,0,21,30%,0,0%,0,0%,False,False,25,31,Marcedes Lewis
2015,2015-12-06,12,13,31.201,JAX,TEN,True,1,1,7,7.00,0,100.0%,7.00,,0,0,0,0,0,0,0,0,35,58%,0,0%,0,0%,True,False,39,42,Marcedes Lewis
2015,2015-12-13,13,14,31.208,JAX,IND,True,2,1,14,14.00,0,50.0%,7.00,,0,0,0,0,0,0,0,0,49,75%,0,0%,0,0%,False,True,51,16,Marcedes Lewis
2015,2015-12-20,14,15,31.215,JAX,ATL,True,3,1,26,26.00,0,33.3%,8.67,,0,0,0,0,0,0,0,0,32,52%,0,0%,0,0%,False,False,17,23,Marcedes Lewis
2015,2015-12-27,15,16,31.222,JAX,NOR,True,1,1,13,13.00,0,100.0%,13.00,,0,0,0,0,0,0,0,0,28,49%,0,0%,0,0%,True,False,27,38,Marcedes Lewis
2015,2016-01-03,16,17,31.229,JAX,HOU,True,1,1,45,45.00,0,100.0%,45.00,,0,0,0,0,0,0,0,0,33,58%,0,0%,0,0%,True,False,6,30,Marcedes Lewis
2016,2016-09-11,1,1,32.115,JAX,GNB,True,2,2,48,24.00,0,100.0%,24.00,,0,0,0,0,0,0,0,0,36,50%,0,0%,0,0%,False,False,23,27,Marcedes Lewis
2016,2016-09-18,2,2,32.122,JAX,SDG,True,3,2,17,8.50,1,66.7%,5.67,,1,6,0,0,0,0,0,0,22,33%,0,0%,0,0%,True,False,14,38,Marcedes Lewis
2016,2016-09-25,3,3,32.129,JAX,BAL,True,3,3,20,6.67,0,100.0%,6.67,,0,0,0,0,0,0,0,0,36,55%,0,0%,0,0%,False,False,17,19,Marcedes Lewis
2016,2016-10-02,4,4,32.136,JAX,IND,True,2,1,12,12.00,0,50.0%,6.00,,0,0,0,0,0,0,0,0,21,29%,0,0%,1,3%,False,True,30,27,Marcedes Lewis
2016,2016-10-16,5,6,32.150,JAX,CHI,True,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,25,42%,0,0%,3,11%,True,True,17,16,Marcedes Lewis
2016,2016-10-23,6,7,32.157,JAX,OAK,True,3,1,11,11.00,0,33.3%,3.67,,0,0,0,0,0,0,0,0,25,37%,0,0%,4,11%,False,False,16,33,Marcedes Lewis
2016,2016-10-27,7,8,32.161,JAX,TEN,True,6,4,23,5.75,0,66.7%,3.83,,0,0,0,0,0,0,0,0,36,50%,0,0%,2,7%,True,False,22,36,Marcedes Lewis
2016,2016-11-06,8,9,32.171,JAX,KAN,True,4,2,23,11.50,0,50.0%,5.75,,0,0,0,0,0,0,0,0,38,49%,0,0%,3,11%,True,False,14,19,Marcedes Lewis
2016,2016-11-13,9,10,32.178,JAX,HOU,True,4,3,-1,-0.33,0,75.0%,-0.25,,0,0,0,0,0,0,0,0,34,44%,0,0%,3,12%,False,False,21,24,Marcedes Lewis
2016,2016-11-20,10,11,32.185,JAX,DET,True,2,2,16,8.00,0,100.0%,8.00,,0,0,0,0,0,0,0,0,6,9%,0,0%,0,0%,True,False,19,26,Marcedes Lewis
2016,2016-11-27,11,12,,JAX,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,21,28,Marcedes Lewis
2016,2016-12-04,12,13,,JAX,DEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,10,20,Marcedes Lewis
2016,2016-12-11,13,14,,JAX,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,16,25,Marcedes Lewis
2016,2016-12-18,14,15,,JAX,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,20,21,Marcedes Lewis
2016,2016-12-24,15,16,,JAX,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,38,17,Marcedes Lewis
2016,2017-01-01,16,17,,JAX,IND,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,20,24,Marcedes Lewis
2017,2017-09-10,1,1,33.114,JAX,HOU,True,2,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,64,100%,0,0%,7,27%,True,True,29,7,Marcedes Lewis
2017,2017-09-17,2,2,33.121,JAX,TEN,True,2,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,54,81%,0,0%,2,7%,False,False,16,37,Marcedes Lewis
2017,2017-09-24,3,3,33.128,JAX,BAL,True,5,4,62,15.50,3,80.0%,12.40,,3,18,0,0,0,0,0,0,39,53%,0,0%,9,29%,False,True,44,7,Marcedes Lewis
2017,2017-10-01,4,4,33.135,JAX,NYJ,True,4,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,69,88%,0,0%,5,14%,True,False,20,23,Marcedes Lewis
2017,2017-10-08,5,5,33.142,JAX,PIT,True,2,1,14,14.00,0,50.0%,7.00,,0,0,0,0,0,0,0,0,45,83%,0,0%,5,19%,True,True,30,9,Marcedes Lewis
2017,2017-10-15,6,6,33.149,JAX,LAR,True,2,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,52,75%,0,0%,6,17%,False,False,17,27,Marcedes Lewis
2017,2017-10-22,7,7,33.156,JAX,IND,True,3,2,29,14.50,1,66.7%,9.67,,1,6,0,0,0,0,0,0,59,87%,0,0%,5,24%,True,True,27,0,Marcedes Lewis
2017,2017-11-05,8,9,33.170,JAX,CIN,True,6,3,49,16.33,0,50.0%,8.17,,0,0,0,0,0,0,0,0,62,78%,0,0%,5,21%,False,True,23,7,Marcedes Lewis
2017,2017-11-12,9,10,33.177,JAX,LAC,True,5,2,29,14.50,0,40.0%,5.80,,0,0,0,0,0,0,0,0,77,92%,0,0%,3,8%,False,True,20,17,Marcedes Lewis
2017,2017-11-19,10,11,33.184,JAX,CLE,True,2,2,26,13.00,1,100.0%,13.00,,1,6,0,0,0,0,0,0,67,86%,0,0%,4,13%,True,True,19,7,Marcedes Lewis
2017,2017-11-26,11,12,33.191,JAX,ARI,True,2,1,10,10.00,0,50.0%,5.00,,0,0,0,0,0,0,0,0,55,87%,0,0%,4,11%,True,False,24,27,Marcedes Lewis
2017,2017-12-03,12,13,33.198,JAX,IND,True,5,4,46,11.50,0,80.0%,9.20,1,0,2,0,0,0,0,0,0,55,85%,0,0%,5,21%,False,True,30,10,Marcedes Lewis
2017,2017-12-10,13,14,33.205,JAX,SEA,True,2,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,62,94%,0,0%,7,22%,False,True,30,24,Marcedes Lewis
2017,2017-12-17,14,15,33.212,JAX,HOU,True,2,2,18,9.00,0,100.0%,9.00,,0,0,0,0,0,0,0,0,37,53%,0,0%,7,20%,False,True,45,7,Marcedes Lewis
2017,2017-12-24,15,16,33.219,JAX,SFO,True,1,1,22,22.00,0,100.0%,22.00,,0,0,0,0,0,0,0,0,44,51%,0,0%,3,9%,True,False,33,44,Marcedes Lewis
2017,2017-12-31,16,17,33.226,JAX,TEN,True,3,2,13,6.50,0,66.7%,4.33,,0,0,0,0,0,0,0,0,53,88%,0,0%,2,6%,True,False,10,15,Marcedes Lewis
2018,2018-09-09,1,1,34.113,GNB,CHI,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,7,12%,0,0%,4,14%,False,True,24,23,Marcedes Lewis
2018,2018-09-16,2,2,34.120,GNB,MIN,False,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,14,18%,0,0%,8,22%,False,False,29,29,Marcedes Lewis
2018,2018-09-23,3,3,34.127,GNB,WAS,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,7,10%,0,0%,4,14%,True,False,17,31,Marcedes Lewis
2018,2018-09-30,4,4,34.134,GNB,BUF,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,17,22%,0,0%,5,22%,False,True,22,0,Marcedes Lewis
2018,2018-10-07,5,5,34.141,GNB,DET,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,12,15%,0,0%,6,21%,True,False,23,31,Marcedes Lewis
2018,2018-10-15,6,6,34.149,GNB,SFO,True,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,22,31%,0,0%,7,21%,False,True,33,30,Marcedes Lewis
2018,2018-10-28,7,8,34.162,GNB,LAR,True,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,12,23%,0,0%,5,15%,True,False,27,29,Marcedes Lewis
2018,2018-11-04,8,9,34.169,GNB,NWE,False,1,1,5,5.00,0,100.0%,5.00,,0,0,0,0,0,0,0,0,7,9%,0,0%,3,11%,True,False,17,31,Marcedes Lewis
2018,2018-11-11,9,10,34.176,GNB,MIA,False,1,1,30,30.00,0,100.0%,30.00,,0,0,0,0,0,0,0,0,10,18%,0,0%,5,19%,False,True,31,12,Marcedes Lewis
2018,2018-11-15,10,11,34.180,GNB,SEA,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,10,20%,0,0%,5,16%,True,False,24,27,Marcedes Lewis
2018,2018-11-25,11,12,34.190,GNB,MIN,True,1,1,4,4.00,0,100.0%,4.00,,0,0,0,0,0,0,0,0,23,43%,0,0%,3,11%,True,False,17,24,Marcedes Lewis
2018,2018-12-02,12,13,34.197,GNB,ARI,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,8,11%,0,0%,4,13%,False,False,17,20,Marcedes Lewis
2018,2018-12-09,13,14,34.204,GNB,ATL,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,16,25%,0,0%,6,21%,False,True,34,20,Marcedes Lewis
2018,2018-12-16,14,15,34.211,GNB,CHI,True,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,11,16%,0,0%,3,11%,True,False,17,24,Marcedes Lewis
2018,2018-12-23,15,16,34.218,GNB,NYJ,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,10,11%,0,0%,6,16%,True,True,44,38,Marcedes Lewis
2018,2018-12-30,16,17,34.225,GNB,DET,False,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,4,7%,0,0%,0,0%,False,False,0,31,Marcedes Lewis
2019,2019-09-05,1,1,35.109,GNB,CHI,True,3,2,14,7.00,0,66.7%,4.67,,0,0,0,0,0,0,0,0,33,54%,0,0%,2,8%,True,True,10,3,Marcedes Lewis
2019,2019-09-15,2,2,35.119,GNB,MIN,True,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,30,42%,0,0%,3,10%,False,True,21,16,Marcedes Lewis
2019,2019-09-22,3,3,35.126,GNB,DEN,True,2,1,19,19.00,0,50.0%,9.50,,0,0,0,0,0,0,0,0,30,56%,0,0%,6,23%,False,True,27,16,Marcedes Lewis
2019,2019-09-26,4,4,35.130,GNB,PHI,False,2,2,19,9.50,0,100.0%,9.50,,0,0,0,0,0,0,0,0,17,22%,0,0%,5,19%,False,False,27,34,Marcedes Lewis
2019,2019-10-06,5,5,35.140,GNB,DAL,False,2,2,17,8.50,0,100.0%,8.50,,0,0,0,0,0,0,0,0,34,47%,0,0%,7,21%,True,True,34,24,Marcedes Lewis
2019,2019-10-14,6,6,35.148,GNB,DET,False,2,2,50,25.00,0,100.0%,25.00,,0,0,0,0,0,0,0,0,29,39%,0,0%,6,19%,False,True,23,22,Marcedes Lewis
2019,2019-10-20,7,7,35.154,GNB,OAK,True,,,,,,0.0%,,,0,0,0,,,0,0,0,23,40%,0,0%,7,26%,False,True,42,24,Marcedes Lewis
2019,2019-10-27,8,8,35.161,GNB,KAN,True,1,1,11,11.00,0,100.0%,11.00,,0,0,0,0,0,0,0,0,42,63%,0,0%,5,19%,True,True,31,24,Marcedes Lewis
2019,2019-11-03,9,9,35.168,GNB,LAC,False,,,,,,0.0%,,,0,0,0,,,0,0,0,17,34%,0,0%,1,4%,True,False,11,26,Marcedes Lewis
2019,2019-11-10,10,10,35.175,GNB,CAR,True,,,,,,0.0%,,,0,0,0,,,0,0,0,35,55%,0,0%,5,22%,False,True,24,16,Marcedes Lewis
2019,2019-11-24,11,12,35.189,GNB,SFO,True,,,,,,0.0%,,,0,0,0,,,0,0,0,27,34%,0,0%,0,0%,True,False,8,37,Marcedes Lewis
2019,2019-12-01,12,13,35.196,GNB,NYG,True,2,1,1,1.00,1,50.0%,0.50,,1,6,0,0,0,0,0,0,27,42%,0,0%,5,23%,True,True,31,13,Marcedes Lewis
2019,2019-12-08,13,14,35.203,GNB,WAS,True,1,1,5,5.00,0,100.0%,5.00,,0,0,0,0,0,0,0,0,38,63%,0,0%,5,20%,False,True,20,15,Marcedes Lewis
2019,2019-12-15,14,15,35.210,GNB,CHI,True,1,1,6,6.00,0,100.0%,6.00,,0,0,0,0,0,0,0,0,32,54%,0,0%,1,4%,False,True,21,13,Marcedes Lewis
2019,2019-12-23,15,16,35.218,GNB,MIN,True,1,1,2,2.00,0,100.0%,2.00,,0,0,0,0,0,0,0,0,41,53%,0,0%,0,0%,True,True,23,10,Marcedes Lewis
2019,2019-12-29,16,17,35.224,GNB,DET,False,1,1,12,12.00,0,100.0%,12.00,,0,0,0,0,0,0,0,0,32,36%,0,0%,3,10%,True,True,23,20,Marcedes Lewis
2020,2020-09-13,1,1,36.117,GNB,MIN,True,,,,,,0.0%,,,0,0,0,,,0,0,0,32,41%,0,0%,0,0%,True,True,43,34,Marcedes Lewis
2020,2020-09-20,2,2,36.124,GNB,DET,True,1,1,4,4.00,0,100.0%,4.00,,0,0,0,0,0,0,0,0,33,45%,0,0%,0,0%,False,True,42,21,Marcedes Lewis
2020,2020-09-27,3,3,36.131,GNB,NOR,True,2,1,18,18.00,1,50.0%,9.00,,1,6,0,0,0,0,0,0,20,32%,0,0%,0,0%,True,True,37,30,Marcedes Lewis
2020,2020-10-05,4,4,,GNB,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,30,16,Marcedes Lewis
2020,2020-10-18,5,6,36.152,GNB,TAM,True,2,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,21,33%,0,0%,0,0%,True,False,10,38,Marcedes Lewis
2020,2020-10-25,6,7,36.159,GNB,HOU,True,3,1,9,9.00,0,33.3%,3.00,,0,0,0,0,0,0,0,0,31,50%,0,0%,0,0%,True,True,35,20,Marcedes Lewis
2020,2020-11-01,7,8,36.166,GNB,MIN,True,,,,,,0.0%,,,0,0,0,,,0,0,0,20,27%,0,0%,0,0%,False,False,22,28,Marcedes Lewis
2020,2020-11-05,8,9,36.170,GNB,SFO,True,1,1,1,1.00,1,100.0%,1.00,,1,6,0,0,0,0,0,0,32,48%,0,0%,0,0%,True,True,34,17,Marcedes Lewis
2020,2020-11-15,9,10,36.180,GNB,JAX,True,,,,,,0.0%,,,0,0,0,,,0,0,0,26,40%,0,0%,0,0%,False,True,24,20,Marcedes Lewis
2020,2020-11-22,10,11,36.187,GNB,IND,True,1,1,8,8.00,0,100.0%,8.00,,0,0,0,0,0,0,0,0,19,32%,0,0%,0,0%,True,False,31,34,Marcedes Lewis
2020,2020-11-29,11,12,36.194,GNB,CHI,True,4,2,16,8.00,1,50.0%,4.00,,1,6,0,0,0,0,0,0,33,46%,0,0%,0,0%,False,True,41,25,Marcedes Lewis
2020,2020-12-06,12,13,36.201,GNB,PHI,True,1,1,36,36.00,0,100.0%,36.00,,0,0,0,0,0,0,0,0,35,57%,0,0%,0,0%,False,True,30,16,Marcedes Lewis
2020,2020-12-13,13,14,36.208,GNB,DET,True,1,1,6,6.00,0,100.0%,6.00,,0,0,0,0,0,0,0,0,38,57%,0,0%,0,0%,True,True,31,24,Marcedes Lewis
2020,2020-12-19,14,15,36.214,GNB,CAR,True,,,,,,0.0%,,,0,0,0,,,0,0,0,30,48%,0,0%,0,0%,False,True,24,16,Marcedes Lewis
2020,2020-12-27,15,16,36.222,GNB,TEN,True,,,,,,0.0%,,,0,0,0,,,0,0,0,31,47%,0,0%,0,0%,False,True,40,14,Marcedes Lewis
2020,2021-01-03,16,17,36.229,GNB,CHI,True,1,1,9,9.00,0,100.0%,9.00,,0,0,0,0,0,0,0,0,21,46%,0,0%,0,0%,True,True,35,16,Marcedes Lewis
2021,2021-09-12,1,1,37.116,GNB,NOR,True,1,1,19,19.00,0,100.0%,19.00,,0,0,0,0,0,0,0,0,15,26%,0,0%,0,0%,True,False,3,38,Marcedes Lewis
2021,2021-09-20,2,2,37.124,GNB,DET,True,,,,,,0.0%,,,0,0,,,,,,,36,55%,0,0%,0,0%,False,True,35,17,Marcedes Lewis
2021,2021-09-26,3,3,37.130,GNB,SFO,True,,,,,,0.0%,,,0,0,,,,,,,25,40%,0,0%,0,0%,True,True,30,28,Marcedes Lewis
2021,2021-10-03,4,4,37.137,GNB,PIT,True,2,1,7,7.00,0,50.0%,3.50,,0,0,0,0,0,0,0,0,35,49%,0,0%,0,0%,False,True,27,17,Marcedes Lewis
2021,2021-10-10,5,5,37.144,GNB,CIN,True,2,2,34,17.00,0,100.0%,17.00,,0,0,0,0,0,0,0,0,29,45%,0,0%,0,0%,True,True,25,22,Marcedes Lewis
2021,2021-10-17,6,6,37.151,GNB,CHI,True,2,2,17,8.50,0,100.0%,8.50,,0,0,0,0,0,0,0,0,40,68%,0,0%,0,0%,True,True,24,14,Marcedes Lewis
2021,2021-10-24,7,7,37.158,GNB,WAS,True,3,3,31,10.33,0,100.0%,10.33,,0,0,0,0,0,0,0,0,21,38%,0,0%,0,0%,False,True,24,10,Marcedes Lewis
2021,2021-10-28,8,8,37.162,GNB,ARI,True,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,31,42%,0,0%,0,0%,True,True,24,21,Marcedes Lewis
2021,2021-11-07,9,9,37.172,GNB,KAN,True,1,1,-1,-1.00,0,100.0%,-1.00,,0,0,0,0,0,0,0,0,29,46%,0,0%,0,0%,True,False,7,13,Marcedes Lewis
2021,2021-11-14,10,10,37.179,GNB,SEA,True,2,2,10,5.00,0,100.0%,5.00,,0,0,0,0,0,0,0,0,42,57%,0,0%,0,0%,False,True,17,0,Marcedes Lewis
2021,2021-11-21,11,11,37.186,GNB,MIN,True,,,,,,0.0%,,,0,0,,,,,,,17,29%,0,0%,0,0%,True,False,31,34,Marcedes Lewis
2021,2021-11-28,12,12,37.193,GNB,LAR,True,3,2,4,2.00,0,66.7%,1.33,,0,0,1,0,0,0,0,0,33,40%,0,0%,0,0%,False,True,36,28,Marcedes Lewis
2021,2021-12-12,13,14,37.207,GNB,CHI,True,4,4,51,12.75,0,100.0%,12.75,,0,0,0,0,0,0,0,0,36,55%,0,0%,0,0%,False,True,45,30,Marcedes Lewis
2021,2021-12-19,14,15,37.214,GNB,BAL,True,3,3,40,13.33,0,100.0%,13.33,,0,0,0,0,0,0,0,0,31,50%,0,0%,0,0%,True,True,31,30,Marcedes Lewis
2021,2021-12-25,15,16,37.220,GNB,CLE,True,3,2,2,1.00,0,66.7%,0.67,,0,0,0,0,0,0,0,0,25,42%,0,0%,0,0%,False,True,24,22,Marcedes Lewis
2021,2022-01-02,16,17,37.228,GNB,MIN,True,,,,,,0.0%,,,0,0,,,,,,,13,17%,0,0%,0,0%,False,True,37,10,Marcedes Lewis
2021,2022-01-09,17,18,37.235,GNB,DET,True,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,20,29%,0,0%,0,0%,True,False,30,37,Marcedes Lewis
,234 Games,,,,,,False,723,426,5018,11.78,37,58.9%,6.94,1,37,224,5,3,0,3,0,0,,,,,,,False,False,121,1,Marcedes Lewis
