Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2012.0,2012-09-09,1.0,1.0,23.285,SEA,ARI,L 16-20,True,18,34,52.94,153,1,1,62.5,3,14,4.50,3.76,8,20,2.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,1,-8,0,75,100%,0,0%,0,0%,True,Russell Wilson,False,16,20
2012.0,2012-09-16,2.0,2.0,23.292,SEA,DAL,W 27-7,True,15,20,75.00,151,1,0,112.7,2,18,7.55,8.55,4,28,7.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,False,Russell Wilson,True,27,7
2012.0,2012-09-24,3.0,3.0,23.3,SEA,GNB,W 14-12,True,10,21,47.62,130,2,0,99.3,1,19,6.19,8.10,3,18,6.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,False,Russell Wilson,True,14,12
2012.0,2012-09-30,4.0,4.0,23.306,SEA,STL,L 13-19,True,17,25,68.00,160,0,3,45.8,2,20,6.40,1.00,7,14,2.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,True,Russell Wilson,False,13,19
2012.0,2012-10-07,5.0,5.0,23.313,SEA,CAR,W 16-12,True,19,25,76.00,221,1,2,82.2,2,9,8.84,6.04,5,12,2.40,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,True,Russell Wilson,True,16,12
2012.0,2012-10-14,6.0,6.0,23.32,SEA,NWE,W 24-23,True,16,27,59.26,293,3,0,133.7,2,10,10.85,13.07,5,17,3.40,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,57,100%,0,0%,0,0%,False,Russell Wilson,True,24,23
2012.0,2012-10-18,7.0,7.0,23.324,SEA,SFO,L 6-13,True,9,23,39.13,122,0,1,38.7,2,7,5.30,3.35,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,True,Russell Wilson,False,6,13
2012.0,2012-10-28,8.0,8.0,23.334,SEA,DET,L 24-28,True,25,35,71.43,236,2,1,96.8,0,0,6.74,6.60,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,True,Russell Wilson,False,24,28
2012.0,2012-11-04,9.0,9.0,23.341,SEA,MIN,W 30-20,True,16,24,66.67,173,3,0,127.3,1,8,7.21,9.71,9,27,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-1,0,75,100%,0,0%,0,0%,False,Russell Wilson,True,30,20
2012.0,2012-11-11,10.0,10.0,23.348,SEA,NYJ,W 28-7,True,12,19,63.16,188,2,0,131.0,4,22,9.89,12.00,7,34,4.86,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,72,100%,0,0%,0,0%,False,Russell Wilson,True,28,7
2012.0,2012-11-25,11.0,12.0,23.362,SEA,MIA,L 21-24,True,21,27,77.78,224,2,0,125.9,2,8,8.30,9.78,5,38,7.60,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,True,Russell Wilson,False,21,24
2012.0,2012-12-02,12.0,13.0,24.003,SEA,CHI,W 23-17,True,23,37,62.16,293,2,0,104.9,2,10,7.92,9.00,9,71,7.89,0,0,0,0,,0,0.0%,,0,0,0,0,0,1,0,0,71,100%,0,0%,0,0%,True,Russell Wilson,True,23,17
2012.0,2012-12-09,13.0,14.0,24.01,SEA,ARI,W 58-0,True,7,13,53.85,148,1,1,88.0,1,7,11.38,9.46,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,39,57%,0,0%,0,0%,False,Russell Wilson,True,58,0
2012.0,2012-12-16,14.0,15.0,24.017,SEA,BUF,W 50-17,True,14,23,60.87,205,1,0,104.4,2,9,8.91,9.78,9,92,10.22,3,0,0,0,,0,0.0%,,3,18,0,0,0,0,0,0,54,93%,0,0%,0,0%,True,Russell Wilson,True,50,17
2012.0,2012-12-23,15.0,16.0,24.024,SEA,SFO,W 42-13,True,15,21,71.43,171,4,1,115.3,1,1,8.14,9.81,6,29,4.83,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,62,95%,0,0%,0,0%,False,Russell Wilson,True,42,13
