Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2005,2005-11-07,8,9,28.096,NWE,,IND,L 21-40,True,22,33,66.67,265,3,0,121.4,1,18,8.03,9.85,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2005,2005-11-13,9,10,28.102,NWE,@,MIA,W 23-16,True,21,36,58.33,275,2,2,77.9,2,1,7.64,6.25,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2005,2005-11-20,10,11,28.109,NWE,,NOR,W 24-17,True,15,29,51.72,222,3,0,111.6,3,28,7.66,9.72,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2005,2005-11-27,11,12,28.116,NWE,@,KAN,L 16-26,True,22,40,55.00,248,1,4,42.5,3,16,6.20,2.20,1,15,15.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2005,2005-12-04,12,13,28.123,NWE,,NYJ,W 16-3,True,27,37,72.97,271,0,0,93.4,2,20,7.32,7.32,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2005,2005-12-11,13,14,28.130,NWE,@,BUF,W 35-7,True,29,38,76.32,329,2,2,97.4,1,1,8.66,7.34,4,17,4.25,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2005,2005-12-17,14,15,28.136,NWE,,TAM,W 28-0,True,20,31,64.52,258,3,0,122.8,1,5,8.32,10.26,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2005,2005-12-26,15,16,28.145,NWE,@,NYJ,W 31-21,True,18,29,62.07,185,2,1,89.0,3,17,6.38,6.21,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2005,2006-01-01,16,17,28.151,NWE,,MIA,L 26-28,True,3,8,37.50,37,1,1,52.6,0,0,4.63,1.50,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-09-10,1,1,29.038,NWE,,BUF,W 19-17,True,11,23,47.83,163,2,1,82.3,3,27,7.09,6.87,5,3,0.60,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-09-17,2,2,29.045,NWE,@,NYJ,W 24-17,True,15,29,51.72,220,1,1,73.9,1,9,7.59,6.72,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2006,2006-09-24,3,3,29.052,NWE,,DEN,L 7-17,True,31,55,56.36,320,1,0,79.4,0,0,5.82,6.18,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-10-01,4,4,29.059,NWE,@,CIN,W 38-13,True,15,26,57.69,188,2,1,89.9,0,0,7.23,7.04,2,21,10.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2006,2006-10-08,5,5,29.066,NWE,,MIA,W 20-10,True,16,29,55.17,140,2,0,91.2,1,6,4.83,6.21,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-10-22,6,7,29.080,NWE,@,BUF,W 28-6,True,18,27,66.67,195,2,0,112.4,4,24,7.22,8.70,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2006,2006-10-30,7,8,29.088,NWE,@,MIN,W 31-7,True,29,43,67.44,372,4,1,115.6,3,27,8.65,9.47,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2006,2006-11-05,8,9,29.094,NWE,,IND,L 20-27,True,20,35,57.14,201,0,4,34.0,0,0,5.74,0.60,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-11-12,9,10,29.101,NWE,,NYJ,L 14-17,True,24,36,66.67,253,1,1,84.6,4,21,7.03,6.33,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-11-19,10,11,29.108,NWE,@,GNB,W 35-0,True,20,31,64.52,244,4,0,128.2,1,4,7.87,10.45,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,-2,0,0,0,,0,,,,,,,True,Tom Brady
2006,2006-11-26,11,12,29.115,NWE,,CHI,W 17-13,True,22,33,66.67,267,1,2,76.2,0,0,8.09,5.97,6,12,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-12-03,12,13,29.122,NWE,,DET,W 28-21,True,27,38,71.05,305,0,1,83.8,2,21,8.03,6.84,6,9,1.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-12-10,13,14,29.129,NWE,@,MIA,L 0-21,True,12,25,48.00,78,0,0,55.1,4,20,3.12,3.12,0,0,,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2006,2006-12-17,14,15,29.136,NWE,,HOU,W 40-7,True,16,23,69.57,109,2,0,108.8,1,4,4.74,6.48,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2006,2006-12-24,15,16,29.143,NWE,@,JAX,W 24-21,True,28,39,71.79,249,1,0,97.1,1,7,6.38,6.90,10,31,3.10,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2006,2006-12-31,16,17,29.150,NWE,@,TEN,W 40-23,True,15,24,62.50,225,1,0,107.1,1,5,9.38,10.21,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2007,2007-09-09,1,1,30.037,NWE,@,NYJ,W 38-14,True,22,28,78.57,297,3,0,146.6,0,0,10.61,12.75,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2007,2007-09-16,2,2,30.044,NWE,,SDG,W 38-14,True,25,31,80.65,279,3,1,123.0,2,16,9.00,9.48,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,False,Tom Brady
2007,2007-09-23,3,3,30.051,NWE,,BUF,W 38-7,True,23,29,79.31,311,4,0,150.9,1,3,10.72,13.48,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2007,2007-10-01,4,4,30.059,NWE,@,CIN,W 34-13,True,25,32,78.13,231,3,1,115.0,0,0,7.22,7.69,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2007,2007-10-07,5,5,30.065,NWE,,CLE,W 34-17,True,22,38,57.89,265,3,0,105.7,0,0,6.97,8.55,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2007,2007-10-14,6,6,30.072,NWE,@,DAL,W 48-27,True,31,46,67.39,388,5,0,129.6,3,15,8.43,10.61,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2007,2007-10-21,7,7,30.079,NWE,@,MIA,W 49-28,True,21,25,84.00,354,6,0,158.3,1,10,14.16,18.96,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2007,2007-10-28,8,8,30.086,NWE,,WAS,W 52-7,True,29,38,76.32,306,3,0,125.5,1,0,8.05,9.63,4,14,3.50,2,0,0,0,,0,0.0%,,2,12,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2007,2007-11-04,9,9,30.093,NWE,@,IND,W 24-20,True,21,32,65.63,255,3,2,95.2,2,18,7.97,7.03,5,14,2.80,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2007,2007-11-18,10,11,30.107,NWE,@,BUF,W 56-10,True,31,39,79.49,373,5,0,146.1,0,0,9.56,12.13,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2007,2007-11-25,11,12,30.114,NWE,,PHI,W 31-28,True,34,54,62.96,380,1,0,90.0,3,18,7.04,7.41,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2007,2007-12-03,12,13,30.122,NWE,@,BAL,W 27-24,True,18,38,47.37,257,2,1,76.3,3,21,6.76,6.63,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2007,2007-12-09,13,14,30.128,NWE,,PIT,W 34-13,True,32,46,69.57,399,4,0,125.2,0,0,8.67,10.41,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2007,2007-12-16,14,15,30.135,NWE,,NYJ,W 20-10,True,14,27,51.85,140,0,1,51.5,1,6,5.19,3.52,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2007,2007-12-23,15,16,30.142,NWE,,MIA,W 28-7,True,18,33,54.55,215,3,2,79.7,3,11,6.52,5.61,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2007,2007-12-29,16,17,30.148,NWE,@,NYG,W 38-35,True,32,42,76.19,356,2,0,116.8,1,10,8.48,9.43,4,-4,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2008,2008-09-07,1,1,31.035,NWE,,KAN,W 17-10,True,7,11,63.64,76,0,0,83.9,0,0,6.91,6.91,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2008,2008-09-14,2,2,,NWE,@,NYJ,W 19-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tom Brady
2008,2008-09-21,3,3,,NWE,,MIA,L 13-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Tom Brady
2008,2008-10-05,4,5,,NWE,@,SFO,W 30-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tom Brady
2008,2008-10-12,5,6,,NWE,@,SDG,L 10-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tom Brady
2008,2008-10-20,6,7,,NWE,,DEN,W 41-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Tom Brady
2008,2008-10-26,7,8,,NWE,,STL,W 23-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Tom Brady
2008,2008-11-02,8,9,,NWE,@,IND,L 15-18,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tom Brady
2008,2008-11-09,9,10,,NWE,,BUF,W 20-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Tom Brady
2008,2008-11-13,10,11,,NWE,,NYJ,L 31-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Tom Brady
2008,2008-11-23,11,12,,NWE,@,MIA,W 48-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tom Brady
2008,2008-11-30,12,13,,NWE,,PIT,L 10-33,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Tom Brady
2008,2008-12-07,13,14,,NWE,@,SEA,W 24-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tom Brady
2008,2008-12-14,14,15,,NWE,@,OAK,W 49-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tom Brady
2008,2008-12-21,15,16,,NWE,,ARI,W 47-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Tom Brady
2008,2008-12-28,16,17,,NWE,@,BUF,W 13-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Tom Brady
2009,2009-09-14,1,1,32.042,NWE,,BUF,W 25-24,True,39,53,73.58,378,2,1,97.8,1,10,7.13,7.04,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2009,2009-09-20,2,2,32.048,NWE,@,NYJ,L 9-16,True,23,47,48.94,216,0,1,53.1,0,0,4.60,3.64,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2009,2009-09-27,3,3,32.055,NWE,,ATL,W 26-10,True,25,42,59.52,277,1,0,87.1,0,0,6.60,7.07,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2009,2009-10-04,4,4,32.062,NWE,,BAL,W 27-21,True,21,32,65.63,258,1,0,100.8,3,24,8.06,8.69,5,11,2.20,1,0,0,0,,0,0.0%,,1,6,1,1,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2009,2009-10-11,5,5,32.069,NWE,@,DEN,L 17-20,True,19,33,57.58,215,2,0,97.4,1,6,6.52,7.73,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2009,2009-10-18,6,6,32.076,NWE,,TEN,W 59-0,True,29,34,85.29,380,6,0,152.8,2,6,11.18,14.71,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2009,2009-10-25,7,7,32.083,NWE,@,TAM,W 35-7,True,23,32,71.88,308,3,2,107.3,1,1,9.63,8.69,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2009,2009-11-08,8,9,32.097,NWE,,MIA,W 27-17,True,25,37,67.57,332,1,1,93.5,2,9,8.97,8.30,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2009,2009-11-15,9,10,32.104,NWE,@,IND,L 34-35,True,29,42,69.05,375,3,1,110.7,2,11,8.93,9.29,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2009,2009-11-22,10,11,32.111,NWE,,NYJ,W 31-14,True,28,41,68.29,310,1,0,98.6,2,11,7.56,8.05,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2009,2009-11-30,11,12,32.119,NWE,@,NOR,L 17-38,True,21,36,58.33,237,0,2,55.0,1,4,6.58,4.08,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2009,2009-12-06,12,13,32.125,NWE,@,MIA,L 21-22,True,19,29,65.52,352,2,2,101.5,0,0,12.14,10.41,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2009,2009-12-13,13,14,32.132,NWE,,CAR,W 20-10,True,19,32,59.38,192,1,1,74.0,0,0,6.00,5.22,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2009,2009-12-20,14,15,32.139,NWE,@,BUF,W 17-10,True,11,23,47.83,115,1,1,59.1,0,0,5.00,3.91,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2009,2009-12-27,15,16,32.146,NWE,,JAX,W 35-7,True,23,26,88.46,267,4,0,149.0,0,0,10.27,13.35,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2009,2010-01-03,16,17,32.153,NWE,@,HOU,L 27-34,True,17,26,65.38,186,0,1,70.4,1,4,7.15,5.42,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2010,2010-09-12,1,1,33.040,NWE,,CIN,W 38-24,True,25,35,71.43,258,3,0,120.9,0,0,7.37,9.09,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2010,2010-09-19,2,2,33.047,NWE,@,NYJ,L 14-28,True,20,36,55.56,248,2,2,72.5,1,9,6.89,5.50,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2010,2010-09-26,3,3,33.054,NWE,,BUF,W 38-30,True,21,27,77.78,252,3,0,142.6,1,7,9.33,11.56,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
2010,2010-10-04,4,4,33.062,NWE,@,MIA,W 41-14,True,19,24,79.17,153,1,0,107.1,3,7,6.38,7.21,5,6,1.20,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,True,Tom Brady
2010,2010-10-17,5,6,33.075,NWE,,BAL,W 23-20,True,27,44,61.36,292,1,2,69.5,3,25,6.64,5.05,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,,,,,,False,Tom Brady
