Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-09-10,1,1,22.312,CHI,,ATL,L 17-23,True,13,52,4.00,1,5,3,14,4.67,0,60.0%,2.80,1,6,0.0,0,0,0,,,0,0,0,0,0,0,38,57%,0,0%,0,0%,False,Jordan Howard
2017,2017-09-17,2,2,22.319,CHI,@,TAM,L 7-29,True,9,7,0.78,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,48%,0,0%,0,0%,True,Jordan Howard
2017,2017-09-24,3,3,22.326,CHI,,PIT,W 23-17,True,23,140,6.09,2,5,5,26,5.20,0,100.0%,5.20,2,12,0.0,0,0,0,,,1,1,0,0,0,0,41,63%,0,0%,0,0%,False,Jordan Howard
2017,2017-09-28,4,4,22.330,CHI,@,GNB,L 14-35,True,18,53,2.94,1,4,2,10,5.00,0,50.0%,2.50,1,6,0.0,0,0,0,,,0,0,0,0,0,0,35,51%,0,0%,0,0%,True,Jordan Howard
2017,2017-10-09,5,5,22.341,CHI,,MIN,L 17-20,True,19,76,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,56%,0,0%,0,0%,False,Jordan Howard
2017,2017-10-15,6,6,22.347,CHI,@,BAL,W 27-24,True,36,167,4.64,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,68%,0,0%,0,0%,True,Jordan Howard
2017,2017-10-22,7,7,22.354,CHI,,CAR,W 17-3,True,21,65,3.10,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,89%,0,0%,0,0%,False,Jordan Howard
2017,2017-10-29,8,8,22.361,CHI,@,NOR,L 12-20,True,23,102,4.43,0,5,3,19,6.33,0,60.0%,3.80,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,72%,0,0%,0,0%,True,Jordan Howard
2017,2017-11-12,9,10,23.010,CHI,,GNB,L 16-23,True,15,54,3.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,48%,0,0%,0,0%,False,Jordan Howard
2017,2017-11-19,10,11,23.017,CHI,,DET,L 24-27,True,15,125,8.33,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,31,49%,0,0%,0,0%,False,Jordan Howard
2017,2017-11-26,11,12,23.024,CHI,@,PHI,L 3-31,True,7,6,0.86,0,2,2,13,6.50,0,100.0%,6.50,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,23,42%,0,0%,0,0%,True,Jordan Howard
2017,2017-12-03,12,13,23.031,CHI,,SFO,L 14-15,True,13,38,2.92,0,2,1,-5,-5.00,0,50.0%,-2.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,59%,0,0%,0,0%,False,Jordan Howard
2017,2017-12-10,13,14,23.038,CHI,@,CIN,W 33-7,True,23,147,6.39,2,2,1,8,8.00,0,50.0%,4.00,2,12,0.0,0,0,0,,,0,0,0,0,0,0,44,58%,0,0%,0,0%,True,Jordan Howard
2017,2017-12-16,14,15,23.044,CHI,@,DET,L 10-20,True,10,37,3.70,0,4,4,26,6.50,0,100.0%,6.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,48%,0,0%,0,0%,True,Jordan Howard
2017,2017-12-24,15,16,23.052,CHI,,CLE,W 20-3,True,22,44,2.00,2,0,0,0,,0,0.0%,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,43,69%,0,0%,0,0%,False,Jordan Howard
2017,2017-12-31,16,17,23.059,CHI,@,MIN,L 10-23,True,9,9,1.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,64%,0,0%,0,0%,True,Jordan Howard
2018,2018-09-09,1,1,23.311,CHI,@,GNB,L 23-24,True,15,82,5.47,0,5,5,25,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,71%,0,0%,0,0%,True,Jordan Howard
2018,2018-09-17,2,2,23.319,CHI,,SEA,W 24-17,True,14,35,2.50,0,4,3,33,11.00,0,75.0%,8.25,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,73%,0,0%,0,0%,False,Jordan Howard
2018,2018-09-23,3,3,23.325,CHI,@,ARI,W 16-14,True,24,61,2.54,1,2,2,20,10.00,0,100.0%,10.00,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,62%,0,0%,0,0%,True,Jordan Howard
2018,2018-09-30,4,4,23.332,CHI,,TAM,W 48-10,True,11,25,2.27,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,54%,0,0%,0,0%,False,Jordan Howard
2018,2018-10-14,5,6,23.346,CHI,@,MIA,L 28-31,True,14,69,4.93,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,1,1,0,0,0,0,36,51%,0,0%,0,0%,True,Jordan Howard
2018,2018-10-21,6,7,23.353,CHI,,NWE,L 31-38,True,12,39,3.25,1,1,1,9,9.00,0,100.0%,9.00,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,56%,0,0%,0,0%,False,Jordan Howard
2018,2018-10-28,7,8,23.360,CHI,,NYJ,W 24-10,True,22,81,3.68,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,38,58%,0,0%,0,0%,False,Jordan Howard
2018,2018-11-04,8,9,24.002,CHI,@,BUF,W 41-9,True,14,47,3.36,2,0,0,0,,0,0.0%,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,26,51%,0,0%,0,0%,True,Jordan Howard
2018,2018-11-11,9,10,24.009,CHI,,DET,W 34-22,True,11,21,1.91,0,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,53%,0,0%,0,0%,False,Jordan Howard
2018,2018-11-18,10,11,24.016,CHI,,MIN,W 25-20,False,18,63,3.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,65%,0,0%,0,0%,False,Jordan Howard
2018,2018-11-22,11,12,24.020,CHI,@,DET,W 23-16,True,7,13,1.86,0,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,60%,0,0%,0,0%,True,Jordan Howard
2018,2018-12-02,12,13,24.030,CHI,@,NYG,L 27-30,True,16,76,4.75,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,41%,0,0%,0,0%,True,Jordan Howard
2018,2018-12-09,13,14,24.037,CHI,,LAR,W 15-6,True,19,101,5.32,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,55%,0,0%,0,0%,False,Jordan Howard
2018,2018-12-16,14,15,24.044,CHI,,GNB,W 24-17,True,19,60,3.16,1,1,1,15,15.00,0,100.0%,15.00,1,6,0.0,0,0,0,,,1,0,0,0,0,0,34,57%,0,0%,0,0%,False,Jordan Howard
2018,2018-12-23,15,16,24.051,CHI,@,SFO,W 14-9,True,13,53,4.08,1,3,2,17,8.50,0,66.7%,5.67,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,62%,0,0%,0,0%,True,Jordan Howard
2018,2018-12-30,16,17,24.058,CHI,@,MIN,W 24-10,True,21,109,5.19,2,2,1,5,5.00,0,50.0%,2.50,2,12,0.0,0,0,0,,,0,0,0,0,0,0,41,60%,0,0%,0,0%,True,Jordan Howard
2019,2019-09-08,1,1,24.310,PHI,,WAS,W 32-27,False,6,44,7.33,0,3,2,11,5.50,0,66.7%,3.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,23%,0,0%,0,0%,False,Jordan Howard
2019,2019-09-15,2,2,24.317,PHI,@,ATL,L 20-24,False,8,18,2.25,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,23%,0,0%,5,21%,True,Jordan Howard
2019,2019-09-22,3,3,24.324,PHI,,DET,L 24-27,False,11,37,3.36,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,24,32%,0,0%,0,0%,False,Jordan Howard
2019,2019-09-26,4,4,24.328,PHI,@,GNB,W 34-27,False,15,87,5.80,2,4,3,28,9.33,1,75.0%,7.00,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,33,53%,0,0%,0,0%,True,Jordan Howard
2019,2019-10-06,5,5,24.338,PHI,,NYJ,W 31-6,False,13,62,4.77,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,44%,0,0%,0,0%,False,Jordan Howard
2019,2019-10-13,6,6,24.345,PHI,@,MIN,L 20-38,True,13,49,3.77,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,63%,0,0%,0,0%,True,Jordan Howard
2019,2019-10-20,7,7,24.352,PHI,@,DAL,L 10-37,True,11,50,4.55,0,2,2,6,3.00,0,100.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,38%,0,0%,0,0%,True,Jordan Howard
2019,2019-10-27,8,8,24.359,PHI,@,BUF,W 31-13,True,23,96,4.17,1,2,1,15,15.00,0,50.0%,7.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,73%,0,0%,0,0%,True,Jordan Howard
2019,2019-11-03,9,9,25.001,PHI,,CHI,W 22-14,True,19,82,4.32,1,1,1,1,1.00,0,100.0%,1.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,50%,0,0%,0,0%,False,Jordan Howard
2019,2019-11-17,10,11,,PHI,,NWE,L 10-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Howard
2019,2019-11-24,11,12,,PHI,,SEA,L 9-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Howard
2019,2019-12-01,12,13,,PHI,@,MIA,L 31-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Howard
2019,2019-12-09,13,14,,PHI,,NYG,W 23-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Howard
2019,2019-12-15,14,15,,PHI,@,WAS,W 37-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Howard
2019,2019-12-22,15,16,,PHI,,DAL,W 17-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Howard
2019,2019-12-29,16,17,25.057,PHI,@,NYG,W 34-17,False,,,,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,1,1%,0,0%,0,0%,True,Jordan Howard
2020,2020-09-13,1,1,25.316,MIA,@,NWE,L 11-21,True,8,7,0.88,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,9,15%,0,0%,0,0%,True,Jordan Howard
2020,2020-09-20,2,2,25.323,MIA,,BUF,L 28-31,True,5,4,0.80,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,8,11%,0,0%,0,0%,False,Jordan Howard
2020,2020-09-24,3,3,25.327,MIA,@,JAX,W 31-13,False,3,1,0.33,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,7%,0,0%,0,0%,True,Jordan Howard
2020,2020-10-04,4,4,25.337,MIA,,SEA,L 23-31,False,2,2,1.00,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,8,11%,0,0%,0,0%,False,Jordan Howard
2020,2020-10-11,5,5,,MIA,@,SFO,W 43-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Howard
2020,2020-10-18,6,6,,MIA,,NYJ,W 24-0,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Howard
2020,2020-11-01,7,8,,MIA,,LAR,W 28-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Howard
2020,2020-11-08,8,9,26.006,MIA,@,ARI,W 34-31,True,10,19,1.90,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,34%,0,0%,0,0%,True,Jordan Howard
2020,2020-11-15,9,10,,MIA,,LAC,W 29-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jordan Howard
2020,2020-12-06,12,13,26.034,PHI,@,GNB,L 16-30,False,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,18%,0,0%,0,0%,True,Jordan Howard
2020,2020-12-27,15,16,26.055,PHI,@,DAL,L 17-37,True,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,True,Jordan Howard
2021,2021-09-12,1,1,,PHI,@,ATL,W 32-6,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Howard
2021,2021-09-19,2,2,,PHI,,SFO,L 11-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Howard
2021,2021-09-27,3,3,,PHI,@,DAL,L 21-41,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Howard
2021,2021-10-03,4,4,,PHI,,KAN,L 30-42,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Howard
2021,2021-10-10,5,5,,PHI,@,CAR,W 21-18,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Howard
2021,2021-10-14,6,6,,PHI,,TAM,L 22-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Howard
2021,2021-10-24,7,7,,PHI,@,LVR,L 22-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jordan Howard
2021,2021-10-31,8,8,26.363,PHI,@,DET,W 44-6,False,12,57,4.75,2,0,0,0,,0,0.0%,,2,12,0.0,1,0,1,0,0,0,0,0,0,0,0,16,25%,0,0%,2,8%,True,Jordan Howard
2021,2021-11-07,9,9,27.005,PHI,,LAC,L 24-27,False,17,71,4.18,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,23,40%,0,0%,8,36%,False,Jordan Howard
2021,2021-11-14,10,10,27.012,PHI,@,DEN,W 30-13,False,12,83,6.92,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,38%,0,0%,3,11%,True,Jordan Howard
2021,2021-11-21,11,11,27.019,PHI,,NOR,W 40-29,False,10,63,6.30,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,17%,0,0%,3,8%,False,Jordan Howard
2021,2021-11-28,12,12,,PHI,@,NYG,L 7-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Howard
2021,2021-12-05,13,13,,PHI,@,NYJ,W 33-18,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jordan Howard
2021,2021-12-21,14,15,27.049,PHI,,WAS,W 27-17,False,15,69,4.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,1,-3,0,34,48%,0,0%,0,0%,False,Jordan Howard
2021,2021-12-26,15,16,27.054,PHI,,NYG,W 34-10,False,9,37,4.11,0,4,2,19,9.50,0,50.0%,4.75,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,35%,0,0%,0,0%,False,Jordan Howard
2021,2022-01-02,16,17,27.061,PHI,@,WAS,W 20-16,False,11,26,2.36,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,34%,0,0%,0,0%,True,Jordan Howard
2021,2022-01-08,17,18,,PHI,,DAL,L 26-51,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jordan Howard
,71 Games,,,,,,,34-37-0,False,1018,4361,4.28,37,128,85,653,7.68,2,66.4%,5.10,39,234,0.0,1,0,1,0,0,6,3,0,6,-3,0,,,,,,,False,Jordan Howard
