Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2006.0,2006-11-23,11.0,12.0,22.245,DEN,KAN,L 10-19,False,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,True,Brandon Marshall,False,10,19
2006.0,2006-12-03,12.0,13.0,22.255,DEN,SEA,L 20-23,False,1,1,71,71.00,1,100.0%,71.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,20,23
2006.0,2006-12-10,13.0,14.0,22.262,DEN,SDG,L 20-48,False,6,2,19,9.50,0,33.3%,3.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,20,48
2006.0,2006-12-17,14.0,15.0,22.269,DEN,ARI,W 37-20,False,7,5,58,11.60,0,71.4%,8.29,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,37,20
2006.0,2006-12-24,15.0,16.0,22.276,DEN,CIN,W 24-23,True,7,4,65,16.25,0,57.1%,9.29,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,24,23
2006.0,2006-12-31,16.0,17.0,22.283,DEN,SFO,L 23-26,False,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,,1,0,0,0,,,,,,,False,Brandon Marshall,False,23,26
2007.0,2007-09-09,1.0,1.0,23.17,DEN,BUF,W 15-14,True,8,5,52,10.40,1,62.5%,6.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,15,14
2007.0,2007-09-16,2.0,2.0,23.177,DEN,OAK,W 23-20,True,7,5,82,16.40,0,71.4%,11.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,23,20
2007.0,2007-09-23,3.0,3.0,23.184,DEN,JAX,L 14-23,True,11,7,133,19.00,0,63.6%,12.09,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,14,23
2007.0,2007-09-30,4.0,4.0,23.191,DEN,IND,L 20-38,True,7,3,23,7.67,1,42.9%,3.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,20,38
2007.0,2007-10-07,5.0,5.0,23.198,DEN,SDG,L 3-41,True,13,7,72,10.29,0,53.8%,5.54,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,Brandon Marshall,False,3,41
2007.0,2007-10-21,6.0,7.0,23.212,DEN,PIT,W 31-28,True,10,6,77,12.83,0,60.0%,7.70,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,False,Brandon Marshall,True,31,28
2007.0,2007-10-29,7.0,8.0,23.22,DEN,GNB,L 13-19,True,7,3,74,24.67,0,42.9%,10.57,0,0,,0,0,0,,0,0,0,,1,3,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,13,19
2007.0,2007-11-04,8.0,9.0,23.226,DEN,DET,L 7-44,True,18,9,96,10.67,0,50.0%,5.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,7,44
2007.0,2007-11-11,9.0,10.0,23.233,DEN,KAN,W 27-11,True,9,6,85,14.17,0,66.7%,9.44,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,27,11
2007.0,2007-11-19,10.0,11.0,23.241,DEN,TEN,W 34-20,True,6,4,56,14.00,1,66.7%,9.33,1,16,16.00,0,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,Brandon Marshall,True,34,20
2007.0,2007-11-25,11.0,12.0,23.247,DEN,CHI,L 34-37,True,10,4,97,24.25,1,40.0%,9.70,1,0,0.00,0,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,34,37
2007.0,2007-12-02,12.0,13.0,23.254,DEN,OAK,L 20-34,True,9,6,67,11.17,0,66.7%,7.44,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,20,34
2007.0,2007-12-09,13.0,14.0,23.261,DEN,KAN,W 41-7,True,13,10,115,11.50,2,76.9%,8.85,1,10,10.00,0,0,0,,0,0,0,,1,6,,,0,0,,0,,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,41,7
2007.0,2007-12-13,14.0,15.0,23.265,DEN,HOU,L 13-31,True,16,11,107,9.73,0,68.8%,6.69,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,13,31
2007.0,2007-12-24,15.0,16.0,23.276,DEN,SDG,L 3-23,True,13,6,75,12.50,0,46.2%,5.77,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,3,23
2007.0,2007-12-30,16.0,17.0,23.282,DEN,MIN,W 22-19,True,13,10,114,11.40,1,76.9%,8.77,2,31,15.50,0,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,Brandon Marshall,True,22,19
2008.0,2008-09-08,1.0,1.0,,DEN,OAK,W 41-14,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Brandon Marshall,True,41,14
2008.0,2008-09-14,2.0,2.0,24.175,DEN,SDG,W 39-38,True,20,18,166,9.22,1,90.0%,8.30,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,Brandon Marshall,True,39,38
2008.0,2008-09-21,3.0,3.0,24.182,DEN,NOR,W 34-32,True,11,6,155,25.83,1,54.5%,14.09,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,34,32
2008.0,2008-09-28,4.0,4.0,24.189,DEN,KAN,L 19-33,True,13,7,77,11.00,1,53.8%,5.92,1,-11,-11.00,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,Brandon Marshall,False,19,33
2008.0,2008-10-05,5.0,5.0,24.196,DEN,TAM,W 16-13,True,7,3,25,8.33,0,42.9%,3.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,16,13
2008.0,2008-10-12,6.0,6.0,24.203,DEN,JAX,L 17-24,True,18,9,98,10.89,0,50.0%,5.44,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,Brandon Marshall,False,17,24
2008.0,2008-10-20,7.0,7.0,24.211,DEN,NWE,L 7-41,True,10,6,77,12.83,0,60.0%,7.70,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,7,41
2008.0,2008-11-02,8.0,9.0,24.224,DEN,MIA,L 17-26,True,9,2,27,13.50,0,22.2%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,17,26
2008.0,2008-11-06,9.0,10.0,24.228,DEN,CLE,W 34-30,True,14,6,89,14.83,1,42.9%,6.36,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,34,30
2008.0,2008-11-16,10.0,11.0,24.238,DEN,ATL,W 24-20,True,9,6,89,14.83,0,66.7%,9.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,24,20
2008.0,2008-11-23,11.0,12.0,24.245,DEN,OAK,L 10-31,True,11,4,84,21.00,0,36.4%,7.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,10,31
2008.0,2008-11-30,12.0,13.0,24.252,DEN,NYJ,W 34-17,True,12,5,55,11.00,0,41.7%,4.58,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,34,17
2008.0,2008-12-07,13.0,14.0,24.259,DEN,KAN,W 24-17,True,12,11,91,8.27,2,91.7%,7.58,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,24,17
2008.0,2008-12-14,14.0,15.0,24.266,DEN,CAR,L 10-30,True,8,5,48,9.60,0,62.5%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,10,30
2008.0,2008-12-21,15.0,16.0,24.273,DEN,BUF,L 23-30,True,16,10,129,12.90,0,62.5%,8.06,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,Brandon Marshall,False,23,30
2008.0,2008-12-28,16.0,17.0,24.28,DEN,SDG,L 21-52,True,11,6,55,9.17,0,54.5%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,21,52
2009.0,2009-09-13,1.0,1.0,25.174,DEN,CIN,W 12-7,False,7,4,27,6.75,0,57.1%,3.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,12,7
2009.0,2009-09-20,2.0,2.0,25.181,DEN,CLE,W 27-6,True,6,3,34,11.33,0,50.0%,5.67,1,14,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,27,6
2009.0,2009-09-27,3.0,3.0,25.188,DEN,OAK,W 23-3,False,7,5,67,13.40,1,71.4%,9.57,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,23,3
2009.0,2009-10-04,4.0,4.0,25.195,DEN,DAL,W 17-10,True,6,4,91,22.75,1,66.7%,15.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,17,10
2009.0,2009-10-11,5.0,5.0,25.202,DEN,NWE,W 20-17,True,11,8,64,8.00,2,72.7%,5.82,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,20,17
2009.0,2009-10-19,6.0,6.0,25.21,DEN,SDG,W 34-23,True,6,5,49,9.80,0,83.3%,8.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,34,23
2009.0,2009-11-01,7.0,8.0,25.223,DEN,BAL,L 7-30,True,8,4,24,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,7,30
2009.0,2009-11-09,8.0,9.0,25.231,DEN,PIT,L 10-28,True,15,11,112,10.18,0,73.3%,7.47,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,10,28
2009.0,2009-11-15,9.0,10.0,25.237,DEN,WAS,L 17-27,True,10,5,134,26.80,2,50.0%,13.40,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,17,27
2009.0,2009-11-22,10.0,11.0,25.244,DEN,SDG,L 3-32,True,9,3,26,8.67,0,33.3%,2.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,3,32
2009.0,2009-11-26,11.0,12.0,25.248,DEN,NYG,W 26-6,True,9,6,86,14.33,0,66.7%,9.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,26,6
2009.0,2009-12-06,12.0,13.0,25.258,DEN,KAN,W 44-13,True,10,7,94,13.43,1,70.0%,9.40,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,44,13
2009.0,2009-12-13,13.0,14.0,25.265,DEN,IND,L 16-28,True,28,21,200,9.52,2,75.0%,7.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,16,28
2009.0,2009-12-20,14.0,15.0,25.272,DEN,OAK,L 19-20,True,9,7,73,10.43,1,77.8%,8.11,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,19,20
2009.0,2009-12-27,15.0,16.0,25.279,DEN,PHI,L 27-30,True,13,8,39,4.88,0,61.5%,3.00,2,3,1.50,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,27,30
2009.0,2010-01-03,16.0,17.0,,DEN,KAN,L 24-44,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Brandon Marshall,False,24,44
2010.0,2010-09-12,1.0,1.0,26.173,MIA,BUF,W 15-10,True,13,8,53,6.63,0,61.5%,4.08,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,15,10
2010.0,2010-09-19,2.0,2.0,26.18,MIA,MIN,W 14-10,True,8,4,71,17.75,0,50.0%,8.88,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,14,10
2010.0,2010-09-26,3.0,3.0,26.187,MIA,NYJ,L 23-31,True,17,10,166,16.60,1,58.8%,9.76,2,3,1.50,0,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,23,31
2010.0,2010-10-04,4.0,4.0,26.195,MIA,NWE,L 14-41,True,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,14,41
2010.0,2010-10-17,5.0,6.0,26.208,MIA,GNB,W 23-20,True,17,10,127,12.70,0,58.8%,7.47,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,23,20
2010.0,2010-10-24,6.0,7.0,26.215,MIA,PIT,L 22-23,True,9,5,57,11.40,0,55.6%,6.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,22,23
2010.0,2010-10-31,7.0,8.0,26.222,MIA,CIN,W 22-14,True,7,5,64,12.80,0,71.4%,9.14,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,22,14
2010.0,2010-11-07,8.0,9.0,26.229,MIA,BAL,L 10-26,True,8,5,30,6.00,0,62.5%,3.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,Brandon Marshall,False,10,26
2010.0,2010-11-14,9.0,10.0,26.236,MIA,TEN,W 29-17,True,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Brandon Marshall,True,29,17
2010.0,2010-11-18,10.0,11.0,26.24,MIA,CHI,L 0-16,True,6,3,41,13.67,0,50.0%,6.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,0,16
2010.0,2010-11-28,11.0,12.0,,MIA,OAK,W 33-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Brandon Marshall,True,33,17
2010.0,2010-12-05,12.0,13.0,,MIA,CLE,L 10-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Brandon Marshall,False,10,13
2010.0,2010-12-12,13.0,14.0,26.264,MIA,NYJ,W 10-6,True,6,2,16,8.00,1,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,True,10,6
2010.0,2010-12-19,14.0,15.0,26.271,MIA,BUF,L 14-17,True,12,11,106,9.64,1,91.7%,8.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,Brandon Marshall,False,14,17
2010.0,2010-12-26,15.0,16.0,26.278,MIA,DET,L 27-34,True,16,10,102,10.20,0,62.5%,6.38,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,27,34
2010.0,2011-01-02,16.0,17.0,26.285,MIA,NWE,L 7-38,True,12,5,97,19.40,0,41.7%,8.08,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,7,38
2011.0,2011-09-12,1.0,1.0,27.173,MIA,NWE,L 24-38,True,13,7,139,19.86,0,53.8%,10.69,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,24,38
2011.0,2011-09-18,2.0,2.0,27.179,MIA,HOU,L 13-23,True,11,6,79,13.17,1,54.5%,7.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Brandon Marshall,False,13,23
2011.0,2011-09-25,3.0,3.0,27.186,MIA,CLE,L 16-17,True,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,16,17
2011.0,2011-10-02,4.0,4.0,27.193,MIA,SDG,L 16-26,True,8,5,52,10.40,0,62.5%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,16,26
2011.0,2011-10-17,5.0,6.0,27.208,MIA,NYJ,L 6-24,True,13,6,109,18.17,0,46.2%,8.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Brandon Marshall,False,6,24
