Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-11-01,8,8,26.266,ATL,,TAM,L 20-23,True,13,12,162,13.50,1,92.3%,12.46,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,1,1,0,0,0,0,72,90%,0,0%,0,0%,False,Julio Jones
2015,2015-11-08,9,9,26.273,ATL,@,SFO,L 16-17,True,17,10,137,13.70,0,58.8%,8.06,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,61,95%,0,0%,0,0%,True,Julio Jones
2015,2015-11-22,10,11,26.287,ATL,,IND,L 21-24,True,15,9,160,17.78,0,60.0%,10.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,70,93%,0,0%,0,0%,False,Julio Jones
2015,2015-11-29,11,12,26.294,ATL,,MIN,L 10-20,True,7,5,56,11.20,0,71.4%,8.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,58,91%,0,0%,0,0%,False,Julio Jones
2015,2015-12-06,12,13,26.301,ATL,@,TAM,L 19-23,True,17,8,93,11.63,0,47.1%,5.47,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,62,93%,0,0%,0,0%,True,Julio Jones
2015,2015-12-13,13,14,26.308,ATL,@,CAR,L 0-38,True,10,7,88,12.57,0,70.0%,8.80,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46,71%,0,0%,0,0%,True,Julio Jones
2015,2015-12-20,14,15,26.315,ATL,@,JAX,W 23-17,True,13,9,118,13.11,1,69.2%,9.08,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,66,89%,0,0%,0,0%,True,Julio Jones
2015,2015-12-27,15,16,26.322,ATL,,CAR,W 20-13,True,11,9,178,19.78,1,81.8%,16.18,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,53,85%,0,0%,0,0%,False,Julio Jones
2015,2016-01-03,16,17,26.329,ATL,,NOR,L 17-20,True,11,9,149,16.56,0,81.8%,13.55,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,58,87%,0,0%,0,0%,False,Julio Jones
2016,2016-09-11,1,1,27.216,ATL,,TAM,L 24-31,True,8,4,66,16.50,1,50.0%,8.25,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,55,85%,0,0%,0,0%,False,Julio Jones
2016,2016-09-18,2,2,27.223,ATL,@,OAK,W 35-28,True,5,5,106,21.20,1,100.0%,21.20,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,49,77%,0,0%,0,0%,True,Julio Jones
2016,2016-09-26,3,3,27.231,ATL,@,NOR,W 45-32,True,7,1,16,16.00,0,14.3%,2.29,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,47,73%,2,2%,1,3%,True,Julio Jones
2016,2016-10-02,4,4,27.237,ATL,,CAR,W 48-33,True,15,12,300,25.00,1,80.0%,20.00,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,47,70%,0,0%,3,9%,False,Julio Jones
2016,2016-10-09,5,5,27.244,ATL,@,DEN,W 23-16,True,6,2,29,14.50,0,33.3%,4.83,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,50,75%,0,0%,3,10%,True,Julio Jones
2016,2016-10-16,6,6,27.251,ATL,@,SEA,L 24-26,True,9,7,139,19.86,1,77.8%,15.44,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,62,93%,0,0%,0,0%,True,Julio Jones
2016,2016-10-23,7,7,27.258,ATL,,SDG,L 30-33,True,15,9,174,19.33,0,60.0%,11.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,57,88%,0,0%,1,3%,False,Julio Jones
2016,2016-10-30,8,8,27.265,ATL,,GNB,W 33-32,True,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,53,84%,0,0%,0,0%,False,Julio Jones
2016,2016-11-03,9,9,27.269,ATL,@,TAM,W 43-28,True,11,8,111,13.88,1,72.7%,10.09,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,53,73%,0,0%,2,8%,True,Julio Jones
2016,2016-11-13,10,10,27.279,ATL,@,PHI,L 15-24,True,16,10,135,13.50,0,62.5%,8.44,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,41,82%,1,1%,0,0%,True,Julio Jones
2016,2016-11-27,11,12,27.293,ATL,,ARI,W 38-19,True,7,4,35,8.75,0,57.1%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,56,80%,1,2%,1,4%,False,Julio Jones
2016,2016-12-04,12,13,27.300,ATL,,KAN,L 28-29,True,9,7,113,16.14,0,77.8%,12.56,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,47,64%,0,0%,0,0%,False,Julio Jones
2016,2016-12-11,13,14,,ATL,@,LAR,W 42-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julio Jones
2016,2016-12-18,14,15,,ATL,,SFO,W 41-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julio Jones
2016,2016-12-24,15,16,27.320,ATL,@,CAR,W 33-16,True,7,4,60,15.00,0,57.1%,8.57,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,39,62%,0,0%,1,3%,True,Julio Jones
2016,2017-01-01,16,17,27.328,ATL,,NOR,W 38-32,True,9,7,96,13.71,1,77.8%,10.67,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0,49,79%,0,0%,3,9%,False,Julio Jones
2017,2017-09-10,1,1,28.214,ATL,@,CHI,W 23-17,True,5,4,66,16.50,0,80.0%,13.20,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,48,81%,0,0%,0,0%,True,Julio Jones
2017,2017-09-17,2,2,28.221,ATL,,GNB,W 34-23,True,9,5,108,21.60,0,55.6%,12.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,48,83%,0,0%,2,7%,False,Julio Jones
2017,2017-09-24,3,3,28.228,ATL,@,DET,W 30-26,True,12,7,91,13.00,0,58.3%,7.58,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,58,85%,0,0%,0,0%,True,Julio Jones
2017,2017-10-01,4,4,28.235,ATL,,BUF,L 17-23,True,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20%,0,0%,0,0%,False,Julio Jones
2017,2017-10-15,5,6,28.249,ATL,,MIA,L 17-20,True,7,6,72,12.00,0,85.7%,10.29,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,45,79%,0,0%,0,0%,False,Julio Jones
2017,2017-10-22,6,7,28.256,ATL,@,NWE,L 7-23,True,13,9,99,11.00,1,69.2%,7.62,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,50,88%,0,0%,0,0%,True,Julio Jones
2017,2017-10-29,7,8,28.263,ATL,@,NYJ,W 25-20,True,6,3,74,24.67,0,50.0%,12.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,59,89%,0,0%,0,0%,True,Julio Jones
2017,2017-11-05,8,9,28.270,ATL,@,CAR,L 17-20,True,12,6,118,19.67,0,50.0%,9.83,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,43,72%,0,0%,0,0%,True,Julio Jones
2017,2017-11-12,9,10,28.277,ATL,,DAL,W 27-7,True,8,6,57,9.50,0,75.0%,7.13,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,43,66%,0,0%,0,0%,False,Julio Jones
2017,2017-11-20,10,11,28.285,ATL,@,SEA,W 34-31,True,10,5,71,14.20,0,50.0%,7.10,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,50,81%,0,0%,1,3%,True,Julio Jones
2017,2017-11-26,11,12,28.291,ATL,,TAM,W 34-20,True,15,12,253,21.08,2,80.0%,16.87,1,15,15.00,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,47,73%,0,0%,0,0%,False,Julio Jones
2017,2017-12-03,12,13,28.298,ATL,,MIN,L 9-14,True,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,42,79%,0,0%,0,0%,False,Julio Jones
2017,2017-12-07,13,14,28.302,ATL,,NOR,W 20-17,True,11,5,98,19.60,0,45.5%,8.91,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,73%,0,0%,0,0%,False,Julio Jones
2017,2017-12-18,14,15,28.313,ATL,@,TAM,W 24-21,True,8,3,54,18.00,0,37.5%,6.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,53,76%,0,0%,0,0%,True,Julio Jones
2017,2017-12-24,15,16,28.319,ATL,@,NOR,L 13-23,True,11,7,149,21.29,0,63.6%,13.55,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,56,88%,0,0%,0,0%,True,Julio Jones
2017,2017-12-31,16,17,28.326,ATL,,CAR,W 22-10,True,11,5,80,16.00,0,45.5%,7.27,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,54,75%,0,0%,0,0%,False,Julio Jones
2018,2018-09-06,1,1,29.210,ATL,@,PHI,L 12-18,True,19,10,169,16.90,0,52.6%,8.89,1,11,11.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,57,81%,1,1%,0,0%,True,Julio Jones
2018,2018-09-16,2,2,29.220,ATL,,CAR,W 31-24,True,9,5,64,12.80,0,55.6%,7.11,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,76%,0,0%,1,4%,False,Julio Jones
2018,2018-09-23,3,3,29.227,ATL,,NOR,L 37-43,True,6,5,96,19.20,0,83.3%,16.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,54,79%,0,0%,0,0%,False,Julio Jones
2018,2018-09-30,4,4,29.234,ATL,,CIN,L 36-37,True,12,9,173,19.22,0,75.0%,14.42,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,54,77%,0,0%,0,0%,False,Julio Jones
2018,2018-10-07,5,5,29.241,ATL,@,PIT,L 17-41,True,9,5,62,12.40,0,55.6%,6.89,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,53,74%,0,0%,0,0%,True,Julio Jones
2018,2018-10-14,6,6,29.248,ATL,,TAM,W 34-29,True,14,10,144,14.40,0,71.4%,10.29,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,51,76%,1,2%,0,0%,False,Julio Jones
2018,2018-10-22,7,7,29.256,ATL,,NYG,W 23-20,True,12,9,104,11.56,0,75.0%,8.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,1,1,0,0,0,0,49,75%,0,0%,1,4%,False,Julio Jones
2018,2018-11-04,8,9,29.269,ATL,@,WAS,W 38-14,True,10,7,121,17.29,1,70.0%,12.10,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,81%,1,1%,0,0%,True,Julio Jones
2018,2018-11-11,9,10,29.276,ATL,@,CLE,L 16-28,True,11,7,107,15.29,1,63.6%,9.73,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,73,97%,0,0%,0,0%,True,Julio Jones
2018,2018-11-18,10,11,29.283,ATL,,DAL,L 19-22,True,9,6,118,19.67,1,66.7%,13.11,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,51,91%,0,0%,1,4%,False,Julio Jones
2018,2018-11-22,11,12,29.287,ATL,@,NOR,L 17-31,True,14,11,147,13.36,0,78.6%,10.50,1,1,1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,62,89%,0,0%,0,0%,True,Julio Jones
2018,2018-12-02,12,13,29.297,ATL,,BAL,L 16-26,True,8,2,18,9.00,0,25.0%,2.25,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,41,77%,0,0%,0,0%,False,Julio Jones
2018,2018-12-09,13,14,29.304,ATL,@,GNB,L 20-34,True,11,8,106,13.25,2,72.7%,9.64,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,63,89%,0,0%,0,0%,True,Julio Jones
2018,2018-12-16,14,15,29.311,ATL,,ARI,W 40-14,True,8,6,82,13.67,1,75.0%,10.25,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,32,48%,0,0%,0,0%,False,Julio Jones
2018,2018-12-23,15,16,29.318,ATL,@,CAR,W 24-10,True,5,4,28,7.00,1,80.0%,5.60,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,24,50%,1,1%,0,0%,True,Julio Jones
2018,2018-12-30,16,17,29.325,ATL,@,TAM,W 34-32,True,13,9,138,15.33,1,69.2%,10.62,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,51,66%,1,2%,0,0%,True,Julio Jones
2019,2019-09-08,1,1,30.212,ATL,@,MIN,L 12-28,True,11,6,31,5.17,1,54.5%,2.82,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,68%,0,0%,0,0%,True,Julio Jones
2019,2019-09-15,2,2,30.219,ATL,,PHI,W 24-20,True,10,5,106,21.20,2,50.0%,10.60,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,81%,0,0%,0,0%,False,Julio Jones
2019,2019-09-22,3,3,30.226,ATL,@,IND,L 24-27,True,9,8,128,16.00,1,88.9%,14.22,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,75%,0,0%,0,0%,True,Julio Jones
2019,2019-09-29,4,4,30.233,ATL,,TEN,L 10-24,True,7,4,52,13.00,0,57.1%,7.43,1,1,1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,78%,0,0%,0,0%,False,Julio Jones
2019,2019-10-06,5,5,30.240,ATL,@,HOU,L 32-53,True,7,3,42,14.00,0,42.9%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,75%,0,0%,0,0%,True,Julio Jones
2019,2019-10-13,6,6,30.247,ATL,@,ARI,L 33-34,True,9,8,108,13.50,0,88.9%,12.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,67%,0,0%,0,0%,True,Julio Jones
2019,2019-10-20,7,7,30.254,ATL,,LAR,L 10-37,True,9,6,93,15.50,0,66.7%,10.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,75%,0,0%,0,0%,False,Julio Jones
2019,2019-10-27,8,8,30.261,ATL,,SEA,L 20-27,True,12,10,152,15.20,0,83.3%,12.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,76%,0,0%,0,0%,False,Julio Jones
2019,2019-11-10,9,10,30.275,ATL,@,NOR,W 26-9,True,9,3,79,26.33,0,33.3%,8.78,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,79%,0,0%,0,0%,True,Julio Jones
2019,2019-11-17,10,11,30.282,ATL,@,CAR,W 29-3,True,8,6,91,15.17,0,75.0%,11.38,1,-4,-4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,82%,0,0%,0,0%,True,Julio Jones
2019,2019-11-24,11,12,30.289,ATL,,TAM,L 22-35,True,10,5,68,13.60,0,50.0%,6.80,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56%,0,0%,0,0%,False,Julio Jones
2019,2019-11-28,12,13,,ATL,,NOR,L 18-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julio Jones
2019,2019-12-08,13,14,30.303,ATL,,CAR,W 40-20,True,8,5,66,13.20,0,62.5%,8.25,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,80%,0,0%,0,0%,False,Julio Jones
2019,2019-12-15,14,15,30.310,ATL,@,SFO,W 29-22,True,20,13,134,10.31,2,65.0%,6.70,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,88%,0,0%,0,0%,True,Julio Jones
2019,2019-12-22,15,16,30.317,ATL,,JAX,W 24-12,True,15,10,166,16.60,0,66.7%,11.07,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,76%,0,0%,0,0%,False,Julio Jones
2019,2019-12-29,16,17,30.324,ATL,@,TAM,W 28-22,True,13,7,78,11.14,0,53.8%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,82%,0,0%,0,0%,True,Julio Jones
2020,2020-09-13,1,1,31.218,ATL,,SEA,L 25-38,True,12,9,157,17.44,0,75.0%,13.08,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,81%,0,0%,0,0%,False,Julio Jones
2020,2020-09-20,2,2,31.225,ATL,@,DAL,L 39-40,True,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,79%,0,0%,2,5%,True,Julio Jones
2020,2020-09-27,3,3,,ATL,,CHI,L 26-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julio Jones
2020,2020-10-05,4,4,31.240,ATL,@,GNB,L 16-30,True,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21%,0,0%,0,0%,True,Julio Jones
2020,2020-10-11,5,5,,ATL,,CAR,L 16-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julio Jones
2020,2020-10-18,6,6,31.253,ATL,@,MIN,W 40-23,True,10,8,137,17.13,2,80.0%,13.70,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,80%,0,0%,2,7%,True,Julio Jones
2020,2020-10-25,7,7,31.260,ATL,,DET,L 22-23,True,9,8,97,12.13,0,88.9%,10.78,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,79%,0,0%,1,4%,False,Julio Jones
2020,2020-10-29,8,8,31.264,ATL,@,CAR,W 25-17,True,10,7,137,19.57,0,70.0%,13.70,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,83%,0,0%,0,0%,True,Julio Jones
2020,2020-11-08,9,9,31.274,ATL,,DEN,W 34-27,True,7,5,54,10.80,1,71.4%,7.71,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,89%,0,0%,2,6%,False,Julio Jones
2020,2020-11-22,10,11,31.288,ATL,@,NOR,L 9-24,True,2,2,39,19.50,0,100.0%,19.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35%,0,0%,0,0%,True,Julio Jones
2020,2020-11-29,11,12,,ATL,,LVR,W 43-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julio Jones
2020,2020-12-06,12,13,31.302,ATL,,NOR,L 16-21,True,10,6,94,15.67,0,60.0%,9.40,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,94%,0,0%,0,0%,False,Julio Jones
2020,2020-12-13,13,14,,ATL,@,LAC,L 17-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julio Jones
2020,2020-12-20,14,15,,ATL,,TAM,L 27-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julio Jones
2020,2020-12-27,15,16,,ATL,@,KAN,L 14-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julio Jones
2020,2021-01-03,16,17,,ATL,@,TAM,L 27-44,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julio Jones
2021,2021-09-12,1,1,32.216,TEN,,ARI,L 13-38,True,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,78%,0,0%,0,0%,False,Julio Jones
2021,2021-09-19,2,2,32.223,TEN,@,SEA,W 33-30,True,8,6,128,21.33,0,75.0%,16.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,75%,0,0%,0,0%,True,Julio Jones
2021,2021-09-26,3,3,32.230,TEN,,IND,W 25-16,True,4,3,47,15.67,0,75.0%,11.75,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,50%,0,0%,0,0%,False,Julio Jones
2021,2021-10-03,4,4,,TEN,@,NYJ,L 24-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julio Jones
2021,2021-10-10,5,5,,TEN,@,JAX,W 37-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julio Jones
2021,2021-10-18,6,6,32.252,TEN,,BUF,W 34-31,True,5,3,59,19.67,0,60.0%,11.80,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,66%,0,0%,0,0%,False,Julio Jones
2021,2021-10-24,7,7,32.258,TEN,,KAN,W 27-3,True,4,2,38,19.00,0,50.0%,9.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43%,0,0%,0,0%,False,Julio Jones
2021,2021-10-31,8,8,,TEN,@,IND,W 34-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julio Jones
2021,2021-11-07,9,9,32.272,TEN,@,LAR,W 28-16,True,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,74%,0,0%,1,4%,True,Julio Jones
