Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-09-13,1.0,1.0,21.158,DAL,LAR,L 17-20,True,6,5,59,11.80,0,83.3%,9.83,0,0,,0,0,0,,0,1,20,20.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,82%,0,0%,3,12%,True,CeeDee Lamb,False,17,20
2020.0,2020-09-20,2.0,2.0,21.165,DAL,ATL,W 40-39,True,9,6,106,17.67,0,66.7%,11.78,1,9,9.00,0,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,83%,0,0%,4,11%,False,CeeDee Lamb,True,40,39
2020.0,2020-09-27,3.0,3.0,21.172,DAL,SEA,L 31-38,True,7,5,65,13.00,0,71.4%,9.29,1,1,1.00,0,0,0,,0,3,32,10.67,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,60%,0,0%,4,12%,True,CeeDee Lamb,False,31,38
2020.0,2020-10-04,4.0,4.0,21.179,DAL,CLE,L 38-49,True,7,5,79,15.80,2,71.4%,11.29,1,3,3.00,0,0,0,,0,3,26,8.67,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,62,76%,0,0%,6,19%,False,CeeDee Lamb,False,38,49
2020.0,2020-10-11,5.0,5.0,21.186,DAL,NYG,W 37-34,True,11,8,124,15.50,0,72.7%,11.27,0,0,,0,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,55%,0,0%,2,6%,False,CeeDee Lamb,True,37,34
2020.0,2020-10-19,6.0,6.0,21.194,DAL,ARI,L 10-38,True,11,7,64,9.14,0,63.6%,5.82,0,0,,0,0,0,,0,2,1,0.50,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,60,67%,0,0%,3,11%,False,CeeDee Lamb,False,10,38
2020.0,2020-10-25,7.0,7.0,21.2,DAL,WAS,L 3-25,False,5,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,54%,0,0%,1,5%,True,CeeDee Lamb,False,3,25
2020.0,2020-11-01,8.0,8.0,21.207,DAL,PHI,L 9-23,False,5,4,27,6.75,0,80.0%,5.40,1,19,19.00,0,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,47%,0,0%,1,5%,True,CeeDee Lamb,False,9,23
2020.0,2020-11-08,9.0,9.0,21.214,DAL,PIT,L 19-24,True,7,4,71,17.75,1,57.1%,10.14,0,0,,0,0,0,,0,1,6,6.00,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,38,53%,0,0%,1,4%,False,CeeDee Lamb,False,19,24
2020.0,2020-11-22,10.0,11.0,21.228,DAL,MIN,W 31-28,True,6,4,34,8.50,1,66.7%,5.67,2,12,6.00,0,0,0,,0,3,48,16.00,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,44,67%,0,0%,3,12%,True,CeeDee Lamb,True,31,28
2020.0,2020-11-26,11.0,12.0,21.232,DAL,WAS,L 16-41,True,7,5,21,4.20,0,71.4%,3.00,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,71%,0,0%,2,7%,False,CeeDee Lamb,False,16,41
2020.0,2020-12-08,12.0,13.0,21.244,DAL,BAL,L 17-34,True,9,6,46,7.67,0,66.7%,5.11,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,61%,0,0%,2,7%,True,CeeDee Lamb,False,17,34
2020.0,2020-12-13,13.0,14.0,21.249,DAL,CIN,W 30-7,True,2,2,46,23.00,0,100.0%,23.00,1,15,15.00,0,0,0,,0,2,0,0.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,51%,0,0%,2,10%,True,CeeDee Lamb,True,30,7
2020.0,2020-12-20,14.0,15.0,21.256,DAL,SFO,W 41-33,True,7,5,85,17.00,0,71.4%,12.14,0,0,,0,1,47,47.00,1,1,16,16.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,57%,0,0%,5,13%,False,CeeDee Lamb,True,41,33
2020.0,2020-12-27,15.0,16.0,21.263,DAL,PHI,W 37-17,True,5,3,65,21.67,1,60.0%,13.00,1,19,19.00,1,0,0,,0,2,6,3.00,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,36,51%,0,0%,2,6%,False,CeeDee Lamb,True,37,17
2020.0,2021-01-03,16.0,17.0,21.27,DAL,NYG,L 19-23,True,7,5,43,8.60,0,71.4%,6.14,1,3,3.00,0,0,0,,0,1,-2,-2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,75%,0,0%,5,17%,True,CeeDee Lamb,False,19,23
2021.0,2021-09-09,1.0,1.0,22.154,DAL,TAM,L 29-31,True,15,7,104,14.86,1,46.7%,6.93,0,0,,0,0,0,,0,1,12,12.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,73%,0,0%,2,6%,True,CeeDee Lamb,False,29,31
2021.0,2021-09-19,2.0,2.0,22.164,DAL,LAC,W 20-17,True,9,8,81,10.13,0,88.9%,9.00,1,13,13.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,97%,0,0%,1,5%,True,CeeDee Lamb,True,20,17
2021.0,2021-09-27,3.0,3.0,22.172,DAL,PHI,W 41-21,True,3,3,66,22.00,0,100.0%,22.00,1,-1,-1.00,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,86%,0,0%,5,17%,False,CeeDee Lamb,True,41,21
2021.0,2021-10-03,4.0,4.0,22.178,DAL,CAR,W 36-28,True,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,80%,0,0%,3,10%,False,CeeDee Lamb,True,36,28
2021.0,2021-10-10,5.0,5.0,22.185,DAL,NYG,W 44-20,True,6,4,84,21.00,1,66.7%,14.00,1,4,4.00,0,0,0,,0,1,17,17.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,83%,0,0%,3,10%,False,CeeDee Lamb,True,44,20
2021.0,2021-10-17,6.0,6.0,22.192,DAL,NWE,W 35-29,True,11,9,149,16.56,2,81.8%,13.55,1,2,2.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,77,87%,0,0%,1,4%,True,CeeDee Lamb,True,35,29
2021.0,2021-10-31,7.0,8.0,22.206,DAL,MIN,W 20-16,True,8,6,112,18.67,0,75.0%,14.00,0,0,,0,0,0,,0,1,-3,-3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,89%,0,0%,3,10%,True,CeeDee Lamb,True,20,16
2021.0,2021-11-07,8.0,9.0,22.213,DAL,DEN,L 16-30,True,9,2,23,11.50,0,22.2%,2.56,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,71%,0,0%,1,4%,False,CeeDee Lamb,False,16,30
2021.0,2021-11-14,9.0,10.0,22.22,DAL,ATL,W 43-3,True,7,6,94,15.67,2,85.7%,13.43,1,12,12.00,0,0,0,,0,2,19,9.50,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,32,42%,0,0%,4,16%,False,CeeDee Lamb,True,43,3
2021.0,2021-11-21,10.0,11.0,22.227,DAL,KAN,L 9-19,True,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,54%,0,0%,0,0%,True,CeeDee Lamb,False,9,19
