Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-12-04,12.0,13.0,27.308,SDG,TAM,L 21-28,True,5,2,49,24.50,1,40.0%,9.80,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,96%,0,0%,0,0%,False,Dontrelle Inman,False,21,28
2016.0,2016-12-11,13.0,14.0,27.315,SDG,CAR,L 16-28,True,7,6,71,11.83,1,85.7%,10.14,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,True,Dontrelle Inman,False,16,28
2016.0,2016-12-18,14.0,15.0,27.322,SDG,OAK,L 16-19,True,8,5,68,13.60,0,62.5%,8.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,87%,0,0%,0,0%,False,Dontrelle Inman,False,16,19
2016.0,2016-12-24,15.0,16.0,27.328,SDG,CLE,L 17-20,True,10,3,44,14.67,0,30.0%,4.40,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,82%,0,0%,0,0%,True,Dontrelle Inman,False,17,20
2016.0,2017-01-01,16.0,17.0,27.336,SDG,KAN,L 27-37,True,5,4,51,12.75,0,80.0%,10.20,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,53,80%,0,0%,2,7%,False,Dontrelle Inman,False,27,37
2017.0,2017-09-11,1.0,1.0,,LAC,DEN,L 21-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dontrelle Inman,False,21,24
2017.0,2017-09-17,2.0,2.0,28.229,LAC,MIA,L 17-19,False,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,22%,0,0%,0,0%,False,Dontrelle Inman,False,17,19
2017.0,2017-09-24,3.0,3.0,28.236,LAC,KAN,L 10-24,False,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,19%,0,0%,0,0%,False,Dontrelle Inman,False,10,24
2017.0,2017-10-01,4.0,4.0,28.243,LAC,PHI,L 24-26,False,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,16%,0,0%,2,7%,False,Dontrelle Inman,False,24,26
2017.0,2017-10-08,5.0,5.0,28.25,LAC,NYG,W 27-22,False,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,4,12%,True,Dontrelle Inman,True,27,22
2017.0,2017-10-15,6.0,6.0,,LAC,OAK,W 17-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dontrelle Inman,True,17,16
2017.0,2017-10-22,7.0,7.0,,LAC,DEN,W 21-0,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dontrelle Inman,True,21,0
2017.0,2017-10-29,8.0,8.0,,CHI,NOR,L 12-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dontrelle Inman,False,12,20
2017.0,2017-11-12,9.0,10.0,28.285,CHI,GNB,L 16-23,True,8,6,88,14.67,0,75.0%,11.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,95%,0,0%,0,0%,False,Dontrelle Inman,False,16,23
2017.0,2017-11-19,10.0,11.0,28.292,CHI,DET,L 24-27,True,5,3,43,14.33,0,60.0%,8.60,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,84%,0,0%,0,0%,False,Dontrelle Inman,False,24,27
2017.0,2017-11-26,11.0,12.0,28.299,CHI,PHI,L 3-31,True,9,4,64,16.00,0,44.4%,7.11,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,93%,0,0%,0,0%,True,Dontrelle Inman,False,3,31
2017.0,2017-12-03,12.0,13.0,28.306,CHI,SFO,L 14-15,False,2,2,21,10.50,1,100.0%,10.50,1,6,0.0,0,0,0,,,0,0,0,0,0,0,35,95%,0,0%,0,0%,False,Dontrelle Inman,False,14,15
2017.0,2017-12-10,13.0,14.0,28.313,CHI,CIN,W 33-7,True,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,88%,0,0%,0,0%,True,Dontrelle Inman,True,33,7
2017.0,2017-12-16,14.0,15.0,28.319,CHI,DET,L 10-20,True,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,70%,0,0%,0,0%,True,Dontrelle Inman,False,10,20
2017.0,2017-12-24,15.0,16.0,28.327,CHI,CLE,W 20-3,True,4,2,19,9.50,0,50.0%,4.75,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,95%,0,0%,0,0%,False,Dontrelle Inman,True,20,3
2017.0,2017-12-31,16.0,17.0,28.334,CHI,MIN,L 10-23,True,10,5,94,18.80,0,50.0%,9.40,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,82%,0,0%,0,0%,True,Dontrelle Inman,False,10,23
2018.0,2018-10-21,7.0,7.0,29.263,IND,BUF,W 37-5,True,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,64%,0,0%,0,0%,False,Dontrelle Inman,True,37,5
2018.0,2018-10-28,8.0,8.0,29.27,IND,OAK,W 42-28,True,7,6,52,8.67,0,85.7%,7.43,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,74%,0,0%,0,0%,True,Dontrelle Inman,True,42,28
2018.0,2018-11-11,9.0,10.0,29.284,IND,JAX,W 29-26,False,4,4,41,10.25,0,100.0%,10.25,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,33%,0,0%,0,0%,False,Dontrelle Inman,True,29,26
2018.0,2018-11-18,10.0,11.0,29.291,IND,TEN,W 38-10,True,6,4,34,8.50,1,66.7%,5.67,1,6,0.0,0,0,0,,,0,0,0,0,0,0,29,47%,0,0%,0,0%,False,Dontrelle Inman,True,38,10
2018.0,2018-11-25,11.0,12.0,29.298,IND,MIA,W 27-24,True,4,3,40,13.33,0,75.0%,10.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,67%,0,0%,0,0%,False,Dontrelle Inman,True,27,24
2018.0,2018-12-02,12.0,13.0,29.305,IND,JAX,L 0-6,False,6,2,14,7.00,0,33.3%,2.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,71%,0,0%,0,0%,True,Dontrelle Inman,False,0,6
2018.0,2018-12-09,13.0,14.0,,IND,HOU,W 24-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dontrelle Inman,True,24,21
2018.0,2018-12-16,14.0,15.0,29.319,IND,DAL,W 23-0,False,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,50%,0,0%,0,0%,False,Dontrelle Inman,True,23,0
2018.0,2018-12-23,15.0,16.0,29.326,IND,NYG,W 28-27,False,5,4,46,11.50,1,80.0%,9.20,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,58%,0,0%,0,0%,False,Dontrelle Inman,True,28,27
2018.0,2018-12-30,16.0,17.0,29.333,IND,TEN,W 33-17,False,6,5,77,15.40,1,83.3%,12.83,1,6,0.0,0,0,0,,,0,0,0,0,0,0,49,62%,0,0%,0,0%,True,Dontrelle Inman,True,33,17
2019.0,2019-09-08,1.0,1.0,30.22,LAC,IND,W 30-24,False,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,41%,0,0%,0,0%,False,Dontrelle Inman,True,30,24
2019.0,2019-09-15,2.0,2.0,30.227,LAC,DET,L 10-13,False,2,1,28,28.00,0,50.0%,14.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,55%,0,0%,0,0%,True,Dontrelle Inman,False,10,13
2019.0,2019-09-22,3.0,3.0,30.234,LAC,HOU,L 20-27,False,3,1,23,23.00,0,33.3%,7.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,32%,0,0%,0,0%,False,Dontrelle Inman,False,20,27
2019.0,2019-09-29,4.0,4.0,30.241,LAC,MIA,W 30-10,True,7,5,76,15.20,0,71.4%,10.86,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,75%,0,0%,0,0%,True,Dontrelle Inman,True,30,10
2019.0,2019-10-06,5.0,5.0,,LAC,DEN,L 13-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dontrelle Inman,False,13,20
2019.0,2019-10-13,6.0,6.0,,LAC,PIT,L 17-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dontrelle Inman,False,17,24
2019.0,2019-10-20,7.0,7.0,,LAC,TEN,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dontrelle Inman,False,20,23
2019.0,2019-10-27,8.0,8.0,,LAC,CHI,W 17-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dontrelle Inman,True,17,16
2019.0,2019-11-03,9.0,9.0,,LAC,GNB,W 26-11,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dontrelle Inman,True,26,11
2019.0,2019-11-07,10.0,10.0,,LAC,OAK,L 24-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dontrelle Inman,False,24,26
2019.0,2019-11-18,11.0,11.0,,LAC,KAN,L 17-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dontrelle Inman,False,17,24
2019.0,2019-12-16,14.0,15.0,30.319,IND,NOR,L 7-34,False,3,2,25,12.50,0,66.7%,8.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,55%,0,0%,0,0%,True,Dontrelle Inman,False,7,34
2019.0,2019-12-22,15.0,16.0,30.325,IND,CAR,W 38-6,False,2,1,18,18.00,0,50.0%,9.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,13%,0,0%,0,0%,False,Dontrelle Inman,True,38,6
2019.0,2019-12-29,16.0,17.0,30.332,IND,JAX,L 20-38,False,3,1,6,6.00,0,33.3%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,29%,0,0%,0,0%,True,Dontrelle Inman,False,20,38
2020.0,2020-09-13,1.0,1.0,31.226,WAS,PHI,W 27-17,False,5,2,21,10.50,0,40.0%,4.20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,51%,0,0%,0,0%,False,Dontrelle Inman,True,27,17
2020.0,2020-09-20,2.0,2.0,31.233,WAS,ARI,L 15-30,False,5,2,17,8.50,0,40.0%,3.40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,68%,0,0%,0,0%,True,Dontrelle Inman,False,15,30
2020.0,2020-09-27,3.0,3.0,31.24,WAS,CLE,L 20-34,True,6,3,38,12.67,2,50.0%,6.33,2,12,0.0,0,0,0,0,0,1,0,0,0,0,0,45,70%,0,0%,0,0%,True,Dontrelle Inman,False,20,34
2020.0,2020-10-04,4.0,4.0,31.247,WAS,BAL,L 17-31,True,5,4,29,7.25,0,80.0%,5.80,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,80%,0,0%,0,0%,False,Dontrelle Inman,False,17,31
