Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-09-07,1.0,1.0,22.127,MIN,STL,W 34-6,False,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,0,0%,True,Jerick McKinnon,True,34,6
2014.0,2014-09-14,2.0,2.0,22.134,MIN,NWE,L 7-30,False,2,7,3.50,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,32%,0,0%,0,0%,False,Jerick McKinnon,False,7,30
2014.0,2014-09-21,3.0,3.0,22.141,MIN,NOR,L 9-20,False,2,-1,-0.50,0,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,29%,0,0%,8,36%,True,Jerick McKinnon,False,9,20
2014.0,2014-09-28,4.0,4.0,22.148,MIN,ATL,W 41-28,False,18,135,7.50,0,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,42%,0,0%,10,30%,False,Jerick McKinnon,True,41,28
2014.0,2014-10-02,5.0,5.0,22.152,MIN,GNB,L 10-42,False,7,24,3.43,0,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,38%,0,0%,0,0%,True,Jerick McKinnon,False,10,42
2014.0,2014-10-12,6.0,6.0,22.162,MIN,DET,L 3-17,True,11,40,3.64,0,6,6,42,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,68%,0,0%,0,0%,False,Jerick McKinnon,False,3,17
2014.0,2014-10-19,7.0,7.0,22.169,MIN,BUF,L 16-17,True,19,103,5.42,0,4,2,-2,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,60%,0,0%,0,0%,True,Jerick McKinnon,False,16,17
2014.0,2014-10-26,8.0,8.0,22.176,MIN,TAM,W 19-13,True,16,83,5.19,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,61%,0,0%,0,0%,True,Jerick McKinnon,True,19,13
2014.0,2014-11-02,9.0,9.0,22.183,MIN,WAS,W 29-26,True,14,54,3.86,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,49%,0,0%,0,0%,False,Jerick McKinnon,True,29,26
2014.0,2014-11-16,10.0,11.0,22.197,MIN,CHI,L 13-21,True,8,38,4.75,0,7,4,20,5.00,0,57.1%,2.86,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,57%,0,0%,0,0%,True,Jerick McKinnon,False,13,21
2014.0,2014-11-23,11.0,12.0,22.204,MIN,GNB,L 21-24,True,15,54,3.60,0,3,3,9,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,57%,0,0%,0,0%,False,Jerick McKinnon,False,21,24
2014.0,2014-11-30,12.0,13.0,,MIN,CAR,W 31-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jerick McKinnon,True,31,13
2014.0,2014-12-07,13.0,14.0,,MIN,NYJ,W 30-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jerick McKinnon,True,30,24
2014.0,2014-12-14,14.0,15.0,,MIN,DET,L 14-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jerick McKinnon,False,14,16
2014.0,2014-12-21,15.0,16.0,,MIN,MIA,L 35-37,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jerick McKinnon,False,35,37
2014.0,2014-12-28,16.0,17.0,,MIN,CHI,W 13-9,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jerick McKinnon,True,13,9
2015.0,2015-09-14,1.0,1.0,23.134,MIN,SFO,L 3-20,False,3,20,6.67,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,15%,0,0%,7,32%,True,Jerick McKinnon,False,3,20
2015.0,2015-09-20,2.0,2.0,23.14,MIN,DET,W 26-16,False,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,9,14%,0,0%,9,38%,False,Jerick McKinnon,True,26,16
2015.0,2015-09-27,3.0,3.0,23.147,MIN,SDG,W 31-14,False,6,18,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,18%,0,0%,6,22%,False,Jerick McKinnon,True,31,14
2015.0,2015-10-04,4.0,4.0,23.154,MIN,DEN,L 20-23,False,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,14,48%,True,Jerick McKinnon,False,20,23
2015.0,2015-10-18,5.0,6.0,23.168,MIN,KAN,W 16-10,False,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,13,54%,False,Jerick McKinnon,True,16,10
2015.0,2015-10-25,6.0,7.0,23.175,MIN,DET,W 28-19,False,9,36,4.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,15,20%,0,0%,17,55%,True,Jerick McKinnon,True,28,19
2015.0,2015-11-01,7.0,8.0,23.182,MIN,CHI,W 23-20,False,2,18,9.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,12%,0,0%,15,52%,True,Jerick McKinnon,True,23,20
2015.0,2015-11-08,8.0,9.0,23.189,MIN,STL,W 21-18,False,0,0,,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,7%,0,0%,23,66%,False,Jerick McKinnon,True,21,18
2015.0,2015-11-15,9.0,10.0,23.196,MIN,OAK,W 30-14,False,0,0,,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,16,55%,True,Jerick McKinnon,True,30,14
2015.0,2015-11-22,10.0,11.0,23.203,MIN,GNB,L 13-30,False,0,0,,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,17%,0,0%,15,52%,False,Jerick McKinnon,False,13,30
2015.0,2015-11-29,11.0,12.0,23.21,MIN,ATL,W 20-10,False,5,33,6.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,16%,0,0%,9,47%,True,Jerick McKinnon,True,20,10
2015.0,2015-12-06,12.0,13.0,23.217,MIN,SEA,L 7-38,False,4,18,4.50,0,6,3,6,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,42%,0,0%,11,44%,False,Jerick McKinnon,False,7,38
2015.0,2015-12-10,13.0,14.0,23.221,MIN,ARI,L 20-23,False,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,7%,0,0%,13,52%,True,Jerick McKinnon,False,20,23
2015.0,2015-12-20,14.0,15.0,23.231,MIN,CHI,W 38-17,False,7,10,1.43,0,4,4,76,19.00,1,100.0%,19.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,19,31%,0,0%,7,26%,False,Jerick McKinnon,True,38,17
2015.0,2015-12-27,15.0,16.0,23.238,MIN,NYG,W 49-17,False,7,89,12.71,2,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,15,21%,0,0%,17,45%,False,Jerick McKinnon,True,49,17
2015.0,2016-01-03,16.0,17.0,23.245,MIN,GNB,W 20-13,False,4,15,3.75,0,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,0,0,,,1,24,24.00,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,12,25%,0,0%,13,50%,True,Jerick McKinnon,True,20,13
2016.0,2016-09-11,1.0,1.0,24.131,MIN,TEN,W 25-16,False,1,6,6.00,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,16,25%,0,0%,4,14%,True,Jerick McKinnon,True,25,16
2016.0,2016-09-18,2.0,2.0,24.138,MIN,GNB,W 17-14,False,2,2,1.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,21%,0,0%,0,0%,False,Jerick McKinnon,True,17,14
2016.0,2016-09-25,3.0,3.0,24.145,MIN,CAR,W 22-10,False,16,45,2.81,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,36,65%,0,0%,0,0%,True,Jerick McKinnon,True,22,10
2016.0,2016-10-03,4.0,4.0,24.153,MIN,NYG,W 24-10,True,18,85,4.72,1,5,3,10,3.33,0,60.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,62%,0,0%,0,0%,False,Jerick McKinnon,True,24,10
2016.0,2016-10-09,5.0,5.0,24.159,MIN,HOU,W 31-13,True,20,36,1.80,0,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,55%,0,0%,0,0%,False,Jerick McKinnon,True,31,13
2016.0,2016-10-23,6.0,7.0,24.173,MIN,PHI,L 10-21,False,11,43,3.91,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,21%,0,0%,0,0%,True,Jerick McKinnon,False,10,21
2016.0,2016-10-31,7.0,8.0,,MIN,CHI,L 10-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jerick McKinnon,False,10,20
2016.0,2016-11-06,8.0,9.0,24.187,MIN,DET,L 16-22,False,7,8,1.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,37%,0,0%,0,0%,False,Jerick McKinnon,False,16,22
2016.0,2016-11-13,9.0,10.0,24.194,MIN,WAS,L 20-26,True,6,16,2.67,0,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,48%,0,0%,0,0%,True,Jerick McKinnon,False,20,26
2016.0,2016-11-20,10.0,11.0,24.201,MIN,ARI,W 30-24,True,16,44,2.75,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,53%,0,0%,0,0%,False,Jerick McKinnon,True,30,24
2016.0,2016-11-24,11.0,12.0,24.205,MIN,DET,L 13-16,True,9,31,3.44,0,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,62%,0,0%,0,0%,True,Jerick McKinnon,False,13,16
2016.0,2016-12-01,12.0,13.0,24.212,MIN,DAL,L 15-17,False,9,41,4.56,0,6,5,14,2.80,1,83.3%,2.33,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,51,69%,0,0%,0,0%,False,Jerick McKinnon,False,15,17
2016.0,2016-12-11,13.0,14.0,24.222,MIN,JAX,W 25-16,True,14,31,2.21,0,6,6,38,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,61%,0,0%,0,0%,True,Jerick McKinnon,True,25,16
2016.0,2016-12-18,14.0,15.0,24.229,MIN,IND,L 6-34,False,3,12,4.00,0,9,9,59,6.56,0,100.0%,6.56,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,59%,0,0%,0,0%,False,Jerick McKinnon,False,6,34
2016.0,2016-12-24,15.0,16.0,24.235,MIN,GNB,L 25-38,True,11,50,4.55,0,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,69%,0,0%,0,0%,True,Jerick McKinnon,False,25,38
2016.0,2017-01-01,16.0,17.0,24.243,MIN,CHI,W 38-10,False,16,89,5.56,1,4,3,21,7.00,1,75.0%,5.25,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,40,63%,0,0%,0,0%,False,Jerick McKinnon,True,38,10
2017.0,2017-09-11,1.0,1.0,25.131,MIN,NOR,W 29-19,False,3,5,1.67,0,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,0,,,4,108,27.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,17%,0,0%,15,52%,False,Jerick McKinnon,True,29,19
2017.0,2017-09-17,2.0,2.0,25.137,MIN,PIT,L 9-26,False,3,16,5.33,0,5,3,9,3.00,0,60.0%,1.80,0,0,,0,0,0,,0,0,,,2,52,26.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,34%,0,0%,10,32%,True,Jerick McKinnon,False,9,26
