Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-13,1,1,24.124,JAX,,CAR,L 9-20,False,,1,0.0,1,2,50.0,0,3,0.0,0,0,0,,,0,0%,0,0%,6,23%,False,Jason Myers
2015,2015-09-20,2,2,24.131,JAX,,MIA,W 23-20,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0%,0,0%,10,29%,False,Jason Myers
2015,2015-09-27,3,3,24.138,JAX,@,NWE,L 17-51,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0%,0,0%,7,23%,True,Jason Myers
2015,2015-10-04,4,4,24.145,JAX,@,IND,L 13-16,False,1,1,100.0,2,4,50.0,0,7,0.0,0,0,0,,,0,0%,0,0%,9,27%,True,Jason Myers
2015,2015-10-11,5,5,24.152,JAX,@,TAM,L 31-38,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0%,0,0%,11,34%,True,Jason Myers
2015,2015-10-18,6,6,24.159,JAX,,HOU,L 20-31,False,2,3,66.7,,,,0,2,0.0,0,0,0,,,0,0%,0,0%,9,31%,False,Jason Myers
2015,2015-10-25,7,7,24.166,JAX,,BUF,W 34-31,False,4,5,80.0,,,,0,4,0.0,0,0,0,,,0,0%,0,0%,11,34%,False,Jason Myers
2015,2015-11-08,8,9,24.180,JAX,@,NYJ,L 23-28,False,2,2,100.0,3,3,100.0,0,11,0.0,1,0,1,0,0,0,0%,0,0%,11,32%,True,Jason Myers
2015,2015-11-15,9,10,24.187,JAX,@,BAL,W 22-20,False,1,1,100.0,3,4,75.0,0,10,0.0,1,0,1,0,0,0,0%,0,0%,10,34%,True,Jason Myers
2015,2015-11-19,10,11,24.191,JAX,,TEN,W 19-13,False,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0%,0,0%,11,38%,False,Jason Myers
2015,2015-11-29,11,12,24.201,JAX,,SDG,L 25-31,False,1,2,50.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0%,0,0%,13,39%,False,Jason Myers
2015,2015-12-06,12,13,24.208,JAX,@,TEN,L 39-42,False,3,5,60.0,,,,0,3,0.0,0,0,0,,,0,0%,0,0%,12,39%,True,Jason Myers
2015,2015-12-13,13,14,24.215,JAX,,IND,W 51-16,False,6,7,85.7,1,1,100.0,0,9,0.0,0,0,0,,,0,0%,0,0%,17,45%,False,Jason Myers
2015,2015-12-20,14,15,24.222,JAX,,ATL,L 17-23,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0%,0,0%,7,24%,False,Jason Myers
2015,2015-12-27,15,16,24.229,JAX,@,NOR,L 27-38,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0%,0,0%,6,23%,True,Jason Myers
2015,2016-01-03,16,17,24.236,JAX,@,HOU,L 6-30,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0%,0,0%,5,18%,True,Jason Myers
2016,2016-09-11,1,1,25.122,JAX,,GNB,L 23-27,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0%,0,0%,11,39%,False,Jason Myers
2016,2016-09-18,2,2,25.129,JAX,@,SDG,L 14-38,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0%,0,0%,6,22%,True,Jason Myers
2016,2016-09-25,3,3,25.136,JAX,,BAL,L 17-19,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0%,0,0%,8,26%,False,Jason Myers
2016,2016-10-02,4,4,25.143,JAX,,IND,W 30-27,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0%,0,0%,12,39%,False,Jason Myers
2016,2016-10-16,5,6,25.157,JAX,@,CHI,W 17-16,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0%,0,0%,7,26%,True,Jason Myers
2016,2016-10-23,6,7,25.164,JAX,,OAK,L 16-33,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0%,0,0%,9,25%,False,Jason Myers
2016,2016-10-27,7,8,25.168,JAX,@,TEN,L 22-36,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0%,0,0%,6,20%,True,Jason Myers
2016,2016-11-06,8,9,25.178,JAX,@,KAN,L 14-19,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0%,0,0%,6,21%,True,Jason Myers
2016,2016-11-13,9,10,25.185,JAX,,HOU,L 21-24,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0%,0,0%,8,32%,False,Jason Myers
2016,2016-11-20,10,11,25.192,JAX,@,DET,L 19-26,False,1,2,50.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0%,0,0%,9,28%,True,Jason Myers
2016,2016-11-27,11,12,25.199,JAX,@,BUF,L 21-28,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0%,0,0%,7,25%,True,Jason Myers
2016,2016-12-04,12,13,25.206,JAX,,DEN,L 10-20,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0%,0,0%,5,15%,False,Jason Myers
2016,2016-12-11,13,14,25.213,JAX,,MIN,L 16-25,False,1,1,100.0,3,5,60.0,0,10,0.0,0,0,0,,,0,0%,0,0%,11,34%,False,Jason Myers
2016,2016-12-18,14,15,25.220,JAX,@,HOU,L 20-21,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,0,0%,0,0%,10,29%,True,Jason Myers
2016,2016-12-24,15,16,25.226,JAX,,TEN,W 38-17,False,2,4,50.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0%,0,0%,17,50%,False,Jason Myers
2016,2017-01-01,16,17,25.234,JAX,@,IND,L 20-24,False,2,2,100.0,2,4,50.0,0,8,0.0,0,0,0,,,0,0%,0,0%,11,37%,True,Jason Myers
2017,2017-09-10,1,1,26.121,JAX,@,HOU,W 29-7,False,2,3,66.7,3,4,75.0,0,11,0.0,0,0,0,,,0,0%,0,0%,14,54%,True,Jason Myers
2017,2017-09-17,2,2,26.128,JAX,,TEN,L 16-37,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0%,0,0%,6,21%,False,Jason Myers
2017,2017-09-24,3,3,26.135,JAX,,BAL,W 44-7,False,5,5,100.0,3,3,100.0,0,14,0.0,0,0,0,,,0,0%,0,0%,17,55%,False,Jason Myers
2017,2017-10-01,4,4,26.142,JAX,@,NYJ,L 20-23,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0%,0,0%,10,27%,True,Jason Myers
2017,2017-10-08,5,5,26.149,JAX,@,PIT,W 30-9,False,3,4,75.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0%,0,0%,11,42%,True,Jason Myers
2017,2017-10-15,6,6,26.156,JAX,,LAR,L 17-27,False,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,,,0,0%,0,0%,10,28%,False,Jason Myers
2018,2018-09-10,1,1,27.121,NYJ,@,DET,W 48-17,False,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,,,0,0%,0,0%,17,53%,True,Jason Myers
2018,2018-09-16,2,2,27.127,NYJ,,MIA,L 12-20,False,,1,0.0,2,2,100.0,0,6,0.0,0,0,0,,,0,0%,0,0%,7,28%,False,Jason Myers
2018,2018-09-20,3,3,27.131,NYJ,@,CLE,L 17-21,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0%,0,0%,7,23%,True,Jason Myers
2018,2018-09-30,4,4,27.141,NYJ,@,JAX,L 12-31,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0%,0,0%,6,20%,True,Jason Myers
2018,2018-10-07,5,5,27.148,NYJ,,DEN,W 34-16,False,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,0%,0,0%,14,44%,False,Jason Myers
2018,2018-10-14,6,6,27.155,NYJ,,IND,W 42-34,False,3,3,100.0,7,7,100.0,0,24,0.0,0,0,0,,,0,0%,0,0%,20,56%,False,Jason Myers
2018,2018-10-21,7,7,27.162,NYJ,,MIN,L 17-37,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0%,0,0%,7,18%,False,Jason Myers
2018,2018-10-28,8,8,27.169,NYJ,@,CHI,L 10-24,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0%,0,0%,5,18%,True,Jason Myers
2018,2018-11-04,9,9,27.176,NYJ,@,MIA,L 6-13,False,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,0%,0,0%,6,21%,True,Jason Myers
2018,2018-11-11,10,10,27.183,NYJ,,BUF,L 10-41,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0%,0,0%,4,13%,False,Jason Myers
2018,2018-11-25,11,12,27.197,NYJ,,NWE,L 13-27,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0%,0,0%,7,26%,False,Jason Myers
2018,2018-12-02,12,13,27.204,NYJ,@,TEN,L 22-26,False,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,,,0,0%,0,0%,13,35%,True,Jason Myers
2018,2018-12-09,13,14,27.211,NYJ,@,BUF,W 27-23,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0%,0,0%,11,39%,True,Jason Myers
2018,2018-12-15,14,15,27.217,NYJ,,HOU,L 22-29,False,1,3,33.3,1,1,100.0,0,4,0.0,0,0,0,,,0,0%,0,0%,9,29%,False,Jason Myers
2018,2018-12-23,15,16,27.225,NYJ,,GNB,L 38-44,False,5,5,100.0,1,2,50.0,0,8,0.0,1,0,1,0,0,0,0%,0,0%,15,41%,False,Jason Myers
2018,2018-12-30,16,17,27.232,NYJ,@,NWE,L 3-38,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0%,0,0%,3,12%,True,Jason Myers
2019,2019-09-08,1,1,28.119,SEA,,CIN,W 21-20,False,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0%,0,0%,7,23%,False,Jason Myers
2019,2019-09-15,2,2,28.126,SEA,@,PIT,W 28-26,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,0,0,0%,0,0%,11,37%,True,Jason Myers
2019,2019-09-22,3,3,28.133,SEA,,NOR,L 27-33,False,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0%,0,0%,7,25%,False,Jason Myers
2019,2019-09-29,4,4,28.140,SEA,@,ARI,W 27-10,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,11,42%,True,Jason Myers
2019,2019-10-03,5,5,28.144,SEA,,LAR,W 30-29,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,11,35%,False,Jason Myers
2019,2019-10-13,6,6,28.154,SEA,@,CLE,W 32-28,False,2,3,66.7,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,12,46%,True,Jason Myers
2019,2019-10-20,7,7,28.161,SEA,,BAL,L 16-30,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0%,0,0%,10,34%,False,Jason Myers
2019,2019-10-27,8,8,28.168,SEA,@,ATL,W 27-20,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,11,42%,True,Jason Myers
2019,2019-11-03,9,9,28.175,SEA,,TAM,W 40-34,False,2,3,66.7,2,4,50.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,14,39%,False,Jason Myers
2019,2019-11-11,10,10,28.183,SEA,@,SFO,W 27-24,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,10,29%,True,Jason Myers
2019,2019-11-24,11,12,28.196,SEA,@,PHI,W 17-9,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0%,0,0%,7,32%,True,Jason Myers
2019,2019-12-02,12,13,28.204,SEA,,MIN,W 37-30,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,0,0,0%,0,0%,15,45%,False,Jason Myers
2019,2019-12-08,13,14,28.210,SEA,@,LAR,L 12-28,False,,1,0.0,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,7,28%,True,Jason Myers
2019,2019-12-15,14,15,28.217,SEA,@,CAR,W 30-24,False,3,4,75.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,11,39%,True,Jason Myers
2019,2019-12-22,15,16,28.224,SEA,,ARI,L 13-27,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,8,23%,False,Jason Myers
2019,2019-12-29,16,17,28.231,SEA,,SFO,L 21-26,False,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0%,0,0%,7,30%,False,Jason Myers
2020,2020-09-13,1,1,29.124,SEA,@,ATL,W 38-25,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,13,45%,True,Jason Myers
2020,2020-09-20,2,2,29.131,SEA,,NWE,W 35-30,False,5,5,100.0,,,,0,5,0.0,0,0,0,0,0,0,0%,0,0%,11,39%,False,Jason Myers
2020,2020-09-27,3,3,29.138,SEA,,DAL,W 38-31,False,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,0,0%,0,0%,10,29%,False,Jason Myers
2020,2020-10-04,4,4,29.145,SEA,@,MIA,W 31-23,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,11,42%,True,Jason Myers
2020,2020-10-11,5,5,29.152,SEA,,MIN,W 27-26,False,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0%,0,0%,8,32%,False,Jason Myers
2020,2020-10-25,6,7,29.166,SEA,@,ARI,L 34-37,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,0,0,0%,0,0%,13,39%,True,Jason Myers
2020,2020-11-01,7,8,29.173,SEA,,SFO,W 37-27,False,4,5,80.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,13,45%,False,Jason Myers
2020,2020-11-08,8,9,29.180,SEA,@,BUF,L 34-44,False,4,4,100.0,2,2,100.0,0,10,0.0,1,0,1,0,0,0,0%,0,0%,12,35%,True,Jason Myers
2020,2020-11-15,9,10,29.187,SEA,@,LAR,L 16-23,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0%,0,0%,7,29%,True,Jason Myers
2020,2020-11-19,10,11,29.191,SEA,,ARI,W 28-21,False,2,3,66.7,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,10,38%,False,Jason Myers
2020,2020-11-30,11,12,29.202,SEA,@,PHI,W 23-17,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0%,0,0%,11,44%,True,Jason Myers
2020,2020-12-06,12,13,29.208,SEA,,NYG,L 12-17,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0%,0,0%,5,19%,False,Jason Myers
2020,2020-12-13,13,14,29.215,SEA,,NYJ,W 40-3,False,4,5,80.0,2,2,100.0,0,10,0.0,0,0,0,0,0,0,0%,0,0%,15,54%,False,Jason Myers
2020,2020-12-20,14,15,29.222,SEA,@,WAS,W 20-15,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,9,38%,True,Jason Myers
2020,2020-12-27,15,16,29.229,SEA,,LAR,W 20-9,False,2,2,100.0,2,2,100.0,0,8,0.0,0,1,1,0,0,0,0%,0,0%,9,33%,False,Jason Myers
2020,2021-01-03,16,17,29.236,SEA,@,SFO,W 26-23,False,2,3,66.7,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,11,34%,True,Jason Myers
2021,2021-09-12,1,1,30.123,SEA,@,IND,W 28-16,False,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,0,0%,0,0%,9,38%,True,Jason Myers
2021,2021-09-19,2,2,30.130,SEA,,TEN,L 30-33,False,3,4,75.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,12,33%,False,Jason Myers
2021,2021-09-26,3,3,30.137,SEA,@,MIN,L 17-30,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,0,0,0%,0,0%,8,32%,True,Jason Myers
2021,2021-10-03,4,4,30.144,SEA,@,SFO,W 28-21,False,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,0,0%,0,0%,9,29%,True,Jason Myers
2021,2021-10-07,5,5,30.148,SEA,,LAR,L 17-26,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,0,0,0%,0,0%,8,29%,False,Jason Myers
2021,2021-10-17,6,6,30.158,SEA,@,PIT,L 20-23,False,2,2,100.0,2,2,100.0,0,8,0.0,0,1,1,0,0,0,0%,0,0%,8,24%,True,Jason Myers
2021,2021-10-25,7,7,30.166,SEA,,NOR,L 10-13,False,1,1,100.0,1,3,33.3,0,4,0.0,0,0,0,0,0,0,0%,0,0%,7,28%,False,Jason Myers
2021,2021-10-31,8,8,30.172,SEA,,JAX,W 31-7,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,11,48%,False,Jason Myers
2021,2021-11-14,9,10,30.186,SEA,@,GNB,L 0-17,False,,,,,,,0,0,0.0,0,0,0,0,0,0,0%,0,0%,1,6%,True,Jason Myers
2021,2021-11-21,10,11,30.193,SEA,,ARI,L 13-23,False,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,0,0,0%,0,0%,7,26%,False,Jason Myers
2021,2021-11-29,11,12,30.201,SEA,@,WAS,L 15-17,False,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0%,0,0%,5,21%,True,Jason Myers
2021,2021-12-05,12,13,30.207,SEA,,SFO,W 30-23,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,0,0,0%,0,0%,10,34%,False,Jason Myers
2021,2021-12-12,13,14,30.214,SEA,@,HOU,W 33-13,False,1,3,33.3,2,2,100.0,0,7,0.0,1,0,1,0,0,0,0%,0,0%,12,43%,True,Jason Myers
2021,2021-12-21,14,15,30.223,SEA,@,LAR,L 10-20,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0%,0,0%,5,21%,True,Jason Myers
2021,2021-12-26,15,16,30.228,SEA,,CHI,L 24-25,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,10,40%,False,Jason Myers
2021,2022-01-02,16,17,30.235,SEA,,DET,W 51-29,False,6,6,100.0,3,3,100.0,0,15,0.0,1,0,1,0,0,0,0%,0,0%,19,59%,False,Jason Myers
2021,2022-01-09,17,18,30.242,SEA,@,ARI,W 38-30,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,12,38%,True,Jason Myers
,103 Games,,,,,,,45-58-0,False,239,265,90.2,161,190,84.7,0,722,0.0,8,2,10,0,0,,,,,,,False,Jason Myers
