Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-09-09,1.0,1.0,21.21,OAK,DEN,W 24-16,True,23,85,3.70,2,1,1,28,28.00,0,100.0%,28.00,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,40,73%,0,0%,0,0%,False,Josh Jacobs,True,24,16
2019.0,2019-09-15,2.0,2.0,21.216,OAK,KAN,L 10-28,True,12,99,8.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,48%,0,0%,0,0%,False,Josh Jacobs,False,10,28
2019.0,2019-09-22,3.0,3.0,21.223,OAK,MIN,L 14-34,True,10,44,4.40,0,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,42%,0,0%,0,0%,True,Josh Jacobs,False,14,34
2019.0,2019-09-29,4.0,4.0,21.23,OAK,IND,W 31-24,True,17,79,4.65,0,2,2,29,14.50,0,100.0%,14.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,53%,0,0%,0,0%,True,Josh Jacobs,True,31,24
2019.0,2019-10-06,5.0,5.0,21.237,OAK,CHI,W 24-21,True,26,123,4.73,2,3,3,20,6.67,0,100.0%,6.67,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,49,68%,0,0%,0,0%,False,Josh Jacobs,True,24,21
2019.0,2019-10-20,6.0,7.0,21.251,OAK,GNB,L 24-42,True,21,124,5.90,0,3,3,10,3.33,0,100.0%,3.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,56%,0,0%,0,0%,True,Josh Jacobs,False,24,42
2019.0,2019-10-27,7.0,8.0,21.258,OAK,HOU,L 24-27,True,15,66,4.40,0,2,2,15,7.50,0,100.0%,7.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,55%,0,0%,0,0%,True,Josh Jacobs,False,24,27
2019.0,2019-11-03,8.0,9.0,21.265,OAK,DET,W 31-24,True,28,120,4.29,2,2,0,0,,0,0.0%,0.00,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,42,60%,0,0%,0,0%,False,Josh Jacobs,True,31,24
2019.0,2019-11-07,9.0,10.0,21.269,OAK,LAC,W 26-24,True,16,71,4.44,1,5,3,30,10.00,0,60.0%,6.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,30,52%,0,0%,0,0%,False,Josh Jacobs,True,26,24
2019.0,2019-11-17,10.0,11.0,21.279,OAK,CIN,W 17-10,True,23,112,4.87,0,3,3,12,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,43,63%,0,0%,0,0%,False,Josh Jacobs,True,17,10
2019.0,2019-11-24,11.0,12.0,21.286,OAK,NYJ,L 3-34,True,10,34,3.40,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,40%,0,0%,0,0%,True,Josh Jacobs,False,3,34
2019.0,2019-12-01,12.0,13.0,21.293,OAK,KAN,L 9-40,True,17,104,6.12,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,34,58%,0,0%,0,0%,True,Josh Jacobs,False,9,40
