Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2004,2004-09-12,1,1,22.212,SDG,HOU,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,27,20,Michael Turner
2004,2004-09-19,2,2,22.219,SDG,NYJ,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,28,34,Michael Turner
2004,2004-09-26,3,3,22.226,SDG,DEN,False,,,,,0,,,,,0.0%,,,,,,0,0,0.0,1,0,1,0,,0,,0,0,0,0,,,,,,,True,False,13,23,Michael Turner
2004,2004-10-03,4,4,22.233,SDG,TEN,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,38,17,Michael Turner
2004,2004-10-10,5,5,22.240,SDG,JAX,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,34,21,Michael Turner
2004,2004-10-17,6,6,22.247,SDG,ATL,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,20,21,Michael Turner
2004,2004-10-24,7,7,22.254,SDG,CAR,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,17,6,Michael Turner
2004,2004-10-31,8,8,22.261,SDG,OAK,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,42,14,Michael Turner
2004,2004-11-07,9,9,22.268,SDG,NOR,False,5,17,3.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,43,17,Michael Turner
2004,2004-11-21,10,11,22.282,SDG,OAK,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,23,17,Michael Turner
2004,2004-11-28,11,12,22.289,SDG,KAN,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,34,31,Michael Turner
2004,2004-12-05,12,13,,SDG,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,20,17,Michael Turner
2004,2004-12-12,13,14,,SDG,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,31,24,Michael Turner
2004,2004-12-19,14,15,22.310,SDG,CLE,False,,,,,0,,,,,0.0%,,,,,,0,0,0.0,1,0,1,0,,0,,0,0,0,0,,,,,,,True,True,21,0,Michael Turner
2004,2004-12-26,15,16,22.317,SDG,IND,False,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,31,34,Michael Turner
2004,2005-01-02,16,17,22.324,SDG,KAN,True,15,87,5.80,0,5,4,8,2.00,0,80.0%,1.60,0,0,,0,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,True,24,17,Michael Turner
2005,2005-09-11,1,1,23.210,SDG,DAL,False,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,24,28,Michael Turner
2005,2005-09-18,2,2,23.217,SDG,DEN,False,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,20,Michael Turner
2005,2005-09-25,3,3,23.224,SDG,NYG,False,7,12,1.71,0,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,45,23,Michael Turner
2005,2005-10-02,4,4,23.231,SDG,NWE,False,11,44,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,41,17,Michael Turner
2005,2005-10-10,5,5,23.239,SDG,PIT,False,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,,0,,0,0,0,0,,,,,,,False,False,22,24,Michael Turner
2005,2005-10-16,6,6,23.245,SDG,OAK,False,7,50,7.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,27,14,Michael Turner
2005,2005-10-23,7,7,23.252,SDG,PHI,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,,0,,0,0,0,0,,,,,,,True,False,17,20,Michael Turner
2005,2005-10-30,8,8,23.259,SDG,KAN,False,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0,1,0,,0,,0,0,0,0,,,,,,,False,True,28,20,Michael Turner
2005,2005-11-06,9,9,23.266,SDG,NYJ,False,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,31,26,Michael Turner
2005,2005-11-20,10,11,23.280,SDG,BUF,False,8,48,6.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,48,10,Michael Turner
2005,2005-11-27,11,12,23.287,SDG,WAS,False,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,23,17,Michael Turner
2005,2005-12-04,12,13,23.294,SDG,OAK,False,7,34,4.86,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,34,10,Michael Turner
2005,2005-12-11,13,14,23.301,SDG,MIA,False,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,21,23,Michael Turner
2005,2005-12-18,14,15,23.308,SDG,IND,False,8,113,14.13,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,26,17,Michael Turner
