Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-12-07,12,13,25.083,WAS,@,PIT,W 23-17,True,6,2,14,7.00,0,33.3%,2.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,94%,0,0%,0,0%,True,Terry McLaurin
2020,2020-12-13,13,14,25.089,WAS,@,SFO,W 23-15,True,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,92%,0,0%,0,0%,True,Terry McLaurin
2020,2020-12-20,14,15,25.096,WAS,,SEA,L 15-20,True,12,7,77,11.00,0,58.3%,6.42,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,98%,0,0%,0,0%,False,Terry McLaurin
2020,2020-12-27,15,16,,WAS,,CAR,L 13-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Terry McLaurin
2020,2021-01-03,16,17,25.110,WAS,@,PHI,W 20-14,True,8,7,40,5.71,1,87.5%,5.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,81%,0,0%,0,0%,True,Terry McLaurin
2021,2021-09-12,1,1,25.362,WAS,,LAC,L 16-20,True,4,4,62,15.50,0,100.0%,15.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,False,Terry McLaurin
2021,2021-09-16,2,2,26.001,WAS,,NYG,W 30-29,True,14,11,107,9.73,1,78.6%,7.64,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,False,Terry McLaurin
2021,2021-09-26,3,3,26.011,WAS,@,BUF,L 21-43,True,7,4,62,15.50,0,57.1%,8.86,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,96%,0,0%,0,0%,True,Terry McLaurin
2021,2021-10-03,4,4,26.018,WAS,@,ATL,W 34-30,True,13,6,123,20.50,2,46.2%,9.46,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,65,97%,0,0%,0,0%,True,Terry McLaurin
2021,2021-10-10,5,5,26.025,WAS,,NOR,L 22-33,True,11,4,46,11.50,0,36.4%,4.18,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,84%,0,0%,0,0%,False,Terry McLaurin
2021,2021-10-17,6,6,26.032,WAS,,KAN,L 13-31,True,8,4,28,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,95%,0,0%,0,0%,False,Terry McLaurin
2021,2021-10-24,7,7,26.039,WAS,@,GNB,L 10-24,True,12,7,122,17.43,1,58.3%,10.17,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,92%,0,0%,0,0%,True,Terry McLaurin
2021,2021-10-31,8,8,26.046,WAS,@,DEN,L 10-17,True,7,3,23,7.67,0,42.9%,3.29,1,12,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,87%,0,0%,0,0%,True,Terry McLaurin
2021,2021-11-14,9,10,26.060,WAS,,TAM,W 29-19,True,8,6,59,9.83,0,75.0%,7.38,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,70,96%,0,0%,0,0%,False,Terry McLaurin
2021,2021-11-21,10,11,26.067,WAS,@,CAR,W 27-21,True,7,5,103,20.60,1,71.4%,14.71,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62,93%,0,0%,0,0%,True,Terry McLaurin
2021,2021-11-29,11,12,26.075,WAS,,SEA,W 17-15,True,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,90%,0,0%,2,8%,False,Terry McLaurin
2021,2021-12-05,12,13,26.081,WAS,@,LVR,W 17-15,True,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,93%,0,0%,0,0%,True,Terry McLaurin
2021,2021-12-12,13,14,26.088,WAS,,DAL,L 20-27,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,False,Terry McLaurin
2021,2021-12-21,14,15,26.097,WAS,@,PHI,L 17-27,True,4,2,51,25.50,0,50.0%,12.75,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,89%,0,0%,0,0%,True,Terry McLaurin
2021,2021-12-26,15,16,26.102,WAS,@,DAL,L 14-56,True,6,3,40,13.33,0,50.0%,6.67,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,55,92%,0,0%,0,0%,True,Terry McLaurin
2021,2022-01-02,16,17,26.109,WAS,,PHI,L 16-20,True,8,7,61,8.71,0,87.5%,7.63,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,95%,0,0%,0,0%,False,Terry McLaurin
2021,2022-01-09,17,18,26.116,WAS,@,NYG,W 22-7,True,6,4,93,23.25,0,66.7%,15.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,80%,0,0%,0,0%,True,Terry McLaurin
,46 Games,,,,,,,17-29-0,False,357,222,3090,13.92,16,62.2%,8.66,3,42,14.00,0,16,96,0.0,2,0,2,0,0,1,1,0,1,0,0,,,,,,,False,Terry McLaurin
