Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2009,2009-11-22,10,11,33.259,PIT,KAN,True,14,10,128,12.80,1,71.4%,9.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,True,False,24,27,Hines Ward
2009,2009-11-29,11,12,33.266,PIT,BAL,True,6,3,47,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,False,17,20,Hines Ward
2009,2009-12-06,12,13,33.273,PIT,OAK,True,7,6,77,12.83,1,85.7%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,False,False,24,27,Hines Ward
2009,2009-12-10,13,14,33.277,PIT,CLE,True,8,4,21,5.25,0,50.0%,2.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,False,6,13,Hines Ward
2009,2009-12-20,14,15,33.287,PIT,GNB,True,13,7,126,18.00,0,53.8%,9.69,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,37,36,Hines Ward
2009,2009-12-27,15,16,33.294,PIT,BAL,True,4,4,37,9.25,0,100.0%,9.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,23,20,Hines Ward
2009,2010-01-03,16,17,33.301,PIT,MIA,True,11,8,61,7.63,0,72.7%,5.55,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,30,24,Hines Ward
2010,2010-09-12,1,1,34.188,PIT,ATL,True,7,6,108,18.00,0,85.7%,15.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,15,9,Hines Ward
2010,2010-09-19,2,2,34.195,PIT,TEN,True,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,19,11,Hines Ward
2010,2010-09-26,3,3,34.202,PIT,TAM,True,4,3,34,11.33,1,75.0%,8.50,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,True,True,38,13,Hines Ward
2010,2010-10-03,4,4,34.209,PIT,BAL,True,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,False,False,14,17,Hines Ward
2010,2010-10-17,5,6,34.223,PIT,CLE,True,8,5,54,10.80,1,62.5%,6.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,False,True,28,10,Hines Ward
2010,2010-10-24,6,7,34.230,PIT,MIA,True,11,7,131,18.71,1,63.6%,11.91,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,True,True,23,22,Hines Ward
2010,2010-10-31,7,8,34.237,PIT,NOR,True,6,3,15,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,True,False,10,20,Hines Ward
2010,2010-11-08,8,9,34.245,PIT,CIN,True,6,3,10,3.33,1,50.0%,1.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,True,True,27,21,Hines Ward
2010,2010-11-14,9,10,34.251,PIT,NWE,True,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,False,False,26,39,Hines Ward
2010,2010-11-21,10,11,34.258,PIT,OAK,True,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,35,3,Hines Ward
2010,2010-11-28,11,12,34.265,PIT,BUF,True,8,7,107,15.29,0,87.5%,13.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,19,16,Hines Ward
2010,2010-12-05,12,13,34.272,PIT,BAL,True,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,13,10,Hines Ward
2010,2010-12-12,13,14,34.279,PIT,CIN,True,10,8,115,14.38,0,80.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,23,7,Hines Ward
2010,2010-12-19,14,15,34.286,PIT,NYJ,True,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,False,False,17,22,Hines Ward
2010,2010-12-23,15,16,34.290,PIT,CAR,False,8,3,38,12.67,0,37.5%,4.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,False,True,27,3,Hines Ward
2010,2011-01-02,16,17,34.300,PIT,CLE,True,6,5,45,9.00,1,83.3%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,True,True,41,9,Hines Ward
2011,2011-09-11,1,1,35.187,PIT,BAL,True,9,5,67,13.40,0,55.6%,7.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,False,7,35,Hines Ward
2011,2011-09-18,2,2,35.194,PIT,SEA,True,6,4,33,8.25,0,66.7%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,24,0,Hines Ward
2011,2011-09-25,3,3,35.201,PIT,IND,True,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,True,True,23,20,Hines Ward
2011,2011-10-02,4,4,35.208,PIT,HOU,True,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,False,10,17,Hines Ward
2011,2011-10-09,5,5,35.215,PIT,TEN,True,8,7,54,7.71,2,87.5%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,False,True,38,17,Hines Ward
2011,2011-10-16,6,6,35.222,PIT,JAX,False,4,3,47,15.67,0,75.0%,11.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,17,13,Hines Ward
2011,2011-10-23,7,7,35.229,PIT,ARI,False,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,32,20,Hines Ward
2011,2011-10-30,8,8,,PIT,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,25,17,Hines Ward
2011,2011-11-06,9,9,35.243,PIT,BAL,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,20,23,Hines Ward
2011,2011-11-13,10,10,35.250,PIT,CIN,False,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,24,17,Hines Ward
2011,2011-11-27,11,12,35.264,PIT,KAN,True,4,4,21,5.25,0,100.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,13,9,Hines Ward
2011,2011-12-04,12,13,35.271,PIT,CIN,False,6,5,30,6.00,0,83.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,35,7,Hines Ward
2011,2011-12-08,13,14,35.275,PIT,CLE,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,False,True,14,3,Hines Ward
2011,2011-12-19,14,15,35.286,PIT,SFO,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,True,False,3,20,Hines Ward
2011,2011-12-24,15,16,35.291,PIT,STL,True,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,27,0,Hines Ward
2011,2012-01-01,16,17,35.299,PIT,CLE,True,7,5,24,4.80,0,71.4%,3.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,13,9,Hines Ward
,216 Games,,,,,,False,1558,1000,12083,12.08,85,64.2%,7.76,57,428,7.51,1,1,2,50.00,17,0,0,79.2,1,3,8.50,8.50,8,210,26.25,0,1,2,2.00,0,5,86,526,0.0,9,1,10,0,0,14,7,0,2,0,0,False,False,80,1,Hines Ward
