Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-09-25,3.0,3.0,26.23,LAR,TAM,W 37-32,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,256.0,51.2,0.0,0.0,0%,0.0,0%,10.0,32%,True,Johnny Hekker,True,37,32
2016.0,2016-10-02,4.0,4.0,26.237,LAR,ARI,W 17-13,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,6.0,277.0,46.17,0.0,0.0,0%,0.0,0%,9.0,38%,True,Johnny Hekker,True,17,13
2016.0,2016-10-09,5.0,5.0,26.244,LAR,BUF,L 19-30,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,109.0,54.5,0.0,0.0,0%,0.0,0%,8.0,26%,False,Johnny Hekker,False,19,30
2016.0,2016-10-16,6.0,6.0,26.251,LAR,DET,L 28-31,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,94.0,47.0,0.0,0.0,0%,0.0,0%,6.0,25%,True,Johnny Hekker,False,28,31
2016.0,2016-10-23,7.0,7.0,26.258,LAR,NYG,L 10-17,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,7.0,322.0,46.0,0.0,0.0,0%,0.0,0%,8.0,30%,False,Johnny Hekker,False,10,17
2016.0,2016-11-06,8.0,9.0,26.272,LAR,CAR,L 10-13,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,243.0,48.6,0.0,0.0,0%,0.0,0%,9.0,35%,False,Johnny Hekker,False,10,13
2016.0,2016-11-13,9.0,10.0,26.279,LAR,NYJ,W 9-6,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,7.0,362.0,51.71,0.0,0.0,0%,0.0,0%,10.0,40%,True,Johnny Hekker,True,9,6
2016.0,2016-11-20,10.0,11.0,26.286,LAR,MIA,L 10-14,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,8.0,364.0,45.5,0.0,0.0,0%,0.0,0%,11.0,38%,False,Johnny Hekker,False,10,14
2016.0,2016-11-27,11.0,12.0,26.293,LAR,NOR,L 21-49,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,6.0,294.0,49.0,0.0,0.0,0%,0.0,0%,9.0,28%,True,Johnny Hekker,False,21,49
2016.0,2016-12-04,12.0,13.0,26.3,LAR,NWE,L 10-26,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,8.0,430.0,53.75,0.0,0.0,0%,0.0,0%,10.0,31%,True,Johnny Hekker,False,10,26
2016.0,2016-12-11,13.0,14.0,26.307,LAR,ATL,L 14-42,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,7.0,340.0,48.57,0.0,0.0,0%,0.0,0%,9.0,27%,False,Johnny Hekker,False,14,42
2016.0,2016-12-15,14.0,15.0,26.311,LAR,SEA,L 3-24,False,0.0,1.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,4.0,216.0,54.0,0.0,0.0,0%,0.0,0%,6.0,29%,True,Johnny Hekker,False,3,24
2016.0,2016-12-24,15.0,16.0,26.32,LAR,SFO,L 21-22,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,8.0,368.0,46.0,0.0,0.0,0%,0.0,0%,11.0,37%,False,Johnny Hekker,False,21,22
2016.0,2017-01-01,16.0,17.0,26.328,LAR,ARI,L 6-44,False,1.0,1.0,100.0,4.0,0.0,0.0,83.3,0.0,0.0,4.0,4.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,7.0,337.0,48.14,0.0,0.0,0%,0.0,0%,11.0,31%,False,Johnny Hekker,False,6,44
2017.0,2017-09-10,1.0,1.0,27.214,LAR,IND,W 46-9,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,218.0,43.6,0.0,0.0,0%,0.0,0%,13.0,37%,False,Johnny Hekker,True,46,9
2017.0,2017-09-17,2.0,2.0,27.221,LAR,WAS,L 20-27,False,1.0,1.0,100.0,28.0,0.0,0.0,118.7,0.0,0.0,28.0,28.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,4.0,182.0,45.5,0.0,0.0,0%,0.0,0%,9.0,29%,False,Johnny Hekker,False,20,27
2017.0,2017-09-21,3.0,3.0,27.225,LAR,SFO,W 41-39,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,113.0,56.5,0.0,0.0,0%,0.0,0%,9.0,26%,True,Johnny Hekker,True,41,39
2017.0,2017-10-01,4.0,4.0,27.235,LAR,DAL,W 35-30,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,108.0,54.0,0.0,0.0,0%,0.0,0%,11.0,33%,True,Johnny Hekker,True,35,30
2017.0,2017-10-08,5.0,5.0,27.242,LAR,SEA,L 10-16,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,3.0,136.0,45.33,0.0,0.0,0%,0.0,0%,6.0,26%,False,Johnny Hekker,False,10,16
2017.0,2017-10-15,6.0,6.0,27.249,LAR,JAX,W 27-17,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,7.0,322.0,46.0,0.0,0.0,0%,0.0,0%,12.0,33%,True,Johnny Hekker,True,27,17
2017.0,2017-10-22,7.0,7.0,27.256,LAR,ARI,W 33-0,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,2.0,119.0,59.5,0.0,0.0,0%,0.0,0%,9.0,38%,False,Johnny Hekker,True,33,0
2017.0,2017-11-05,8.0,9.0,27.27,LAR,NYG,W 51-17,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,75.0,37.5,0.0,0.0,0%,0.0,0%,11.0,32%,True,Johnny Hekker,True,51,17
2017.0,2017-11-12,9.0,10.0,27.277,LAR,HOU,W 33-7,False,1.0,1.0,100.0,6.0,0.0,0.0,91.7,0.0,0.0,6.0,6.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,205.0,51.25,0.0,0.0,0%,0.0,0%,12.0,39%,False,Johnny Hekker,True,33,7
2017.0,2017-11-19,10.0,11.0,27.284,LAR,MIN,L 7-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,6.0,254.0,42.33,0.0,0.0,0%,0.0,0%,7.0,30%,True,Johnny Hekker,False,7,24
2017.0,2017-11-26,11.0,12.0,27.291,LAR,NOR,W 26-20,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,138.0,46.0,0.0,0.0,0%,0.0,0%,10.0,30%,False,Johnny Hekker,True,26,20
2017.0,2017-12-03,12.0,13.0,27.298,LAR,ARI,W 32-16,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,4.0,207.0,51.75,0.0,0.0,0%,0.0,0%,11.0,35%,True,Johnny Hekker,True,32,16
2017.0,2017-12-10,13.0,14.0,27.305,LAR,PHI,L 35-43,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,282.0,56.4,0.0,0.0,0%,0.0,0%,10.0,28%,False,Johnny Hekker,False,35,43
2017.0,2017-12-17,14.0,15.0,27.312,LAR,SEA,W 42-7,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,213.0,42.6,0.0,0.0,0%,0.0,0%,12.0,36%,True,Johnny Hekker,True,42,7
2017.0,2017-12-24,15.0,16.0,27.319,LAR,TEN,W 27-23,False,0.0,1.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,200.0,50.0,0.0,0.0,0%,0.0,0%,10.0,32%,True,Johnny Hekker,True,27,23
2017.0,2017-12-31,16.0,17.0,27.326,LAR,SFO,L 13-34,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,7.0,341.0,48.71,0.0,0.0,0%,0.0,0%,10.0,34%,False,Johnny Hekker,False,13,34
2018.0,2018-09-10,1.0,1.0,28.214,LAR,OAK,W 33-13,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,117.0,58.5,0.0,0.0,0%,0.0,0%,10.0,33%,True,Johnny Hekker,True,33,13
2018.0,2018-09-16,2.0,2.0,28.22,LAR,ARI,W 34-0,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0,4,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,102.0,51.0,0.0,0.0,0%,0.0,0%,9.0,50%,False,Johnny Hekker,True,34,0
2018.0,2018-09-23,3.0,3.0,28.227,LAR,LAC,W 35-23,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,1.0,49.0,49.0,0.0,0.0,0%,0.0,0%,7.0,28%,False,Johnny Hekker,True,35,23
2018.0,2018-09-27,4.0,4.0,28.231,LAR,MIN,W 38-31,False,0.0,1.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,71.0,35.5,0.0,0.0,0%,0.0,0%,10.0,30%,False,Johnny Hekker,True,38,31
2018.0,2018-10-07,5.0,5.0,28.241,LAR,SEA,W 33-31,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,1.0,38.0,38.0,0.0,0.0,0%,0.0,0%,7.0,23%,True,Johnny Hekker,True,33,31
2018.0,2018-10-14,6.0,6.0,28.248,LAR,DEN,W 23-20,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,3.0,120.0,40.0,0.0,0.0,0%,0.0,0%,9.0,32%,True,Johnny Hekker,True,23,20
2018.0,2018-10-21,7.0,7.0,28.255,LAR,SFO,W 39-10,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,4.0,122.0,30.5,0.0,0.0,0%,0.0,0%,11.0,37%,True,Johnny Hekker,True,39,10
2018.0,2018-10-28,8.0,8.0,28.262,LAR,GNB,W 29-27,False,1.0,1.0,100.0,12.0,0.0,0.0,116.7,0.0,0.0,12.0,12.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,7.0,316.0,45.14,0.0,0.0,0%,0.0,0%,11.0,32%,False,Johnny Hekker,True,29,27
2018.0,2018-11-04,9.0,9.0,28.269,LAR,NOR,L 35-45,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,1.0,3.0,3.0,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,1.0,47.0,47.0,0.0,0.0,0%,0.0,0%,8.0,26%,True,Johnny Hekker,False,35,45
2018.0,2018-11-11,10.0,10.0,28.276,LAR,SEA,W 36-31,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,89.0,44.5,0.0,0.0,0%,0.0,0%,8.0,27%,False,Johnny Hekker,True,36,31
2018.0,2018-11-19,11.0,11.0,28.284,LAR,KAN,W 54-51,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,4.0,222.0,55.5,0.0,0.0,0%,0.0,0%,13.0,30%,False,Johnny Hekker,True,54,51
2018.0,2018-12-02,12.0,13.0,28.297,LAR,DET,W 30-16,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,3.0,151.0,50.33,0.0,0.0,0%,0.0,0%,9.0,29%,True,Johnny Hekker,True,30,16
2018.0,2018-12-09,13.0,14.0,28.304,LAR,CHI,L 6-15,False,1.0,1.0,100.0,7.0,0.0,0.0,95.8,0.0,0.0,7.0,7.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,146.0,48.67,0.0,0.0,0%,0.0,0%,8.0,33%,True,Johnny Hekker,False,6,15
2018.0,2018-12-16,14.0,15.0,28.311,LAR,PHI,L 23-30,False,0.0,1.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,3.0,169.0,56.33,0.0,0.0,0%,0.0,0%,9.0,29%,False,Johnny Hekker,False,23,30
2018.0,2018-12-23,15.0,16.0,28.318,LAR,ARI,W 31-9,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,2.0,103.0,51.5,0.0,0.0,0%,0.0,0%,8.0,31%,True,Johnny Hekker,True,31,9
2018.0,2018-12-30,16.0,17.0,28.325,LAR,SFO,W 48-32,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,3.0,130.0,43.33,0.0,0.0,0%,0.0,0%,11.0,35%,False,Johnny Hekker,True,48,32
2019.0,2019-09-08,1.0,1.0,29.212,LAR,CAR,W 30-27,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,144.0,48.0,1.0,0.0,0%,0.0,0%,12.0,34%,True,Johnny Hekker,True,30,27
2019.0,2019-09-15,2.0,2.0,29.219,LAR,NOR,W 27-9,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,199.0,49.75,0.0,0.0,0%,0.0,0%,9.0,33%,False,Johnny Hekker,True,27,9
2019.0,2019-09-22,3.0,3.0,29.226,LAR,CLE,W 20-13,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,2.0,79.0,39.5,0.0,0.0,0%,0.0,0%,7.0,29%,True,Johnny Hekker,True,20,13
2019.0,2019-09-29,4.0,4.0,29.233,LAR,TAM,L 40-55,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,41.0,41.0,0.0,0.0,0%,0.0,0%,8.0,21%,False,Johnny Hekker,False,40,55
2019.0,2019-10-03,5.0,5.0,29.237,LAR,SEA,L 29-30,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,153.0,51.0,0.0,0.0,0%,0.0,0%,9.0,29%,True,Johnny Hekker,False,29,30
2019.0,2019-10-13,6.0,6.0,29.247,LAR,SFO,L 7-20,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,269.0,53.8,0.0,0.0,0%,0.0,0%,7.0,27%,False,Johnny Hekker,False,7,20
2019.0,2019-10-20,7.0,7.0,29.254,LAR,ATL,W 37-10,False,1.0,1.0,100.0,23.0,0.0,0.0,118.7,0.0,0.0,23.0,23.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,95.0,31.67,0.0,1.0,1%,0.0,0%,14.0,42%,True,Johnny Hekker,True,37,10
2019.0,2019-10-27,8.0,8.0,29.261,LAR,CIN,W 24-10,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,222.0,44.4,0.0,0.0,0%,0.0,0%,9.0,38%,False,Johnny Hekker,True,24,10
2019.0,2019-11-10,9.0,10.0,29.275,LAR,PIT,L 12-17,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,8.0,379.0,47.38,0.0,0.0,0%,0.0,0%,13.0,36%,True,Johnny Hekker,False,12,17
2019.0,2019-11-17,10.0,11.0,29.282,LAR,CHI,W 17-7,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,6.0,329.0,54.83,0.0,0.0,0%,0.0,0%,9.0,36%,False,Johnny Hekker,True,17,7
2019.0,2019-11-25,11.0,12.0,29.29,LAR,BAL,L 6-45,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,200.0,50.0,0.0,0.0,0%,0.0,0%,7.0,26%,False,Johnny Hekker,False,6,45
2019.0,2019-12-01,12.0,13.0,29.296,LAR,ARI,W 34-7,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,165.0,41.25,0.0,0.0,0%,0.0,0%,12.0,43%,True,Johnny Hekker,True,34,7
2019.0,2019-12-08,13.0,14.0,29.303,LAR,SEA,W 28-12,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,152.0,50.67,0.0,0.0,0%,0.0,0%,8.0,32%,False,Johnny Hekker,True,28,12
2019.0,2019-12-15,14.0,15.0,29.31,LAR,DAL,L 21-44,False,1.0,1.0,100.0,5.0,0.0,0.0,87.5,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,279.0,55.8,0.0,0.0,0%,0.0,0%,10.0,32%,True,Johnny Hekker,False,21,44
2019.0,2019-12-21,15.0,16.0,29.316,LAR,SFO,L 31-34,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,6.0,266.0,44.33,0.0,0.0,0%,0.0,0%,13.0,35%,True,Johnny Hekker,False,31,34
2019.0,2019-12-29,16.0,17.0,29.324,LAR,ARI,W 31-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,156.0,39.0,0.0,0.0,0%,0.0,0%,11.0,38%,False,Johnny Hekker,True,31,24
2020.0,2020-09-13,1.0,1.0,30.218,LAR,DAL,W 20-17,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,142.0,47.33,0.0,0.0,0%,0.0,0%,9.0,35%,False,Johnny Hekker,True,20,17
2020.0,2020-09-20,2.0,2.0,30.225,LAR,PHI,W 37-19,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,2.0,96.0,48.0,0.0,0.0,0%,0.0,0%,8.0,32%,True,Johnny Hekker,True,37,19
2020.0,2020-09-27,3.0,3.0,30.232,LAR,BUF,L 32-35,False,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,,,,,0.0,0%,0.0,0%,5.0,21%,True,Johnny Hekker,False,32,35
2020.0,2020-10-04,4.0,4.0,30.239,LAR,NYG,W 17-9,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,280.0,56.0,0.0,0.0,0%,0.0,0%,8.0,35%,False,Johnny Hekker,True,17,9
2020.0,2020-10-11,5.0,5.0,30.246,LAR,WAS,W 30-10,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,205.0,41.0,0.0,0.0,0%,0.0,0%,11.0,35%,True,Johnny Hekker,True,30,10
2020.0,2020-10-18,6.0,6.0,30.253,LAR,SFO,L 16-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,6.0,291.0,48.5,0.0,0.0,0%,0.0,0%,9.0,33%,True,Johnny Hekker,False,16,24
2020.0,2020-10-26,7.0,7.0,30.261,LAR,CHI,W 24-10,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,221.0,44.2,0.0,0.0,0%,0.0,0%,10.0,40%,False,Johnny Hekker,True,24,10
2020.0,2020-11-01,8.0,8.0,30.267,LAR,MIA,L 17-28,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,6.0,284.0,47.33,0.0,0.0,0%,0.0,0%,10.0,30%,True,Johnny Hekker,False,17,28
2020.0,2020-11-15,9.0,10.0,30.281,LAR,SEA,W 23-16,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,158.0,39.5,0.0,0.0,0%,0.0,0%,8.0,33%,False,Johnny Hekker,True,23,16
2020.0,2020-11-23,10.0,11.0,30.289,LAR,TAM,W 27-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,217.0,43.4,0.0,0.0,0%,0.0,0%,11.0,37%,True,Johnny Hekker,True,27,24
