Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-09-09,1,1,23.267,HOU,@,SDG,W 31-28,False,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,0,0%,0,0%,12,39%,True,Randy Bullock
2013,2013-09-15,2,2,23.273,HOU,,TEN,W 30-24,False,2,2,100.0,,3,0.0,0,2,0.0,0,0,0,,,0,0%,0,0%,10,28%,False,Randy Bullock
2013,2013-09-22,3,3,23.280,HOU,@,BAL,L 9-30,False,,,,3,3,100.0,0,9,0.0,0,0,0,,,0,0%,0,0%,6,21%,True,Randy Bullock
2013,2013-09-29,4,4,23.287,HOU,,SEA,L 20-23,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0%,0,0%,9,26%,False,Randy Bullock
2013,2013-10-06,5,5,23.294,HOU,@,SFO,L 3-34,False,,,,1,2,50.0,0,3,0.0,0,0,0,,,0,0%,0,0%,4,17%,True,Randy Bullock
2013,2013-10-13,6,6,23.301,HOU,,STL,L 13-38,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0%,0,0%,7,28%,False,Randy Bullock
2013,2013-10-20,7,7,23.308,HOU,@,KAN,L 16-17,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0%,0,0%,9,36%,True,Randy Bullock
2013,2013-11-03,8,9,23.322,HOU,,IND,L 24-27,False,3,3,100.0,1,4,25.0,0,6,0.0,0,0,0,,,0,0%,0,0%,12,38%,False,Randy Bullock
2013,2013-11-10,9,10,23.329,HOU,@,ARI,L 24-27,False,3,3,100.0,1,2,50.0,0,6,0.0,1,0,1,0,0,0,0%,0,0%,10,30%,True,Randy Bullock
2013,2013-11-17,10,11,23.336,HOU,,OAK,L 23-28,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0%,0,0%,11,26%,False,Randy Bullock
2013,2013-11-24,11,12,23.343,HOU,,JAX,L 6-13,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0%,0,0%,5,19%,False,Randy Bullock
2013,2013-12-01,12,13,23.350,HOU,,NWE,L 31-34,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0%,0,0%,11,35%,False,Randy Bullock
2013,2013-12-05,13,14,23.354,HOU,@,JAX,L 20-27,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0%,0,0%,10,29%,True,Randy Bullock
2013,2013-12-15,14,15,23.364,HOU,@,IND,L 3-25,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0%,0,0%,3,10%,True,Randy Bullock
2013,2013-12-22,15,16,24.006,HOU,,DEN,L 13-37,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,7,20%,False,Randy Bullock
2013,2013-12-29,16,17,24.013,HOU,@,TEN,L 10-16,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0%,0,0%,5,21%,True,Randy Bullock
2014,2014-09-07,1,1,24.265,HOU,,WAS,W 17-6,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0%,0,0%,7,32%,False,Randy Bullock
2014,2014-09-14,2,2,24.272,HOU,@,OAK,W 30-14,False,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,,,0,0%,0,0%,14,56%,True,Randy Bullock
2014,2014-09-21,3,3,24.279,HOU,@,NYG,L 17-30,False,2,2,100.0,1,1,100.0,0,5,0.0,1,0,1,0,0,0,0%,0,0%,7,23%,True,Randy Bullock
2014,2014-09-28,4,4,24.286,HOU,,BUF,W 23-17,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0%,0,0%,11,33%,False,Randy Bullock
2014,2014-10-05,5,5,24.293,HOU,@,DAL,L 17-20,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0%,0,0%,7,25%,True,Randy Bullock
2014,2014-10-09,6,6,24.297,HOU,,IND,L 28-33,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,0,0,0%,0,0%,11,35%,False,Randy Bullock
2014,2014-10-20,7,7,24.308,HOU,@,PIT,L 23-30,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0%,0,0%,11,34%,True,Randy Bullock
2014,2014-10-26,8,8,24.314,HOU,@,TEN,W 30-16,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0%,0,0%,13,42%,True,Randy Bullock
