Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-09-27,3.0,3.0,22.034,JAX,NWE,L 17-51,True,9,4,68,17.00,0,44.4%,7.56,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,96%,0,0%,0,0%,True,Allen Robinson,False,17,51
2015.0,2015-10-04,4.0,4.0,22.041,JAX,IND,L 13-16,True,12,4,80,20.00,0,33.3%,6.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,81,99%,0,0%,0,0%,True,Allen Robinson,False,13,16
2015.0,2015-10-11,5.0,5.0,22.048,JAX,TAM,L 31-38,True,9,7,72,10.29,2,77.8%,8.00,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,56,95%,0,0%,1,3%,True,Allen Robinson,False,31,38
2015.0,2015-10-18,6.0,6.0,22.055,JAX,HOU,L 20-31,True,12,6,86,14.33,1,50.0%,7.17,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,56,69%,0,0%,0,0%,False,Allen Robinson,False,20,31
2015.0,2015-10-25,7.0,7.0,22.062,JAX,BUF,W 34-31,True,9,6,98,16.33,1,66.7%,10.89,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,87%,0,0%,1,3%,False,Allen Robinson,True,34,31
2015.0,2015-11-08,8.0,9.0,22.076,JAX,NYJ,L 23-28,True,11,6,121,20.17,0,54.5%,11.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,98%,0,0%,0,0%,True,Allen Robinson,False,23,28
2015.0,2015-11-15,9.0,10.0,22.083,JAX,BAL,W 22-20,True,11,5,51,10.20,1,45.5%,4.64,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,74,100%,0,0%,0,0%,True,Allen Robinson,True,22,20
2015.0,2015-11-19,10.0,11.0,22.087,JAX,TEN,W 19-13,True,7,5,113,22.60,0,71.4%,16.14,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,98%,0,0%,0,0%,False,Allen Robinson,True,19,13
2015.0,2015-11-29,11.0,12.0,22.097,JAX,SDG,L 25-31,True,11,5,56,11.20,1,45.5%,5.09,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,69,97%,0,0%,1,3%,False,Allen Robinson,False,25,31
2015.0,2015-12-06,12.0,13.0,22.104,JAX,TEN,L 39-42,True,15,10,153,15.30,3,66.7%,10.20,0,0,,0,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,56,93%,0,0%,0,0%,True,Allen Robinson,False,39,42
2015.0,2015-12-13,13.0,14.0,22.111,JAX,IND,W 51-16,True,4,1,4,4.00,1,25.0%,1.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,61,94%,0,0%,0,0%,False,Allen Robinson,True,51,16
2015.0,2015-12-20,14.0,15.0,22.118,JAX,ATL,L 17-23,True,5,3,57,19.00,1,60.0%,11.40,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,60,97%,0,0%,0,0%,False,Allen Robinson,False,17,23
2015.0,2015-12-27,15.0,16.0,22.125,JAX,NOR,L 27-38,True,9,6,151,25.17,1,66.7%,16.78,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,96%,0,0%,1,4%,True,Allen Robinson,False,27,38
2015.0,2016-01-03,16.0,17.0,22.132,JAX,HOU,L 6-30,True,9,5,108,21.60,0,55.6%,12.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,True,Allen Robinson,False,6,30
2016.0,2016-09-11,1.0,1.0,23.018,JAX,GNB,L 23-27,True,15,6,72,12.00,0,40.0%,4.80,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,68,94%,0,0%,0,0%,False,Allen Robinson,False,23,27
2016.0,2016-09-18,2.0,2.0,23.025,JAX,SDG,L 14-38,True,5,3,54,18.00,0,60.0%,10.80,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,86%,0,0%,1,4%,True,Allen Robinson,False,14,38
2016.0,2016-09-25,3.0,3.0,23.032,JAX,BAL,L 17-19,True,11,7,57,8.14,2,63.6%,5.18,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,64,97%,0,0%,0,0%,False,Allen Robinson,False,17,19
2016.0,2016-10-02,4.0,4.0,23.039,JAX,IND,W 30-27,True,10,5,55,11.00,1,50.0%,5.50,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,70,97%,0,0%,1,3%,False,Allen Robinson,True,30,27
2016.0,2016-10-16,5.0,6.0,23.053,JAX,CHI,W 17-16,True,6,3,49,16.33,0,50.0%,8.17,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,95%,0,0%,0,0%,True,Allen Robinson,True,17,16
2016.0,2016-10-23,6.0,7.0,23.06,JAX,OAK,L 16-33,True,8,2,9,4.50,0,25.0%,1.13,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,96%,0,0%,0,0%,False,Allen Robinson,False,16,33
2016.0,2016-10-27,7.0,8.0,23.064,JAX,TEN,L 22-36,True,15,6,70,11.67,0,40.0%,4.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,94%,0,0%,0,0%,True,Allen Robinson,False,22,36
2016.0,2016-11-06,8.0,9.0,23.074,JAX,KAN,L 14-19,True,12,7,76,10.86,1,58.3%,6.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,73,95%,0,0%,0,0%,True,Allen Robinson,False,14,19
2016.0,2016-11-13,9.0,10.0,23.081,JAX,HOU,L 21-24,True,13,9,107,11.89,1,69.2%,8.23,0,0,,0,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,70,90%,0,0%,0,0%,False,Allen Robinson,False,21,24
2016.0,2016-11-20,10.0,11.0,23.088,JAX,DET,L 19-26,True,7,3,18,6.00,1,42.9%,2.57,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,62,94%,0,0%,0,0%,True,Allen Robinson,False,19,26
2016.0,2016-11-27,11.0,12.0,23.095,JAX,BUF,L 21-28,True,4,2,24,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,97%,0,0%,0,0%,True,Allen Robinson,False,21,28
2016.0,2016-12-04,12.0,13.0,23.102,JAX,DEN,L 10-20,True,10,3,31,10.33,0,30.0%,3.10,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,83,99%,0,0%,0,0%,False,Allen Robinson,False,10,20
2016.0,2016-12-11,13.0,14.0,23.109,JAX,MIN,L 16-25,True,3,1,17,17.00,0,33.3%,5.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,94%,0,0%,0,0%,False,Allen Robinson,False,16,25
2016.0,2016-12-18,14.0,15.0,23.116,JAX,HOU,L 20-21,True,8,2,15,7.50,0,25.0%,1.88,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,96%,0,0%,0,0%,True,Allen Robinson,False,20,21
2016.0,2016-12-24,15.0,16.0,23.122,JAX,TEN,W 38-17,True,12,9,147,16.33,0,75.0%,12.25,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,86%,0,0%,0,0%,False,Allen Robinson,True,38,17
2016.0,2017-01-01,16.0,17.0,23.13,JAX,IND,L 20-24,True,12,5,82,16.40,0,41.7%,6.83,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,96%,0,0%,0,0%,True,Allen Robinson,False,20,24
2017.0,2017-09-10,1.0,1.0,24.017,JAX,HOU,W 29-7,True,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,0,0%,True,Allen Robinson,True,29,7
2017.0,2017-09-17,2.0,2.0,,JAX,TEN,L 16-37,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Allen Robinson,False,16,37
2017.0,2017-09-24,3.0,3.0,,JAX,BAL,W 44-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Allen Robinson,True,44,7
2017.0,2017-10-01,4.0,4.0,,JAX,NYJ,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Allen Robinson,False,20,23
2017.0,2017-10-08,5.0,5.0,,JAX,PIT,W 30-9,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Allen Robinson,True,30,9
2017.0,2017-10-15,6.0,6.0,,JAX,LAR,L 17-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Allen Robinson,False,17,27
2017.0,2017-10-22,7.0,7.0,,JAX,IND,W 27-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Allen Robinson,True,27,0
2017.0,2017-11-05,8.0,9.0,,JAX,CIN,W 23-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Allen Robinson,True,23,7
2017.0,2017-11-12,9.0,10.0,,JAX,LAC,W 20-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Allen Robinson,True,20,17
2017.0,2017-11-19,10.0,11.0,,JAX,CLE,W 19-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Allen Robinson,True,19,7
2017.0,2017-11-26,11.0,12.0,,JAX,ARI,L 24-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Allen Robinson,False,24,27
2017.0,2017-12-03,12.0,13.0,,JAX,IND,W 30-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Allen Robinson,True,30,10
2017.0,2017-12-10,13.0,14.0,,JAX,SEA,W 30-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Allen Robinson,True,30,24
2017.0,2017-12-17,14.0,15.0,,JAX,HOU,W 45-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Allen Robinson,True,45,7
2017.0,2017-12-24,15.0,16.0,,JAX,SFO,L 33-44,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Allen Robinson,False,33,44
2017.0,2017-12-31,16.0,17.0,,JAX,TEN,L 10-15,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Allen Robinson,False,10,15
2018.0,2018-09-09,1.0,1.0,25.016,CHI,GNB,L 23-24,False,7,4,61,15.25,0,57.1%,8.71,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,96%,0,0%,0,0%,True,Allen Robinson,False,23,24
2018.0,2018-09-17,2.0,2.0,25.024,CHI,SEA,W 24-17,True,14,10,83,8.30,0,71.4%,5.93,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,95%,0,0%,1,4%,False,Allen Robinson,True,24,17
2018.0,2018-09-23,3.0,3.0,25.03,CHI,ARI,W 16-14,True,7,3,50,16.67,0,42.9%,7.14,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,93%,0,0%,0,0%,True,Allen Robinson,True,16,14
2018.0,2018-09-30,4.0,4.0,25.037,CHI,TAM,W 48-10,True,4,2,23,11.50,1,50.0%,5.75,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,87%,0,0%,0,0%,False,Allen Robinson,True,48,10
2018.0,2018-10-14,5.0,6.0,25.051,CHI,MIA,L 28-31,True,6,5,64,12.80,1,83.3%,10.67,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,59,84%,0,0%,0,0%,True,Allen Robinson,False,28,31
2018.0,2018-10-21,6.0,7.0,25.058,CHI,NWE,L 31-38,True,5,1,4,4.00,0,20.0%,0.80,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,74%,0,0%,0,0%,False,Allen Robinson,False,31,38
2018.0,2018-10-28,7.0,8.0,,CHI,NYJ,W 24-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Allen Robinson,True,24,10
2018.0,2018-11-04,8.0,9.0,,CHI,BUF,W 41-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Allen Robinson,True,41,9
