Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-12-06,12,13,21.322,IND,@,HOU,W 26-20,True,13,91,7.00,0,3,3,44,14.67,1,100.0%,14.67,1,6,0,0,0,0,0,0,33,48%,0,0%,0,0%,True,Jonathan Taylor
2020,2020-12-13,13,14,21.329,IND,@,LVR,W 44-27,True,20,150,7.50,2,2,2,15,7.50,0,100.0%,7.50,2,12,0,0,0,0,0,0,34,56%,0,0%,0,0%,True,Jonathan Taylor
2020,2020-12-20,14,15,21.336,IND,,HOU,W 27-20,True,16,83,5.19,1,5,4,12,3.00,0,80.0%,2.40,1,6,0,0,0,0,0,0,38,69%,0,0%,0,0%,False,Jonathan Taylor
2020,2020-12-27,15,16,21.343,IND,@,PIT,L 24-28,True,18,74,4.11,2,0,0,0,,0,0.0%,,2,12,0,0,0,0,0,0,40,58%,0,0%,0,0%,True,Jonathan Taylor
2020,2021-01-03,16,17,21.350,IND,,JAX,W 28-14,True,30,253,8.43,2,2,1,1,1.00,0,50.0%,0.50,2,12,0,0,0,0,0,0,55,82%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-09-12,1,1,22.236,IND,,SEA,L 16-28,True,17,56,3.29,0,7,6,60,10.00,0,85.7%,8.57,0,0,0,0,0,0,0,0,42,55%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-09-19,2,2,22.243,IND,,LAR,L 24-27,True,15,51,3.40,0,1,1,2,2.00,0,100.0%,2.00,0,0,0,0,0,0,0,0,30,45%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-09-26,3,3,22.250,IND,@,TEN,L 16-25,True,10,64,6.40,0,1,1,8,8.00,0,100.0%,8.00,0,0,0,0,0,0,0,0,29,48%,0,0%,0,0%,True,Jonathan Taylor
2021,2021-10-03,4,4,22.257,IND,@,MIA,W 27-17,True,16,103,6.44,1,3,3,11,3.67,0,100.0%,3.67,1,6,0,0,0,0,0,0,36,51%,0,0%,0,0%,True,Jonathan Taylor
2021,2021-10-11,5,5,22.265,IND,@,BAL,L 25-31,True,15,53,3.53,1,4,3,116,38.67,1,75.0%,29.00,2,12,0,0,0,0,0,0,36,52%,0,0%,0,0%,True,Jonathan Taylor
2021,2021-10-17,6,6,22.271,IND,,HOU,W 31-3,True,14,145,10.36,2,2,1,13,13.00,0,50.0%,6.50,2,12,0,0,0,0,0,0,31,65%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-10-24,7,7,22.278,IND,@,SFO,W 30-18,True,18,107,5.94,1,3,3,3,1.00,0,100.0%,1.00,1,6,2,1,0,0,0,0,47,69%,0,0%,0,0%,True,Jonathan Taylor
2021,2021-10-31,8,8,22.285,IND,,TEN,L 31-34,True,16,70,4.38,1,4,3,52,17.33,0,75.0%,13.00,1,6,0,0,0,1,0,0,59,74%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-11-04,9,9,22.289,IND,,NYJ,W 45-30,True,19,172,9.05,2,2,2,28,14.00,0,100.0%,14.00,2,12,1,0,0,1,0,0,43,69%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-11-14,10,10,22.299,IND,,JAX,W 23-17,True,21,116,5.52,1,8,6,10,1.67,0,75.0%,1.25,1,6,0,0,0,0,0,0,54,84%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-11-21,11,11,22.306,IND,@,BUF,W 41-15,True,32,185,5.78,4,3,3,19,6.33,1,100.0%,6.33,5,30,0,0,0,0,0,0,57,83%,0,0%,0,0%,True,Jonathan Taylor
2021,2021-11-28,12,12,22.313,IND,,TAM,L 31-38,True,16,83,5.19,1,5,4,14,3.50,0,80.0%,2.80,1,6,0,0,0,0,0,0,49,71%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-12-05,13,13,22.320,IND,@,HOU,W 31-0,True,32,143,4.47,2,0,0,0,,0,0.0%,,2,12,1,1,0,0,0,0,55,76%,0,0%,0,0%,True,Jonathan Taylor
2021,2021-12-18,14,15,22.333,IND,,NWE,W 27-17,True,29,170,5.86,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,51,98%,0,0%,0,0%,False,Jonathan Taylor
2021,2021-12-25,15,16,22.340,IND,@,ARI,W 22-16,True,27,108,4.00,0,2,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,55,79%,0,0%,0,0%,True,Jonathan Taylor
2021,2022-01-02,16,17,22.348,IND,,LVR,L 20-23,True,20,108,5.40,1,2,1,6,6.00,0,50.0%,3.00,1,6,0,0,0,0,0,0,41,71%,0,0%,0,0%,False,Jonathan Taylor
2021,2022-01-09,17,18,22.355,IND,@,JAX,L 11-26,True,15,77,5.13,0,4,3,18,6.00,0,75.0%,4.50,0,0,0,0,0,1,0,0,52,91%,0,0%,0,0%,True,Jonathan Taylor
,32 Games,,,,,,,20-12-0,False,564,2980,5.28,29,90,76,659,8.67,3,84.4%,7.32,32,192,5,3,0,3,0,0,,,,,,,False,Jonathan Taylor
