Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-11-26,11,12,24.326,TEN,@,HOU,L 17-34,False,8,30,3.75,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,27,49%,0,0%,0,0%,True,Derrick Henry
2018,2018-12-02,12,13,24.332,TEN,,NYJ,W 26-22,False,10,40,4.00,1,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,28,41%,0,0%,0,0%,False,Derrick Henry
2018,2018-12-06,13,14,24.336,TEN,,JAX,W 30-9,False,17,238,14.00,4,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,4,24,0,0,0,0,0,0,24,40%,0,0%,0,0%,False,Derrick Henry
2018,2018-12-16,14,15,24.346,TEN,@,NYG,W 17-0,True,33,170,5.15,2,1,1,0,0.00,0,100.0%,0.00,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,,2,12,0,0,0,0,0,0,49,70%,0,0%,0,0%,True,Derrick Henry
2018,2018-12-22,15,16,24.352,TEN,,WAS,W 25-16,True,21,84,4.00,1,1,1,8,8.00,0,100.0%,8.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,1,6,0,0,0,0,0,0,35,62%,0,0%,0,0%,False,Derrick Henry
2018,2018-12-30,16,17,24.360,TEN,,IND,L 17-33,True,16,93,5.81,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,26,53%,0,0%,0,0%,False,Derrick Henry
2019,2019-09-08,1,1,25.247,TEN,@,CLE,W 43-13,True,19,84,4.42,1,2,1,75,75.00,1,50.0%,37.50,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,36,61%,0,0%,0,0%,True,Derrick Henry
2019,2019-09-15,2,2,25.254,TEN,,IND,L 17-19,True,15,82,5.47,1,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,,,,1,6,1,0,0,0,0,0,30,51%,0,0%,0,0%,False,Derrick Henry
2019,2019-09-19,3,3,25.258,TEN,@,JAX,L 7-20,True,17,44,2.59,1,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,37,47%,0,0%,0,0%,True,Derrick Henry
2019,2019-09-29,4,4,25.268,TEN,@,ATL,W 24-10,True,27,100,3.70,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,,0,0,1,0,0,0,0,0,47,76%,0,0%,0,0%,True,Derrick Henry
2019,2019-10-06,5,5,25.275,TEN,,BUF,L 7-14,True,20,78,3.90,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,36,62%,0,0%,0,0%,False,Derrick Henry
2019,2019-10-13,6,6,25.282,TEN,@,DEN,L 0-16,True,15,28,1.87,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,36,55%,0,0%,0,0%,True,Derrick Henry
2019,2019-10-20,7,7,25.289,TEN,,LAC,W 23-20,True,22,90,4.09,1,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,46,74%,0,0%,0,0%,False,Derrick Henry
2019,2019-10-27,8,8,25.296,TEN,,TAM,W 27-23,True,16,75,4.69,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,39,66%,0,0%,0,0%,False,Derrick Henry
2019,2019-11-03,9,9,25.303,TEN,@,CAR,L 20-30,True,13,63,4.85,1,3,3,36,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,38,53%,0,0%,0,0%,True,Derrick Henry
2019,2019-11-10,10,10,25.310,TEN,,KAN,W 35-32,True,23,188,8.17,2,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,36,72%,0,0%,0,0%,False,Derrick Henry
2019,2019-11-24,11,12,25.324,TEN,,JAX,W 42-20,True,19,159,8.37,2,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,,,,2,12,1,1,0,0,0,0,40,75%,0,0%,0,0%,False,Derrick Henry
2019,2019-12-01,12,13,25.331,TEN,@,IND,W 31-17,True,26,149,5.73,1,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,0,0,,,,1,6,1,1,0,0,0,0,44,75%,0,0%,0,0%,True,Derrick Henry
2019,2019-12-08,13,14,25.338,TEN,@,OAK,W 42-21,True,18,103,5.72,2,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,37,61%,0,0%,0,0%,True,Derrick Henry
2019,2019-12-15,14,15,25.345,TEN,,HOU,L 21-24,True,21,86,4.10,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,40,59%,0,0%,0,0%,False,Derrick Henry
2019,2019-12-22,15,16,,TEN,,NOR,L 28-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Derrick Henry
2019,2019-12-29,16,17,25.359,TEN,@,HOU,W 35-14,True,32,211,6.59,3,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,3,18,0,0,0,0,0,0,47,76%,0,0%,0,0%,True,Derrick Henry
2020,2020-09-14,1,1,26.254,TEN,@,DEN,W 16-14,True,31,116,3.74,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,75%,0,0%,0,0%,True,Derrick Henry
2020,2020-09-20,2,2,26.260,TEN,,JAX,W 33-30,True,25,84,3.36,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,44,71%,0,0%,0,0%,False,Derrick Henry
2020,2020-09-27,3,3,26.267,TEN,@,MIN,W 31-30,True,26,119,4.58,2,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,56,75%,0,0%,0,0%,True,Derrick Henry
