Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2012.0,2012-09-09,1.0,1.0,,DEN,PIT,W 31-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Ronnie Hillman,True,31,19
2012.0,2012-09-17,2.0,2.0,,DEN,ATL,L 21-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Ronnie Hillman,False,21,27
2012.0,2012-09-23,3.0,3.0,21.009,DEN,HOU,L 25-31,False,2,7,3.50,0,1,1,1,1.00,0,100.0%,1.00,0,0,0,0,0,0,0,0,12,15%,0,0%,1,3%,False,Ronnie Hillman,False,25,31
2012.0,2012-09-30,4.0,4.0,21.016,DEN,OAK,W 37-6,False,10,31,3.10,0,2,2,32,16.00,0,100.0%,16.00,0,0,0,0,0,0,0,0,20,26%,0,0%,0,0%,False,Ronnie Hillman,True,37,6
2012.0,2012-10-07,5.0,5.0,21.023,DEN,NWE,L 21-31,False,3,9,3.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,0,0,0,0,0,0,5,7%,0,0%,0,0%,True,Ronnie Hillman,False,21,31
2012.0,2012-10-15,6.0,6.0,21.031,DEN,SDG,W 35-24,False,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,9,16%,0,0%,0,0%,True,Ronnie Hillman,True,35,24
2012.0,2012-10-28,7.0,8.0,21.044,DEN,NOR,W 34-14,False,14,86,6.14,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,1,0,0,0,0,0,27,36%,0,0%,0,0%,False,Ronnie Hillman,True,34,14
2012.0,2012-11-04,8.0,9.0,21.051,DEN,CIN,W 31-23,False,1,4,4.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,0,0,0,0,0,0,13,21%,0,0%,0,0%,True,Ronnie Hillman,True,31,23
2012.0,2012-11-11,9.0,10.0,21.058,DEN,CAR,W 36-14,False,5,5,1.00,1,2,2,8,4.00,0,100.0%,4.00,1,6,0,0,0,0,0,0,18,28%,0,0%,0,0%,True,Ronnie Hillman,True,36,14
2012.0,2012-11-18,10.0,11.0,21.065,DEN,SDG,W 30-23,False,12,43,3.58,0,2,2,16,8.00,0,100.0%,8.00,0,0,0,0,0,0,0,0,32,46%,0,0%,0,0%,False,Ronnie Hillman,True,30,23
2012.0,2012-11-25,11.0,12.0,21.072,DEN,KAN,W 17-9,False,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,True,Ronnie Hillman,True,17,9
2012.0,2012-12-02,12.0,13.0,21.079,DEN,TAM,W 31-23,False,5,29,5.80,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,9,12%,0,0%,0,0%,False,Ronnie Hillman,True,31,23
2012.0,2012-12-06,13.0,14.0,21.083,DEN,OAK,W 26-13,False,4,24,6.00,0,1,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,15,18%,0,0%,0,0%,True,Ronnie Hillman,True,26,13
2012.0,2012-12-16,14.0,15.0,21.093,DEN,BAL,W 34-17,False,15,32,2.13,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,22,29%,0,0%,0,0%,True,Ronnie Hillman,True,34,17
2012.0,2012-12-23,15.0,16.0,21.1,DEN,CLE,W 34-12,False,6,35,5.83,0,1,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,13,16%,0,0%,0,0%,False,Ronnie Hillman,True,34,12
2012.0,2012-12-30,16.0,17.0,21.107,DEN,KAN,W 38-3,False,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,6,8%,0,0%,0,0%,False,Ronnie Hillman,True,38,3
2013.0,2013-09-05,1.0,1.0,21.356,DEN,BAL,W 49-27,False,4,15,3.75,0,2,2,27,13.50,0,100.0%,13.50,0,0,0,0,0,0,0,0,15,21%,0,0%,0,0%,False,Ronnie Hillman,True,49,27
2013.0,2013-09-15,2.0,2.0,22.001,DEN,NYG,W 41-23,False,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,Ronnie Hillman,True,41,23
2013.0,2013-09-23,3.0,3.0,22.009,DEN,OAK,W 37-21,False,9,66,7.33,1,1,1,12,12.00,0,100.0%,12.00,1,6,0,0,0,0,0,0,24,32%,0,0%,0,0%,False,Ronnie Hillman,True,37,21
2013.0,2013-09-29,4.0,4.0,22.015,DEN,PHI,W 52-20,False,11,36,3.27,0,3,2,21,10.50,0,66.7%,7.00,0,0,0,0,0,0,0,0,30,41%,0,0%,0,0%,False,Ronnie Hillman,True,52,20
2013.0,2013-10-06,5.0,5.0,22.022,DEN,DAL,W 51-48,False,7,17,2.43,0,4,4,42,10.50,0,100.0%,10.50,0,0,0,0,0,0,0,0,23,29%,0,0%,0,0%,True,Ronnie Hillman,True,51,48
2013.0,2013-10-13,6.0,6.0,22.029,DEN,JAX,W 35-19,False,4,20,5.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,1,0,0,0,0,0,12,16%,0,0%,0,0%,False,Ronnie Hillman,True,35,19
2013.0,2013-10-20,7.0,7.0,22.036,DEN,IND,L 33-39,False,4,25,6.25,0,1,1,1,1.00,0,100.0%,1.00,0,0,1,1,0,0,0,0,20,26%,0,0%,0,0%,True,Ronnie Hillman,False,33,39
